UNITID,LCOLELYN,XLPBOOKS,LPBOOKS,XLEBOOKS,LEBOOKS,XLEDATAB,LEDATAB,XLPMEDIA,LPMEDIA,XLEMEDIA,LEMEDIA,XLPSERIA,LPSERIA,XLESERIA,LESERIA,XLPCOLLC,LPCLLCT,XLECOLLC,LECLLCT,XLTCLLCT,LTCLLCT,XLPCRCLT,LPCRCLT,XLECRCLT,LECRCLT,XLTCRCLT,LTCRCLT,LILLDYN,XLILLDPR,LILLDPR,XLILLDRC,LILLDRC,XLBRANCH,LBRANCH,XSALWAG,LSALWAG,LFRNGBYN,XLFRNGBN,LFRNGBN,XLEXMSBB,LEXMSBB,XLEXMSCS,LEXMSCS,XLEXMSOT,LEXMSOT,XLEXMSTL,LEXMSTL,XLEXOMPS,LEXOMPS,XLEXOMOT,LEXOMOT,XLEXOMTL,LEXOMTL,XLEXPTOT,LEXPTOT,LSWMSOM 
104090,2,"R",4307,"R",164580,"R",11,"R",308,"R",1855,"R",28,"R",10368,"R",4643,"R",176814,"R",181457,"R",2122,"R",2018,"R",4140,2,"A",,"A",,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.
104151,2,"R",3038653,"R",881323,"R",688,"R",923923,"R",121492,"R",73157,"R",77787,"R",4035733,"R",1081290,"R",5117023,"R",140905,"R",3480434,"R",3621339,1,"R",27513,"R",34215,"R",8,"R",10376158,1,"R",3985044,"R",1946415,"R",10115033,"R",29092,"R",12090540,"R",113158,"R",2657542,"R",2770700,"R",29222442,25237398
104160,2,"R",56133,"R",194220,"R",41,"R",5688,"R",25240,"R",521,"R",13429,"R",62342,"R",232930,"R",295272,"R",9284,"R",25869,"R",35153,1,"R",171,"R",94,"R",0,"R",453101,1,"R",126299,"R",96368,"R",123623,"R",1035,"R",221026,"R",3797,"R",77768,"R",81565,"R",881991,755692
104179,2,"R",3135955,"R",1846698,"R",835,"R",6273163,"R",101171,"R",9605,"R",182486,"R",9418723,"R",2131190,"R",11549913,"R",289080,"R",3697902,"R",3986982,1,"R",43395,"R",31617,"R",4,"R",11553837,1,"R",3801928,"R",2982780,"R",11422474,"R",1013731,"R",15418985,"R",0,"R",4729849,"R",4729849,"R",35504599,31702671
104188,2,"R",6015,"R",0,"R",62,"R",85,"R",28,"R",0,"R",0,"R",6100,"R",90,"R",6190,"R",222,"R",130,"R",352,2,"A",,"A",,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.
104346,2,"R",77098,"R",130168,"R",27,"R",3180,"R",15410,"R",49,"R",0,"R",80327,"R",145605,"R",225932,"R",16814,"R",37405,"R",54219,1,"R",666,"R",76,"R",5,"R",528943,1,"R",214920,"R",130000,"R",75200,"R",0,"R",205200,"R",0,"R",0,"R",0,"R",949063,734143
104364,2,"R",3881,"R",193007,"R",41,"R",316,"R",3183,"R",15,"R",405,"R",4212,"R",196636,"R",200848,"R",351,"R",13633,"R",13984,2,"A",,"A",,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.
104425,2,"R",59662,"R",45527,"R",10,"R",6131,"Z",0,"R",22,"R",7401,"R",65815,"R",52938,"R",118753,"R",7846,"R",36801,"R",44647,1,"R",449,"R",240,"R",1,"R",406701,1,"R",114646,"R",44716,"R",5600,"R",0,"R",50316,"R",0,"R",117071,"R",117071,"R",688734,574088
104577,2,"R",47622,"R",945,"R",41,"R",1383,"R",0,"R",637,"Z",0,"R",49642,"R",986,"R",50628,"R",9786,"R",7832,"R",17618,2,"A",,"A",,"R",0,"R",318950,1,"R",102813,"R",67864,"R",63405,"R",0,"R",131269,"R",3151,"R",50652,"R",53803,"R",606835,504022
104586,2,"R",30076,"R",179675,"R",101,"R",2959,"R",25335,"R",149,"R",51589,"R",33184,"R",256700,"R",289884,"R",12531,"R",109559,"R",122090,1,"R",3501,"R",2301,"R",0,"R",644126,1,"R",208822,"R",16598,"R",161429,"R",0,"R",178027,"R",0,"R",71632,"R",71632,"R",1102607,893785
104665,2,"R",30000,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",30000,"R",0,"R",30000,"R",739,"R",0,"R",739,2,"A",,"A",,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.
104708,2,"R",107510,"R",208785,"R",110,"R",9783,"Z",0,"R",161,"R",48657,"R",117454,"R",257552,"R",375006,"R",46207,"R",44934,"R",91141,1,"R",884,"R",777,"R",1,"R",1098142,2,"Z",0,"R",166426,"R",113775,"R",0,"R",280201,"R",0,"R",13975,"R",13975,"R",1392318,1392318
104717,2,"R",42561,"R",156286,"R",96,"R",1414,"R",2530,"R",0,"R",78785,"R",43975,"R",237697,"R",281672,"R",9177,"R",1631119,"R",1640296,1,"R",9,"R",4004,"R",0,"R",1570372,2,"Z",0,"R",20855,"R",701715,"R",9238,"R",731808,"R",0,"R",32120,"R",32120,"R",2334300,2334300
105145,2,"R",42982,"R",155296,"R",98,"R",3672,"R",35853,"R",768,"R",37,"R",47422,"R",191284,"R",238706,"R",7315,"R",10108,"R",17423,1,"R",363,"R",37,"R",0,"R",425914,1,"R",123871,"R",80378,"R",147500,"R",1939,"R",229817,"R",0,"R",0,"R",0,"R",779602,655731
105154,2,"R",108567,"R",380460,"R",84,"R",1138,"R",30485,"R",1413,"R",7099,"R",111118,"R",418128,"R",529246,"R",23783,"R",243,"R",24026,1,"R",6428,"R",475,"R",1,"R",1788631,1,"R",374484,"R",79712,"R",101374,"R",0,"R",181086,"R",1999,"R",90703,"R",92702,"R",2436903,2062419
105206,2,"R",24808,"R",151126,"R",32,"R",1466,"R",0,"R",1308,"R",207,"R",27582,"R",151365,"R",178947,"R",6280,"R",39755,"R",46035,1,"R",369,"R",356,"R",4,"R",0,2,"Z",0,"R",28623,"R",94971,"R",5258,"R",128852,"R",0,"R",2499,"R",2499,"R",131351,131351
105297,2,"R",122133,"R",9852,"R",46,"R",4396,"R",5800,"R",118,"Z",0,"R",126647,"R",15698,"R",142345,"R",63473,"R",724,"R",64197,1,"R",0,"R",27,"R",2,"R",380495,1,"R",97406,"R",193780,"R",75060,"R",0,"R",268840,"R",0,"R",32820,"R",32820,"R",779561,682155
105330,2,"R",574723,"R",232571,"R",141,"R",47878,"R",212583,"R",6264,"R",88412,"R",628865,"R",533707,"R",1162572,"R",22514,"R",4813,"R",27327,1,"R",15442,"R",29540,"R",0,"R",3602541,2,"Z",0,"R",147224,"R",2165589,"R",16509,"R",2329322,"R",955,"R",472909,"R",473864,"R",6405727,6405727
105349,2,"R",47256,"R",637,"R",26,"R",3386,"R",0,"R",547,"R",19,"R",51189,"R",682,"R",51871,"R",8528,"R",2195,"R",10723,1,"R",269,"R",47,"R",1,"R",329893,1,"R",100394,"R",55000,"R",47384,"R",19182,"R",121566,"R",0,"R",475,"R",475,"R",552328,451934
105428,2,"R",59580,"R",148800,"R",50,"R",7206,"R",50000,"R",108,"R",3,"R",66894,"R",198853,"R",265747,"R",48976,"R",168517,"R",217493,1,"R",512,"R",58,"R",0,"R",979727,2,"Z",0,"R",78620,"R",173659,"R",588,"R",252867,"R",0,"R",15349,"R",15349,"R",1247943,1247943
105525,2,"R",226341,"R",30635,"R",95,"R",22044,"R",9951,"R",492,"R",124,"R",248877,"R",40805,"R",289682,"R",93090,"R",6074731,"R",6167821,1,"R",268,"R",33,"R",6,"R",1944235,1,"R",566400,"R",406487,"R",279335,"R",32841,"R",718663,"R",0,"R",264379,"R",264379,"R",3493677,2927277
105534,1,"A",,"R",800500,"R",7,"A",,"R",0,"A",,"R",0,"A",,"R",800507,"R",800507,"A",,"R",156115,"R",156115,2,"A",,"A",,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.
105589,2,"R",33993,"R",165422,"R",28,"R",2033,"Z",0,"R",0,"Z",0,"R",36026,"R",165450,"R",201476,"R",8553,"R",58538,"R",67091,1,"R",1495,"R",424,"R",0,"R",157429,1,"R",40168,"R",20801,"R",96248,"R",8730,"R",125779,"R",0,"R",7929,"R",7929,"R",331305,291137
105659,2,"R",80,"R",0,"R",1,"R",0,"R",0,"R",7,"R",0,"R",87,"R",1,"R",88,"R",32,"R",3600,"R",3632,2,"A",,"A",,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.
105668,2,"R",17318,"R",153177,"R",69,"R",7732,"R",29279,"R",20,"R",35628,"R",25070,"R",218153,"R",243223,"R",2564,"R",320046,"R",322610,1,"R",303,"R",290,"R",0,"R",789263,2,"Z",0,"R",22918,"R",164175,"R",0,"R",187093,"R",0,"R",0,"R",0,"R",976356,976356
105747,2,"R",44599,"R",163245,"R",66,"R",2157,"R",4,"R",608,"R",14,"R",47364,"R",163329,"R",210693,"R",1495,"R",13943,"R",15438,1,"R",45,"R",356,"R",0,"R",638658,1,"R",235076,"R",77916,"R",125000,"R",0,"R",202916,"R",0,"R",1199,"R",1199,"R",1077849,842773
105792,2,"R",33484,"R",225230,"R",70,"R",2674,"R",27785,"R",1538,"R",52650,"R",37696,"R",305735,"R",343431,"R",7895,"R",6983,"R",14878,1,"R",23,"R",15,"R",0,"R",828705,1,"R",268783,"R",36582,"R",101374,"R",0,"R",137956,"R",0,"R",139694,"R",139694,"R",1375138,1106355
105899,2,"R",24080,"R",19587,"R",13,"R",2095,"R",0,"R",467,"R",25,"R",26642,"R",19625,"R",46267,"R",1916,"R",298,"R",2214,1,"R",109,"R",128,"R",0,"R",70984,1,"R",13474,"R",208,"R",56712,"R",482,"R",57402,"R",0,"R",1561,"R",1561,"R",143421,129947
106041,2,"Z",0,"Z",0,"R",7,"R",66,"Z",0,"Z",0,"Z",0,"R",66,"R",7,"R",73,"R",300,"R",16,"R",316,2,"A",,"A",,"R",0,"R",135475,2,"Z",0,"R",0,"R",800,"R",0,"R",800,"R",0,"R",0,"R",0,"R",136275,136275
106148,2,"R",97076,"R",187848,"R",24,"R",10380,"R",9,"R",497,"R",11939,"R",107953,"R",199820,"R",307773,"R",95373,"R",21010,"R",116383,1,"R",31761,"R",6565,"R",1,"R",657892,1,"R",203637,"R",113125,"R",134134,"R",0,"R",247259,"R",0,"R",62869,"R",62869,"R",1171657,968020
106245,2,"R",501320,"R",528537,"R",148,"R",7027,"R",15835,"R",2758,"R",24830,"R",511105,"R",569350,"R",1080455,"R",28402,"R",537079,"R",565481,1,"R",4335,"R",4470,"R",0,"R",1279055,1,"R",244453,"R",12888,"R",1232305,"R",1295193,"R",2540386,"R",533,"R",357336,"R",357869,"R",4421763,4177310
106263,2,"R",27764,"R",2356,"R",120,"R",238,"R",2100,"R",96524,"R",62819,"R",124526,"R",67395,"R",191921,"R",3205,"R",10000,"R",13205,1,"R",2612,"R",2652,"R",0,"R",1265466,1,"R",534305,"R",143700,"R",1499240,"R",0,"R",1642940,"R",0,"R",140916,"R",140916,"R",3583627,3049322
106306,2,"R",42906,"R",0,"R",4,"R",0,"R",0,"R",70,"R",54,"R",42976,"R",58,"R",43034,"R",131,"R",58,"R",189,1,"R",0,"R",10,"R",0,"R",153240,1,"R",27648,"R",0,"R",63000,"R",2000,"R",65000,"R",0,"R",31910,"R",31910,"R",277798,250150
106342,2,"R",127478,"R",28603,"R",133,"R",6017,"R",6300,"R",133495,"R",35036,"R",266990,"R",70072,"R",337062,"R",2660,"R",1245,"R",3905,1,"R",456,"R",331,"R",0,"R",206478,2,"Z",0,"R",10000,"R",185211,"R",0,"R",195211,"R",1000,"R",71138,"R",72138,"R",473827,473827
106397,2,"R",1058172,"R",570318,"R",318,"R",226611,"R",71621,"R",60462,"R",121476,"R",1345245,"R",763733,"R",2108978,"R",64391,"R",1181664,"R",1246055,1,"R",33215,"R",28753,"R",4,"R",5934315,1,"R",1387622,"R",817003,"R",5735171,"R",395917,"R",6948091,"R",46158,"R",1411673,"R",1457831,"R",15727859,14340237
106412,2,"R",134083,"R",25935,"R",107,"R",1192,"R",265,"R",115,"R",73853,"R",135390,"R",100160,"R",235550,"R",6329,"R",12432,"R",18761,1,"R",200,"R",1550,"R",5,"R",595507,1,"R",184610,"R",25000,"R",230000,"R",95000,"R",350000,"R",2500,"R",22308,"R",24808,"R",1154925,970315
106449,2,"R",78717,"R",44407,"R",90,"R",5721,"R",0,"R",262,"R",0,"R",84700,"R",44497,"R",129197,"R",5111,"R",13761,"R",18872,1,"R",1405,"R",36,"R",1,"R",321943,1,"R",58586,"R",60865,"R",107595,"R",1150,"R",169610,"R",0,"R",19253,"R",19253,"R",569392,510806
106458,2,"R",423533,"R",446939,"R",282,"R",45018,"R",109879,"Z",0,"Z",0,"R",468551,"R",557100,"R",1025651,"R",32214,"R",195787,"R",228001,1,"R",7984,"R",2417,"R",0,"R",1291926,1,"R",417431,"R",532759,"R",2353371,"R",9553,"R",2895683,"R",3227,"R",143320,"R",146547,"R",4751587,4334156
106467,2,"R",179554,"R",182150,"R",279,"R",15039,"R",393,"R",3575,"R",20484,"R",198168,"R",203306,"R",401474,"R",30540,"R",60238,"R",90778,1,"R",517,"R",1233,"R",1,"R",840293,1,"R",218466,"R",48916,"R",501881,"R",13405,"R",564202,"R",3224,"R",201434,"R",204658,"R",1827619,1609153
106485,2,"R",115427,"R",4790,"R",77,"R",19914,"R",54145,"R",528,"R",2314,"R",135869,"R",61326,"R",197195,"R",8603,"R",141,"R",8744,1,"R",393,"R",225,"R",2,"R",343027,1,"R",103593,"R",28441,"R",234365,"R",577,"R",263383,"R",448,"R",47411,"R",47859,"R",757862,654269
106546,2,"R",705,"R",76,"R",8,"R",89,"R",0,"R",22,"R",201,"R",816,"R",285,"R",1101,"R",47,"R",913,"R",960,1,"R",1074,"R",651,"R",0,"R",58547,1,"R",15751,"R",2498,"R",118418,"R",160194,"R",281110,"R",0,"R",1179,"R",1179,"R",356587,340836
106625,2,"R",27000,"R",230,"R",12,"R",2275,"Z",0,"R",124,"R",10,"R",29399,"R",252,"R",29651,"R",900,"R",10,"R",910,1,"R",8,"R",9,"R",0,"R",108858,1,"R",39929,"R",25000,"R",30850,"R",3000,"R",58850,"R",0,"R",0,"R",0,"R",207637,167708
106704,2,"R",508721,"R",164566,"R",82,"R",12507,"R",27,"R",107,"R",474,"R",521335,"R",165149,"R",686484,"R",85376,"R",14149,"R",99525,1,"R",4478,"R",4910,"R",0,"R",1306452,1,"R",456714,"R",234533,"R",1111316,"R",0,"R",1345849,"R",6088,"R",370277,"R",376365,"R",3485380,3028666
106713,2,"R",47956,"R",296547,"R",115,"R",707,"R",305,"R",15,"Z",0,"R",48678,"R",296967,"R",345645,"R",3940,"R",71746,"R",75686,1,"R",416,"R",21,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.
106795,2,"R",8600,"R",5,"R",58,"R",90,"R",0,"R",0,"R",0,"R",8690,"R",63,"R",8753,"R",1400,"R",20,"R",1420,2,"A",,"A",,"R",2,"R",66631,1,"R",16627,"R",1000,"R",30550,"R",3000,"R",34550,"R",0,"R",4170,"R",4170,"R",121978,105351
106810,2,"R",17582,"R",210550,"R",49,"R",396,"Z",0,"Z",0,"Z",0,"R",17978,"R",210599,"R",228577,"R",128,"R",223,"R",351,2,"A",,"A",,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.
106883,2,"R",24024,"Z",0,"R",8,"R",8008,"Z",0,"R",32,"Z",0,"R",32064,"R",8,"R",32072,"R",3416,"R",205,"R",3621,1,"R",12,"R",32,"R",0,"R",131556,1,"R",73502,"R",19245,"R",8413,"R",67023,"R",94681,"R",0,"R",2052,"R",2052,"R",301791,228289
106980,2,"R",32174,"R",59223,"Z",0,"R",2001,"R",540,"R",123,"Z",0,"R",34298,"R",59763,"R",94061,"R",3937,"R",1146,"R",5083,1,"R",5,"R",54,"R",0,"R",178721,1,"R",77302,"R",41544,"R",32235,"R",0,"R",73779,"R",0,"R",32585,"R",32585,"R",362387,285085
106999,2,"R",14230,"Z",0,"R",37,"R",2033,"R",0,"R",34,"R",0,"R",16297,"R",37,"R",16334,"R",641,"R",37,"R",678,1,"R",2,"R",1,"R",0,"R",88088,1,"R",30547,"R",6198,"R",9863,"R",26822,"R",42883,"R",0,"R",3070,"R",3070,"R",164588,134041
107044,2,"R",180419,"R",281960,"R",158,"R",250142,"R",379337,"R",1141,"R",81906,"R",431702,"R",743361,"R",1175063,"R",38013,"R",38819,"R",76832,1,"R",4758,"R",2150,"R",1,"R",672025,2,"Z",0,"R",66706,"R",464124,"R",6586,"R",537416,"R",11263,"R",119919,"R",131182,"R",1340623,1340623
107071,2,"R",227769,"R",346471,"R",224,"R",10602,"R",2450259,"R",616,"R",73,"R",238987,"R",2797027,"R",3036014,"R",15813,"R",910,"R",16723,1,"R",1822,"R",776,"R",0,"R",648020,1,"R",227024,"R",28502,"R",467593,"R",237,"R",496332,"R",56319,"R",43491,"R",99810,"R",1471186,1244162
107080,2,"R",230572,"R",31879,"R",55,"R",4317,"R",129884,"R",406,"R",80514,"R",235295,"R",242332,"R",477627,"R",14188,"R",5085,"R",19273,1,"R",1224,"R",806,"R",1,"R",46100,2,"Z",0,"R",53000,"R",420000,"R",4500,"R",477500,"R",8000,"R",83280,"R",91280,"R",614880,614880
107123,2,"R",1100,"Z",0,"R",2,"R",90,"Z",0,"R",53,"Z",0,"R",1243,"R",2,"R",1245,"R",78,"R",5,"R",83,1,"R",46,"R",4,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.
107141,2,"R",104092,"R",317507,"R",134,"R",9166,"R",0,"R",1038,"R",65236,"R",114296,"R",382877,"R",497173,"R",21981,"R",2500000,"R",2521981,1,"R",793,"R",1638,"R",1,"R",368640,1,"R",98589,"R",22910,"R",121846,"R",28011,"R",172767,"R",1755,"R",14236,"R",15991,"R",655987,557398
107318,2,"R",20285,"R",0,"R",52,"R",2572,"R",0,"R",0,"R",0,"R",22857,"R",52,"R",22909,"R",1149,"R",994,"R",2143,1,"R",0,"R",5,"R",0,"R",74242,1,"R",29447,"R",11576,"R",12332,"R",69,"R",23977,"R",0,"R",18428,"R",18428,"R",146094,116647
107327,2,"R",22427,"R",0,"R",4,"R",865,"R",0,"R",85,"R",0,"R",23377,"R",4,"R",23381,"R",933,"R",1403,"R",2336,1,"R",109,"R",35,"R",0,"R",176137,1,"R",47754,"R",1130,"R",43689,"R",0,"R",44819,"R",0,"R",16853,"R",16853,"R",285563,237809
107460,2,"R",17988,"R",52000,"R",17,"R",1165,"R",854,"R",100,"Z",0,"R",19253,"R",52871,"R",72124,"R",4870,"R",6227,"R",11097,1,"R",112,"R",71,"R",1,"R",98897,1,"R",39209,"R",10708,"R",54617,"R",5365,"R",70690,"R",542,"R",22244,"R",22786,"R",231582,192373
107512,2,"R",189898,"R",824,"R",91,"R",6954,"R",153604,"R",752,"R",55529,"R",197604,"R",210048,"R",407652,"R",12542,"R",57159,"R",69701,1,"R",957,"R",231,"R",1,"R",540002,2,"Z",0,"R",82664,"R",208983,"R",2508,"R",294155,"R",16213,"R",46334,"R",62547,"R",896704,896704
107521,2,"R",16106,"R",625,"R",53,"R",1866,"R",1801,"R",677,"R",150,"R",18649,"R",2629,"R",21278,"R",6986,"R",30607,"R",37593,1,"R",61,"R",8,"R",0,"R",93406,1,"R",29820,"R",5984,"R",19123,"R",1000,"R",26107,"R",750,"R",3910,"R",4660,"R",153993,124173
107549,2,"R",15133,"R",0,"R",20,"R",1302,"R",100,"R",36,"R",0,"R",16471,"R",120,"R",16591,"R",375,"R",118398,"R",118773,1,"R",14,"R",60,"R",0,"R",96812,1,"R",37486,"R",5639,"R",32357,"R",1220,"R",39216,"R",0,"R",3444,"R",3444,"R",176958,139472
107558,2,"R",116461,"R",200000,"R",150,"R",5846,"Z",0,"Z",0,"Z",0,"R",122307,"R",200150,"R",322457,"R",4270,"R",3000,"R",7270,1,"R",289,"R",21,"R",0,"R",121940,1,"R",26819,"R",13064,"R",295004,"R",411,"R",308479,"R",21614,"R",15089,"R",36703,"R",493941,467122
107585,2,"R",26352,"R",150568,"R",24,"R",1135,"R",24246,"R",81,"Z",0,"R",27568,"R",174838,"R",202406,"R",5496,"R",18273,"R",23769,1,"R",0,"R",10,"R",0,"R",169459,1,"R",55726,"R",14331,"R",37719,"R",0,"R",52050,"R",0,"R",16776,"R",16776,"R",294011,238285
107600,2,"R",65323,"R",20575,"R",47,"R",4730,"R",3113,"R",190,"R",166,"R",70243,"R",23901,"R",94144,"R",557,"R",1017,"R",1574,1,"R",279,"R",16,"R",0,"R",212508,1,"R",21332,"R",36300,"R",48645,"R",30961,"R",115906,"R",2000,"R",4500,"R",6500,"R",356246,334914
107619,2,"R",27410,"R",234,"R",21,"R",3570,"Z",0,"R",120,"Z",0,"R",31100,"R",255,"R",31355,"R",2987,"R",237,"R",3224,1,"R",31,"R",23,"R",2,"R",206419,1,"R",53834,"R",7965,"R",114025,"R",2146,"R",124136,"R",0,"R",25008,"R",25008,"R",409397,355563
107637,2,"R",11605,"R",94,"R",6,"R",89,"R",0,"R",164,"R",8,"R",11858,"R",108,"R",11966,"R",289,"R",94,"R",383,1,"R",7,"R",0,"R",1,"R",105423,1,"R",19417,"R",0,"R",39510,"R",0,"R",39510,"R",0,"R",7455,"R",7455,"R",171805,152388
107664,2,"R",27042,"R",74782,"R",32,"R",2805,"R",5,"R",156,"Z",0,"R",30003,"R",74819,"R",104822,"R",4779,"R",141992,"R",146771,1,"R",72,"R",25,"R",1,"R",364846,1,"R",104679,"R",88597,"R",127546,"R",0,"R",216143,"R",0,"R",220807,"R",220807,"R",906475,801796
107725,2,"R",12591,"R",180000,"R",97,"R",2293,"R",0,"R",0,"R",0,"R",14884,"R",180097,"R",194981,"R",235,"R",313,"R",548,1,"R",15,"R",32,"R",0,"R",108128,1,"R",37257,"R",4829,"R",31657,"R",0,"R",36486,"R",0,"R",5559,"R",5559,"R",187430,150173
107743,2,"R",14278,"R",37247,"R",59,"R",359,"R",0,"R",0,"R",0,"R",14637,"R",37306,"R",51943,"R",1837,"R",2211,"R",4048,1,"R",7,"R",55,"R",0,"R",85294,1,"R",36411,"R",1622,"R",5835,"R",1779,"R",9236,"R",0,"R",3854,"R",3854,"R",134795,98384
107840,1,"A",,"R",1011350,"R",71,"A",,"R",0,"A",,"R",0,"A",,"R",1011421,"R",1011421,"A",,"R",10,"R",10,1,"R",0,"R",0,"R",0,"R",116250,1,"R",23250,"R",18000,"R",0,"R",0,"R",18000,"R",0,"R",0,"R",0,"R",157500,134250
107877,2,"R",60452,"R",40762,"R",119,"R",244,"Z",0,"R",31,"R",1,"R",60727,"R",40882,"R",101609,"R",10867,"R",1445,"R",12312,1,"R",255,"R",195,"R",1,"R",89542,2,"Z",0,"R",13880,"R",51024,"R",0,"R",64904,"R",1285,"R",16901,"R",18186,"R",172632,172632
107974,2,"R",35426,"R",6076,"R",116,"R",420,"R",6240,"R",53,"R",0,"R",35899,"R",12432,"R",48331,"R",2729,"R",42032,"R",44761,1,"R",0,"R",1,"R",0,"R",139073,1,"R",33553,"R",20834,"R",33971,"R",16379,"R",71184,"R",0,"R",5051,"R",5051,"R",248861,215308
107983,2,"R",147609,"R",8511,"R",185,"R",50243,"R",96774,"R",207,"R",80,"R",198059,"R",105550,"R",303609,"R",8143,"R",2537,"R",10680,1,"R",842,"R",235,"R",0,"R",387535,1,"R",99180,"R",202930,"R",202616,"R",42807,"R",448353,"R",0,"R",65510,"R",65510,"R",1000578,901398
107992,2,"R",16479,"R",17056,"R",58,"R",1459,"R",0,"R",47,"R",0,"R",17985,"R",17114,"R",35099,"R",964,"R",561,"R",1525,1,"R",13,"R",5,"R",0,"R",102609,1,"R",27275,"R",23265,"R",3681,"R",5286,"R",32232,"R",0,"R",15137,"R",15137,"R",177253,149978
108092,2,"R",69837,"R",235879,"Z",0,"R",65637,"R",0,"R",178,"R",52,"R",135652,"R",235931,"R",371583,"R",9843,"R",17509,"R",27352,1,"R",344,"R",1188,"R",0,"R",463784,1,"R",121263,"R",73573,"R",329907,"R",5419,"R",408899,"R",1123,"R",85643,"R",86766,"R",1080712,959449
108232,2,"R",29578,"R",7568,"R",20,"R",3795,"R",0,"R",574,"R",1,"R",33947,"R",7589,"R",41536,"R",29759,"R",308494,"R",338253,1,"R",145,"R",16,"R",0,"R",557514,1,"R",118215,"R",43806,"R",123561,"R",0,"R",167367,"R",2261,"R",125234,"R",127495,"R",970591,852376
108269,2,"R",1925,"R",720,"R",0,"R",15,"R",8,"R",0,"R",0,"R",1940,"R",728,"R",2668,"R",1040,"R",8,"R",1048,2,"A",,"A",,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.
108667,2,"R",32692,"R",10000,"R",43,"R",0,"R",0,"R",54,"R",0,"R",32746,"R",10043,"R",42789,"R",14214,"R",11000,"R",25214,2,"A",,"A",,"R",1,"R",556193,1,"R",230000,"R",36000,"R",103000,"R",4000,"R",143000,"R",0,"R",0,"R",0,"R",929193,699193
108807,2,"R",68006,"R",67658,"R",50,"R",6344,"R",18495,"R",142,"Z",0,"R",74492,"R",86203,"R",160695,"R",17275,"R",3434,"R",20709,1,"R",0,"R",48,"R",1,"R",440848,1,"R",132591,"R",34434,"R",64300,"R",16276,"R",115010,"R",333,"R",13077,"R",13410,"R",701859,569268
108852,2,"R",15000,"R",0,"R",0,"R",2010,"R",0,"R",1000,"R",0,"R",18010,"R",0,"R",18010,"R",3000,"R",0,"R",3000,2,"A",,"A",,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.
108870,2,"R",10000,"R",100,"R",1,"R",30000,"R",5000,"R",10,"R",5,"R",40010,"R",5106,"R",45116,"R",25000,"R",75,"R",25075,1,"R",2,"R",4,"R",0,"R",330918,1,"R",134277,"R",18500,"R",500,"R",0,"R",19000,"R",80000,"R",138000,"R",218000,"R",702195,567918
109040,2,"R",140,"R",220,"R",9,"R",0,"R",0,"R",0,"R",4680,"R",140,"R",4909,"R",5049,"R",0,"R",1273,"R",1273,2,"A",,"A",,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.
109086,2,"R",12877,"R",8335,"R",3,"R",562,"R",387,"R",0,"R",264,"R",13439,"R",8989,"R",22428,"R",5502,"R",362,"R",5864,2,"A",,"A",,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.
109208,2,"R",69588,"R",180191,"R",65,"R",1539,"R",128771,"R",190,"R",27160,"R",71317,"R",336187,"R",407504,"R",56780,"R",24326,"R",81106,1,"R",1651,"R",1799,"R",1,"R",1724023,2,"Z",0,"R",280506,"R",270,"R",13856,"R",294632,"R",0,"R",10105,"R",10105,"R",2028760,2028760
109350,2,"R",55456,"R",135716,"R",46,"Z",0,"R",6497,"R",10,"R",22330,"R",55466,"R",164589,"R",220055,"R",35519,"R",16117,"R",51636,1,"R",423,"R",481,"R",1,"R",784530,1,"R",231085,"R",309439,"R",0,"R",0,"R",309439,"R",0,"R",31156,"R",31156,"R",1356210,1125125
109651,2,"R",77384,"R",5073,"R",41,"R",11416,"R",52313,"R",564,"R",3460,"R",89364,"R",60887,"R",150251,"R",40166,"R",91015,"R",131181,2,"A",,"A",,"R",0,"R",784557,2,"Z",0,"R",74394,"R",113232,"R",0,"R",187626,"R",5071,"R",103994,"R",109065,"R",1081248,1081248
