UNITID,PRGMOFR,CIPCODE1,XCIPTUI1,CIPTUIT1,XCIPSUP1,CIPSUPP1,XCIPLGT1,CIPLGTH1,PRGMSR1,XMTHCMP1,MTHCMP1,XWKCMP1,WKCMP1,XLNAYHR1,LNAYHR1,XLNAYWK1,LNAYWK1,XCHG1PY0,CHG1PY0,XCHG1PY1,CHG1PY1,XCHG1PY2,CHG1PY2,XCHG1PY3,CHG1PY3,XCHG4PY0,CHG4PY0,XCHG4PY1,CHG4PY1,XCHG4PY2,CHG4PY2,XCHG4PY3,CHG4PY3,XCHG5PY0,CHG5PY0,XCHG5PY1,CHG5PY1,XCHG5PY2,CHG5PY2,XCHG5PY3,CHG5PY3,XCHG6PY0,CHG6PY0,XCHG6PY1,CHG6PY1,XCHG6PY2,CHG6PY2,XCHG6PY3,CHG6PY3,XCHG7PY0,CHG7PY0,XCHG7PY1,CHG7PY1,XCHG7PY2,CHG7PY2,XCHG7PY3,CHG7PY3,XCHG8PY0,CHG8PY0,XCHG8PY1,CHG8PY1,XCHG8PY2,CHG8PY2,XCHG8PY3,CHG8PY3,XCHG9PY0,CHG9PY0,XCHG9PY1,CHG9PY1,XCHG9PY2,CHG9PY2,XCHG9PY3,CHG9PY3,CIPCODE2,XCIPTUI2,CIPTUIT2,XCIPSUP2,CIPSUPP2,XCIPLGT2,CIPLGTH2,PRGMSR2,XMTHCMP2,MTHCMP2,CIPCODE3,XCIPTUI3,CIPTUIT3,XCIPSUP3,CIPSUPP3,XCIPLGT3,CIPLGTH3,PRGMSR3,XMTHCMP3,MTHCMP3,CIPCODE4,XCIPTUI4,CIPTUIT4,XCIPSUP4,CIPSUPP4,XCIPLGT4,CIPLGTH4,PRGMSR4,XMTHCMP4,MTHCMP4,CIPCODE5,XCIPTUI5,CIPTUIT5,XCIPSUP5,CIPSUPP5,XCIPLGT5,CIPLGTH5,PRGMSR5,XMTHCMP5,MTHCMP5,CIPCODE6,XCIPTUI6,CIPTUIT6,XCIPSUP6,CIPSUPP6,XCIPLGT6,CIPLGTH6,PRGMSR6,XMTHCMP6,MTHCMP6 
457651,4,"51.3599","A",.,"A",.,"R",64,2,"R",19,"R",75,"R",44,"R",45,"R",20293,"R",20842,"R",20469,"R",20475,"R",2440,"R",2478,"R",2506,"R",2578,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",17625,"R",18656,"R",19031,"R",19031,"R",3750,"R",3750,"R",4013,"R",4031,"R",3000,"R",3000,"R",3094,"R",3094,"51.3501","R",14170,"R",1664,"R",45,2,"R",12,"51.3502","R",14310,"R",1337,"R",45,2,"R",12,"51.3501","R",9740,"R",1183,"R",31,2,"R",8,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
457679,2,"12.0401","A",.,"A",.,"R",2100,1,"R",15,"R",60,"R",900,"R",26,"R",12900,"R",14700,"R",14900,"R",14900,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",15750,"R",29055,"R",29010,"R",29670,"R",3750,"R",3750,"R",3750,"R",3750,"R",1800,"R",2250,"R",2250,"R",2250,"12.0401","R",12700,"A",.,"R",1550,1,"R",12,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
457688,14,"52.0201","A",.,"A",.,"R",60,2,"R",30,"R",120,"R",24,"R",48,"R",14940,"R",14940,"R",14940,"R",14940,"R",2500,"R",2500,"R",2500,"R",2500,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",31710,"R",31710,"R",31710,"R",31710,"R",13440,"R",13440,"R",13440,"R",13440,"R",7170,"R",7170,"R",7170,"R",7170,"11.1001","R",14940,"R",2500,"R",60,2,"R",30,"11.0201","R",14940,"R",2500,"R",60,2,"R",30,"51.0707","R",14940,"R",2500,"R",60,2,"R",30,"11.0901","R",14940,"R",2500,"R",60,2,"R",30,"43.0103","R",14940,"R",2500,"R",60,2,"R",30,
457703,4,"12.0402","A",.,"A",.,"R",1500,1,"R",11,"R",43,"R",900,"R",26,"R",15100,"R",15250,"R",15250,"R",20525,"R",900,"R",900,"R",900,"R",950,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",11406,"R",11341,"R",11223,"R",12244,"R",6289,"R",9245,"R",9568,"R",6192,"R",4128,"R",6579,"R",6751,"R",2548,"12.0401","R",20525,"R",950,"R",1500,1,"R",11,"12.0410","R",8375,"R",550,"R",600,1,"R",8,"12.0413","R",8375,"R",485,"R",600,1,"R",8,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
457721,2,"12.0401","A",.,"A",.,"R",2000,1,"R",14,"R",56,"R",1000,"R",28,"R",10500,"R",10500,"R",10500,"R",10500,"R",600,"R",600,"R",600,"R",600,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",13300,"R",13300,"R",13300,"R",13300,"R",3500,"R",3500,"R",3500,"R",3500,"R",3500,"R",3500,"R",3500,"R",3500,"12.0413","R",3500,"R",0,"R",650,1,"R",5,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
457749,7,"12.0401","A",.,"A",.,"R",2000,1,"R",15,"R",59,"R",900,"R",26,"R",17200,"R",17200,"R",17200,"R",17200,"R",2200,"R",2200,"R",3500,"R",3500,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",11859,"R",11859,"R",12066,"R",12066,"R",5856,"R",5856,"R",6107,"R",6107,"R",5856,"R",5856,"R",6107,"R",6107,"12.0409","R",7200,"R",2600,"R",650,1,"R",5,"51.3501","R",10700,"R",1400,"R",700,1,"R",5,"12.0410","R",4200,"R",850,"R",400,1,"R",12,"12.0402","R",1700,"R",1200,"R",150,1,"R",1,"12.0402","R",13700,"R",1900,"R",1500,1,"R",12,
457776,6,"12.0401","A",.,"A",.,"R",1600,1,"R",12,"R",46,"R",900,"R",26,"R",13600,"R",15000,"R",15000,"R",15000,"R",2500,"R",3000,"R",3000,"R",3250,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",12202,"R",12133,"R",12202,"R",17078,"R",7073,"R",9925,"R",10235,"R",10810,"R",5693,"R",7038,"R",7222,"R",7475,"12.0401","R",16000,"R",3250,"R",1601,1,"R",13,"12.0402","R",12000,"R",3250,"R",1200,1,"R",9,"12.0402","R",13000,"R",3250,"R",1201,1,"R",10,"12.0409","R",7500,"R",1500,"R",600,1,"R",6,"13.1299","R",4500,"R",1000,"R",1000,1,"R",8,
457785,4,"12.0401","A",.,"A",.,"R",1600,1,"R",14,"R",54,"R",900,"R",30,"R",19450,"R",19450,"R",19450,"R",19450,"R",1000,"R",1000,"R",1000,"R",1000,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",13473,"R",13473,"R",13500,"R",13838,"R",3065,"R",3173,"R",3281,"R",3308,"R",3065,"R",3173,"R",3281,"R",3308,"12.0407","R",16500,"R",900,"R",1200,1,"R",12,"12.0409","R",9450,"R",1950,"R",900,1,"R",8,"12.0410","R",9250,"R",900,"R",600,1,"R",5,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
457794,3,"51.0710","A",.,"A",.,"R",620,1,"R",8,"R",31,"R",900,"R",31,"R",4000,"R",4200,"R",4200,"R",4200,"R",250,"R",163,"R",163,"R",163,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",6200,"R",6200,"R",6200,"R",6200,"R",1938,"R",1938,"R",1938,"R",1938,"R",1938,"R",1938,"R",1938,"R",1938,"13.0202","R",5750,"R",210,"R",900,1,"R",12,"52.0302","R",4000,"R",200,"R",620,1,"R",8,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
457800,2,"51.0801","A",.,"A",.,"R",900,1,"R",9,"R",36,"R",900,"R",26,"R",10000,"R",10000,"R",10000,"R",10000,"R",400,"R",400,"R",400,"R",400,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",10125,"R",10305,"R",10530,"R",10674,"R",4365,"R",4410,"R",4455,"R",4518,"R",4365,"R",4410,"R",4455,"R",4518,"51.0910","R",25000,"R",1600,"R",2250,1,"R",18,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
457819,4,"12.0503","A",.,"A",.,"R",650,1,"R",8,"R",33,"R",900,"R",45,"R",33127,"R",37245,"R",37245,"R",37249,"R",2652,"R",2705,"R",2705,"R",2851,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",15263,"R",15155,"R",15155,"R",15155,"R",6930,"R",6864,"R",6864,"R",4076,"R",5651,"R",5486,"R",5486,"R",2698,"12.0501","R",35972,"R",2378,"R",610,1,"R",8,"12.0504","R",13891,"R",1579,"R",316,1,"R",7,"52.0904","R",15048,"R",942,"R",638,1,"R",12,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
457828,2,"51.0801","A",.,"A",.,"R",1200,1,"R",12,"R",48,"R",900,"R",48,"R",15612,"R",15612,"R",15612,"R",15612,"R",750,"R",750,"R",750,"R",750,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",14400,"R",14400,"R",14400,"R",14400,"R",1200,"R",1200,"R",1200,"R",1200,"R",1200,"R",1200,"R",1200,"R",1200,"51.0714","R",4188,"R",0,"R",325,1,"R",3,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
457837,3,"12.0409","A",.,"A",.,"R",600,1,"R",5,"R",18,"R",900,"R",27,"R",7600,"R",7900,"R",7900,"R",7900,"R",948,"R",1758,"R",1943,"R",1943,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",3618,"R",3681,"R",3713,"R",3713,"R",1787,"R",1818,"R",1832,"R",1832,"R",1787,"R",1818,"R",1832,"R",1832,"12.0401","R",18829,"R",1978,"R",1500,1,"R",11,"12.0401","R",13579,"R",1937,"R",1000,1,"R",8,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
457846,1,"51.3501","A",.,"A",.,"R",1000,1,"R",7,"R",26,"R",900,"R",26,"R",14125,"R",14575,"R",15575,"R",15575,"R",457,"R",488,"R",440,"R",440,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",7313,"R",7443,"R",7605,"R",7709,"R",637,"R",1950,"R",1983,"R",3263,"R",1040,"R",1950,"R",1983,"R",3263,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
457855,1,"12.0401","A",.,"A",.,"R",1000,1,"R",8,"R",31,"R",900,"R",28,"R",14500,"R",14500,"R",14500,"R",14500,"R",3262,"R",3262,"R",3262,"R",3262,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",9199,"R",8176,"R",8091,"R",8525,"R",6479,"R",6688,"R",6898,"R",4038,"R",3852,"R",4743,"R",4867,"R",2573,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
457864,1,"51.3501","A",.,"A",.,"R",1000,1,"R",7,"R",29,"R",900,"R",26,"R",14900,"R",15500,"R",15500,"R",15500,"R",1200,"R",200,"R",0,"R",0,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",7373,"R",7373,"R",6315,"R",6315,"R",1813,"R",1813,"R",3480,"R",3480,"R",1595,"R",1595,"R",2291,"R",2291,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
457873,4,"51.0904","R",9750,"A",.,"R",1100,1,"R",18,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"51.3902","R",600,"A",.,"R",80,1,"R",1,"51.0904","R",1350,"A",.,"R",150,1,"R",7,"43.0203","R",1075,"A",.,"R",156,1,"R",4,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
457891,1,"12.0401","A",.,"A",.,"R",1800,1,"R",14,"R",54,"R",900,"R",26,"R",13650,"R",15650,"R",15650,"R",17000,"R",1200,"R",2200,"R",2200,"R",2200,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",8100,"R",8100,"R",8910,"R",9126,"R",5198,"R",5198,"R",5711,"R",4158,"R",5198,"R",5198,"R",5711,"R",4158,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
457916,3,"12.0401","A",.,"A",.,"R",1800,1,"R",13,"R",53,"R",900,"R",26,"R",16023,"R",16471,"R",16471,"R",16471,"R",1477,"R",1516,"R",1516,"R",1516,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",10759,"R",10971,"R",11157,"R",11355,"R",5287,"R",5287,"R",5366,"R",5366,"R",4518,"R",4518,"R",4598,"R",4598,"12.0409","R",7188,"R",1112,"R",750,1,"R",10,"12.0410","R",2236,"R",564,"R",300,1,"R",4,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
457943,20,"51.3901","A",.,"A",.,"R",1550,1,"R",13,"R",52,"R",900,"R",26,"R",13500,"R",13500,"R",13500,"R",13500,"R",2000,"R",2000,"R",2200,"R",2200,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",9750,"R",9750,"R",7800,"R",10400,"R",5850,"R",5850,"R",2600,"R",6435,"R",6500,"R",6500,"R",10400,"R",6435,"12.0401","R",10050,"R",1026,"R",1250,1,"R",12,"46.0201","R",8050,"R",661,"R",1000,1,"R",10,"46.0399","R",8050,"R",1284,"R",1000,1,"R",10,"48.0508","R",8050,"R",982,"R",1000,1,"R",10,"48.0501","R",8050,"R",916,"R",1000,1,"R",10,
457952,4,"12.0401","A",.,"A",.,"R",1250,1,"R",10,"R",38,"R",900,"R",28,"R",16525,"R",17225,"R",17250,"R",17250,"R",1975,"R",1975,"R",1975,"R",1975,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",10498,"R",10023,"R",9918,"R",14573,"R",3734,"R",8199,"R",8455,"R",6821,"R",3648,"R",5814,"R",5966,"R",6194,"12.0409","R",6265,"R",1100,"R",450,1,"R",4,"51.3501","R",10045,"R",1000,"R",700,1,"R",6,"12.0413","R",7770,"R",300,"R",600,1,"R",5,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
457961,3,"12.0401","A",.,"A",.,"R",1250,1,"R",9,"R",36,"R",900,"R",26,"R",16600,"R",16600,"R",18100,"R",18100,"R",400,"R",400,"R",800,"R",800,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",6813,"R",6237,"R",6237,"R",6237,"R",5139,"R",7263,"R",7263,"R",7263,"R",6075,"R",6552,"R",6552,"R",6552,"12.0413","R",7160,"R",340,"R",500,1,"R",4,"12.0410","R",4200,"R",800,"R",250,1,"R",2,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
457989,1,"51.3901","A",.,"A",.,"R",1496,1,"R",18,"R",72,"R",900,"R",36,"R",6300,"R",6300,"R",6300,"R",6300,"R",1131,"R",1131,"R",1131,"R",1131,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",11214,"R",11214,"R",11214,"R",11214,"R",4500,"R",4500,"R",4500,"R",4500,"R",4500,"R",4500,"R",4500,"R",4500,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
457998,4,"12.0401","A",.,"A",.,"R",1500,1,"R",13,"R",50,"R",900,"R",30,"R",14100,"R",14100,"R",16000,"R",16000,"R",700,"R",700,"R",1200,"R",1200,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",13213,"R",13413,"R",13525,"R",13525,"R",8388,"R",8388,"R",8813,"R",8813,"R",5913,"R",5913,"R",6138,"R",6138,"12.0410","R",3000,"R",600,"R",300,1,"R",5,"12.0409","R",4000,"R",600,"R",450,1,"R",6,"12.0402","R",6000,"R",700,"R",1500,1,"R",18,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
458007,4,"12.0401","A",.,"A",.,"R",1500,1,"R",13,"R",52,"R",900,"R",30,"R",11000,"R",13500,"R",13500,"R",13500,"R",2000,"R",2000,"R",2000,"R",2000,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",5018,"R",5018,"R",5018,"R",5018,"R",1703,"R",1703,"R",1703,"R",1703,"R",1703,"R",1703,"R",1703,"R",1703,"12.0410","R",5195,"R",1400,"R",600,1,"R",6,"12.0409","R",7300,"R",1400,"R",750,1,"R",7,"12.0413","R",3200,"R",250,"R",250,1,"R",3,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
458016,9,"46.0401","A",.,"A",.,"R",54,2,"R",10,"R",40,"R",32,"R",40,"R",12400,"R",13200,"R",15100,"R",15300,"R",12500,"R",13500,"R",15500,"R",200,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",10850,"R",11450,"R",11700,"R",11860,"R",4500,"R",5700,"R",5900,"R",5790,"R",4500,"R",5700,"R",5900,"R",5790,"52.0407","R",15300,"R",200,"R",43,2,"R",10,"46.0302","R",15300,"R",200,"R",46,2,"R",10,"11.0901","R",16300,"R",200,"R",46,2,"R",10,"23.0101","R",15800,"R",200,"R",46,2,"R",10,"11.0201","R",7700,"R",300,"R",48,2,"R",10,
458043,3,"12.0401","A",.,"A",.,"R",1500,1,"R",11,"R",43,"R",900,"R",26,"R",17550,"R",17550,"R",19300,"R",19300,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",15190,"R",15491,"R",15749,"R",12502,"R",7235,"R",7385,"R",7514,"R",12277,"R",7364,"R",7514,"R",7525,"R",10395,"12.0409","R",11550,"A",.,"R",750,1,"R",6,"12.0413","R",7550,"A",.,"R",750,1,"R",6,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
458052,3,"12.0401","A",.,"A",.,"R",1500,1,"R",19,"R",75,"R",900,"R",30,"R",9834,"R",10250,"R",10475,"R",10500,"R",500,"R",500,"R",500,"R",550,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",15000,"R",20156,"R",21563,"R",21563,"R",4688,"R",5625,"R",6188,"R",5625,"R",4688,"R",5625,"R",6188,"R",5625,"12.0409","R",5250,"R",400,"R",750,1,"R",10,"12.0410","R",4200,"R",400,"R",600,1,"R",7,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
458061,4,"12.0401","A",.,"A",.,"R",1500,1,"R",12,"R",48,"R",900,"R",30,"R",14000,"R",14000,"R",14000,"R",14000,"R",695,"R",695,"R",695,"R",695,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",10800,"R",10800,"R",10800,"R",10800,"R",1200,"R",1200,"R",1200,"R",1200,"R",2592,"R",2592,"R",2592,"R",2592,"12.0410","R",9768,"R",175,"R",600,1,"R",4,"12.0408","R",10841,"R",175,"R",750,1,"R",6,"13.1299","R",10841,"R",175,"R",750,1,"R",6,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
458070,3,"12.0401","A",.,"A",.,"R",1500,1,"R",12,"R",46,"R",900,"R",26,"R",18915,"R",16875,"R",16815,"R",16815,"A",.,"R",2000,"R",2000,"R",2000,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",13237,"R",12133,"R",12006,"R",10603,"R",7314,"R",9925,"R",10235,"R",8142,"R",4807,"R",7038,"R",7222,"R",5509,"12.0409","R",9970,"R",1200,"R",750,1,"R",6,"51.3501","R",7000,"R",500,"R",750,1,"R",6,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
458098,2,"12.0401","A",.,"A",.,"R",1500,1,"R",13,"R",52,"R",900,"R",30,"R",16600,"R",16500,"R",16500,"R",16725,"R",2306,"R",2306,"R",2306,"R",2456,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",10452,"R",10634,"R",10725,"R",10803,"R",5161,"R",5252,"R",5291,"R",5330,"R",5161,"R",5252,"R",5421,"R",5460,"12.0408","R",10215,"R",2063,"R",750,1,"R",12,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
458104,2,"12.0401","A",.,"A",.,"R",1600,1,"R",12,"R",47,"R",900,"R",27,"R",15582,"R",15582,"R",15582,"R",15582,"R",1918,"R",1918,"R",1918,"R",1918,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",9294,"R",9447,"R",9612,"R",9694,"R",4583,"R",4665,"R",4747,"R",4782,"R",4583,"R",4665,"R",4865,"R",4900,"12.0414","R",11180,"R",2320,"R",1200,1,"R",8,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
458122,2,"12.0409","A",.,"A",.,"R",600,1,"R",6,"R",24,"R",900,"R",36,"R",9950,"R",9950,"R",9950,"R",9950,"R",500,"R",0,"R",0,"R",0,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",6492,"R",6492,"R",6492,"R",6492,"R",1470,"R",1470,"R",1476,"R",1470,"R",1476,"R",1476,"R",1476,"R",1476,"12.0414","R",9950,"R",0,"R",600,1,"R",6,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
458131,3,"12.0401","A",.,"A",.,"R",1600,1,"R",14,"R",54,"R",900,"R",30,"R",16300,"R",16693,"R",16693,"R",16693,"R",2792,"R",2957,"R",2957,"R",2957,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",14324,"R",14243,"R",14094,"R",15215,"R",7898,"R",7250,"R",7574,"R",5117,"R",5184,"R",3861,"R",4442,"R",4428,"12.0409","R",10146,"R",2354,"R",750,1,"R",7,"12.0413","R",5000,"R",500,"R",500,1,"R",6,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
458168,6,"12.0401","A",.,"A",.,"R",1800,1,"R",14,"R",57,"R",900,"R",27,"R",19050,"R",19050,"R",19441,"R",19050,"A",.,"R",2600,"R",2209,"R",2600,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",10787,"R",11657,"R",11657,"R",12084,"R",5330,"R",5757,"R",5757,"R",5971,"R",5515,"R",5900,"R",5900,"R",5971,"12.0409","R",9350,"R",2000,"R",600,1,"R",5,"51.3501","R",11350,"R",2100,"R",750,1,"R",6,"12.0406","R",1705,"R",1299,"R",84,1,"R",2,"12.0410","R",6140,"R",1375,"R",300,1,"R",3,"12.0413","R",1100,"R",0,"R",150,1,"R",4,
458186,4,"51.0801","A",.,"A",.,"R",36,2,"R",9,"R",36,"R",36,"R",36,"R",14987,"R",14987,"R",14979,"R",15154,"R",719,"R",719,"R",719,"R",719,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",6678,"R",7182,"R",11970,"R",12492,"R",7227,"R",5877,"R",4167,"R",4158,"R",4977,"R",4230,"R",4284,"R",4284,"51.0713","R",15154,"R",1029,"R",36,2,"R",9,"43.0104","R",28339,"R",2011,"R",91,2,"R",18,"51.0801","R",25404,"R",1919,"R",109,2,"R",18,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
458195,4,"51.1501","A",.,"A",.,"R",41,2,"R",13,"R",50,"R",30,"R",30,"R",19395,"R",19420,"R",19395,"R",20445,"A",.,"A",.,"A",.,"R",887,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",15650,"R",15963,"R",16000,"R",16125,"R",4300,"R",4338,"R",4388,"R",4438,"R",4300,"R",4338,"R",4388,"R",4438,"47.0201","R",15750,"R",1149,"R",39,2,"R",10,"51.0801","R",16950,"R",334,"R",42,2,"R",10,"46.0302","R",19650,"R",1322,"R",49,2,"R",12,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
