UNITID,CIPTUIT1,CHG1PY0,CHG1PY1,CHG1PY2,CHG1PY3
262466,.,17300,18165,18370,19255
262509,.,24284,24265,24265,14381
362700,.,15540,15540,15540,15540
362782,.,7725,7725,7725,8020
363013,.,15680,15680,15740,15740
363077,.,14250,13780,13780,13780
363147,.,15310,17640,17640,17740
363165,.,6654,6679,6679,6679
363679,.,15750,15750,15750,15750
363882,.,15310,17640,17640,17740
364335,35050,.,.,.,.
364548,.,3132,3115,3155,3317
364575,.,3000,3595,3750,3750
364627,.,2625,2625,2625,3000
364636,.,11300,11300,11300,12995
364751,.,9960,9960,10700,10700
364760,.,10150,10150,10150,10150
364946,.,3969,3969,3750,3750
364955,.,15879,15879,15879,16029
364964,.,8750,9850,9995,9995
365091,.,11250,12500,14815,14715
365125,.,17005,17005,18250,19050
365198,.,2926,2926,4389,4389
365213,.,3270,3750,3809,3857
365240,.,3698,3998,4498,4498
365374,.,3161,3162,3186,3225
365383,.,12742,13042,13042,14750
365480,.,2880,2880,2880,4320
365505,.,13845,13593,13593,13615
365693,.,17995,17095,17095,17945
365763,.,9868,9957,10124,10325
365824,.,15680,15680,15740,15740
365833,.,15680,15680,15740,15740
366155,.,6975,6975,6975,6975
366191,.,40200,41200,42250,43300
366270,.,23000,23000,24000,27500
366289,.,19395,19395,19395,20445
366438,.,15900,17100,17100,17100
366623,.,1440,1440,1920,1920
366632,.,10900,11000,11500,11500
366960,.,14914,14914,14914,15089
367051,.,13500,14250,14250,14250
367088,.,11900,12750,12750,14600
367097,.,13615,14615,14615,15765
367158,.,15680,15680,15740,15740
367334,.,9533,9948,9948,10248
367361,.,13025,13025,13025,13025
367398,.,14734,15193,15656,16843
367431,.,13800,13800,13800,13800
367875,.,3824,3972,3972,3971
367972,.,8635,8635,8735,12153
367981,.,17450,17450,18450,18450
368036,.,9665,10255,10255,10255
368230,.,15012,15762,15762,15156
368364,.,2550,2550,2550,2550
368407,.,14784,14941,15441,15641
368540,.,13450,13450,15550,15550
368629,.,11830,12180,12481,12851
368647,.,4327,3581,3581,3581
368771,.,15539,15622,15675,15715
368780,.,18050,19460,19550,20550
368832,.,10400,10400,10400,11275
369109,.,6616,6416,6475,6658
369400,.,26650,27200,27300,27450
369419,.,3755,3755,3903,3903
369446,.,10800,11100,11100,11600
369668,.,14325,14325,15088,14988
369686,.,8500,8500,8500,8500
369695,.,9230,9350,9350,9550
369783,.,14459,14459,14459,15005
369950,.,9727,9727,10845,10845
371034,.,8000,8000,8000,8000
371690,.,2821,2999,2999,3355
371830,.,15500,16000,16000,17000
371928,.,32027,32027,32027,32157
371964,.,11532,13604,13604,13604
372000,.,11200,11200,11200,11200
372028,.,13408,13411,14347,15750
372073,.,33802,34085,34085,33135
372082,.,7000,7000,7000,7000
372240,.,16150,16110,16110,16110
372356,.,17200,17200,16700,16600
372462,.,10400,10400,10400,12400
372718,.,15890,15890,15890,15890
372772,.,23778,23751,23751,14381
373216,.,18393,18263,18398,18398
373456,.,12198,14000,14000,14000
373526,.,10400,10700,10700,10700
373678,.,12200,12200,12700,13000
373696,.,12500,12500,14000,14000
373711,.,9775,10210,10295,10605
373784,.,10070,10070,10070,10260
374316,.,10169,13020,13900,13900
374343,.,9700,10580,12200,12200
374440,.,7600,7600,7950,7950
374574,.,28243,29090,29864,31042
374592,.,8500,8500,8500,8500
374875,.,15648,15153,15158,15403
374927,.,13100,13100,13100,13100
374990,.,11800,11900,12440,12590
375106,.,9533,9948,9948,10248
375300,.,10800,10800,10800,10800
375319,.,10800,10800,10800,10800
375373,.,13035,13395,13765,13452
375407,.,4680,5880,5880,5880
375540,.,14490,16980,17460,17452
375647,.,18104,18400,18400,18400
375656,.,2926,2926,2926,2926
375683,.,5697,5697,5400,5400
375692,.,1312,1312,1312,1312
375708,.,3874,4200,4200,4790
375717,.,1313,1313,1313,1313
375726,.,1313,1313,1312,1312
375735,.,1313,1313,1313,1313
375744,.,1881,1801,1713,1313
375753,.,1312,1312,1312,1313
375762,.,1312,1312,1312,1312
375939,.,23884,24675,24675,25172
375966,.,12000,12000,12400,12400
375984,.,16380,17130,17130,17000
376242,.,12700,12700,12829,12829
376288,.,6225,6400,6225,6455
376385,.,10920,11255,11255,18800
376446,.,14000,14000,14000,14000
376631,.,13492,13492,13492,15000
376677,.,13424,13824,13824,13824
377193,.,15085,15315,16091,16500
377218,.,31775,32750,32750,33250
377272,.,14600,14600,14600,14600
377281,.,14600,14600,14600,14600
377315,.,8915,9815,10515,10515
377342,.,35000,35000,36550,40500
377485,.,5068,4838,4653,4303
377661,.,15575,15575,15575,15575
377670,.,15575,15575,15575,15575
377722,.,9000,9000,9050,9050
377759,.,11500,13500,14500,14500
378105,.,14457,14808,14950,14875
378886,.,13954,14954,15135,16036
378956,.,34000,35000,35000,35500
379621,.,7410,8060,9140,10610
379746,.,4010,4010,4010,4010
379782,.,7695,7695,7695,8450
380067,.,11400,11600,11600,11700
380456,.,13195,13195,13195,13985
380474,.,12060,12060,12060,12070
381255,.,9958,10954,10954,11954
381282,.,9958,10954,10954,11954
381325,.,9958,10954,10954,11954
381361,.,13700,13700,13700,13700
381370,.,16600,16600,16000,16000
381404,.,16350,16650,16950,16950
381486,.,12950,12950,12950,12950
381699,.,16100,16100,16100,17000
381866,.,9095,9095,9095,9095
381945,.,18060,19460,20334,20550
382258,.,5889,6077,5962,6040
382267,.,15213,16375,17700,17850
382276,.,16464,16464,16664,16664
382416,.,7350,7350,7350,7450
382461,.,10169,13020,13900,13900
382780,.,11455,14995,15495,17495
382896,.,14780,14780,14780,14930
382902,.,9400,9400,10860,10860
383084,.,3300,3300,3300,3330
383163,.,14600,14750,14812,14812
383172,.,3325,3325,3325,3325
383279,.,15750,15750,17430,17430
383297,.,13200,13200,13200,13200
383312,.,5670,5715,5890,6075
383330,.,9905,9190,10178,10547
383367,.,13188,13545,14021,14490
383464,.,8700,9000,9500,9500
383525,.,9500,9500,9500,10000
383765,.,12000,12000,12000,12750
383792,.,11400,11600,11600,11700
383899,.,14844,15103,15656,16843
384236,.,18300,19500,19500,19500
384245,.,18300,19500,19500,19500
385132,.,13900,13900,13900,13900
385549,.,12345,14793,15295,15323
387819,.,7950,8200,8200,8200
387925,.,12473,12953,12593,12653
388663,.,11188,11332,11656,12610
389860,.,7803,7997,8161,8548
390905,.,7495,8085,8585,8589
391005,.,13500,13500,13500,16500
391546,.,11652,11652,15440,15440
391564,.,12700,12700,12700,13020
391759,.,10905,10905,11400,12600
392257,.,17000,17000,17000,17000
392415,.,14318,14191,13935,14235
392798,.,14950,14950,14950,14950
393180,.,11400,11400,11400,11400
393524,.,9518,9919,10124,10150
393649,.,18300,19500,19500,19500
393861,.,900,800,800,800
393977,.,15000,15000,15000,12475
395195,.,18043,18787,20000,19870
395690,.,7542,7542,7529,7525
397270,.,35400,47400,47400,47400
397942,.,18300,19500,19500,19500
400080,.,29400,30668,31400,31400
400187,.,501,501,575,2775
401481,.,12340,12490,13010,13810
401764,.,12600,14600,14999,15200
402563,.,23000,23000,24100,27500
402800,.,15900,16400,16400,16400
403414,.,14950,14950,14950,14950
404037,.,11900,11900,11900,11900
404055,.,14500,15225,15225,15225
404684,.,9000,9405,9467,9493
404718,.,12375,13500,13775,13800
404912,.,11397,11734,12024,12380
405012,.,18900,18900,19400,19900
405021,.,18500,18900,19400,19900
405076,.,18950,18950,16800,16800
405748,.,1312,1312,1312,1312
406024,.,33040,36280,36280,37015
406033,.,24500,26900,26900,27500
406149,.,11850,11850,12450,12950
406325,.,10595,11595,11595,12595
406361,.,9700,9750,9700,9700
406413,.,13045,13045,13045,13045
406422,.,15433,15865,15697,16315
406486,.,11120,11010,11135,11135
406495,.,16500,16500,16500,16500
407054,.,14285,14285,14295,14330
407090,.,11860,11860,11860,12144
407142,.,14500,15500,15500,15500
407151,.,13275,13925,15350,15350
407179,.,11200,11950,11950,11950
407355,.,17700,17700,17800,17800
407391,.,14250,13780,13780,13780
407407,.,14250,13780,13780,13780
407425,.,14250,13780,13780,13780
407434,.,10400,10400,10400,10400
407452,.,3100,3100,3100,5200
407461,.,4850,5031,4983,5775
407470,.,16320,17070,17070,17070
407489,.,5915,6827,7719,8653
407513,.,539,539,539,539
407522,.,5050,5050,5080,5080
407568,.,15310,17640,17640,17740
407577,.,9135,9564,10117,10952
407595,.,12500,12500,12500,11595
407601,.,1440,1440,1920,1920
407683,.,15085,15315,16091,16500
407708,.,17100,17100,17100,17100
407735,.,18000,18750,15655,15655
407832,.,760,760,760,760
408066,.,15860,15860,15860,16070
408163,.,16200,16500,16500,16500
408312,.,9553,10549,11900,12462
408385,.,18950,18950,16800,16800
408862,.,20895,21895,21895,21895
409032,.,11000,11000,11000,11050
409120,.,11876,12280,13061,13107
409193,.,8748,10050,10150,10050
409537,550,.,.,.,.
409591,.,6335,5595,5595,5595
410070,.,23538,23347,23347,14380
410788,.,29236,27500,28876,29816
410797,.,16322,16322,16465,16965
410964,.,11475,11475,11200,13200
411684,.,23010,23852,24619,26153
412003,.,15540,16992,16992,16992
412173,.,25200,26113,27113,37000
412535,.,9850,10350,10575,10650
412544,.,10726,10726,13740,13740
412650,.,4595,4745,4745,4745
413176,.,5669,5669,5669,5669
413343,.,11800,11800,11800,13700
413680,.,35092,35092,35092,35950
413778,.,7425,5000,17600,5025
413802,.,5650,6615,6615,6300
413820,.,11500,11500,12000,12750
413893,.,18300,19500,19500,19500
413945,.,14100,15100,16000,16000
413972,.,13750,14750,14280,14280
414054,.,14750,16195,17040,17040
414063,.,15600,15600,15600,15600
414124,.,13950,13950,14050,15050
414452,.,14950,14950,15410,15410
414489,.,12200,12200,13600,13600
414540,.,17630,17630,17680,17680
414869,.,17800,17800,18334,18334
414939,.,12985,14495,15395,15593
415039,.,14679,15429,15579,16075
415057,.,15750,16250,16700,16700
415729,.,11050,11050,11050,11050
415987,.,16080,16080,16080,16280
416458,.,25016,26552,26800,26800
416670,.,14595,15375,15750,15750
417008,.,15600,16000,16000,16000
417062,.,12575,12575,13000,13500
417105,.,1650,1650,1650,1650
417123,.,7049,7010,7010,5710
417178,.,11550,11550,11550,11550
417187,.,11550,11550,11550,11550
417248,.,6576,6576,6576,6576
417257,11550,.,.,.,.
417381,.,18360,19110,19110,19260
417406,.,17170,17170,17170,17070
417442,.,14300,14300,14700,14900
417503,.,14500,14500,14500,14700
417549,.,13036,13436,13436,14098
417600,.,14150,14150,15235,15235
417628,.,7500,8000,8000,9000
417637,.,11745,11780,10340,10580
417646,.,7450,9850,10126,10610
417655,.,11327,11803,11939,12055
417673,.,7300,7300,7300,7500
417682,.,12047,12362,12362,12303
417716,.,16000,16000,16300,16300
417725,.,9200,9400,9400,9600
417789,.,14595,15375,15750,15750
417804,.,18100,18100,18100,18100
417831,.,5500,5500,5500,5500
417840,.,24990,24990,25657,25757
417868,.,9950,9999,10100,10225
417947,.,12600,12600,12600,12600
417983,16800,.,.,.,.
417992,.,12280,12665,12896,13132
418001,.,14385,14675,17350,17350
418010,.,11262,11672,11900,12486
418029,.,10985,11314,11484,11484
418038,.,12690,13750,14105,14570
418056,.,11346,11749,12219,12589
418065,.,13650,13925,14200,14550
418083,.,11475,12600,12836,13077
418171,.,11950,11950,11950,11950
418199,.,4358,5955,5985,5795
418205,.,740,745,760,768
418250,.,7630,7630,7630,7630
418269,.,15188,15188,15705,15705
418278,.,620,620,620,620
418296,.,3000,3044,2933,3555
418302,.,4449,5345,5493,5395
418320,.,1035,1035,1035,1035
418339,.,1969,1750,1950,2150
418348,.,3950,3865,3810,4100
418357,.,4696,6809,5214,4512
418384,.,18417,18400,18400,18000
418409,.,12750,12750,14100,15130
418427,.,19749,20452,22332,22352
418445,.,13310,13800,14050,14050
418454,.,14150,15385,16530,16540
418481,.,11525,11525,11525,12601
418515,.,13275,13490,14475,14975
418524,.,11198,11383,11436,14397
418533,.,11756,12098,12744,12744
418542,.,10950,11500,11500,11950
418560,.,14841,15424,16106,16005
418588,.,10782,10998,11328,11586
418603,.,12800,12800,12800,13800
418612,.,11400,11400,13096,13090
418658,.,9427,9577,9427,9985
418755,.,8593,8705,8766,8816
418764,.,7700,7900,7900,7900
418773,.,9324,9324,9893,9893
418889,.,15730,16780,17802,17502
418913,.,9500,9500,9625,9625
418968,.,13275,13275,15225,15225
419095,.,3470,3490,3574,3570
419147,.,12500,12500,12500,14500
419156,.,16085,16500,16500,16500
419217,.,6563,6664,6775,6775
419226,.,3970,3963,4031,4032
419235,.,11700,12510,12510,14700
419244,.,23520,23520,23520,23520
419253,.,16232,16232,16232,16340
419271,.,8860,9205,9205,9225
419280,.,11699,11699,11699,11699
419314,.,9600,10100,10100,10100
419332,.,2690,2810,2840,2840
419411,.,11685,11685,11685,11745
419420,.,4642,4931,5172,5084
419484,.,13850,14560,14560,15060
419633,.,8915,9815,10515,10515
419660,.,14017,16111,16111,14574
420103,.,12473,12593,12593,12653
420130,.,24990,24990,25847,25922
420200,.,13400,13400,13400,13400
420255,.,7228,7238,7338,7338
420343,.,28421,29276,29900,30746
420370,.,16995,16995,16995,16995
420459,.,1969,1750,1950,2150
420468,.,18999,19599,19599,19599
420608,.,18450,21350,15707,17707
420981,.,3714,3714,3800,3600
421540,.,3000,3044,5117,3555
421559,.,3000,3044,2933,3955
421610,.,10400,10650,10650,10650
421665,.,8475,8475,8475,8575
421717,.,6044,6044,6019,6119
421771,.,16300,17000,17000,17800
421896,.,6474,6559,6642,6695
422190,.,13858,13858,13850,13850
422695,.,26900,28245,29745,35895
422835,.,16135,16135,16095,16095
423120,.,7050,7150,7200,7300
423397,.,7165,7200,7222,7250
425250,.,12210,12532,13000,13000
425889,.,15390,16066,15390,16298
427308,.,28300,28300,28300,28300
427335,.,7500,7500,7500,7500
427894,.,8707,9578,9578,10578
427919,.,9702,10672,10672,11672
427991,.,3810,3810,3900,3900
428019,.,2625,2625,2625,2625
428055,.,15662,15875,15787,15787
428073,.,8400,8400,8400,8400
428125,.,11456,11456,11450,11450
428143,.,15420,15420,15420,15420
428295,.,4595,4745,4745,4745
429012,.,69995,71365,76525,76645
429100,.,11265,11265,11265,12457
430096,.,16327,16327,16647,13650
430218,.,14400,15150,15150,15156
430227,.,14490,15240,15240,16075
430245,.,18950,18950,16800,16800
430254,.,12204,12204,12219,12229
430306,.,11025,11300,11300,10900
430342,.,9958,10954,10954,11954
430403,.,24990,24990,25847,25922
430421,.,25500,25500,20400,21012
430564,.,8000,8000,9000,9000
430582,.,7500,7500,7800,7800
430795,.,5237,5277,5293,5310
430908,.,12600,12900,13200,13900
430971,.,13620,14011,14415,17519
431017,.,2450,3200,3200,3200
431071,.,15600,16600,16600,17500
431099,.,12505,12876,13175,13941
431105,.,9550,9740,9950,9975
431141,.,17634,17634,17625,17248
431169,.,4469,4989,5648,5807
431187,.,3500,3760,3760,3760
431196,.,10050,11550,11550,13368
431202,11700,.,.,.,.
431275,.,9315,9929,10453,10453
431284,.,9725,9725,9725,9725
431558,.,721,721,721,741
431594,6050,.,.,.,.
431691,.,11000,11000,11000,11000
431707,11550,.,.,.,.
431716,.,9845,10160,10160,10160
431770,.,12800,12800,13000,13000
431886,.,15879,15879,15879,16029
431956,.,11290,11894,11894,12975
431965,.,15800,16000,18000,18000
432074,.,3400,3075,2592,2703
432117,.,16750,16850,16850,17225
432269,.,9394,10333,10333,11333
432302,.,15029,15029,15021,15176
433013,.,59793,59793,59793,65493
433040,.,12175,11275,11370,11400
433068,.,3192,3192,3474,2845
433101,.,15395,15860,15855,16298
433138,.,11435,13340,12925,12647
433165,5000,.,.,.,.
433466,.,4065,12415,13995,14370
433970,.,12800,12800,13120,13120
434140,.,11727,12180,12481,12851
434159,.,19315,19980,20367,21211
434274,.,13500,13500,13500,13500
434283,.,11000,13000,13500,13500
434292,.,15500,15500,15500,15500
434308,.,12504,12504,12579,12639
434344,.,15110,15060,15110,15000
434362,.,6990,7340,7340,7486
434380,.,11175,11175,13175,13175
434469,.,13995,14945,14945,14895
434496,.,14300,15800,15800,14000
434502,.,18000,18000,18000,18000
434520,.,16327,16327,16647,13650
434821,.,14835,15047,15471,15047
434830,.,15290,15290,15290,16295
436003,.,12595,12595,12695,12695
436012,.,19400,19400,19400,19400
436030,.,16125,16125,16125,16925
436067,.,8400,10200,10200,10200
436100,.,14605,14605,14605,14605
436270,.,12060,12060,12060,12120
436429,.,29500,29500,29500,29520
436632,.,12854,12854,12854,12854
436641,.,15748,15748,14304,14335
436650,.,11200,11300,11700,12500
436775,.,15100,16100,17600,17600
437237,.,35890,36200,41120,42850
437529,.,13333,13333,13733,15848
437556,.,13400,13900,13900,14400
437608,.,9450,9450,9675,10065
437635,.,17000,17000,17000,17000
437705,.,6426,7308,7303,7303
437732,.,27300,27300,27300,27400
437769,.,27995,29995,29995,29995
437778,.,12799,15743,15809,15821
437857,.,12375,12375,12885,15630
437936,.,17671,17671,17603,17528
438179,.,14500,15225,15225,15225
438258,.,32351,32351,32266,32116
438267,.,14600,15400,15400,15400
438285,.,12473,12593,12593,12653
438337,.,7400,7400,7400,7400
438504,.,40900,42050,43100,44200
438656,.,18025,13009,10407,10719
438674,.,10169,13020,13900,13900
438805,.,16057,16507,16507,16507
438984,.,9180,9648,9648,9648
439118,.,14287,14283,15537,15488
439127,.,15984,15984,15984,16134
439367,.,29758,31625,31625,38645
439473,.,14500,16000,16000,17000
439482,.,17750,18000,18545,18545
439491,.,18050,18050,18545,18545
439507,.,18900,18900,15895,15895
439570,.,16020,16020,16120,17067
439622,.,9600,9550,9550,9800
439631,.,12384,14600,14600,16600
439668,.,7655,8655,8655,8655
439686,.,13205,13205,13205,13205
439747,.,1076,1000,1000,1000
439774,.,11087,11087,11087,11087
439844,.,11929,11929,11929,11929
439871,.,34175,34065,34275,37050
439905,.,16950,16950,16950,17650
439932,.,8600,10200,10200,10200
439978,.,9200,9200,9800,9800
439996,.,8980,8980,10180,10180
440077,.,14889,14983,15608,15701
440086,.,14734,14734,15656,16843
440101,.,18360,19110,19110,19260
440174,.,9553,10549,12618,12462
440217,.,11880,11955,12614,12811
440226,.,12900,13750,13750,13950
440262,.,14850,14850,14850,16050
440323,.,15984,15984,15984,16134
440332,.,15645,15645,15645,15795
440721,.,1255,1255,1255,1255
440730,.,10400,11800,11800,12050
440776,.,13025,13025,13025,13025
440855,.,11418,11995,12130,12076
440907,.,14734,15193,15656,16843
440952,.,15539,15539,15539,16445
440989,.,12450,12950,12950,15400
441016,.,18125,14820,11856,12211
441052,.,16950,16950,16950,17650
441089,.,29250,29250,29250,30127
441168,.,16938,18361,18361,18631
441210,.,12000,12000,12500,12500
441256,.,14075,14075,14250,14250
441317,.,11550,11550,11550,11550
441335,11550,.,.,.,.
441353,.,3760,3760,3760,3710
441362,.,13632,13632,13772,13772
441371,.,15500,15500,15500,16950
441380,.,13150,13150,13150,13455
441405,.,13715,13715,13715,15000
441414,.,3072,3072,3072,3072
441423,.,15125,16255,15850,16350
441502,.,13197,15536,15471,15047
441548,.,10955,12495,12495,12495
441575,.,16500,16500,16500,16500
441593,.,9900,10943,11182,11392
441618,.,13700,6900,6900,9900
441636,.,33880,34968,35368,35988
441645,.,18100,18100,18100,18700
441663,.,17575,17575,17575,17308
441672,.,12500,13500,13500,14500
441742,.,24670,27128,25800,25950
441779,.,14225,14225,14225,15225
441830,.,10000,10800,11000,11000
441858,.,13285,31010,31010,31010
441876,.,15300,16050,16100,16100
442037,.,16470,16965,17675,18639
442046,.,16026,16965,17675,18639
442073,.,28243,29090,29443,30723
442134,.,11397,11734,12024,12380
442204,.,11480,12052,15150,15000
442240,.,18925,18925,18925,19500
442329,.,16855,17355,18555,18555
442426,.,28400,29086,30069,30569
442602,.,14287,14287,14053,13978
442611,.,39050,39850,41115,42315
442620,.,17020,15445,12356,12726
442657,.,11477,11902,12020,11966
442727,.,17125,17810,14248,14675
442815,.,12700,12700,12700,13020
442879,.,17625,17880,17880,17880
442888,.,15223,19405,19395,20445
442930,.,11100,12500,12500,13100
442967,.,11397,11734,12024,12380
442976,.,8350,8350,8350,8350
442985,.,.,16910,16910,16910
443021,.,8175,9650,9650,9800
443100,.,8400,8400,8700,8750
443137,.,10690,10840,11055,11575
443146,.,12500,12500,12500,14100
443173,.,15095,15095,15095,15095
443207,.,10950,11150,11143,11568
443216,.,20690,20790,20790,20790
443225,.,20890,20790,20790,20790
443234,.,15995,15845,15845,15845
443252,.,7125,7325,7550,7550
443261,.,15584,16056,16904,16784
443289,.,15500,15500,15700,15860
443298,.,12544,12544,12544,11445
443322,.,22185,22185,24471,24188
443359,.,18600,18600,18600,18600
443483,.,14285,14285,14295,14330
443571,.,20115,20125,20115,19650
443632,.,16379,16379,16465,16840
443641,.,15000,15000,15000,15000
443669,.,12117,12419,12522,12463
443678,.,11000,11750,11750,11950
443696,.,13025,13025,13025,13025
443827,.,16012,16012,16012,16162
443836,.,15532,15532,15532,15682
443942,.,15850,15850,15850,15850
443951,.,9676,9676,10630,10630
443979,.,15965,16715,17465,17869
444051,.,15290,15290,15290,16295
444088,.,15515,15225,15225,15225
444200,.,16735,16732,16732,16735
444228,.,12500,14000,14000,14000
444237,.,18556,14868,11894,12250
444264,.,9324,9324,9893,9893
444282,.,18360,19110,19110,19110
444291,.,17901,17901,18300,18300
444307,.,14490,15240,15240,16075
444316,.,7900,7900,12000,12000
444325,.,28825,28825,28825,32500
444334,.,6950,6950,6950,6950
444343,.,30053,30053,30053,30068
444361,.,11886,12096,12090,12090
444370,.,9789,9782,10876,10876
444404,.,10780,10955,10955,10955
444422,.,15900,15900,16900,16900
444440,.,11850,11850,11850,11850
444468,.,9000,9400,9500,9500
444486,.,17625,17625,17625,17625
444510,.,24561,24561,25560,25760
444529,.,8280,8280,8280,8280
444556,.,23900,24900,25440,29250
444592,.,17930,18180,18180,18280
444608,.,15500,15500,15500,15500
444635,12325,.,.,.,.
444644,.,11225,11585,11560,9535
444653,.,7200,7200,7200,7200
444662,.,11130,11130,10058,16430
444680,.,9950,9450,9630,9900
444705,.,8600,10200,10200,10200
444714,.,14830,14830,14830,14830
444732,.,6982,7230,7230,7230
444769,.,2795,2795,2795,2795
444787,.,38160,40080,50100,50100
444796,.,15900,15900,15900,15900
444811,.,20900,21900,21900,22900
444857,.,13900,14300,14300,14200
444866,.,15584,16204,16904,16784
444893,.,16649,16734,16779,16819
444909,.,16800,16800,16800,16800
444936,.,17137,17137,17204,16800
444945,.,15140,15140,17700,17700
445212,.,13425,12430,12430,12430
445230,.,11397,11734,12024,12380
445258,.,31720,31720,31720,31720
445328,.,14780,14780,14780,14930
445346,.,15470,15470,15470,15470
445364,.,28525,31100,30724,33247
445461,.,18125,18500,10407,10719
445498,.,6990,6990,6990,6990
445540,.,11420,13045,13045,13045
445577,.,27282,27282,27282,27282
445638,.,11750,11750,11750,11750
445647,.,8550,8550,9550,9550
445656,.,8550,8550,9550,9550
445780,.,13940,13940,13820,13820
445799,.,39900,40900,41900,42950
445814,.,24292,24265,24265,14381
445841,.,16750,16850,16850,17225
445850,.,16750,16850,16850,17225
445911,.,31475,31475,31475,28057
445948,.,11890,13040,13140,13300
445957,14150,.,.,.,.
445984,.,7780,7780,7130,7998
446075,.,11900,11900,11900,13430
446084,.,11700,12700,12700,12700
446093,.,15326,15400,15400,15400
446109,.,19559,19559,21189,11840
446118,.,28026,27961,27960,27960
446136,.,16100,16100,17727,17727
446190,.,12400,12400,12700,12700
446206,.,16900,16900,16500,16500
446242,.,15300,15300,21780,21780
446260,.,15400,16200,16300,16320
446288,.,11725,11725,11725,12900
446303,.,14500,14500,14500,15500
446455,.,18350,18350,18350,18350
446534,.,9500,9500,9500,9500
446552,.,32910,32910,33570,34290
446561,.,32173,31965,34994,33041
446589,.,13000,13000,13000,13000
446996,.,17360,18230,18425,18575
447014,.,13331,13331,13331,13331
447023,.,14490,14421,14421,14421
447102,.,14567,14567,14559,14734
447120,.,14870,14870,14812,15037
447148,.,16000,16750,16750,17424
447166,.,18000,18750,18750,18756
447175,.,.,.,13200,13200
447209,.,18750,16459,15000,15450
447379,.,34020,34020,28200,28200
447403,.,39850,40850,41850,42900
447430,.,13416,13416,14416,14416
447449,.,13500,13500,13500,13500
447467,.,12845,12845,12845,15200
447494,.,12700,12700,12700,13020
447519,.,12800,12800,13120,13120
447528,.,7775,7885,7925,7980
447591,.,17000,17000,17000,17000
447607,.,18300,19500,19500,19500
447616,.,18300,19500,19500,19500
447634,.,14778,14788,14770,14945
447704,.,15000,15000,15000,15000
447713,25000,.,.,.,.
447722,.,11298,13002,12025,12075
447731,.,14400,14483,14475,14475
447759,.,35640,35546,35946,38171
447768,.,34450,34450,34450,36000
447777,.,20766,24030,22387,25550
447795,.,10500,10500,11000,12500
447810,.,33372,33442,33442,31532
447865,.,14400,14400,14400,14400
447874,.,21820,21820,21820,22820
447883,.,14550,14650,14650,14650
447892,.,11825,11850,13050,13050
447908,.,8050,11050,12550,12550
447917,.,7900,7900,7900,8900
447962,.,12800,12800,12800,14360
447971,.,16800,16300,16300,16300
447980,.,9445,11450,11450,14300
447999,.,17300,17300,15000,15000
448008,.,10700,11200,11800,11800
448017,.,10900,10900,10900,10900
448026,.,15490,15990,16490,16790
448035,.,7138,7875,7548,8010
448044,.,11350,11350,11350,11350
448071,.,15834,16625,16995,17395
448123,.,8695,8695,8695,8695
448150,.,18345,18700,18700,18700
448196,.,13315,13315,14320,14320
448220,.,12350,12700,12700,12700
448239,52955,.,.,.,.
448248,.,496,496,485,445
448257,.,15900,15900,15900,7950
448275,.,10922,10990,10990,10990
448424,.,12000,12000,12000,13500
448433,.,40900,42050,43100,44200
448619,.,26725,27600,27625,30025
448646,.,15140,15140,17700,17700
448707,.,11090,11305,11650,11650
448716,.,9520,9690,11650,11650
448770,.,38250,38250,40800,40800
448798,.,18000,18750,18600,15655
448895,.,16789,16803,17154,17131
448974,.,13000,13000,13140,13140
448983,.,13647,16735,17025,14685
449074,.,11830,12180,12481,12851
449250,.,25000,25000,25000,25000
449269,.,18334,18334,14667,15107
449311,.,12600,12600,13600,13600
449320,.,30416,31356,31980,32230
449357,.,21020,21020,22038,22450
449366,.,19476,19464,19870,19870
449384,.,85018,85992,93292,97804
449393,.,10675,12900,12900,12900
449445,.,13550,13550,13550,13550
449454,.,17500,17500,17500,17500
449463,.,18450,18450,18450,18450
449472,.,15000,15000,15000,16500
449490,.,6600,6864,6964,12480
449506,.,42475,42475,42475,42475
449533,.,10400,10450,10900,11500
449597,.,12850,12850,12850,12850
449603,.,18000,18800,18800,18800
449667,.,15900,16600,16600,16600
449676,.,9100,9100,9400,10450
449685,.,7900,8400,9200,10500
449719,.,20040,20040,20040,19446
449728,.,25750,27000,27600,27400
449773,.,11970,11970,11970,11970
449782,.,10600,12000,13125,13125
449807,.,9600,11110,12100,12100
449816,.,335,335,335,346
449852,.,16010,16010,18010,18010
449861,.,11800,11800,11758,11758
449904,.,12799,15743,15793,15821
449959,.,12425,12430,12430,12430
449968,.,18925,18925,18925,18925
449977,.,15550,16500,16500,17675
449986,.,17925,19200,20400,21320
449995,.,16500,16550,16550,16550
450021,.,14785,15047,15471,15047
450076,.,15096,15096,15096,15245
450119,.,15536,15536,15471,15047
450128,.,14785,15047,15471,15047
450173,.,15550,15550,16340,16340
450182,.,14017,16111,16111,15574
450395,.,18100,18100,18100,18400
450401,.,21645,21645,21874,22359
450599,.,18360,19110,19110,19110
450605,.,14490,15240,15240,16075
450614,.,18360,19110,19110,18750
450632,11500,.,.,.,.
450641,.,18495,18495,18495,18495
450650,.,17850,18500,18500,17500
450669,.,20115,20125,20115,19650
450678,.,36105,36105,28375,28375
450696,.,17671,17671,17603,17528
450702,.,17671,17671,17603,17528
450711,.,12544,11445,11445,11445
450720,.,17712,18252,17775,17775
