UNITID,CIPTUIT1,CHG1PY0,CHG1PY1,CHG1PY2,CHG1PY3
153171,.,16800,16800,16800,16800
153339,.,12350,12950,12950,12950
153463,.,16590,16590,16590,16590
153588,.,19817,19767,19792,21977
153597,.,16800,16800,16800,16800
153746,.,18660,18660,18660,18660
153764,.,18660,18660,18660,18660
153773,.,17650,17650,17650,17650
153782,.,18660,18660,18660,18660
154165,.,16800,16800,16800,16800
154208,.,18943,19833,20623,20849
154332,.,18660,18660,18660,18660
154341,.,18660,18660,18660,18660
154448,.,16780,17280,17280,17280
154457,.,16800,16800,16800,16800
154466,.,18350,18350,18625,18625
154545,.,14228,14228,14550,16100
155159,.,13000,13000,13000,13200
155283,.,14760,16005,14400,14480
155353,.,14995,15850,15850,15850
155441,.,13100,13100,13100,13100
155618,.,12423,16400,16400,16600
156134,.,18700,19700,19700,19700
156277,.,15100,15500,16565,17115
156310,.,15100,15100,15100,15100
156426,.,15650,15650,15650,16816
156471,.,33040,36280,36280,37015
156754,.,15100,15100,15100,15100
156842,.,15900,15900,15900,15900
156967,.,15300,15300,15600,15600
157614,.,16380,17130,17130,17136
157650,.,16380,17130,17130,17136
157669,.,16380,17130,17130,17136
157678,.,16380,17130,17130,17136
157827,.,14580,14580,16650,16650
158246,.,14500,15900,15900,15900
158343,.,16354,16354,16354,16354
158440,.,17290,18150,18750,18150
158538,.,6975,6975,6975,6975
158617,.,10950,10950,11950,8500
158644,.,13300,13300,13300,12100
158778,.,6112,6112,8500,15100
158787,.,12000,12500,12500,12500
159027,.,13500,13500,12900,12900
159319,.,9700,10200,10200,10200
159328,.,9700,10200,10200,10200
159513,.,18000,18000,18000,18000
159522,.,18000,18000,18000,18000
159531,.,11150,11150,12075,12575
