UNITID,EFTEUG,EFTEGD
239628,848,
239637,,95
239716,2143,36
239743,280,190
239877,48,
239910,1470,
239929,519,
240055,8658,
240107,1643,870
240116,3654,
240125,3732,
240170,2997,
240189,10390,829
240198,1898,
240213,,62
240240,155,
240268,9406,280
240277,4897,158
240329,9433,641
240338,1193,71
240365,9670,590
240374,3625,87
240392,2517,397
240417,7426,712
240426,2043,88
240444,28671,6390
240453,19565,3042
240462,7360,455
240471,5041,327
240480,8188,202
240505,2484,
240514,1150,
240596,940,
240620,2745,
240657,1282,
240666,2046,
240693,1869,
240709,50,
240718,821,
240727,9219,1326
240736,1009,
240745,1648,
240754,3102,202
240790,977,
240879,554,
240985,270,
241100,504,38
241128,667,35
241146,1070,
241182,770,
241191,1318,47
241216,1583,85
241225,1212,258
241304,1192,103
241331,205,919
241377,1221,173
241386,360,22
241395,576,242
241410,5175,933
241517,1210,
241614,181,38
241720,1219,
241739,9314,1667
241766,343,26
241793,,139
241836,986,60
241906,287,
241951,452,
242042,691,
242112,1936,
242121,591,
242130,465,
242149,448,
242316,205,
242413,417,
242422,14629,
242556,762,
242565,581,
242583,533,
242617,3585,381
242626,3493,162
242635,3231,292
242644,1708,32
242653,6071,1527
242662,4052,228
242680,1652,127
242699,1590,61
242705,3695,69
242723,,27
242750,155,
242820,1089,
242945,397,
242954,107,
242972,5157,273
242981,1503,34
243072,2425,
243081,,341
243106,2934,
243115,3714,
243133,4378,
243142,2873,
243151,3492,
243179,3654,
243188,1342,
243197,11418,411
243203,429,973
243212,3386,
243221,11352,1309
243346,8781,830
243443,3869,265
243498,,127
243568,124,45
243577,3214,515
243586,1176,78
243601,11461,1983
243638,1723,
243647,440,
243665,1802,109
243744,7412,6860
243780,30235,8086
243799,53,
243823,248,12
243832,1477,111
243841,669,
244233,434,
244279,290,
244437,14842,
244446,2846,
244491,128,
244561,421,
244613,400,
245069,44,
245281,50,
245290,95,
245342,1638,
245421,81,
245430,90,
245625,1253,
245652,376,79
245731,17,17
245777,102,42
245838,194,580
245847,149,189
245865,,386
245883,63,308
245892,33,84
245953,1374,301
245962,268,
245980,70,
245999,1446,
246017,239,
246035,235,
246071,93,
246202,541,
246266,905,
246345,,87
246354,5678,
246406,24,
246415,57,
246460,113,
246789,,24
246813,2604,
246895,620,
246974,514,
247010,39,
247047,94,
247065,724,
247153,171,
247162,8,45
247409,303,
247603,1927,
247649,462,
247700,258,
247773,68,8
247825,13,8
247834,18266,
247940,2191,
248192,13,
248305,88,
248527,52,
248606,779,
248624,105,
248633,70,
248660,232,
248703,162,
248846,98,
248882,205,
248925,931,
248934,12135,108
249140,261,
249238,378,
249566,371,
249609,279,
250027,319,
250072,84,
250285,553,
250601,372,
250744,580,
250902,64,
250993,270,
251075,295,
251260,3897,
251312,1001,215
260293,785,99
260336,44,
260354,75,
260363,27,
260372,216,
260664,180,
260691,1401,
260789,1043,
260813,294,
260901,39698,8746
260910,495,45
260929,178,
260947,29,
260956,,111
260965,80,
260992,634,
261436,1044,
261676,173,
261685,190,
261719,256,
261773,20,
261861,141,
262022,,116
262031,4807,
262086,2930,3011
262129,960,
262165,77,
262332,1852,
262341,1404,
262369,145,
262402,98,
262466,50,
262509,525,
362700,313,
362782,280,
363013,113,
363077,140,
363147,161,
363165,819,
363439,245,
363590,403,
363633,759,
363679,171,
363712,32,
363721,,
363882,76,
363907,746,142
363916,314,18
363934,802,19
364016,4641,
364025,7828,
364122,6,
364168,300,
364335,104,
364548,338,
364575,33,
364627,345,
364636,81,
364751,162,
364760,52,
364946,260,
364955,779,
364964,123,
364973,822,
365055,417,
365091,215,
365125,141,
365198,531,
365204,7990,
365213,522,
365240,31,
365374,1035,
365383,162,
365426,,243
365480,580,
365505,63,
365693,98,
365763,80,
365824,288,
365833,421,
366003,108,43
366155,22,
366191,1990,
366252,5067,
366261,302,
366270,601,
366289,269,
366340,357,
366368,,108
366395,18056,
366401,5612,
366438,73,
366465,1765,
366535,530,
366553,1218,
366571,35,
366605,,110
366623,127,
366632,38,
366711,9816,468
366748,491,335
366793,,46
366960,619,
367024,1189,105
367051,106,
367088,79,
367097,167,
367103,89,
367112,631,
367158,144,
367194,362,13
367334,220,
367361,94,
367398,274,
367431,54,
367459,4883,
367839,105,37
367875,137,
367884,1299,174
367909,235,
367936,375,607
367954,,836
367972,147,
367981,86,
368036,17,
368230,151,
368364,167,
368407,107,
368443,738,
368452,341,
368540,28,
368629,1098,
368647,34,
368771,92,
368780,529,
368832,46,
368911,1175,
369002,,
369109,57,
369400,3574,
369419,936,
369446,71,
369455,130,
369516,504,0
369659,,347
369668,281,
369686,188,
369695,138,
369783,655,
369862,297,
369905,344,
369950,129,
371034,18,
371052,684,
371690,487,
371830,67,
371928,199,
371964,373,
372000,52,
372028,183,
372073,566,
372082,243,
372240,30,
372329,1798,
372356,53,
372462,116,
372718,207,
372772,443,
372921,1148,
372958,655,
373058,208,
373085,215,
373216,42,
373456,17,
373526,266,
373678,157,
373696,132,
373711,94,
373784,1191,
374024,,190
374316,68,
374343,90,
374440,19,
374574,475,
374592,43,
374875,1302,
374927,85,
374972,312,
374990,72,
375106,94,
375230,109,
375300,249,
375319,106,
375373,235,
375407,83,
375416,626,
375489,325,
375540,42,
375568,26,
375647,59,
375656,154,
375683,823,
375692,122,
375708,129,
375717,55,
375726,294,
375735,205,
375744,383,
375753,19,
375762,41,
375841,438,
375939,372,
375966,127,
375984,320,
376224,741,
376242,470,
376288,96,
376321,2557,
376330,486,
376385,1232,
376446,89,
376631,46,
376677,106,
376695,791,
377111,608,
377193,27,
377218,202,
377272,52,
377281,76,
377315,90,
377342,768,
377449,335,
377458,346,
377485,41,
377546,115,
377555,4682,411
377564,3962,575
377652,453,
377661,178,
377670,141,
377722,388,
377759,32,
378105,247,
378576,116,414
378886,135,
378956,955,
379621,60,
379746,41,
379782,197,0
380067,147,
380094,63,
380359,333,
380368,1188,
380377,527,
380438,389,
380456,112,
380465,300,248
380474,463,
381255,99,
381282,146,
381325,138,
381352,,158
381361,90,
381370,174,
381404,261,
381459,,132
381486,18,
381529,320,
381699,40,
381732,111,
381866,38,
381945,546,
382063,124,175
382258,93,
382267,89,
382276,422,
382416,107,
382461,54,
382504,704,
382771,433,
382780,225,
382896,700,
382902,65,
382911,92,
382957,689,
383020,10,40
383084,1843,
383163,341,
383172,21,
383190,1707,
383279,158,
383297,181,
383312,72,
383330,76,
383367,189,
383464,106,
383525,191,
383765,136,
383792,252,
383899,580,
383950,341,
383996,326,
384236,454,
384245,810,
384254,266,
384306,,216
384333,5362,
384342,3662,
384412,121,11
384421,102,
385008,226,
385132,94,
385503,495,
385549,158,
385619,1246,167
386153,337,
386472,534,
387660,6,
387819,75,
387925,307,
388043,539,
388520,308,
388663,70,
389727,363,
389860,222,
390701,3331,156
390905,158,
391005,259,
391546,180,
391564,118,
391759,53,
392257,1785,
392354,27,
392415,414,
392798,40,
392840,211,
393180,94,
393524,72,
393649,1027,
393861,456,
393977,37,
395195,41,
395362,1124,
395690,683,
397270,108,31
397942,1233,
398130,312,
399212,6358,
399869,876,
399911,445,10
400080,814,
400187,314,
401223,99,142
401250,,342
401481,37,
401764,216,
402563,329,
402776,109,1
402800,148,
403414,30,
403469,720,
403478,706,
403487,2071,
404037,27,
404055,262,
404222,,
404338,68,214
404365,521,
404374,378,
404383,653,
404426,2050,
404499,158,
404505,200,
404514,131,
404684,323,
404718,39,
404806,343,
404912,1242,
404994,4260,
405012,117,
405021,65,
405058,155,
405076,402,
405748,73,
405854,194,
405872,2262,
405997,509,97
406024,1188,
406033,1495,
406149,88,
406325,135,
406361,27,
406413,81,
406422,112,
406486,96,
406495,155,
406547,366,
407009,2992,341
407054,227,
407090,236,
407142,110,
407151,139,
407179,143,
407285,73,0
407328,141,
407355,282,
407391,114,
407407,116,
407425,97,
407434,50,
407452,35,
407461,118,
407470,163,
407489,69,
407513,149,
407522,8,
407568,145,
407577,261,
407595,122,
407601,87,
407610,14,
407629,,319
407683,196,
407708,257,
407735,58,
407832,180,
408039,279,
408066,143,
408163,69,
408312,173,
408385,553,
408729,137,
408844,4299,56
408862,453,
409032,494,
409120,144,
409193,618,
409254,,166
409315,21653,
409537,58,
409591,67,
409616,,
409698,6274,404
410070,918,
410283,481,
410496,384,
410502,1142,
410520,211,
410788,186,
410797,159,
410964,38,
411684,161,
411754,49,
412003,48,
412173,489,
412535,49,
412544,125,
412599,823,
412650,139,
413176,41,
413343,23,
413413,7021,16640
413617,248,
413626,214,
413680,349,
413778,199,
413802,246,
413820,35,
413893,375,
413945,105,
413972,63,
414054,74,
414063,142,
414124,396,
414452,30,
414461,3883,
414489,81,
414540,245,
414595,123,456
414823,1728,
414869,152,
414878,419,218
414911,1288,
414939,244,
414966,,59
415039,98,
415057,145,
415729,8,
415987,338,
416458,537,
416670,99,
416801,354,14
417008,122,
417062,127,
417105,307,
417123,196,
417178,64,
417187,34,
417248,70,
417257,39,
417275,10,
417318,13,
417327,290,
417381,157,
417406,64,
417442,165,
417503,195,
417549,256,
417600,33,
417628,34,
417637,94,
417646,33,
417655,34,
417673,29,
417682,28,
417716,169,
417725,81,
417734,130,
417752,79,
417789,99,
417804,87,
417831,102,
417840,476,
417868,68,
417886,104,
417910,227,
417947,54,
417983,34,
417992,80,
418001,158,
418010,53,
418029,33,
418038,163,
418056,144,
418065,319,
418083,81,
418126,463,248
418171,58,
418199,85,
418205,285,
418223,126,
418250,147,
418269,108,
418278,36,
418296,754,
418302,393,
418320,716,
418339,340,
418348,318,
418357,64,
418384,22,
418409,459,
418427,112,
418445,28,
418454,130,
418481,32,
418515,187,
418524,81,
418533,480,
418542,145,
418560,107,
418588,48,
418603,50,
418612,29,
418658,592,
418755,44,
418764,102,
418773,636,
418782,396,
418870,394,
418889,67,
418913,39,
418968,50,
419031,40,
419095,58,
419147,30,
419156,26,
419183,457,
419217,133,
419226,407,
419235,177,
419244,116,
419253,166,
419271,8,
419280,66,
419314,18,
419332,10,
419341,60,
419411,285,
419420,81,
419457,71,207
419484,33,
419633,104,
419660,423,
419703,498,
419712,167,
419721,231,
420006,255,14
420024,316,
420042,948,130
420103,216,
420130,253,
420200,60,
420246,,
420255,111,
420307,2617,52
420316,572,
420325,99,4
420343,959,
420370,509,
420398,11032,
420431,1146,
420440,911,
420459,247,
420468,485,
420495,154,
420538,1088,
420556,606,
420574,3564,300
420608,98,
420705,,65
420723,224,
420866,63,53
420981,442,
421513,96,
421540,253,
421559,156,
421610,53,
421665,15,
421708,856,
421717,27,
421771,56,
421832,484,
421841,335,
421878,174,
421896,628,
422190,72,
422695,316,
422835,303,
423120,563,
423397,44,
423643,,1160
423652,272,
423980,2102,
425250,179,
425889,325,
425986,252,
426314,6204,2079
427308,186,
427335,13,
427894,121,
427919,106,
427973,333,
427982,285,
427991,481,
428000,127,
428019,181,
428055,253,
428073,22,
428125,134,
428143,189,
428170,827,
428259,148,41
428268,108,196
428286,671,
428295,132,
428392,1158,
428444,1099,
429012,433,
429085,,159
429094,,214
429100,73,
429128,370,
430096,177,
430157,163,
430166,194,
430184,1755,520
430218,118,
430227,133,
430245,466,
430254,98,
430306,46,
430342,107,
430403,207,
430421,237,
430485,99,
430564,30,
430582,277,
430670,38,55
430704,27,315
430795,242,
430810,343,75
430883,48,
430908,93,
430935,647,
430971,73,
431017,117,
431071,95,
431099,73,
431105,155,
431123,546,
431141,1994,
431169,124,
431187,58,
431196,100,
431202,41,
431266,61,
431275,77,
431284,63,
431309,28,
431558,226,
431594,,20
431600,77,
431691,36,
431707,41,
431716,314,
431770,33,
431886,724,
431929,352,
431956,82,
431965,116,
431983,117,
432074,155,
432117,143,
432223,223,26
432241,144,12
432269,86,
432302,361,
432348,,
432357,,114
432384,733,
432524,167,
432533,959,
433004,267,3
433013,641,
433040,39,
433068,304,
433101,683,
433138,128,
433165,4,
433174,335,
433217,,10
433387,42672,12078
433420,356,22
433466,373,
433536,524,30
433563,101,
433660,11729,692
433970,106,
434016,73,
434061,5039,
434140,1481,
434159,388,
434274,131,
434283,68,
434292,1,
434308,852,
434317,226,
434344,198,
434362,39,
434380,46,
434432,40,
434441,,260
434469,123,
434496,56,
434502,107,
434520,293,
434539,266,
434584,98,
434672,12915,
434690,246,
434715,,
434751,74,
434812,114,
434821,1104,
434830,432,
434900,839,
434937,35,
434973,154,20
435000,43,371
436003,106,
436012,341,
436021,,45
436030,183,
436067,51,
436094,168,159
436100,22,
436182,128,
436191,332,
436261,,157
436270,207,
436304,1261,
436429,2737,
436438,179,120
436465,339,
436483,245,
436553,354,
436599,49,
436614,56,8
436632,174,
436641,220,
436650,418,
436775,287,
436818,2025,
436827,643,
436836,1339,
437060,438,
437097,1229,694
437103,5709,
437237,116,
437316,375,
437325,218,20
437529,131,
437556,741,
437608,201,
437635,441,
437653,208,
437705,10,
437732,266,
437750,237,
437769,187,
437778,439,
437857,156,
437936,856,
438151,1323,173
438179,320,
438212,238,
438221,286,
438258,624,
438267,207,
438285,459,
438337,312,
438498,3348,1228
438504,2573,
438586,601,80
438647,397,
438656,635,
438674,82,
438708,438,
438735,240,
438805,439,
438869,45,
438902,229,21
438984,56,
439020,32,91
439057,57,38
439118,435,
439127,274,
439145,2899,
439190,2644,
439288,1282,28
439297,145,9
439367,811,
439394,11,246
439446,132,340
439455,328,
439473,305,
439482,287,
439491,389,
439507,230,
439570,1071,
439613,155,
439622,882,
439631,72,
439668,94,
439686,207,
439701,400,154
439738,644,
439747,205,
439774,44,
439783,93,174
439792,601,
439817,,90
439844,61,
439862,68,2
439871,108,
439899,48,
439905,449,
439914,,59
439932,29,
439969,28,173
439978,53,
439996,110,
440004,,42
440031,,374
440059,989,
440077,29,
440086,242,
440101,159,
440174,159,
440217,26,
440226,68,
440262,370,
440271,154,
440323,245,
440332,528,
440341,872,
440396,149,13
440402,1888,
440411,2,92
440420,71,12
440457,73,0
440466,56,1
440651,1487,
440721,156,
440730,482,
440749,140,
440758,126,
440767,248,
440776,48,
440794,373,
440819,71,
440828,470,178
440855,226,
440873,1074,
440882,275,
440891,221,
440907,314,
440916,,
440925,120,
440952,250,
440989,416,
441016,619,
441025,534,
441052,1774,
441070,70,
441089,698,
441104,,245
441131,,238
441168,141,
441201,26,
441210,113,
441229,874,
441256,148,
441308,,849
441317,42,
441335,25,
441353,8,
441362,277,
441371,338,
441380,199,
441405,111,
441414,140,
441423,372,
441478,92,131
441487,185,
441496,237,
441502,481,
441511,744,214
441548,120,
441575,672,
441593,49,
441609,171,
441618,15,
441636,465,
441645,185,
441663,355,
441672,29,
441690,191,18
441706,114,
441742,680,
441760,1996,
441779,89,
441788,763,
441830,99,
441858,259,
441876,255,
441900,2754,
441919,357,
441928,569,
441937,5187,205
441973,984,
441982,366,
442037,307,
442046,497,
442064,,97
442073,512,
442134,728,
442161,317,42
442204,132,
442213,60,
442222,181,105
442240,344,
442295,,
442329,870,
442356,963,31
442383,231,
442392,,113
442408,288,
442426,541,
442435,93,
442523,55,
442569,7912,1122
442578,99,
442602,406,
442611,2052,
442620,349,
442639,35,94
442657,325,
442718,254,
442727,474,
442745,74,
442781,138,
442790,445,
442806,,127
442815,294,
442842,46,129
442879,565,
442888,238,
442897,60,12
442930,1304,25
442949,39,
442967,174,
442976,74,
442985,212,
443021,111,
443030,,80
443049,217,169
443058,12,
443076,,122
443100,135,
443128,,1042
443137,266,
443146,49,
443173,29,
443207,625,
443216,228,
443225,76,
443234,245,
443252,1216,
443261,153,
443270,179,
443289,222,
443298,23,
443322,424,
443331,1785,0
443340,53,9
443359,132,
443377,186,
443395,182,
443410,1168,63
443483,116,
443492,1365,
443544,73,1
443562,1237,132
443571,115,
443599,296,131
443623,1572,
443632,79,
443641,193,
443650,419,
443669,443,
443678,82,
443696,32,
443702,,21
443748,406,
443766,1195,337
443784,1282,274
443827,553,
443836,695,
443854,533,
443942,175,
443951,115,
443979,98,
444024,651,
444042,1521,42
444051,188,
444088,174,
444103,,11
444130,105,6670
444194,274,
444200,286,
444219,5602,
444228,22,
444237,277,
444255,162,
444264,162,
444282,97,
444291,101,
444307,95,
444316,118,
444325,52,
444334,29,
444343,125,
444361,142,
444370,100,
444398,146,
444404,58,
444413,105,20
444422,189,
444440,56,
444468,37,
444486,469,
444510,150,
444529,146,
444547,24,
444556,415,
444565,432,
444583,1167,
444592,73,
444608,56,
444635,97,
444644,68,
444653,69,
444662,84,
444671,251,
444680,323,
444699,,50
444705,36,
444714,216,
444732,181,
444769,180,
444778,66,23
444787,218,
444796,108,
444811,238,
444857,34,
444866,192,
444893,790,
444909,16,
444927,351,
444936,43,
444945,225,
444954,1500,
444972,284,
444990,379,
445027,11890,1437
445054,,11
445090,581,
445115,758,
445124,41,
445133,440,124
445188,6427,459
445203,626,
445212,315,
445230,1454,
445249,432,
445258,266,
445267,2251,197
445300,157,
445319,37,1
445328,483,
445346,249,
445364,844,
445391,62,0
445434,613,
445461,886,
445498,37,
445540,74,
445559,523,
445577,160,
445638,36,
445647,62,
445656,114,
445692,756,0
445708,2215,
445726,383,
445735,575,36
445744,623,
445762,225,
445780,56,
445799,2306,
445814,575,
445841,140,
445850,150,
445869,,61
445911,555,
445920,146,
445948,405,
445957,146,
445984,82,
446002,,49
446039,,29
446048,1116,30
446075,14,
446084,207,
446093,143,
446109,391,
446118,629,
446127,233,
446136,363,
446163,72,
446190,19,
446206,22,
446224,58,
446233,202,1
446242,197,
446251,35,
446260,203,
446288,93,
446303,137,
446349,9,
446385,191,
446394,11,7
446446,103,
446455,62,
446516,51,
446525,178,
446534,68,
446552,1645,
446561,1545,166
446589,139,
446598,56,
446604,1691,
446613,9,
446640,349,1681
446668,306,
446677,132,
446729,8,0
446774,1979,
446792,140,
446808,221,
446835,1243,
446844,537,
446880,248,
446996,60,
447014,316,
447023,632,
447050,186,131
447102,465,
447120,413,
447148,200,
447166,71,
447175,108,
447209,243,
447263,602,
447272,256,155
447290,384,
447360,76,
447379,229,
447403,1160,
447421,227,
447430,146,
447449,45,
447458,580,
447467,151,
447476,15,
447494,127,
447519,156,
447528,89,
447582,1377,
447591,598,
447607,503,
447616,492,
447634,496,
447670,144,
447689,9518,
447698,,128
447704,58,
447713,76,
447722,55,
447731,120,
447759,177,
447768,2086,
447777,692,
447795,45,
447801,,129
447810,319,
447847,153,
447865,21,
447874,468,
447883,311,
447892,143,
447908,24,
447917,31,
447935,342,
447953,639,62
447962,229,
447971,96,
447980,75,
447999,129,
448008,22,
448017,68,
448026,118,
448035,38,
448044,19,
448071,191,
448123,357,
448150,86,
448196,110,
448220,125,
448239,211,
448248,1152,
448257,17,
448275,34,
448284,548,742
448309,276,75
448345,793,
448354,129,
448424,89,
448433,2297,
448567,177,8
448576,1468,
448585,212,
448594,2506,
448600,397,
448619,311,
448646,81,
448664,293,
448673,1296,
448691,,43
448707,283,
448716,250,
448734,147,170
448752,361,
448761,170,
448770,427,
448798,69,
448822,5,0
448840,3671,442
448859,206,
448886,9211,1588
448895,570,
448974,149,
448983,290,
449010,763,
449038,1499,469
449074,1069,
449083,364,
449092,277,
449117,300,
449126,67,
449135,394,
449144,311,
449250,549,
449269,512,
449302,46,
449311,141,
449320,706,
449339,31798,6370
449348,70,14
449357,67,
449366,400,
449384,721,
449393,68,
449445,194,
449454,37,
449463,65,
449472,49,
449481,,64
449490,167,
449506,519,
449524,180,
449533,195,
449597,23,
449603,120,
449612,202,
449658,124,
449667,101,
449676,113,
449685,125,
449700,609,
449719,215,
449728,119,
449764,95,
449773,104,
449782,34,
449807,259,
449816,166,
449834,,24
449852,43,
449861,172,
449870,94,121
449889,,2555
449898,606,442
449904,290,
449922,,
449931,457,325
449959,302,
449968,317,
449977,247,
449986,341,
449995,225,
450003,104,
450021,375,
450049,207,
450058,1023,
450067,653,
450076,634,
450085,516,
450094,689,
450119,350,
450128,661,
450173,17012,
450182,218,
450191,363,
450289,352,
450298,198,40
450304,,132
450377,349,195
450395,163,
450401,637,
450456,53,1
450465,174,
450483,127,1
450526,307,176
450535,133,160
450544,177,126
450571,786,
450599,102,
450605,97,
450614,100,
450632,72,
450641,166,
450650,218,
450669,80,
450678,82,
450696,656,
450702,597,
450711,85,
450720,283,
450739,162,
450757,87,
450766,32,58
450933,10953,3975
450942,,
450951,187,
450960,81,
450979,3264,2193
450988,165,
451006,67,
451033,12,
451042,72,
451051,49,
451060,383,31
451079,,67
451097,239,
451103,1054,
451121,113,
451130,,206
451149,702,
451158,712,
451167,132,
451194,25,
451228,178,
451237,149,
451255,74,
451264,84,
451282,93,
451291,20,
451307,77,
451334,217,
451343,146,
451352,354,
451361,12,
451370,66,
451398,234,
451404,363,
451413,279,
451459,83,
451468,217,
451477,197,
451495,23,
451501,274,
451510,,
451529,57,
451538,253,
451547,54,
451556,2275,
451565,213,
451574,158,
451583,250,
451617,33,
451626,60,
451635,66,
451644,16,
451653,18,
451662,8041,
451671,1674,163
451699,617,
451705,63,
451714,319,
451741,777,
451750,640,
451769,169,
451796,792,
451820,1067,
451848,211,
451857,442,
451866,397,
451875,92,
451884,128,
451909,954,
451918,116,
452009,96,
452018,202,
452027,540,
452036,496,
452045,649,
452054,456,
452063,1219,
452072,218,
452081,466,
452090,69,93
452106,90,
452115,580,
452124,569,
452373,371,
452771,2,
452780,2,
452887,143,
452948,516,
453109,223,
453163,2440,806
453215,540,123
453297,15,
453455,129,
453464,114,
453473,106,
453552,191,
453747,155,
453756,112,
453792,206,
453817,119,
454184,501,
454227,12187,5150
454236,824,
454245,711,
454306,133,
454458,177,
454537,48,
454546,108,
454555,277,
454573,349,
454582,253,32
454591,59,
454607,276,
454616,220,
454625,339,
454652,149,
454689,6,363
454698,508,
454722,53,
454740,106,
454759,41,
454768,218,
454777,223,
454786,886,
454795,164,
454801,116,
454810,638,
454829,686,558
454838,,37
454847,35,
454856,983,
454865,522,
454874,99,
454883,475,
454892,28,
454908,211,
454917,206,
454926,412,
454935,48,
454944,166,
454953,29,
454962,30,
454971,203,
454980,92,
454999,140,
455008,145,
455017,18,
455026,69,
455035,46,
455053,32,
455062,66,
455071,45,
455080,168,
455099,,43
455105,91,
455114,5480,
455141,207,
455169,,
455178,,135
455187,67,
455196,2916,
455202,305,
455211,251,
455220,64,
455239,90,
455257,428,
455275,263,
455284,267,
455327,109,
455336,253,
455345,57,
455354,262,
455381,92,
455390,223,
455406,,
455433,,104
455460,353,
455479,1005,
455488,553,
455512,1761,
455549,106,
455558,141,
455567,498,
455585,94,
455600,222,
455619,420,
455628,807,
455655,359,
455664,53,1186
455707,46,
455716,696,
455725,356,
455734,123,
455752,194,
455761,420,
455770,139,
455798,170,
455804,,92
455813,,36
455831,131,
455840,159,
455859,217,
455868,246,
455877,221,
455886,138,
455895,166,
455901,229,
455910,45,
455929,85,
455947,127,
455956,176,
455965,168,
455974,144,
455983,277,
455992,,478
456001,72,
456010,108,
456029,150,
456038,631,
456056,413,
456065,174,
456074,236,
456092,128,
456126,83,
456135,113,
456144,75,
456153,123,
456180,420,
456205,440,
456214,312,
456287,90,
456296,482,
456302,178,
456320,453,
456339,640,
456348,5698,1427
456454,545,
456481,57,46
456490,85,17
456506,204,
456515,356,
456542,,122
456551,43,
456560,204,
456579,643,
456588,73,
456597,119,
456612,446,
456621,127,23
456782,133,
456791,498,
456807,128,
456816,125,
456825,148,
456834,10,171
456861,495,
456922,245,
456931,283,
456940,661,
456959,398,
456968,439,
456977,138,
457004,63,
457022,274,
457031,65,
457077,600,
457086,130,
457101,383,
457110,323,
457129,1056,
457174,302,
457192,212,
457208,160,
457226,21,
457244,86,
457253,75,
457271,,70
457299,188,
457314,236,
457323,425,
457332,38,
457341,144,
457350,19,
457378,144,
457387,240,
457396,134,
457402,12,4
457411,317,
457420,153,
457439,169,
457448,117,
457466,86,
457475,98,
457484,74,11
457493,34,
457527,247,
457536,217,
457545,146,
457554,40,
457563,205,
457572,136,
457581,213,
457606,68,
457615,29,
457624,29,
457633,158,
457642,60,
457651,61,
457679,41,
457688,170,6
457697,63,4
457703,80,
457721,25,
457749,115,
457767,194,
457776,199,
457785,152,
457794,99,
457800,396,
457819,389,
457828,279,
457837,121,
457846,66,
457855,92,
457864,203,
457873,54,
457891,48,
457916,67,
457925,30,
457943,86,
457952,161,
457961,26,
457989,32,
457998,44,
458007,36,
458016,147,
458034,31,
458043,96,
458052,42,
458061,95,
458070,223,
458098,82,
458104,59,
458113,49,
458122,15,
458131,351,
458140,100,
458159,,62
458168,91,
458186,472,
458195,48,
458210,2078,134
458229,1384,
458256,872,
458265,333,
458274,364,
458283,807,
458380,222,
458405,704,
458423,48,
458432,240,
458441,542,
458450,205,
458469,1504,1
458478,359,
458496,555,
458502,396,
458557,135,
458575,102,
458593,527,
458681,392,
458690,552,
458706,470,
458733,185,
458779,120,
458803,145,
458812,71,
458821,77,
458830,178,
458849,130,
458858,166,
458867,279,
458885,124,57
458919,3704,902
458955,145,51
458964,1169,410
458973,1128,242
458982,1087,
458991,148,
459000,122,
459019,85,
459037,85,
459046,88,
459055,81,
459064,133,
459073,64,
459082,,
459091,102,
459107,394,
459116,201,
459125,17,
459143,57,
459161,71,
459170,94,
459189,114,
459198,329,
459204,1171,
459213,1511,
459222,21,30
459231,284,
459259,592,100
459268,601,121
459277,651,
459286,367,
459295,76,
459301,153,
459310,146,
459329,211,
459347,31,
459356,48,
459365,66,
459374,168,
459392,154,
459408,50,
459417,153,
459426,64,
459444,50,
459462,220,
459471,15,
459480,25,
459499,19,
459514,106,
459532,91,
459541,33,
459550,200,
459578,140,
459727,426,536
459736,,522
459745,,250
459824,116,600
459842,513,11
459851,443,9
459949,2618,567
459958,710,
459967,609,
459985,576,
459994,2990,1609
460011,186,
460020,598,
460039,533,
460048,290,
460057,33,
460075,29,323
460093,250,
460109,369,
460118,343,
460127,213,
460136,1371,
460145,189,
460172,535,
460181,653,
460190,350,
460206,555,
460215,282,
460349,394,353
460358,563,
460376,77,1024
460385,22,
460394,5293,
460446,95,
460455,60,
460464,5526,
460482,310,
460516,206,
460525,234,
460534,606,
460543,1605,
460552,58,
460561,69,
460570,153,
460589,43,
460598,436,
460604,57,
460613,605,
460640,77,
460659,48,
460677,493,
460695,249,
460701,135,
460729,1388,
460738,768,851
460747,339,
460756,411,
460765,57,
460774,573,
460783,281,
460808,18,
460817,593,
460826,416,
460835,761,
460844,352,
460853,293,
460862,298,
460871,546,
460899,415,
460905,61,
460914,218,
460923,465,
460932,93,
460950,59,
460969,183,
460978,175,
460987,121,
460996,103,
461005,441,
461014,1063,
461023,691,67
461032,75,
461041,90,
461111,30,
461120,,27
461139,,78
461148,1667,3042
461157,67,
461175,173,
461193,293,
461218,164,
461227,156,
461236,123,102
461245,77,
461254,54,
461263,102,
461272,75,
461281,40,2
461290,96,
461306,106,
461315,68,
461324,227,
461333,9,
461342,55,
461351,346,
461360,54,
461379,11,
461388,63,
461412,56,
461421,219,
461430,778,
461449,147,
461485,,54
461494,149,
461500,93,
461528,88,9
461537,33,
461546,30,
461555,208,
461564,75,
461573,145,
461582,86,
461591,181,
461607,93,
461625,30,
461643,30,13
461652,66,
461689,418,
461698,148,
461704,207,
461713,26,
461722,83,
461731,86,
461740,37,
461759,150,
461768,107,
461786,40,
461795,441,139
461801,64,
461810,47,
461829,587,
461838,107,
461856,445,
461865,326,
461874,137,
461883,58,130
461892,74,
461908,109,
461917,158,
461926,128,
461935,35,
461944,65,
461953,92,
461962,416,
461980,109,
461999,49,
462008,367,
462017,107,
462026,31,
462035,144,
462044,,37
462053,148,
462062,77,
462071,175,
462309,86,
462318,43,
462327,32,
462336,70,
462345,92,
462354,229,62
465812,7896,462
466152,104,
466161,150,
466170,161,
466189,179,
466514,144,
466523,114,
466921,625,
466930,772,
467094,226,
467368,413,
467784,526,
467793,89,
