UNITID,EFTEUG,EFTEGD
178402,7945,2517
178411,6069,1347
178420,8120,1823
178448,3414,
178466,161,
178484,113,
178518,,150
178527,28,
178615,5175,345
178624,5100,777
178679,569,
178697,1529,
178721,6686,687
178767,154,
178828,88,
178891,1884,
178989,221,90
179043,1607,343
179052,167,
179070,67,
179159,8554,2317
179195,44,
179229,47,
179238,60,
179256,123,
179265,475,
179308,13143,
179317,,106
179326,2414,890
179344,1238,
179450,434,30
179511,240,
179539,3182,
179548,686,128
179557,8877,818
179566,15391,2332
179645,2800,
179715,1172,
179812,,196
179867,7296,4343
179894,2811,7317
179919,426,
179946,878,
179955,1101,5
179964,785,633
179991,44,
180054,379,
180063,64,
180081,579,
180090,133,
180106,1413,
180151,237,
180160,188,
180179,3384,256
180197,1519,
180203,141,
180212,237,
180249,1339,
180258,765,43
180276,852,
180328,244,
180373,381,
180391,54,
180416,1897,160
180461,12862,1092
180489,9302,1109
180522,1040,58
180595,913,189
180647,717,
180692,1318,
180771,27,
180814,4538,2085
180832,671,307
180878,484,80
180902,3693,
180948,1939,409
180957,148,
180984,1399,699
181002,4426,1210
181020,1045,
181093,379,59
181127,1149,53
181145,42,
181190,409,
181215,4634,974
181242,654,49
181297,752,136
181303,9658,
181312,1544,
181330,1271,112
181376,120,
181394,10919,1798
181400,928,62
181419,101,
181428,872,2016
181446,1903,166
181464,18788,3091
181491,3030,
181534,1515,257
181543,26,
181604,692,247
181640,7281,
181738,755,145
181765,331,
181783,2619,351
181792,9,
181817,1155,
181853,382,8
181880,223,
181941,780,
182005,20243,
182111,840,
182148,491,
182281,20498,3167
182290,16735,1741
182306,1917,0
182458,516,429
182500,6473,
182564,2293,
182634,1181,
182652,67,
182661,593,86
182670,4314,1749
182704,86,
182722,107,
182795,1549,346
182829,,37
182892,43,
182917,88,
182953,133,
182980,1456,609
182999,31,
183026,37550,13163
183035,43,
183044,14100,1506
183062,4308,92
183071,707,126
183080,3914,698
183099,2722,
183105,642,
183114,611,
183123,767,
183132,1853,
183141,1292,
183150,1243,
183202,59,
183211,1230,1127
183239,2011,
183248,139,
183257,1443,226
183275,95,
183488,578,
183600,26,
183655,4417,
183725,676,
183743,10458,
183789,4445,34
183804,2650,4342
183822,1853,1
183859,9973,
183877,6996,
183910,1419,330
183938,7935,
183974,1436,378
183983,140,
184047,73,
184056,402,
184092,785,
184180,5904,
184205,2495,
184278,110,
184348,1561,387
184427,405,
184481,8140,
184506,111,
184603,3424,1893
184612,1586,227
184694,2458,388
184746,263,
184773,1343,441
184782,12319,1281
184791,5229,
184816,98,
184870,322,
184959,830,
184968,218,
184995,6648,
185129,5417,1112
185174,116,
185262,10440,1560
185332,325,
185396,1309,
185466,219,
185509,4800,
185536,8816,
185572,4768,1269
185590,15809,2659
185651,26,
185679,195,
185721,534,
185758,,108
185767,203,
185828,7179,2141
185873,6539,
185970,180,
186016,290,
186034,5653,
186052,787,
186122,,552
186131,5667,1236
186186,238,
186201,5632,298
186274,170,
186283,3912,711
186335,33,
186371,4672,725
186380,37296,8630
186399,7275,2506
186405,22,
186423,40,
186432,2382,532
186469,866,
186584,5981,2260
186593,151,
186618,594,254
186645,5578,
186867,3272,2213
186876,8478,562
186900,85,
187000,172,
187046,3924,531
187134,7183,694
187161,140,
187198,8043,
187444,8674,819
187505,1038,
187532,16513,
187596,1168,4
187602,61,
187620,4970,
187639,1613,
187648,3383,832
187666,1716,
187745,272,53
187897,1782,1028
187903,1813,
187912,434,
187958,1643,
187967,1535,301
187976,451,
187985,18982,3544
187994,969,
188003,954,
188021,428,
188030,11069,1885
188049,1241,
188058,737,1
188100,4813,
188137,2694,
188146,891,0
188182,424,369
188207,,157
188216,414,
188225,823,
188261,433,
188289,72,
188304,1787,653
188340,1552,6
188429,4582,2102
188438,2759,
188517,464,
188526,1088,29
188535,,3
188580,,239
188641,1911,488
188650,427,
188669,107,
188678,290,
188687,374,
188696,298,
188854,1829,
188890,1133,
188915,57,
188942,145,
188988,159,
189015,,486
189088,2093,393
189097,2483,
189219,244,
189228,5733,
189264,32,
189273,45,
189282,180,
189404,107,
189413,1149,199
189422,592,
189459,1313,
189468,117,
189477,135,
189501,,24
189547,5031,
189556,297,
189565,321,
189574,606,
189583,640,
189592,394,
189705,2636,950
189714,251,
189811,750,
189839,2678,
189848,1061,
189857,539,128
189954,56,
189981,,39
189990,264,
190008,80,
190044,3179,815
190053,1097,
190071,53,
190080,,57
190099,3107,6
190114,874,602
190150,8596,16640
190169,1088,
190239,120,
190248,914,177
190293,108,
190309,42,
190318,276,
190372,1019,59
190415,15131,7498
190424,,648
190442,2612,
190451,203,
190503,4416,
190512,13082,2407
190521,21175,
190530,8374,
190549,11905,2243
190558,10739,579
190567,10706,1560
190576,888,2137
190585,5251,
190594,13797,4680
190600,10756,1189
190619,12231,
190628,14048,
190637,8318,1443
190646,5387,
190655,12768,
190664,13729,2063
190673,11362,
190682,,
190691,6106,57
190707,36,
190716,1598,406
190725,1824,521
190752,48,
190761,1518,248
190840,5812,
190956,110,
190974,245,
190983,1293,62
191083,10264,
191126,8887,192
191199,4385,
191205,616,11
191241,9416,4569
191287,321,
191302,1839,
191311,208,
191320,,46
191339,3869,
191409,42,
191515,1975,
191533,1460,
191597,339,
191612,2349,
191621,846,50
191630,2395,11
191649,7120,2263
191676,1025,14
191719,8176,
191728,967,
191834,340,
191931,3065,716
191940,84,
191959,124,
191968,6278,461
191986,3007,
192004,284,
192022,2661,
192040,187,188
192110,653,437
192156,117,
192165,148,
192192,1518,319
192271,1606,198
192323,2716,621
192439,4397,2568
192448,3748,1622
192484,101,
192509,809,
192554,,195
192563,55,209
192624,156,
192688,1043,
192703,3475,300
192712,425,497
192749,1711,521
192785,571,
192800,48,
192819,5134,624
192864,1769,
192925,1412,626
192961,79,
192970,23,
193016,6051,2404
193052,290,79
193061,32,3
193070,50,22
193122,118,
193186,84,
193201,754,
193247,122,57
193265,99,
193283,4813,
193292,3523,918
193308,8304,949
193326,12142,
193353,1844,266
193399,1569,120
193405,,520
193478,16618,
193584,1984,639
193609,80,
193645,2917,515
193654,6551,2820
193672,62,
193751,,280
193760,305,
193821,,17
193830,,387
193858,395,
193894,,193
193900,27681,17834
193946,4214,
193973,3092,722
193991,52,
194028,1042,
194073,,
194091,3631,2260
194116,215,194
194161,1356,698
194189,138,
194222,7753,
194240,4303,
194259,44,
194310,8622,2635
194392,865,
194435,120,
194499,1071,
194569,244,
194578,3581,1280
194657,164,78
194666,286,49
194693,51,
194736,160,
194763,265,236
194824,6190,1087
194879,77,
194958,1246,363
195003,11903,2003
195030,7211,3765
195049,,61
195058,5199,
195067,562,
195128,1490,771
195155,,35
195164,1681,259
195173,2399,93
195191,248,
195216,2387,68
195234,2584,1216
195243,1242,100
195289,93,
195304,1293,305
195322,3321,
195438,138,50
195474,3020,75
195526,2699,4
195544,3492,554
195580,,63
195702,157,
195720,2677,532
195784,739,
195809,12785,2218
195845,345,
195933,378,
195988,1077,
196006,3597,
196015,3050,
196024,2976,14
196033,2376,
196042,7684,
196051,2748,
196060,12990,2666
196079,14314,2350
196088,21406,5162
196097,17394,5750
196103,1764,316
196112,1932,322
196121,6778,658
196130,8286,605
196149,6297,398
196158,4702,174
196167,5409,101
196176,6673,675
196185,5704,166
196194,7100,471
196200,3656,258
196219,4091,95
196228,,17
196237,3893,174
196246,5223,279
196255,405,464
196264,8177,496
196291,2076,128
196307,221,472
196389,364,
196413,17472,4418
196431,354,
196440,13,10
196468,,4334
196477,2245,
196565,3691,
196583,125,
196592,6319,3637
196653,1073,
196680,5859,907
196699,2043,
196866,2061,
196884,,196
197018,1679,189
197027,1307,6
197036,5527,
197045,2794,687
197081,138,
197133,2444,0
197142,455,
197151,3581,874
197197,1843,286
197221,110,
197230,575,
197285,989,
197294,9596,
197337,72,
197522,315,
197531,576,
197601,135,
197610,22,13
197647,99,54
197674,226,25
197692,71,18
197708,2568,1198
197735,614,165
197744,211,32
197814,1623,
197832,786,
197850,1739,
197869,16536,1359
197887,5791,
197911,966,40
197966,1097,
197984,1348,
197993,514,
198011,986,
198039,1699,
198066,741,
198084,1191,
198109,325,30
198118,2648,
198136,4388,638
198154,7845,
198190,80,
198206,1187,
198215,1199,23
198233,3241,
198251,3411,
198260,14449,
198303,1454,7
198321,2031,
198330,3930,
198367,2557,
198376,3211,
198385,1920,
198419,8144,5156
198455,3530,
198464,21735,3281
198491,1955,
198507,1625,28
198516,6735,155
198534,9532,
198543,4946,493
198552,6227,
198561,2433,1331
198570,3838,
198598,837,44
198613,1819,
198622,8304,
198640,1129,
198668,1346,
198677,51,
198695,4566,218
198710,1622,
198729,877,
198747,101,21
198756,1371,93
198774,3004,
198808,1019,
198817,2221,
198835,1496,595
198844,149,
198862,1317,
198871,704,
198899,1327,11
198905,543,
198914,693,
198923,832,
198941,47,
198950,1725,209
198969,2108,259
198978,3261,
198987,1990,
199005,32,
199023,579,
199032,733,170
199069,3054,104
199078,175,
199087,2137,
199102,8915,1084
199111,3385,12
199120,18115,6250
199139,21414,3502
199148,14970,2403
199157,6279,1014
199184,895,114
199193,22889,6328
199209,1763,
199218,12293,1089
199263,372,
199272,973,
199281,5177,521
199306,877,424
199324,943,
199333,7125,
199412,1621,480
199421,2328,
199449,2042,
199458,174,
199467,534,
199476,1496,
199485,1270,
199494,4387,
199582,794,
199607,999,73
199625,980,
199634,3031,
199643,1360,95
199670,118,
199689,249,
199698,612,30
199722,1125,
199731,1866,
199740,2038,
199759,300,1060
199768,2324,
199786,3467,
199795,913,
199838,2219,
199847,4728,2201
199856,16940,
199865,803,79
199883,182,
199892,2511,
199908,1549,
199926,1934,
199953,1432,
199962,2082,740
199971,53,13
199980,93,
199999,4334,284
200004,8146,1039
200013,588,
200022,2985,
200059,1082,2
200086,181,
200110,75,
200129,39,
200156,925,206
200165,46,
200192,1058,
200208,148,
200217,2136,587
200226,744,2
200253,2492,228
200262,7,
200280,10570,2064
200305,2298,
200314,460,
200332,11362,1253
200341,738,
200387,51,
200466,224,2
200484,104,10
200527,511,
200554,351,
200572,1030,77
200590,199,
200624,42,
200633,130,
200697,,879
200785,512,
200800,16663,3038
200828,40,
200846,1269,
200873,49,
201016,345,
201034,284,
201061,183,5
201098,51,
201104,3387,1255
201131,90,
201140,29,86
201159,230,
201177,261,
201195,3353,552
201283,866,
201371,952,88
201399,298,
201432,1505,
201441,14026,2033
201469,441,
201478,106,
201496,249,
201539,106,
201548,2817,208
201645,5238,3132
201654,3342,88
201672,2369,
201681,152,
201690,1619,3
201751,301,
201803,138,
201821,562,
201858,512,156
201867,111,
201885,22673,8025
201928,6723,
201946,2349,
201955,3781,
201964,3023,273
201973,3664,
201982,61,
202046,627,
202055,319,
202073,258,183
202134,10812,3225
202152,106,
202161,549,
202170,1037,33
202222,20026,
202356,16892,
202435,96,
202453,53,
202480,8633,1669
202514,618,41
202523,2408,
202648,1673,
202657,184,
202684,396,
202763,3261,896
202806,2846,849
202888,26,
202903,192,
202912,256,
202949,282,
202985,53,
203030,185,
203067,,348
203085,1042,129
203128,1023,13
203146,565,
203155,3011,
203225,160,
203234,221,
203289,75,
203331,3164,
203368,3174,417
203386,1994,
203438,155,
203447,1152,0
203456,540,0
203465,2864,10
203474,1373,0
203483,1129,7
203492,948,0
203517,21358,5405
203526,1249,0
203535,1902,
203544,729,204
203580,857,234
203599,5091,
203614,449,
203678,2478,
203720,419,
203739,276,
203748,6587,
203757,941,321
203775,1265,303
203845,1257,161
203881,1431,
203942,41,
203960,973,
203997,,130
204006,2482,0
204015,1584,0
204024,17276,1814
204060,75,
204121,38,
204158,223,
204176,973,100
204185,2241,128
204194,1424,195
204200,1277,447
204255,1641,
204264,1516,342
204316,264,
204334,41,
204422,1688,
204431,26,
204440,2102,
204459,81,
204468,1648,126
204477,,26
204486,4286,61
204501,3237,18
204608,548,
204617,1294,532
204626,529,
204635,2297,32
204662,688,
204671,893,11
204680,1083,18
204699,886,6
204705,2090,14
204714,176,
204723,167,
204769,95,
204778,131,
204796,44095,9367
204802,652,
204820,1505,
204839,1320,
204848,1562,
204857,22466,4896
204866,1326,
204884,255,
204893,102,
204909,1827,
204936,2341,303
204945,6794,
204963,93,
204981,88,
204990,,132
205027,114,87
205054,408,
205090,91,
205124,50,37
205142,199,
205179,1533,
205203,1780,30
205391,206,
205443,3402,216
205470,12124,
205513,81,
205522,20,
205531,8,
205559,58,
205610,464,
205647,264,
205841,6212,
205887,723,
205957,2072,388
205966,1701,
206011,1510,
206039,41,
206048,2514,487
206084,14543,2602
206154,29,2
206172,68,
206181,110,
206215,,74
206224,141,
206279,1018,257
206288,,199
206321,387,
206330,1352,136
206349,561,318
206394,123,
206437,2011,515
206446,1112,
206482,147,
206491,509,17
206507,1119,
206516,,49
206525,1965,9
206589,2114,
206604,11274,2687
206613,917,16
206622,4583,1233
206695,9676,899
206783,8,
206817,792,
206835,1272,184
206862,1363,530
206880,99,
206905,135,
206914,3733,278
206923,1713,
206932,199,
206941,12103,1125
206969,20,
206996,1696,
207041,3770,576
207050,1145,
207069,1290,
207087,51,
207102,148,
207157,283,6
207166,10,
207209,1935,209
207236,1558,
207254,830,
207263,5694,763
207272,27,
207281,3044,
207290,1760,
207306,1550,153
207315,,177
207324,1916,556
207342,962,948
207351,1041,
207388,19497,2755
207397,3789,
207403,1819,66
207449,8477,
207458,1759,580
207500,19505,3616
207537,56,
207564,2580,
207582,3017,341
207625,195,
207661,2971,17
207670,4264,
207689,547,41
207704,72,
207722,832,
207740,1229,
207786,23,
207847,2721,355
207856,626,16
207865,3828,313
207935,10602,
207962,1076,
207971,3528,566
208017,27,
208026,408,
208035,931,
208044,26,
208053,134,
208080,50,
208123,89,
208187,258,
208239,815,
208248,113,
208275,1462,
208318,3935,
208390,8870,
208406,3348,
208415,715,
208433,71,
208479,508,
208488,1115,6166
208512,400,
208637,129,
208646,2304,173
208655,107,
208725,123,2
208822,2601,848
208859,42,
209038,4128,
209056,2216,558
209065,1715,
209074,4153,
209083,138,
209108,324,405
209153,54,
209205,143,
209241,59,118
209250,5756,
209287,372,239
209296,,135
209409,357,221
209490,617,1105
209506,3119,39
209533,97,51
209542,21533,3318
209551,19697,3212
209603,349,142
209612,1943,984
209667,72,
209676,116,
209694,36,
209700,175,
209719,44,
209746,20234,
209807,17155,3906
209825,4025,369
209922,1318,7
209940,3009,
209986,31,
210076,1901,
210100,97,
210146,4018,447
210155,1376,
210234,1477,
210270,1422,
210304,498,6
210331,1069,129
210340,80,
210359,81,
210368,,449
210401,2052,289
210429,4496,490
210438,162,149
210456,225,
210474,79,
210483,410,
210492,269,5
210508,,27
210571,2195,18
210599,672,
210605,11394,
210669,2044,
210711,121,
210739,2118,753
210748,50,
210775,2131,334
210784,274,
210809,2929,221
210890,170,
210906,242,
210942,1313,
210951,236,
210960,908,
211006,546,
211024,543,169
211079,1587,
211088,2632,864
211130,,208
211149,173,
211158,8757,475
211200,412,
211273,1446,302
211291,3728,35
211307,5986,
211316,52,
211334,67,
211343,2304,
211352,1381,468
211361,5422,1984
211431,1205,558
211440,6241,8896
211468,1200,157
211477,1159,25
211556,823,958
211583,1324,266
211608,682,22
211617,921,
211635,213,
211644,4137,542
211802,261,
211820,116,
211893,159,40
211909,159,
211927,7632,
211981,1930,247
212009,2535,
212018,,0
212045,441,
212054,19086,5207
212106,6597,1565
212115,5821,528
212133,1953,808
212160,4869,1157
212197,1864,63
212230,46,
212267,114,
212276,102,
212294,43,
212300,54,
212328,122,
212337,143,
212355,176,
212373,58,
212382,126,
212391,112,
212434,539,
212443,,80
212452,48,55
212568,108,
212577,2463,
212601,2859,949
212656,1494,186
212674,2805,
212753,130,
212771,34,129
212805,2522,
212832,1928,325
212869,1264,
212878,11681,
212911,1306,
212975,303,
212984,1705,404
212993,70,
213002,650,
213011,1477,529
213020,11482,1489
213163,65,
213181,391,
213215,149,
213233,459,
213251,1446,11
213303,1322,49
213321,2004,343
213330,30,
213349,7863,517
213358,1291,102
213367,3799,1354
213376,1455,
213385,2611,
213400,1179,299
213446,,67
213455,107,
213473,215,
213491,57,
213507,1685,93
213525,4119,
213534,995,
213543,5516,1169
213552,92,
213570,511,
213589,363,
213598,1616,196
213613,4033,445
213622,75,
213631,,91
213640,,127
213659,3959,
213668,1334,
213774,467,
213783,2146,60
213826,1956,881
213871,265,
213914,477,
213932,135,
213987,2356,193
213996,2861,333
214023,54,
214041,6563,640
214069,2087,519
214111,7509,
214148,387,34
214157,1958,192
214166,1520,58
214175,2756,
214254,893,
214272,2052,482
214290,513,
214379,6966,
214476,36,
214528,354,
214546,55,
214564,,604
214582,745,
214591,4269,100
214607,,275
214616,,175
214625,589,0
214634,373,0
214643,471,4
214652,930,0
214670,804,16
214689,3780,1
214698,668,0
214704,2824,11
214713,3868,468
214731,1337,0
214740,556,0
214759,638,0
214768,785,0
214777,43479,5475
214786,529,0
214795,752,0
214801,3654,3
214810,722,0
214829,929,13
214883,1059,38
214892,360,
214944,426,
214962,35,
214971,196,105
215008,133,
215044,219,
215053,207,
215062,14117,12273
215099,2704,984
215105,1780,184
215114,776,191
215123,,687
215132,1681,313
215239,14504,
215266,1610,
215275,1507,
215284,2787,
215293,19621,7050
215309,324,
215336,63,
215381,503,
215390,261,
215415,2858,
215424,,117
215442,3177,602
215479,98,
215530,68,
215585,2378,
215594,404,
215619,,38
215628,,61
215637,310,
215646,525,
215655,4495,434
215682,862,
215691,491,256
215743,2162,533
215770,5170,2175
215798,1682,146
215813,,59
215886,61,
215929,4013,1377
215947,1813,431
215974,239,
215983,21,
215992,198,
216010,5757,696
216038,7731,821
216047,64,124
216074,101,
216083,491,
216162,193,
216223,79,
216278,2498,
216287,1729,0
216296,1108,
216311,173,
216339,27169,4202
216348,,25
216357,897,
216366,905,1130
216418,869,
216427,72,
216436,273,
216445,284,
216454,214,
216463,,202
216524,1748,
216542,721,46
216551,348,
216579,81,
216597,7674,2037
216630,89,
216649,29,
216667,1474,
216694,1195,269
216746,63,
216764,13777,1624
216773,133,
216782,320,
216807,1277,87
216816,,361
216825,3893,
216852,3362,1203
216931,2417,1436
217013,558,112
217040,61,0
217059,4442,155
217077,2006,
217156,6991,1947
217165,3563,301
217235,8746,542
217305,3198,93
217323,466,
217350,28,
217402,4058,435
217420,6517,661
217475,9189,
217484,13419,1554
217493,2040,667
217518,4217,193
217536,2104,351
217572,100,
217581,123,
217606,295,10
217615,1690,
217624,660,
217633,2624,286
217688,3115,316
217712,1610,
217721,2597,
217749,2763,198
217776,1182,474
217794,98,
217819,10090,601
217828,74,
217837,770,
217864,3147,577
217873,1974,62
217882,18391,3808
217891,163,
217907,1061,74
217925,531,308
217934,1332,124
217961,855,523
217989,838,
217998,633,83
218025,4143,
218043,118,
218061,3201,257
218070,2806,115
218113,8141,
218140,5232,
218159,174,
218195,135,
218229,2512,38
218238,2616,47
218335,420,1952
218353,8075,
218399,810,
218414,1089,
218441,2413,158
218487,1922,
218520,3714,
218539,1030,
218645,2915,125
218654,1770,
218663,24650,4991
218672,1158,
218681,696,
218690,644,
218706,388,
218724,9477,517
218733,2364,291
218742,4960,139
218751,,
218821,778,
218830,3472,
218858,2493,
218867,28,
218885,4862,
218894,10657,
218919,431,
218955,457,
218964,4832,665
218973,1744,
218991,3457,
219000,1579,141
219037,171,
219046,2791,204
219082,1824,200
219091,830,59
219125,129,
219143,1892,
219170,20,
219189,1170,
219198,737,117
219204,1150,
219213,340,
219240,,100
219259,1888,148
219277,910,18
219295,644,
219338,25,
219347,2162,229
219356,9644,790
219374,406,20
219383,1187,164
219392,48,
219408,95,
219426,1921,
219453,164,
219471,5870,1477
219480,817,
219505,109,
219578,273,37
219587,55,
219596,300,
219602,7485,604
219639,946,
219709,6043,456
219718,3695,1101
219790,1066,96
219806,1823,772
219824,5993,
219833,1476,522
219842,91,194
219851,28,
219879,2314,
219888,3494,
219903,1177,
219921,226,
219949,1253,274
219976,3064,1086
219994,621,
220002,141,
220057,1663,
220075,10236,1947
220118,196,
220127,563,
220163,43,
220181,810,36
220206,247,5
220215,1341,326
220251,268,
220279,376,
220312,259,
220321,381,
220394,220,
220400,2902,
220464,60,
220473,874,206
220491,266,
220516,2616,444
220552,1148,404
220598,1383,
220604,873,
220613,3973,376
220631,1353,1377
220640,514,
220701,1020,4
220710,1231,
220756,190,
220765,445,
220792,,51
220808,304,46
220853,946,
220862,13682,2371
220871,,186
220978,17514,1644
220996,,248
221050,636,
221096,3534,
221102,438,
221148,1956,
221157,214,
221184,6457,
221236,345,
221254,159,
221281,329,
221333,534,
221351,2180,24
221388,197,
221397,3608,
221430,249,
221485,6161,
221494,603,
221519,1840,107
221582,219,
221591,376,
221607,212,
221616,422,
221625,691,
221634,205,
221643,6790,
221661,2391,389
221670,,
221731,1007,22
221740,9267,812
221759,21112,4435
221768,5911,257
221795,132,
221829,249,
221838,6442,1365
221847,8933,738
221892,1528,852
221908,4118,
221953,1701,179
221971,2430,934
221999,6804,3618
222026,55,
222053,5408,
222062,3881,
222099,175,
222105,203,
222178,3547,735
222567,3866,
222576,5916,
222628,229,911
222822,3225,
222831,5598,1031
222877,174,12
222886,218,
222938,1596,
222983,1460,18
222992,24551,
223001,,118
223056,85,
223083,677,
223117,34,41
223223,,869
223232,14431,1864
223320,2665,
223427,22860,
223463,1133,
223472,347,
223506,2557,
223524,6683,
223773,3797,
223816,11698,
223852,74,
223898,2325,
223922,894,
224004,1568,549
224013,44,
224110,5934,
224147,8453,1293
224156,356,
224226,2708,1311
224244,231,
224271,263,
224305,,1419
224323,1360,813
224350,4762,
224527,1002,78
224545,1140,294
224554,6475,3168
224572,8081,
224615,5183,
224642,17588,
224660,551,
224679,583,
224712,,81
224758,52,
224776,937,7
224828,135,
224891,920,
224961,1359,
225070,3151,
225201,972,11
225247,1526,225
225308,3404,
225371,2028,
225399,2144,662
225414,4252,2260
225423,36098,
225432,9778,823
225502,2323,752
225511,29153,4915
225520,2062,
225548,978,62
225575,892,19
225627,6253,1221
225779,47,
225788,156,
225876,400,
225885,908,
225991,158,
226019,3598,
226091,8416,5875
226107,1545,
226116,960,
226125,164,
226134,8567,
226152,5259,601
226204,4774,
226231,1825,354
226277,1128,
226374,65,
226383,1299,291
226408,2572,
226471,2857,534
226578,5830,
226587,955,2
226675,316,
226772,34,
226806,3793,
226833,4604,536
226860,66,
226879,212,
226903,319,
226930,5191,
227003,398,
227058,83,
227146,6291,
227155,26,
227182,47665,
227191,5951,
227216,27079,5124
227225,1997,
227289,,89
227298,313,
227304,3430,
227313,213,
227322,246,
227331,1339,1324
227368,20814,3063
227377,1446,
227386,1916,
227401,3427,
227429,445,
227526,6650,1003
227687,1486,
227748,336,
227757,3962,3350
227766,11170,
227836,847,
227845,3642,455
227854,7109,
227863,1452,1116
227881,15689,1686
227924,13373,
227979,13500,
228042,1143,50
228088,34,
228149,2267,350
228158,6433,
228185,58,
228194,,
228200,345,
228219,387,
228246,6462,3239
228282,148,
228316,3393,
228325,1492,160
228343,1530,
228431,9899,1238
228459,29011,3327
228468,727,20
228486,143,
228501,1823,633
228529,9474,941
228547,32182,
228608,3438,
228635,,1107
228644,1037,1022
228653,892,1590
228699,2495,
228705,5631,2254
228723,44642,10136
228769,25350,8352
228778,35813,8315
228787,14108,6945
228796,16569,2288
228802,5217,1879
228866,,
228875,8763,909
228884,804,
228909,,1134
228981,1233,16
229018,3925,485
229027,21779,2777
229036,539,
229063,6000,965
229115,27331,4791
229160,1666,545
229179,8219,3581
229267,2282,205
229300,938,2036
229337,2258,2498
229355,8242,
229416,2725,
229425,213,
229504,1898,
229522,112,
229540,2351,
229656,212,
229780,3280,1019
229799,3860,
229814,6279,1610
229832,1100,
229841,4852,
229887,1214,0
229957,58,
230010,630,
230038,30477,2746
230047,3577,
230056,151,4
230065,167,
230135,63,
230144,81,
230162,1613,
230171,6391,
230199,33,
230205,51,
230214,298,
230366,387,
230418,2053,
230490,1184,
230597,3793,
230603,6532,743
230621,300,
230630,279,
230676,596,
230728,20812,1811
230737,25452,205
230746,17765,
230764,21046,6055
230782,16441,522
230807,2206,450
230816,708,136
230834,1863,170
230852,2999,453
230861,2821,
230889,168,316
230898,591,129
230913,1138,123
230931,1126,34
230940,196,0
230959,2780,266
230977,467,
230995,2280,948
231004,119,
231059,2092,223
231068,,304
231077,220,55
231086,449,
231095,155,
231147,,164
231165,1332,
231174,10849,806
231280,100,
231411,613,
231420,836,10
231536,2619,
231554,931,10
231581,1898,
231624,6236,1598
231651,2307,2326
231688,44,
231697,2566,
231712,4976,116
231721,57,
231785,460,
231828,470,
231837,763,296
231873,714,
231882,2224,
231970,,715
232016,287,
232025,999,26
232043,1182,346
232052,417,
232089,1076,
232186,21429,6143
232195,4300,
232256,1092,
232265,3698,611
232308,694,198
232414,6817,
232423,19340,1436
232450,5527,
232502,155,
232557,41697,22635
232566,4518,334
232575,3945,
232609,2121,382
232618,108,
232672,1219,223
232681,4014,230
232706,2290,818
232724,19,
232788,1784,
232797,1157,66
232867,2824,
232885,336,
232919,754,
232937,4151,438
232946,34016,
232982,17505,2498
233019,1816,
233037,832,
233082,127,
233091,363,
233116,2983,
233277,8679,808
233286,86,
233295,1391,
233301,672,18
233310,1903,
233329,546,
233338,1249,
233356,393,
233374,3378,238
233408,203,
233426,2258,
233480,29,
233541,2101,1038
233611,546,
233639,2798,
233648,1817,
233666,21,
233684,3626,1408
233718,244,2
233754,6020,
233772,17353,
233842,,140
233897,1589,
233903,1501,
233921,26424,5906
233949,4568,
234030,21623,4522
234076,16441,6354
234085,1936,
234119,35,
234137,265,32
234155,4290,291
234164,1300,379
234173,1546,
234191,123,
234207,1735,0
234359,183,
234377,1781,
234401,35,
234492,1153,
234650,42,
234669,10788,
234696,2059,
234711,1867,
234739,121,
234827,11296,563
234845,2197,
234915,681,721
234924,168,
234933,7863,
234951,4047,
234979,5092,
235024,711,5
235088,439,
235097,10555,910
235103,6395,
235149,6543,
235158,161,
235167,3709,264
235237,4684,
235307,144,
235316,5383,1392
235334,1700,
235343,7530,
235352,68,
235422,729,397
235431,5656,
235501,522,
235547,227,378
235583,200,
235671,3008,
235699,2628,
235750,2316,
235954,34,
236018,78,
236072,4216,
236133,907,271
236188,5700,
236212,1104,
236230,2930,346
236258,1854,
236328,2347,152
236382,2702,
236452,1148,247
236504,4657,
236513,5503,
236531,77,
236577,3206,715
236595,4621,1441
236610,4735,
236638,3864,
236656,3965,
236692,6772,
236708,4788,
236744,69,
236753,6241,
236887,3933,
236896,1638,201
236939,22644,3583
236948,30124,10428
236975,2814,
237011,13628,574
237039,3109,
237057,1466,
237066,2477,280
237109,3463,
237118,1087,238
237127,33,
237136,241,1
237145,26,
237172,162,
237181,783,20
237215,1298,
237242,79,
237303,123,
237312,1680,299
237321,169,
237330,2082,256
237358,883,
237367,3285,130
237385,1218,
237437,624,
237473,138,
237491,54,
237525,8683,2268
237543,112,
237552,127,
237561,75,
237570,117,
237598,206,
237613,76,
237640,405,30
237686,1884,
237701,1199,
237729,170,
237783,564,160
237792,3133,145
237817,1259,
237844,116,
237880,,
237899,2164,44
237905,45,7
237932,1975,239
237950,1082,
237969,1334,135
237978,80,
237987,212,
237996,567,
238005,77,
238014,1291,
238032,22580,4037
238078,930,157
238096,36,
238166,102,
238175,159,
238193,1338,351
238263,8840,48
238324,337,35
238333,1353,
238397,1630,
238430,1405,745
238458,2890,300
238476,3005,59
238573,149,0
238616,3449,2153
238661,1726,566
238722,5116,
238759,4175,
238786,60,
238810,55,
238980,1708,473
239008,1529,
239017,2865,
239071,818,88
239080,1436,353
239105,8216,1304
239169,,308
239220,1904,
239248,10634,
239309,624,
239318,2604,119
239372,2770,
239390,768,331
239424,,65
239442,712,
239460,3115,
239488,5639,
239512,557,
