UNITID,SAOUTLT
150048,507680
150048,845009
150066,2737200
150066,1840900
150066,2037300
150066,212700
150066,6828100
150136,21175955
150136,17796394
150136,19730787
150136,9766234
150136,68469370
150145,516580
150145,1412410
150145,1834950
150145,3763940
150163,9388455
150163,10164059
150163,5465691
150163,4120959
150163,29139164
150172,125556
150172,874694
150172,600531
150172,151866
150172,1752647
150215,193108
150215,446742
150215,95558
150215,735408
150288,554030
150288,312563
150288,189867
150288,133722
150288,1190182
150400,10684952
150400,4327101
150400,4020919
150400,117261
150400,19150233
150455,3111894
150455,1716455
150455,2741063
150455,229410
150455,60655
150455,7859477
150534,3991305
150534,4219070
150534,3926274
150534,37260
150534,50500
150534,12224409
150604,1917560
150604,933524
150604,1367120
150604,321000
150604,170000
150604,92500
150604,4801704
150668,2099080
150668,1452887
150668,425544
150668,39265
150668,4016776
150677,649369
150677,847165
150677,1277934
150677,318007
150677,3092475
150756,3344856
150756,1176482
150756,1045763
150756,266529
150756,5833630
150774,58541
150774,826857
150774,254836
150774,71680
150774,1211914
150941,1305703
150941,893533
150941,1118452
150941,351593
150941,3669281
150987,4427786
150987,16535736
150987,31701117
150987,12555911
150987,308728
150987,65529278
151102,4290683
151102,8868487
151102,4923171
151102,500918
151102,2639776
151102,21223035
151111,26549200
151111,24404943
151111,18101379
151111,14161863
151111,83217385
151166,2910906
151166,2910906
151263,3781818
151263,5827038
151263,7276460
151263,1534234
151263,18419550
151290,761387
151290,1536760
151290,2340425
151290,124753
151290,1211814
151290,5975139
151306,4040942
151306,7857925
151306,6960348
151306,5075839
151306,23935054
151324,12321091
151324,9764596
151324,7709787
151324,5154571
151324,1311641
151324,36261686
151333,1094463
151333,1546003
151333,2337032
151333,2002561
151333,6980059
151342,4125294
151342,4606693
151342,4016887
151342,2853447
151342,15602321
151351,98910669
151351,49959652
151351,39689760
151351,26444200
151351,734500
151351,215738781
151360,2451909
151360,3744837
151360,3476957
151360,888795
151360,10562498
151379,3800995
151379,3500050
151379,3659110
151379,3028690
151379,13988845
151388,734976
151388,1166204
151388,2682060
151388,1688752
151388,6271992
151458,642200
151458,642200
151467,748064
151467,748064
151616,40880
151616,40880
151661,1959695
151661,1959695
151777,1810789
151777,2124883
151777,3282948
151777,177976
151777,7396596
151786,698171
151786,1227492
151786,4751265
151786,189129
151786,34000
151786,6900057
151801,5786843
151801,4973463
151801,6908044
151801,224404
151801,68365
151801,17961119
151810,178500
151810,220240
151810,204000
151810,602740
151865,179007
151865,167142
151865,186388
151865,532537
151944,371894
151944,371894
151962,165000
151962,165000
152080,74242668
152080,32300600
152080,19131952
152080,18077514
152080,143752734
152099,605055
152099,478982
152099,292501
152099,363260
152099,1739798
152248,6239462
152248,6501290
152248,3284527
152248,892348
152248,959264
152248,17876891
152266,1293093
152266,3191411
152266,2114232
152266,917663
152266,7516399
152318,8672125
152318,5144933
152318,4407091
152318,18224149
152336,895481
152336,1936258
152336,3211596
152336,1216730
152336,7260065
152363,496590
152363,1219921
152363,1286574
152363,61710
152363,3064795
152381,505333
152381,748707
152381,1316241
152381,175986
152381,44520
152381,2790787
152390,3021706
152390,2724865
152390,2977457
152390,89505
152390,275978
152390,608593
152390,9698104
152451,336836
152451,199269
152451,117429
152451,60164
152451,713698
152530,4077916
152530,1644680
152530,2015665
152530,163709
152530,7901970
152567,619244
152567,2462185
152567,2994639
152567,498189
152567,6574257
152600,5580166
152600,7011165
152600,5092133
152600,707445
152600,2495806
152600,20886715
152637,2400478
152637,3268290
152637,3619000
152637,1284185
152637,454594
152637,11026547
152673,1747850
152673,2975300
152673,1657000
152673,210950
152673,6591100
152798,854050
152798,678870
152798,1165111
152798,195784
152798,2893815
152992,1124674
152992,1114255
152992,1408406
152992,248394
152992,3895729
153001,1461332
153001,1495901
153001,1884803
153001,285179
153001,5127215
153108,2347619
153108,2003170
153108,1268036
153108,50500
153108,589426
153108,6258751
153126,1171388
153126,1307136
153126,1905447
153126,917413
153126,5301384
153144,2467995
153144,1536182
153144,2431369
153144,151518
153144,6587064
153162,3375800
153162,1172560
153162,977386
153162,382834
153162,5908580
153214,16642840
153214,3690649
153214,4200708
153214,24534197
153241,186575
153241,492615
153241,228100
153241,907290
153250,2523569
153250,1436700
153250,740517
153250,355332
153250,5056118
153269,9395966
153269,11163813
153269,6164719
153269,174200
153269,26898698
153278,1226356
153278,1848116
153278,2779457
153278,143285
153278,5997214
153296,638058
153296,723687
153296,159543
153296,52215
153296,1573503
153302,900234
153302,900234
153311,6758675
153311,6758675
153320,534720
153320,178056
153320,207528
153320,920304
153366,1536198
153366,910946
153366,1190596
153366,544961
153366,4182701
153375,1928014
153375,732184
153375,1960398
153375,397321
153375,92000
153375,5109917
153384,6152210
153384,7036670
153384,4744250
153384,332670
153384,832478
153384,19098278
153418,272229
153418,272229
153427,337526
153427,337526
153445,6819554
153445,6819554
153472,9046817
153472,9046817
153524,891273
153524,128667
153524,393782
153524,4863043
153524,6276765
153533,2012086
153533,856213
153533,1096342
153533,537954
153533,4502595
153603,71804657
153603,39755187
153603,34195245
153603,14478018
153603,160233107
153621,554004
153621,517796
153621,401230
153621,101350
153621,78280
153621,1652660
153630,1036155
153630,720614
153630,1115134
153630,3655380
153630,6527283
153658,62246001
153658,35696571
153658,26853360
153658,200605
153658,12790558
153658,660879
153658,138447974
153737,9588247
153737,3123197
153737,3832562
153737,2457191
153737,284125
153737,19285322
153825,1867806
153825,2344137
153825,1213350
153825,115000
153825,5540293
153834,4216908
153834,4296063
153834,2537389
153834,1005997
153834,12056357
153861,440051
153861,482679
153861,698046
153861,543847
153861,19860
153861,2184483
153922,1363113
153922,1044186
153922,219005
153922,46418
153922,2672722
153977,231866
153977,504929
153977,1416472
153977,618854
153977,2772121
154004,1429580
154004,1716268
154004,2095960
154004,200790
154004,5442598
154013,1254027
154013,1738899
154013,1353903
154013,656237
154013,5003066
154022,1269689
154022,2352285
154022,9434609
154022,1811987
154022,14868570
154059,4656518
154059,40739
154059,4697257
154095,13667407
154095,12901700
154095,7706061
154095,5226523
154095,53765
154095,39555456
154101,2179760
154101,813241
154101,1034549
154101,657124
154101,4684674
154110,7094110
154110,7094110
154129,1914192
154129,1914192
154156,425442
154156,274957
154156,700399
154174,3047404
154174,5044403
154174,1921577
154174,458025
154174,142809
154174,10614218
154235,7198598
154235,3086504
154235,4093032
154235,531162
154235,14909296
154262,189986
154262,645241
154262,595564
154262,384133
154262,75607
154262,1890531
154350,2996818
154350,1188280
154350,1327339
154350,92946
154350,5605383
154378,4670433
154378,171973
154378,4842406
154396,2036602
154396,2036602
154493,835429
154493,1477536
154493,1764610
154493,122590
154493,360160
154493,4560325
154518,469763
154518,479443
154518,1049307
154518,208410
154518,102907
154518,2309830
154527,2277345
154527,1514680
154527,884245
154527,728063
154527,421578
154527,5825911
154536,460887
154536,125466
154536,136193
154536,722546
154572,123602
154572,4244021
154572,4367623
154590,506474
154590,337016
154590,533768
154590,786196
154590,2163454
154642,1605718
154642,1605718
154688,1575203
154688,942260
154688,1109534
154688,165068
154688,3792065
154697,3526102
154697,3526102
154712,1618490
154712,1571288
154712,3024290
154712,360049
154712,78319
154712,6652436
154721,394892
154721,332634
154721,958775
154721,70556
154721,1756857
154749,768548
154749,514314
154749,511495
154749,144941
154749,1939298
154767,175236
154767,175236
154776,296803
154776,296803
154794,105333
154794,105333
154800,5793894
154800,848013
154800,1043526
154800,236743
154800,7922176
154855,736711
154855,736711
154907,1699396
154907,1699396
154925,2303939
154925,2303939
154934,1815321
154934,1815321
154952,2768496
154952,2768496
154998,1869742
154998,372978
154998,285634
154998,44808
154998,2573162
155007,45675
155007,508790
155007,83941
155007,638406
155025,5184670
155025,4368976
155025,4284763
155025,1807563
155025,15645972
155052,1689748
155052,1689748
155061,3965453
155061,5437577
155061,6611176
155061,4720223
155061,20734429
155070,565008
155070,565008
155089,1748836
155089,678094
155089,1386207
155089,70000
155089,3883137
155098,1427047
155098,1427047
155104,2935481
155104,2935481
155140,2539995
155140,2539995
155177,1681999
155177,1681999
155186,2432359
155186,2432359
155195,5612391
155195,1226849
155195,6839240
155201,982250
155201,670796
155201,32000
155201,1685046
155210,13432080
155210,6309962
155210,1842918
155210,64773
155210,21649733
155283,1015289
155283,1015289
155292,2927011
155292,1507728
155292,772862
155292,5842229
155292,11049830
155308,23720
155308,16500
155308,40220
155317,51925146
155317,35612645
155317,24839344
155317,967455
155317,9723306
155317,123067896
155335,722664
155335,1817490
155335,1977344
155335,227905
155335,40152
155335,42326
155335,4827881
155399,31332734
155399,24359852
155399,22713660
155399,11047273
155399,2287230
155399,91740749
155414,368764
155414,738789
155414,703021
155414,40000
155414,1850574
155450,982395
155450,330529
155450,105588
155450,89322
155450,1507834
155487,1542385
155487,1542385
155496,214111
155496,152334
155496,90681
155496,457126
155511,612538
155511,893664
155511,840845
155511,2347047
155520,2231788
155520,1090865
155520,1683389
155520,38000
155520,5044042
155566,2359783
155566,2359783
155593,2344395
155593,54000
155593,2398395
155618,1587563
155618,1587563
155627,634914
155627,666655
155627,291390
155627,1592959
155636,72000
155636,52000
155636,124000
155681,8360750
155681,5076774
155681,5081332
155681,2889262
155681,21408118
155715,1612426
155715,1612426
155812,1040000
155812,634000
155812,2124000
155812,307000
155812,4105000
155830,1286000
155830,1286000
155858,2728780
155858,2728780
155900,721045
155900,791258
155900,869946
155900,183720
155900,2565969
155937,245872
155937,361117
155937,1485004
155937,2091993
155973,400631
155973,301882
155973,677028
155973,1379541
156082,7949359
156082,3501804
156082,4170516
156082,77024
156082,3396385
156082,19095088
156107,3110573
156107,3110573
156125,12609769
156125,9442417
156125,7661460
156125,1056554
156125,6716889
156125,37487089
156134,1903927
156134,1903927
156189,501946
156189,129510
156189,569386
156189,33140
156189,1233982
156213,2265574
156213,1611836
156213,1637981
156213,98160
156213,5613551
156222,2678976
156222,802860
156222,61956
156222,53148
156222,76008
156222,3672948
156231,1823852
156231,1222979
156231,522272
156231,524001
156231,4093104
156286,4350729
156286,3833738
156286,4177980
156286,1337271
156286,13699718
156295,3199230
156295,3997480
156295,2375660
156295,544040
156295,10116410
156338,779635
156338,1118316
156338,1251707
156338,518772
156338,3668430
156356,250614
156356,572097
156356,1233108
156356,164241
156356,2220060
156365,2553437
156365,1936529
156365,2114444
156365,1462892
156365,8067302
156392,3561099
156392,4412550
156392,1038884
156392,1128369
156392,10140902
156408,3761382
156408,2441466
156408,3286484
156408,142000
156408,9631332
156417,227635
156417,227635
156471,125290
156471,289494
156471,1366531
156471,1170864
156471,2952179
156541,2908022
156541,3440922
156541,2073314
156541,197159
156541,8619417
156620,11176644
156620,12360758
156620,12240438
156620,1514900
156620,4087986
156620,2859215
156620,44239941
156648,2900354
156648,2058949
156648,694082
156648,644871
156648,6298256
156727,5648910
156727,5648910
156745,1887271
156745,1991815
156745,351375
156745,32000
156745,4262461
156790,3173170
156790,666403
156790,672890
156790,500083
156790,36500
156790,5049046
156851,995911
156851,465280
156851,216946
156851,307775
156851,1985912
156860,1390474
156860,993956
156860,209351
156860,395977
156860,2989758
156921,4658254
156921,3453541
156921,871471
156921,1398696
156921,10381962
157021,830326
157021,830326
157058,2226583
157058,1729515
157058,2613607
157058,131679
157058,6701384
157076,436549
157076,608733
157076,902760
157076,36000
157076,1984042
157085,58724888
157085,39678899
157085,27024071
157085,0
157085,11394269
157085,136822127
157100,299254
157100,253747
157100,874535
157100,33008
157100,1460544
157207,73804
157207,64646
157207,116002
157207,254452
157216,1165943
157216,1785285
157216,3078305
157216,1000814
157216,7030347
157270,1315299
157270,1315299
157289,40988491
157289,24814603
157289,25026877
157289,4621571
157289,16385
157289,637776
157289,96105703
157298,857359
157298,71619
157298,127669
157298,1056647
157304,2632097
157304,1190431
157304,554830
157304,526897
157304,50490
157304,4954745
157331,1990910
157331,1150030
157331,662700
157331,589045
157331,4392685
157377,332914
157377,384727
157377,621030
157377,264000
157377,1602671
157386,6485411
157386,7866763
157386,3093156
157386,2865602
157386,99524
157386,20410456
157401,8566710
157401,7431828
157401,9421055
157401,4125898
157401,29545491
157438,293915
157438,1459441
157438,1042927
157438,1576981
157438,4373264
157447,11693783
157447,12300462
157447,6644492
157447,9395888
157447,40034625
157465,161276
157465,161276
157483,2562768
157483,1844013
157483,1082113
157483,1099063
157483,6587957
157535,916098
157535,1247079
157535,1087587
157535,310069
157535,3560833
157553,2844209
157553,1416119
157553,525276
157553,43990
157553,105630
157553,4935224
157599,137042
157599,137042
157711,3390841
157711,2711296
157711,956549
157711,538810
157711,7597496
157739,2887930
157739,1100733
157739,535321
157739,343680
157739,4867664
157748,2637858
157748,963763
157748,766794
157748,42295
157748,4410710
157757,1802814
157757,1836300
157757,1586806
157757,292286
157757,894500
157757,6412706
157766,2006135
157766,2006135
157793,1314640
157793,2346500
157793,4016824
157793,2090332
157793,9768296
157809,1864474
157809,1750750
157809,977308
157809,123285
157809,4715817
157818,2211442
157818,2034661
157818,1086230
157818,145350
157818,5477683
157863,617705
157863,539874
157863,825518
157863,83276
157863,2066373
157951,15526728
157951,16656180
157951,10531140
157951,6258264
157951,194088
157951,1466532
157951,50632932
158088,197844
158088,85338
158088,2626306
158088,2909488
158343,92000
158343,92000
158431,1507454
158431,856502
158431,970803
158431,2390089
158431,120000
158431,5844848
158440,92500
158440,92500
158477,1765682
158477,702053
158477,952555
158477,205159
158477,3625449
158662,5616615
158662,3840108
158662,3863966
158662,4699241
158662,18019930
158723,326616
158723,326616
158802,848782
158802,1014014
158802,1391149
158802,709541
158802,3963486
158884,486100
158884,328768
158884,253800
158884,705500
158884,113000
158884,1887168
159009,3140835
159009,1828144
159009,2704385
159009,725489
159009,725057
159009,9123910
159197,1151286
159197,1151286
159373,2262905
159373,5050772
159373,7388913
159373,3922416
159373,18625006
159382,921087
159382,1158693
159382,1344586
159382,749741
159382,4174107
159391,51515622
159391,25930724
159391,24169124
159391,12073801
159391,1890116
159391,115579387
159407,748267
159407,543346
159407,291579
159407,1455051
159407,3038243
159416,3009283
159416,2096800
159416,892281
159416,675657
159416,19846
159416,6693867
159568,719384
159568,690476
159568,2002108
159568,30000
159568,3441968
159647,6004389
159647,8747440
159647,6826711
159647,2595155
159647,1460215
159647,673160
159647,26307070
159656,8779134
159656,4780545
159656,2661849
159656,4245641
159656,20467169
159717,4247593
159717,3352499
159717,5330963
159717,2395375
159717,15326430
159939,7849574
159939,4721966
159939,3431116
159939,2281226
159939,18283882
159948,2876803
159948,804482
159948,447619
159948,37157
159948,4166061
159966,2400414
159966,3472913
159966,3740766
159966,2890382
159966,402100
159966,12906575
159993,4582678
159993,7562203
159993,5896744
159993,2393052
159993,20434677
160010,214744
160010,48930
160010,53858
160010,2397583
160010,2715115
160029,828039
160029,113664
160029,206238
160029,1147941
160038,4459134
160038,4841920
160038,6913984
160038,2006538
160038,18221576
160065,716500
160065,912815
160065,1383926
160065,47350
160065,3060591
160074,63003
160074,1375108
160074,1974059
160074,1620541
160074,5032711
160409,1143000
160409,85000
160409,1228000
160481,217259
160481,1578174
160481,58151
160481,1853584
160524,752872
160524,752872
160579,195240
160579,202476
160579,574527
160579,3067118
160579,4039361
160612,6452668
160612,5895492
160612,2900082
160612,10245693
160612,25493935
160621,7169997
160621,3306839
160621,4459767
160621,2062402
160621,481667
160621,17480672
160630,1111824
160630,1645852
160630,2214255
160630,84000
160630,5055931
160649,242885
160649,485870
160649,1105629
160649,1175429
160649,315836
160649,3325649
160658,15261014
160658,12152968
160658,9086487
160658,9573316
160658,46073785
160667,109536
160667,224256
160667,2735118
160667,3068910
160755,32323001
160755,17003763
160755,18203923
160755,124119
160755,9407353
160755,354741
160755,77416900
160904,4154457
160904,5836944
160904,5985628
160904,500727
160904,375808
160904,16853564
160913,51744
160913,111588
160913,61830
160913,1221460
160913,1008242
160913,2454864
160940,464888
160940,464888
160959,2064738
160959,2064738
160977,6596348
160977,4504017
160977,3066251
160977,257824
160977,887349
160977,15311789
160995,266500
160995,266500
161004,8702815
161004,6113920
161004,4860730
161004,130000
161004,1160260
161004,20967725
161022,1090647
161022,1090647
161077,2971165
161077,2971165
161086,9346235
161086,6163571
161086,5729221
161086,68000
161086,763750
161086,576630
161086,22647407
161138,3564562
161138,3564562
161192,2575390
161192,2575390
161208,264773
161208,264773
161217,2379968
161217,1688877
161217,795423
161217,182015
161217,894753
161217,5941036
161226,2920903
161226,2191051
161226,1486207
161226,264664
161226,495861
161226,7358686
161235,477802
161235,618639
161235,524241
161235,86579
161235,101305
161235,1808566
161244,627566
161244,474126
161244,435454
161244,80482
161244,1617628
161253,19744875
161253,10461453
161253,7486949
161253,504974
161253,4165295
161253,42363546
161299,240853
161299,0
161299,0
161299,0
161299,0
161299,240853
161341,498878
161341,895692
161341,762777
161341,40241
161341,199534
161341,2397122
161457,4146590
161457,6396271
161457,7007262
161457,222895
161457,2558605
161457,20331623
161484,2091258
161484,2091258
161509,422148
161509,471019
161509,342300
161509,34000
161509,1269467
161518,881276
161518,1387501
161518,1845721
161518,273969
161518,198564
161518,4587031
161545,1688231
161545,1507741
161545,1534368
161545,1070627
161545,5800967
161554,8620305
161554,6972166
161554,1536963
161554,125613
161554,2900898
161554,20155945
161563,648183
161563,764554
161563,882977
161563,45442
161563,2341156
161572,811713
161572,549533
161572,613288
161572,184074
161572,235761
161572,2394369
161581,1207092
161581,1207092
161688,1756387
161688,1823892
161688,1311923
161688,878594
161688,5770796
161767,6911873
161767,6099989
161767,5158833
161767,882590
161767,77502
161767,19130787
161776,139509
161776,139509
161864,1313381
161864,1653558
161864,3892516
161864,6859455
161873,7674870
161873,6850256
161873,3919037
161873,2514785
161873,20958948
162007,3917876
162007,4787149
162007,5697692
162007,640616
162007,1993600
162007,17036933
162061,362519
162061,499817
162061,72000
162061,934336
162104,1549900
162104,409700
162104,1206500
162104,75000
162104,3241100
162122,7541103
162122,1479740
162122,1153779
162122,59851
162122,10234473
162168,555952
162168,1179556
162168,1199465
162168,724868
162168,129585
162168,3789426
162210,1280515
162210,876936
162210,671404
162210,103256
162210,2932111
162283,2238211
162283,3012539
162283,4407737
162283,520699
162283,10179186
162557,1733918
162557,1948938
162557,3171539
162557,6854395
162584,6653331
162584,4836515
162584,4950486
162584,560025
162584,1823907
162584,18824264
162609,575574
162609,250362
162609,445803
162609,1271739
162654,2577319
162654,3309831
162654,2891649
162654,472523
162654,61569
162654,137603
162654,9450494
162681,178045
162681,178045
162690,938922
162690,648904
162690,2072213
162690,1123415
162690,0
162690,4783454
162706,1499864
162706,1250931
162706,1432695
162706,1863046
162706,6046536
162760,2530897
162760,2338971
162760,1816924
162760,186694
162760,6873486
162779,4819828
162779,4468756
162779,3556332
162779,1486182
162779,14331098
162928,96973997
162928,24930214
162928,39039512
162928,1989877
162928,18900128
162928,10951642
162928,192785370
163028,1125222
163028,1125222
163046,10959074
163046,9501072
163046,7693853
163046,1132901
163046,29286900
163204,9229308
163204,3923422
163204,1228806
163204,101475
163204,14483011
163259,19961340
163259,13002872
163259,15874444
163259,5419465
163259,190000
163259,561701
163259,55009822
163268,21335198
163268,14150723
163268,8748747
163268,828351
163268,5960659
163268,51023678
163286,126209392
163286,49736028
163286,31997911
163286,593491
163286,21174161
163286,229710983
163295,13150404
163295,13150404
163338,3689136
163338,6134246
163338,4925899
163338,148569
163338,2585774
163338,17483624
163426,26907793
163426,11398100
163426,5483049
163426,384638
163426,68994
163426,44242574
163453,9136484
163453,12840304
163453,8276267
163453,151357
163453,7637906
163453,38042318
163462,1843835
163462,3281940
163462,2947896
163462,57989
163462,780217
163462,8911877
163532,1219186
163532,1219186
163578,1476062
163578,2111951
163578,4227064
163578,7815077
163657,6434162
163657,7142707
163657,2905783
163657,16482652
163851,9355797
163851,9901815
163851,6679215
163851,552706
163851,543557
163851,27033090
163912,4597783
163912,3289631
163912,2607782
163912,28560
163912,10523756
163976,4957970
163976,4957970
164058,50699
164058,50699
164076,19901938
164076,17509063
164076,16975968
164076,1135586
164076,9402201
164076,64924756
164085,103000
164085,273296
164085,181730
164085,66000
164085,624026
164155,17449082
164155,10116542
164155,7792786
164155,198791
164155,35557201
164173,3713120
164173,2453260
164173,3645100
164173,196200
164173,540000
164173,10547680
164216,1381880
164216,3822312
164216,2641955
164216,111491
164216,50000
164216,8007638
164270,3312620
164270,2628670
164270,1365230
164270,49500
164270,1138500
164270,8494520
164313,753002
164313,1269154
164313,1635981
164313,652402
164313,4310539
164368,3555406
164368,3555406
164438,173388
164438,173388
164447,936693
164447,1691212
164447,1249296
164447,258455
164447,4135656
164465,14250200
164465,3197364
164465,5715416
164465,56000
164465,2143500
164465,25362480
164474,616129
164474,65691
164474,681820
164492,119258
164492,767235
164492,915125
164492,501260
164492,2302878
164562,2283195
164562,4900599
164562,3440785
164562,482283
164562,11106862
164580,12029278
164580,7903950
164580,4740265
164580,2090578
164580,2558599
164580,29322670
164614,165213
164614,165213
164632,734607
164632,1355760
164632,2304344
164632,201116
164632,4595827
164641,73848
164641,543694
164641,482980
164641,1100522
164720,1320464
164720,841879
164720,592417
164720,302780
164720,3057540
164739,13699563
164739,8829434
164739,4608046
164739,7062837
164739,34199880
164748,14382813
164748,6493661
164748,1996525
164748,5837888
164748,28710887
164775,2196819
164775,497947
164775,631885
164775,3326651
164872,1656631
164872,1656631
164915,338511
164915,338511
164924,49977365
164924,32182034
164924,19460804
164924,3497390
164924,2902071
164924,108019664
164988,94212311
164988,42553342
164988,31262254
164988,1118417
164988,24858694
164988,29684025
164988,223689043
165015,21719152
165015,9990983
165015,6283753
165015,111457
165015,3019886
165015,41125231
165024,11864320
165024,7577562
165024,8801659
165024,1383712
165024,29627253
165033,3329474
165033,2737285
165033,1693251
165033,205586
165033,7965596
165112,6519494
165112,1974069
165112,1361453
165112,9855016
165167,1453894
165167,341881
165167,162900
165167,95979
165167,2054654
165194,2556165
165194,809597
165194,892592
165194,228326
165194,4486680
165264,214507
165264,258457
165264,854648
165264,344376
165264,1671988
165334,8359561
165334,5561120
165334,3828220
165334,55000
165334,1743410
165334,19547311
165495,60840
165495,55000
165495,115840
165529,5025502
165529,1672722
165529,2171535
165529,8869759
165574,140335
165574,727026
165574,870287
165574,52273
165574,1789921
165644,374084
165644,668866
165644,581521
165644,333819
165644,1958290
165662,3827626
165662,6211412
165662,2846677
165662,4490317
165662,17376032
165671,1775421
165671,2213724
165671,2221851
165671,1077719
165671,7288715
165699,3254058
165699,2471998
165699,2877096
165699,45000
165699,8648152
165705,443896
165705,92067
165705,535963
165802,168139
165802,713501
165802,1401167
165802,2282807
165820,6884140
165820,4209405
165820,5178707
165820,394027
165820,16666279
165866,5135907
165866,3723677
165866,6090444
165866,705830
165866,15655858
165884,212671
165884,573392
165884,558617
165884,604558
165884,1949238
165936,3649636
165936,1818223
165936,928489
165936,118858
165936,6515206
165945,1416580
165945,819538
165945,391452
165945,61103
165945,56650
165945,2745323
165981,2258151
165981,446807
165981,593317
165981,451946
165981,3750221
166018,4145039
166018,3301022
166018,2539876
166018,773309
166018,118917
166018,10878163
166027,239384855
166027,18660820
166027,29613692
166027,1141736
166027,35071176
166027,323872279
166045,305000
166045,227500
166045,375100
166045,907600
166054,766869
166054,39729
166054,474240
166054,1280838
166124,11893632
166124,8767551
166124,5329360
166124,524410
166124,616165
166124,27131118
166133,5656659
166133,786377
166133,856545
166133,947587
166133,8247168
166391,847644
166391,3278609
166391,2483315
166391,6609568
166407,420750
166407,2746821
166407,249696
166407,3417267
166452,3504003
166452,4830247
166452,3630134
166452,371853
166452,12336237
166513,21226838
166513,17882853
166513,12113062
166513,51257
166513,7481427
166513,2409817
166513,61165254
166629,68237437
166629,33343685
166629,27055951
166629,354175
166629,18954882
166629,147946130
166638,15190416
166638,24704506
166638,14943345
166638,12493760
166638,2648720
166638,69980747
166647,3304240
166647,957463
166647,992009
166647,5253712
166656,4880109
166656,9442975
166656,11989220
166656,1022885
166656,1236103
166656,28571292
166674,6996982
166674,1603840
166674,1730737
166674,10331559
166683,137868064
166683,29186586
166683,19610097
166683,7352217
166683,15067703
166683,7771164
166683,216855831
166692,4152076
166692,972175
166692,1978165
166692,201383
166692,7303799
166708,515202
166708,591599
166708,763104
166708,353472
166708,2223377
166717,3651063
166717,1727158
166717,444402
166717,5822623
166823,3764706
166823,1955693
166823,984387
166823,1496356
166823,8201142
166850,3117755
166850,5623781
166850,3847855
166850,2210707
166850,14800098
166869,2195758
166869,1817446
166869,4045069
166869,1330158
166869,9388431
166887,5403662
166887,1338293
166887,1313859
166887,8055814
166911,608000
166911,205000
166911,95000
166911,908000
166939,9721387
166939,2633736
166939,2835708
166939,566023
166939,3854862
166939,669776
166939,20281492
166948,1042864
166948,1081299
166948,1662799
166948,154571
166948,134850
166948,4076383
166957,2958628
166957,1668682
166957,951379
166957,116728
166957,5695417
167057,7183998
167057,7183998
167093,1634755
167093,1094393
167093,2736366
167093,5465514
167215,4076074
167215,384190
167215,159650
167215,4619914
167251,74500
167251,582508
167251,891714
167251,1548722
167260,722386
167260,1171855
167260,1690737
167260,3584978
167288,3847034
167288,1884245
167288,1482892
167288,156011
167288,7370182
167312,4405344
167312,1794601
167312,1016652
167312,721196
167312,7937793
167321,607412
167321,607412
167358,57185513
167358,32949057
167358,19514693
167358,26640190
167358,5372917
167358,7557362
167358,149219732
167376,4926396
167376,1249327
167376,685467
167376,194411
167376,7055601
167394,933530
167394,1672958
167394,957343
167394,43760
167394,331084
167394,3938675
167455,332765
167455,583227
167455,456881
167455,1372873
167464,400551
167464,400551
167525,1677574
167525,499950
167525,2611649
167525,4789173
167534,5798850
167534,1439403
167534,1790362
167534,48303
167534,9076918
167598,554661
167598,3352239
167598,3466174
167598,56877
167598,284016
167598,7713967
167631,1790974
167631,396113
167631,317605
167631,112275
167631,2616967
167677,849834
167677,849834
167729,14194107
167729,9185471
167729,6582302
167729,890652
167729,30852532
167738,187000
167738,187000
167783,5773135
167783,8260731
167783,3278558
167783,1325002
167783,18637426
167792,3394200
167792,3394200
167835,20955010
167835,4799596
167835,3846129
167835,3826437
167835,781780
167835,34208952
167899,5580731
167899,3959122
167899,3391983
167899,899870
167899,13831706
167905,6332300
167905,1483857
167905,1547128
167905,580821
167905,9944106
167987,14566362
167987,10917246
167987,6759416
167987,6426027
167987,38669051
167996,4980305
167996,4950280
167996,2774744
167996,304859
167996,267000
167996,13277188
168005,13871375
168005,11982987
168005,7447110
168005,2783146
168005,36084618
168148,43485423
168148,21580210
168148,20389215
168148,2329548
168148,8516611
168148,96301007
168218,16917518
168218,7439486
168218,4886979
168218,5123624
168218,3384915
168218,37752522
168227,2438310
168227,4210500
168227,5163210
168227,11812020
168254,8565642
168254,4105224
168254,6509369
168254,1382353
168254,20562588
168263,8988692
168263,5401226
168263,4184654
168263,488879
168263,19063451
168281,5269895
168281,3738068
168281,1733938
168281,648741
168281,11390642
168290,740700
168290,2172650
168290,1214600
168290,776165
168290,4904115
168342,21325975
168342,3953580
168342,5819585
168342,898315
168342,1477635
168342,50430
168342,33525520
168421,16699780
168421,11075265
168421,8401111
168421,2945976
168421,39122132
168430,6778271
168430,3955693
168430,4505551
168430,900701
168430,16140216
168528,2782159
168528,1659035
168528,2454432
168528,54853
168528,6950479
168546,3973301
168546,1738177
168546,1718332
168546,89678
168546,144813
168546,7664301
168591,2595553
168591,1523478
168591,1655017
168591,737167
168591,6511215
168607,3603622
168607,3603622
168740,4561923
168740,4603801
168740,3768388
168740,285188
168740,13219300
168786,1360572
168786,2332452
168786,1121671
168786,32000
168786,4846695
168847,275447
168847,480595
168847,57558
168847,12665314
168847,13478914
168883,3284637
168883,3284637
169080,11183790
169080,4991400
169080,3165420
169080,548990
169080,19889600
169099,1045169
169099,170210
169099,213596
169099,1428975
169220,644397
169220,644397
169248,30676714
169248,14357381
169248,11207533
