UNITID,EFDEEXC,XEFDESOM,EFDESOM,EFDENON
443836,0,A,0,287
443836,0,A,0,287
443854,0,R,21,269
443854,0,R,21,269
443854,0,R,21,269
443951,0,A,0,85
443951,0,A,0,85
443979,0,A,0,103
443979,0,A,0,103
444024,0,A,0,383
444024,0,A,0,383
444024,0,A,0,383
444042,0,R,331,1205
444042,0,R,331,1162
444042,0,R,331,1160
444042,0,R,0,2
444042,0,A,0,43
444051,0,A,0,88
444051,0,A,0,88
444088,0,A,0,375
444088,0,A,0,375
444088,0,A,0,375
444103,6,R,6,13
444103,6,R,6,13
444130,10916,A,0,0
444130,133,A,0,0
444130,133,A,0,0
444130,10783,A,0,0
444194,0,A,0,255
444194,0,A,0,255
444200,0,A,0,325
444200,0,A,0,325
444219,1065,R,1661,5773
444219,1065,R,1661,5773
444219,955,R,1624,5142
444219,110,R,37,631
444228,0,A,0,31
444228,0,A,0,31
444255,0,R,186,0
444255,0,R,186,0
444255,0,R,186,0
444264,0,A,0,243
444264,0,A,0,243
444282,0,A,0,67
444282,0,A,0,67
444291,0,A,0,94
444291,0,A,0,94
444307,0,A,0,86
444307,0,A,0,86
444316,0,A,0,125
444316,0,A,0,125
444325,0,A,0,64
444325,0,A,0,64
444334,0,A,0,22
444334,0,A,0,22
444334,0,A,0,22
444343,1,R,9,90
444343,1,R,9,90
444343,1,R,9,90
444361,0,A,0,98
444361,0,A,0,98
444361,0,A,0,98
444370,0,A,0,67
444370,0,A,0,67
444398,0,R,5,226
444398,0,R,5,226
444398,0,R,5,226
444404,0,A,0,42
444404,0,A,0,42
444413,0,A,0,124
444413,0,A,0,108
444413,0,A,0,108
444413,0,A,0,16
444440,0,A,0,68
444440,0,A,0,68
444468,0,A,0,14
444468,0,A,0,14
444486,0,A,0,398
444486,0,A,0,398
444510,0,A,0,131
444510,0,A,0,131
444529,0,A,0,94
444529,0,A,0,94
444547,5,R,0,8
444547,5,R,0,8
444556,0,A,0,385
444556,0,A,0,385
444556,0,A,0,385
444565,0,A,0,396
444565,0,A,0,396
444565,0,A,0,376
444565,0,A,0,20
444583,0,A,0,979
444583,0,A,0,979
444592,0,A,0,161
444592,0,A,0,161
444608,0,A,0,40
444608,0,A,0,40
444635,0,A,0,91
444635,0,A,0,91
444644,0,A,0,33
444644,0,A,0,33
444653,0,A,0,72
444653,0,A,0,72
444662,0,A,0,39
444662,0,A,0,39
444671,0,A,0,190
444671,0,A,0,190
444680,0,A,0,36
444680,0,A,0,36
444699,0,A,0,50
444699,0,A,0,50
444705,0,A,0,15
444705,0,A,0,15
444714,0,A,0,74
444714,0,A,0,74
444714,0,A,0,74
444732,0,A,0,153
444732,0,A,0,153
444769,0,A,0,86
444769,0,A,0,86
444778,65,R,37,10
444778,52,R,21,4
444778,52,R,21,3
444778,0,R,0,1
444778,13,R,16,6
444787,246,R,0,0
444787,246,R,0,0
444787,246,R,0,0
444796,0,A,0,81
444796,0,A,0,81
444811,0,A,0,71
444811,0,A,0,71
444857,0,A,0,58
444857,0,A,0,58
444866,0,A,0,111
444866,0,A,0,111
444893,0,A,0,192
444893,0,A,0,192
444909,0,A,0,8
444909,0,A,0,8
444927,0,R,126,50
444927,0,R,126,50
444927,0,R,126,50
444936,0,A,0,49
444936,0,A,0,49
444945,0,A,0,156
444945,0,A,0,156
444954,307,R,535,1239
444954,307,R,535,1239
444954,258,R,502,795
444954,49,R,33,444
444972,0,A,0,165
444972,0,A,0,165
444972,0,A,0,101
444972,0,A,0,64
444990,0,A,0,424
444990,0,A,0,424
444990,0,A,0,416
444990,0,A,0,8
445027,10091,A,0,0
445027,9048,A,0,0
445027,9038,A,0,0
445027,10,A,0,0
445027,1043,A,0,0
445054,0,A,0,28
445054,0,A,0,28
445090,1,R,10,399
445090,1,R,10,399
445090,1,R,10,399
445115,0,A,0,240
445115,0,A,0,240
445115,0,A,0,240
445133,37,R,241,156
445133,16,R,204,115
445133,16,R,204,115
445133,21,R,37,41
445188,0,R,191,7145
445188,0,R,191,6624
445188,0,R,191,6624
445188,0,A,0,521
445203,0,A,0,563
445203,0,A,0,563
445203,0,A,0,563
445212,0,A,0,292
445212,0,A,0,292
445230,4,R,42,709
445230,4,R,42,709
445230,4,R,42,709
445249,0,A,0,296
445249,0,A,0,296
445249,0,A,0,296
445258,0,A,0,262
445258,0,A,0,262
445258,0,A,0,262
445267,1415,R,436,2447
445267,1310,R,385,2258
445267,1127,R,375,213
445267,183,R,10,2045
445267,105,R,51,189
445300,36,R,27,103
445300,36,R,27,103
445300,36,R,27,103
445319,26,R,2,3
445319,24,R,2,3
445319,24,R,2,3
445319,2,R,0,0
445328,0,A,0,137
445328,0,A,0,137
445328,0,A,0,137
445346,0,A,0,1
445346,0,A,0,1
445346,0,A,0,1
445364,0,A,0,347
445364,0,A,0,347
445391,12,R,2,25
445391,12,R,2,25
445391,12,R,2,25
445434,0,R,85,269
445434,0,R,85,269
445434,0,R,85,269
445461,0,A,0,486
445461,0,A,0,486
445498,0,A,0,44
445498,0,A,0,44
445540,0,A,0,64
445540,0,A,0,64
445559,0,A,0,304
445559,0,A,0,304
445559,0,A,0,304
445577,0,A,0,230
445577,0,A,0,230
445638,0,A,0,59
445638,0,A,0,59
445647,0,A,0,111
445647,0,A,0,111
445656,0,A,0,162
445656,0,A,0,162
445692,0,A,0,442
445692,0,A,0,442
445692,0,A,0,442
445708,0,R,137,1964
445708,0,R,137,1964
445708,0,R,137,1964
445726,0,A,0,206
445726,0,A,0,206
445726,0,A,0,206
445735,0,R,269,1217
445735,0,R,269,116
445735,0,R,269,116
445735,0,R,0,1101
445744,0,R,200,208
445744,0,R,200,208
445744,0,R,200,208
445762,0,A,0,163
445762,0,A,0,163
445780,0,A,0,22
445780,0,A,0,22
445799,0,A,0,1460
445799,0,A,0,1460
445841,0,A,0,130
445841,0,A,0,130
445850,0,A,0,143
445850,0,A,0,143
445869,148,Z,0,56
445869,148,Z,0,56
445911,0,A,0,623
445911,0,A,0,623
445948,0,R,489,0
445948,0,R,489,0
445948,0,R,489,0
445957,0,A,0,217
445957,0,A,0,217
445984,0,A,0,70
445984,0,A,0,70
446002,0,A,0,88
446002,0,A,0,88
446039,0,A,0,30
446039,0,A,0,30
446048,0,R,42,1058
446048,0,R,42,1014
446048,0,R,42,1008
446048,0,R,0,6
446048,0,R,0,44
446084,0,A,0,141
446084,0,A,0,141
446093,0,A,0,133
446093,0,A,0,133
446093,0,A,0,133
446109,0,R,0,229
446109,0,R,0,229
446109,0,R,0,229
446118,0,A,0,160
446118,0,A,0,160
446127,0,A,0,241
446127,0,A,0,241
446127,0,A,0,241
446136,4,R,52,243
446136,4,R,52,243
446136,4,R,52,243
446163,10,R,18,16
446163,10,R,18,16
446163,10,R,18,16
446190,0,A,0,8
446190,0,A,0,8
446206,0,A,0,57
446206,0,A,0,57
446206,0,A,0,57
446224,0,A,0,64
446224,0,A,0,49
446224,0,A,0,49
446224,0,A,0,15
446233,52,R,0,219
446233,51,R,0,218
446233,51,R,0,214
446233,0,R,0,4
446233,1,R,0,1
446242,0,A,0,148
446242,0,A,0,148
446251,0,A,0,73
446251,0,A,0,73
446260,0,A,0,122
446260,0,A,0,122
446288,0,A,0,85
446288,0,A,0,85
446303,0,A,0,74
446303,0,A,0,74
446349,0,A,0,19
446349,0,A,0,19
446349,0,A,0,19
446385,0,R,212,0
446385,0,R,212,0
446385,0,R,212,0
446394,0,A,0,72
446394,0,A,0,44
446394,0,A,0,44
446394,0,A,0,28
446455,0,A,0,98
446455,0,A,0,98
446516,0,A,0,33
446516,0,A,0,33
446525,0,A,0,157
446525,0,A,0,157
446525,0,A,0,157
446534,0,A,0,18
446534,0,A,0,18
446552,0,A,0,1204
446552,0,A,0,1204
446552,0,A,0,1204
446561,12,R,0,1102
446561,12,R,0,961
446561,12,R,0,961
446561,0,R,0,141
446589,0,A,0,204
446589,0,A,0,204
446589,0,A,0,204
446598,0,R,11,0
446598,0,R,11,0
446598,0,R,10,0
446598,0,R,1,0
446604,0,A,0,1764
446604,0,A,0,1764
446604,0,A,0,1764
446613,3,R,0,32
446613,3,R,0,32
446613,3,R,0,32
446640,71,R,2552,369
446640,0,R,27,360
446640,0,R,27,347
446640,0,R,0,13
446640,71,R,2525,9
446668,0,R,81,17
446668,0,R,81,17
446668,0,R,81,17
446677,0,A,0,82
446677,0,A,0,82
446677,0,A,0,82
446729,4,R,0,0
446729,4,R,0,0
446729,4,R,0,0
446774,0,R,1013,4585
446774,0,R,1013,4585
446774,0,R,977,1023
446774,0,R,36,3562
446792,0,R,4,47
446792,0,R,4,47
446792,0,R,4,47
446808,0,R,29,57
446808,0,R,29,57
446808,0,R,29,57
446835,0,A,0,449
446835,0,A,0,449
446835,0,A,0,449
446844,0,A,0,156
446844,0,A,0,156
446844,0,A,0,156
446880,0,R,0,303
446880,0,R,0,303
446880,0,R,0,303
446996,0,A,0,65
446996,0,A,0,65
447014,139,R,5,91
447014,139,R,5,91
447014,139,R,5,91
447023,0,A,0,464
447023,0,A,0,464
447050,131,R,65,63
447050,56,R,9,7
447050,42,R,9,3
447050,14,R,0,4
447050,75,R,56,56
447102,0,A,0,179
447102,0,A,0,179
447102,0,A,0,178
447102,0,A,0,1
447120,0,A,0,146
447120,0,A,0,146
447120,0,A,0,146
447148,0,A,0,198
447148,0,A,0,198
447166,0,A,0,70
447166,0,A,0,70
447175,0,A,0,74
447175,0,A,0,74
447209,0,A,0,138
447209,0,A,0,138
447263,44,Z,0,462
447263,44,Z,0,462
447263,44,Z,0,462
447272,0,R,280,195
447272,0,R,207,75
447272,0,R,207,75
447272,0,R,73,120
447290,0,A,0,184
447290,0,A,0,184
447290,0,A,0,184
447379,0,A,0,328
447379,0,A,0,328
447379,0,A,0,328
447403,0,A,0,689
447403,0,A,0,689
447421,106,R,205,0
447421,106,R,205,0
447421,106,R,205,0
447430,0,A,0,89
447430,0,A,0,89
447449,0,A,0,38
447449,0,A,0,38
447458,0,R,396,0
447458,0,R,396,0
447458,0,R,396,0
447467,0,A,0,72
447467,0,A,0,72
447476,0,R,9,1
447476,0,R,9,1
447476,0,R,9,1
447494,0,A,0,115
447494,0,A,0,115
447519,0,A,0,134
447519,0,A,0,134
447528,0,A,0,8
447528,0,A,0,8
447582,24,R,1226,197
447582,24,R,1226,197
447582,20,R,996,184
447582,4,R,230,13
447591,0,A,0,401
447591,0,A,0,401
447607,0,A,0,447
447607,0,A,0,447
447616,0,A,0,445
447616,0,A,0,445
447634,0,A,0,214
447634,0,A,0,214
447634,0,A,0,214
447689,59,R,180,11813
447689,59,R,180,11813
447689,53,R,176,11214
447689,6,R,4,599
447698,0,A,0,110
447698,0,A,0,110
447704,0,A,0,31
447704,0,A,0,31
447713,0,A,0,105
447713,0,A,0,105
447713,0,A,0,101
447713,0,A,0,4
447722,0,A,0,40
447722,0,A,0,40
447731,0,A,0,132
447731,0,A,0,132
447759,0,A,0,201
447759,0,A,0,201
447759,0,A,0,185
447759,0,A,0,16
447768,0,A,0,1425
447768,0,A,0,1425
447768,0,A,0,1425
447777,0,A,0,570
447777,0,A,0,570
447777,0,A,0,570
447795,0,A,0,12
447795,0,A,0,12
447801,0,A,0,36
447801,0,A,0,36
447810,0,R,0,282
447810,0,R,0,282
447847,0,A,0,173
447847,0,A,0,173
447847,0,A,0,61
447847,0,A,0,112
447865,0,A,0,27
447865,0,A,0,27
447874,0,A,0,311
447874,0,A,0,311
447883,0,A,0,74
447883,0,A,0,74
447892,0,A,0,141
447892,0,A,0,141
447908,0,A,0,25
447908,0,A,0,25
447917,0,A,0,28
447917,0,A,0,28
447935,0,A,0,362
447935,0,A,0,362
447935,0,A,0,362
447953,543,R,108,0
447953,448,R,108,0
447953,448,R,108,0
447953,95,R,0,0
447962,0,A,0,206
447962,0,A,0,206
447971,0,A,0,122
447971,0,A,0,122
447980,0,A,0,97
447980,0,A,0,97
447999,0,A,0,215
447999,0,A,0,215
447999,0,A,0,215
448008,0,A,0,21
448008,0,A,0,21
448017,0,A,0,35
448017,0,A,0,35
448026,0,A,0,104
448026,0,A,0,104
448035,0,A,0,73
448035,0,A,0,73
448044,0,A,0,6
448044,0,A,0,6
448071,0,A,0,195
448071,0,A,0,195
448123,0,A,0,95
448123,0,A,0,95
448150,0,A,0,62
448150,0,A,0,62
448196,0,A,0,132
448196,0,A,0,132
448220,0,A,0,76
448220,0,A,0,76
448239,0,A,0,118
448239,0,A,0,118
448239,0,A,0,118
448248,0,A,0,2425
448248,0,A,0,2425
448248,0,A,0,1157
448248,0,A,0,1268
448257,0,A,0,26
448257,0,A,0,26
448275,0,A,0,15
448275,0,A,0,15
448284,0,A,0,1568
448284,0,A,0,596
448284,0,A,0,592
448284,0,A,0,4
448284,0,A,0,972
448309,33,R,112,181
448309,21,R,76,152
448309,21,R,76,152
448309,12,R,36,29
448345,0,R,205,491
448345,0,R,205,491
448345,0,R,205,491
448354,0,A,0,222
448354,0,A,0,222
448354,0,A,0,222
448424,0,A,0,72
448424,0,A,0,72
448433,0,A,0,1380
448433,0,A,0,1380
448567,34,R,19,54
448567,32,R,19,54
448567,32,R,19,54
448567,2,R,0,0
448576,0,R,149,951
448576,0,R,149,951
448576,0,R,149,951
448585,78,R,24,137
448585,78,R,24,137
448585,78,R,24,137
448594,807,R,893,2318
448594,807,R,893,2318
448594,658,R,883,2182
448594,149,R,10,136
448600,45,R,343,20
448600,45,R,343,20
448600,45,R,343,20
448619,0,A,0,434
448619,0,A,0,434
448646,0,A,0,60
448646,0,A,0,60
448664,0,R,18,146
448664,0,R,18,146
448664,0,R,18,146
448673,995,R,387,194
448673,995,R,387,194
448673,990,R,387,182
448673,5,R,0,12
448691,98,Z,0,0
448691,98,Z,0,0
448707,0,A,0,220
448707,0,A,0,220
448716,0,A,0,190
448716,0,A,0,190
448734,0,R,200,246
448734,0,R,101,133
448734,0,R,98,133
448734,0,R,3,0
448734,0,R,99,113
448752,0,A,0,236
448752,0,A,0,236
448752,0,A,0,236
448761,0,A,0,115
448761,0,A,0,115
448761,0,A,0,115
448770,0,A,0,277
448770,0,A,0,277
448798,0,A,0,72
448798,0,A,0,72
448822,0,R,2,0
448822,0,R,2,0
448822,0,R,2,0
448840,622,R,2331,1749
448840,396,R,1975,1729
448840,373,R,1968,1686
448840,23,R,7,43
448840,226,R,356,20
448859,0,A,0,114
448859,0,A,0,114
448859,0,A,0,114
448886,15,R,6977,4745
448886,0,R,6428,2810
448886,0,R,6426,2806
448886,0,R,2,4
448886,15,R,549,1935
448895,0,A,0,422
448895,0,A,0,422
448974,0,A,0,179
448974,0,A,0,179
448983,0,A,0,167
448983,0,A,0,167
449010,0,R,180,404
449010,0,R,180,404
449010,0,R,180,404
449038,1671,R,475,194
449038,1159,R,389,152
449038,1158,R,389,151
449038,1,Z,0,1
449038,512,R,86,42
449074,0,R,34,655
449074,0,R,34,655
449074,0,R,34,655
449083,0,A,0,300
449083,0,A,0,300
449083,0,A,0,300
449092,0,A,0,238
449092,0,A,0,238
449092,0,A,0,238
449117,0,R,78,202
449117,0,R,78,202
449117,0,R,78,202
449126,0,R,15,18
449126,0,R,15,18
449126,0,R,15,18
449135,0,A,0,275
449135,0,A,0,256
449135,0,A,0,229
449135,0,A,0,27
449135,0,A,0,19
449144,0,A,0,162
449144,0,A,0,162
449144,0,A,0,133
449144,0,A,0,29
449250,0,A,0,414
449250,0,A,0,414
449250,0,A,0,414
449269,0,A,0,276
449269,0,A,0,276
449302,0,R,16,0
449302,0,R,16,0
449302,0,R,16,0
449311,0,A,0,100
449311,0,A,0,100
449320,0,A,0,647
449320,0,A,0,647
449339,48623,A,0,0
449339,39662,A,0,0
449339,37826,A,0,0
449339,1836,A,0,0
449339,8961,A,0,0
449348,0,R,0,139
449348,0,R,0,119
449348,0,R,0,119
449348,0,R,0,20
449357,0,A,0,67
449357,0,A,0,67
449357,0,A,0,67
449366,0,A,0,196
449366,0,A,0,196
449384,40,R,0,394
449384,40,R,0,394
449393,0,A,0,74
449393,0,A,0,74
449445,0,A,0,99
449445,0,A,0,99
449445,0,A,0,99
449454,0,A,0,52
449454,0,A,0,52
449454,0,A,0,52
449463,0,A,0,34
449463,0,A,0,34
449472,0,A,0,54
449472,0,A,0,54
449481,0,A,0,50
449481,0,A,0,50
449490,0,A,0,177
449490,0,A,0,177
449506,0,R,105,448
449506,0,R,105,448
449506,0,R,105,448
449524,0,R,136,33
449524,0,R,136,33
449524,0,R,136,33
449533,0,A,0,118
449533,0,A,0,118
449597,0,A,0,10
449597,0,A,0,10
449603,0,A,0,110
449603,0,A,0,110
449612,0,A,0,180
449612,0,A,0,180
449612,0,A,0,180
449658,0,A,0,97
449658,0,A,0,97
449658,0,A,0,97
449667,0,A,0,62
449667,0,A,0,62
449676,0,A,0,233
449676,0,A,0,233
449685,0,A,0,134
449685,0,A,0,134
449700,0,A,0,271
449700,0,A,0,271
449719,0,A,0,206
449719,0,A,0,206
449728,0,A,0,96
449728,0,A,0,96
449764,0,A,0,117
449764,0,A,0,117
449764,0,A,0,117
449773,0,R,187,0
449773,0,R,187,0
449782,0,A,0,29
449782,0,A,0,29
449807,0,A,0,130
449807,0,A,0,130
449816,0,R,0,493
449816,0,R,0,493
449816,0,R,0,200
449816,0,R,0,293
449834,15,R,3,18
449834,0,A,0,1
449834,0,A,0,1
449834,15,R,3,17
449852,0,A,0,37
449852,0,A,0,37
449861,0,A,0,167
449861,0,A,0,167
449861,0,A,0,167
449870,0,A,0,324
449870,0,A,0,158
449870,0,A,0,106
449870,0,A,0,52
449870,0,A,0,166
449889,3844,A,0,0
449889,3844,A,0,0
449898,0,R,286,632
449898,0,R,203,305
449898,0,R,203,305
449898,0,R,83,327
449904,0,A,0,168
449904,0,A,0,168
449922,0,A,0,203
449922,0,A,0,203
449931,672,R,71,104
449931,411,R,34,45
449931,411,R,34,45
449931,261,R,37,59
449959,0,A,0,256
449959,0,A,0,256
449968,0,A,0,263
449968,0,A,0,263
449977,0,A,0,204
449977,0,A,0,204
449986,0,A,0,292
449986,0,A,0,292
449995,0,A,0,202
449995,0,A,0,202
450003,0,R,57,25
450003,0,R,57,25
450003,0,R,57,25
450021,0,A,0,322
450021,0,A,0,322
450049,0,R,65,5
450049,0,R,65,5
450049,0,R,65,5
450058,0,R,445,344
450058,0,R,445,344
450058,0,R,445,344
450067,0,R,209,200
450067,0,R,209,200
450067,0,R,209,200
450076,0,A,0,343
450076,0,A,0,343
450085,0,R,141,252
450085,0,R,141,252
450085,0,R,141,252
450094,0,R,257,272
450094,0,R,257,272
450094,0,R,257,268
450094,0,Z,0,4
450119,0,A,0,255
450119,0,A,0,255
450128,234,R,0,84
450128,234,R,0,84
450128,234,R,0,84
450173,16140,Z,0,271
450173,16140,Z,0,271
450173,16140,Z,0,271
450182,0,A,0,242
450182,0,A,0,242
450191,6,R,33,235
450191,6,R,33,235
450191,6,R,33,235
450289,0,A,0,256
450289,0,A,0,256
450289,0,A,0,256
450298,249,R,37,15
450298,198,R,35,13
450298,198,R,35,13
450298,51,R,2,2
450304,0,A,0,223
450304,0,A,0,223
450377,752,R,80,22
450377,430,R,72,16
450377,430,R,72,16
450377,322,R,8,6
450395,0,A,0,113
450395,0,A,0,113
450401,26,R,0,368
450401,26,R,0,368
450401,26,R,0,368
450456,38,R,0,6
450456,38,R,0,6
450456,38,R,0,6
450465,0,R,1,49
450465,0,R,1,49
450465,0,R,1,49
450483,27,R,23,69
450483,27,R,23,68
450483,27,R,23,68
450483,0,R,0,1
450526,0,R,304,191
450526,0,R,242,62
450526,0,R,242,62
450526,0,R,62,129
450535,0,R,188,154
450535,0,R,118,17
450535,0,R,118,17
450535,0,R,70,137
450544,0,R,192,105
450544,0,R,137,32
450544,0,R,137,32
450544,0,R,55,73
450571,509,R,240,61
450571,509,R,240,61
450571,505,R,240,61
450571,4,R,0,0
450599,0,A,0,85
450599,0,A,0,85
450605,0,A,0,98
450605,0,A,0,98
450614,0,A,0,111
450614,0,A,0,111
450632,0,A,0,146
450632,0,A,0,146
450641,0,A,0,169
450641,0,A,0,169
450650,0,A,0,263
450650,0,A,0,263
450669,0,A,0,29
450669,0,A,0,29
450696,11,R,268,266
450696,11,R,268,266
450696,11,R,268,266
450702,2,R,225,221
450702,2,R,225,221
450702,2,R,225,221
450711,0,A,0,132
450711,0,A,0,132
450720,0,A,0,248
450720,0,A,0,248
450739,0,A,0,156
450739,0,A,0,156
450757,0,A,0,116
450757,0,A,0,116
450766,35,R,7,88
450766,0,A,0,38
450766,0,A,0,38
450766,35,R,7,50
450933,21442,A,0,0
450933,15530,A,0,0
450933,15411,A,0,0
450933,119,A,0,0
450933,5912,A,0,0
450942,4,R,78,304
450942,4,R,78,304
450951,0,A,0,110
450951,0,A,0,110
450960,0,R,0,43
450960,0,R,0,43
450960,0,R,0,39
450960,0,R,0,4
450979,6948,A,0,0
450979,4200,A,0,0
450979,3887,A,0,0
450979,313,A,0,0
450979,2748,A,0,0
450988,0,A,0,161
450988,0,A,0,161
451006,0,A,0,99
451006,0,A,0,99
451006,0,A,0,99
451033,0,A,0,14
451033,0,A,0,14
451042,0,A,0,34
451042,0,A,0,34
451051,0,A,0,73
451051,0,A,0,73
451060,25,R,77,199
451060,18,R,77,185
451060,16,R,77,181
451060,2,R,0,4
451060,7,R,0,14
451079,0,A,0,72
451079,0,A,0,72
451097,0,A,0,130
451097,0,A,0,130
451103,0,R,0,1255
451103,0,R,0,1017
451103,0,R,0,1017
451103,0,A,0,238
451121,0,A,0,152
451121,0,A,0,152
451130,5,Z,0,155
451130,5,Z,0,155
451149,0,A,0,471
451149,0,A,0,471
451158,0,A,0,496
451158,0,A,0,496
451167,0,A,0,109
451167,0,A,0,109
451194,0,A,0,51
451194,0,A,0,51
451228,1,R,0,220
451228,1,R,0,220
451237,0,A,0,90
451237,0,A,0,90
451255,0,A,0,29
451255,0,A,0,29
451264,0,A,0,108
451264,0,A,0,108
451282,0,A,0,47
451282,0,A,0,47
451291,0,R,17,0
451291,0,R,17,0
451307,0,A,0,58
451307,0,A,0,58
451334,0,A,0,177
451334,0,A,0,177
451343,0,A,0,155
451343,0,A,0,155
451352,0,A,0,161
451352,0,A,0,161
451361,0,A,0,26
451361,0,A,0,26
451370,0,A,0,50
451370,0,A,0,50
451370,0,A,0,50
451398,0,A,0,202
451398,0,A,0,202
451398,0,A,0,202
451404,0,A,0,380
451404,0,A,0,380
451404,0,A,0,380
451413,0,A,0,287
451413,0,A,0,287
451459,0,A,0,88
451459,0,A,0,88
451459,0,A,0,88
451468,0,A,0,211
451468,0,A,0,211
451477,25,R,0,221
451477,25,R,0,221
451477,25,R,0,221
451495,0,A,0,31
451495,0,A,0,31
451501,0,A,0,151
451501,0,A,0,151
451510,0,A,0,420
451510,0,A,0,420
451529,0,A,0,75
451529,0,A,0,75
451538,0,A,0,145
451538,0,A,0,145
451547,0,A,0,33
451547,0,A,0,33
451556,3,R,0,1495
451556,3,R,0,1495
451556,3,R,0,1495
451565,0,A,0,187
451565,0,A,0,187
451574,0,A,0,102
451574,0,A,0,102
451583,0,A,0,422
451583,0,A,0,422
451583,0,A,0,414
451583,0,A,0,8
451617,0,A,0,41
451617,0,A,0,41
451626,0,A,0,82
451626,0,A,0,82
451635,0,A,0,37
451635,0,A,0,37
451644,0,A,0,8
451644,0,A,0,8
451653,0,A,0,11
451653,0,A,0,11
451662,4675,A,0,0
451662,4675,A,0,0
451662,4662,A,0,0
451662,13,A,0,0
451671,532,R,1056,480
451671,479,R,977,400
451671,466,R,970,355
451671,13,R,7,45
451671,53,R,79,80
451699,0,A,0,303
451699,0,A,0,303
451699,0,A,0,303
451705,0,A,0,45
451705,0,A,0,45
451705,0,A,0,45
451714,0,A,0,287
451714,0,A,0,287
451741,0,A,0,385
451741,0,A,0,385
451741,0,A,0,385
451750,8,R,218,474
451750,8,R,218,474
451750,8,R,218,474
451796,0,R,435,274
451796,0,R,435,274
451796,0,R,430,246
451796,0,R,5,28
451820,0,R,172,647
451820,0,R,172,647
451820,0,R,172,647
451848,0,R,42,20
451848,0,R,42,20
451848,0,R,42,18
451848,0,Z,0,2
451857,0,A,0,388
451857,0,A,0,388
451857,0,A,0,388
451866,0,A,0,297
451866,0,A,0,297
451866,0,A,0,297
451875,67,R,8,19
451875,67,R,8,19
451875,67,R,8,19
451884,100,R,32,16
451884,100,R,32,16
451884,100,R,32,16
451909,0,A,0,619
451909,0,A,0,619
451909,0,A,0,619
451918,0,A,0,118
451918,0,A,0,118
452009,0,A,0,59
452009,0,A,0,59
452018,0,R,75,18
452018,0,R,75,18
452018,0,R,75,18
452027,0,R,181,274
452027,0,R,181,274
452027,0,R,181,274
452036,0,A,0,132
452036,0,A,0,132
452036,0,A,0,132
452045,0,A,0,215
452045,0,A,0,215
452045,0,A,0,215
452054,0,A,0,126
452054,0,A,0,126
452054,0,A,0,126
452063,0,A,0,382
452063,0,A,0,382
452063,0,A,0,382
452072,0,A,0,98
452072,0,A,0,98
452081,241,R,0,266
452081,241,R,0,266
452081,241,R,0,266
452090,0,R,93,82
452090,0,R,59,7
452090,0,R,58,4
452090,0,R,1,3
452090,0,R,34,75
452106,0,A,0,88
452106,0,A,0,88
452106,0,A,0,88
452115,7,R,45,358
452115,7,R,45,358
452115,7,R,45,358
452124,0,A,0,368
452124,0,A,0,368
452124,0,A,0,368
452373,0,R,280,68
452373,0,R,280,68
452373,0,R,280,68
452540,0,R,0,1
452540,0,R,0,1
452771,0,A,0,19
452771,0,A,0,19
452780,0,A,0,13
452780,0,A,0,13
452887,0,A,0,79
452887,0,A,0,79
452948,0,R,136,271
452948,0,R,136,271
452948,0,R,136,271
453109,0,R,115,0
453109,0,R,115,0
453109,0,R,115,0
453163,4337,R,355,344
453163,3121,R,314,215
453163,3114,R,314,215
453163,7,Z,0,0
453163,1216,R,41,129
453215,702,R,146,67
453215,585,R,129,44
453215,585,R,129,44
453215,117,R,17,23
453297,0,A,0,20
453297,0,A,0,20
453455,0,R,13,86
453455,0,R,13,86
453455,0,R,13,86
453464,41,R,4,57
453464,41,R,4,57
453464,41,R,4,57
453473,0,R,31,7
453473,0,R,31,7
453473,0,R,31,7
453552,0,A,0,154
453552,0,A,0,154
453747,0,A,0,55
453747,0,A,0,55
453747,0,A,0,55
453756,0,R,83,0
453756,0,R,83,0
453792,0,A,0,127
453792,0,A,0,127
453817,0,A,0,212
453817,0,A,0,212
453817,0,A,0,212
454184,12,R,33,488
454184,12,R,33,488
454184,9,R,33,478
454184,3,R,0,10
454227,22837,R,1447,1285
454227,13132,R,1447,1285
454227,13132,R,1445,1281
454227,0,R,2,4
454227,9705,R,0,0
454236,22,R,463,233
454236,22,R,463,233
454236,22,R,463,233
454245,13,R,444,217
454245,13,R,444,217
454245,13,R,444,217
454306,2,R,17,131
454306,2,R,17,131
454306,2,R,17,131
454458,0,R,119,0
454458,0,R,119,0
454458,0,R,119,0
454537,0,A,0,64
454537,0,A,0,64
454546,0,A,0,64
454546,0,A,0,64
454555,0,A,0,206
454555,0,A,0,206
454573,0,A,0,239
454573,0,A,0,239
454582,230,A,0,0
454582,190,A,0,0
454582,190,A,0,0
454582,40,A,0,0
454607,0,A,0,300
454607,0,A,0,300
454616,0,A,0,213
454616,0,A,0,213
454616,0,A,0,204
454616,0,A,0,9
454625,2,R,31,228
454625,2,R,31,228
454625,2,R,31,228
454652,0,A,0,106
454652,0,A,0,106
454689,814,A,0,0
454689,8,A,0,0
454689,8,A,0,0
454689,806,A,0,0
454698,0,A,0,401
454698,0,A,0,401
454698,0,A,0,401
454722,0,A,0,33
454722,0,A,0,33
454759,0,A,0,38
454759,0,A,0,38
454768,0,A,0,239
454768,0,A,0,239
454777,0,A,0,215
454777,0,A,0,215
454786,740,Z,0,349
