UNITID,EFDEEXC,XEFDESOM,EFDESOM,EFDENON
165820,39,R,1154,2880
165820,0,R,71,18
165820,436,R,329,1836
165866,719,R,1269,3989
165866,139,R,763,3435
165866,102,R,725,3273
165866,37,R,38,162
165866,580,R,506,554
165884,0,A,0,573
165884,0,A,0,573
165884,0,A,0,491
165884,0,A,0,82
165936,32,R,64,1908
165936,5,R,49,1603
165936,5,R,49,1577
165936,0,R,0,26
165936,27,R,15,305
165945,88,R,258,1416
165945,88,R,258,1416
165981,199,R,364,1394
165981,199,R,364,1394
165981,158,R,343,1148
165981,41,R,21,246
166009,0,A,0,10
166009,0,A,0,10
166018,0,A,0,1321
166018,0,A,0,1321
166018,0,A,0,1305
166018,0,A,0,16
166027,2698,R,1187,26023
166027,669,R,501,8745
166027,89,R,269,7089
166027,580,R,232,1656
166027,2029,R,686,17278
166045,72,R,20,125
166045,3,Z,0,42
166045,3,Z,0,0
166045,0,Z,0,42
166045,69,R,20,83
166054,0,A,0,195
166054,0,A,0,99
166054,0,A,0,96
166054,0,A,0,3
166054,0,A,0,96
166124,0,A,0,2720
166124,0,A,0,2720
166124,0,A,0,2689
166124,0,A,0,31
166133,707,R,1709,3474
166133,707,R,1709,3474
166133,609,R,1662,3213
166133,98,R,47,261
166391,152,R,72,1840
166391,8,R,17,1763
166391,8,R,17,1753
166391,0,R,0,10
166391,144,R,55,77
166407,0,A,0,262
166407,0,A,0,262
166407,0,A,0,262
166452,490,R,468,3907
166452,138,R,291,1539
166452,135,R,286,1531
166452,3,R,5,8
166452,352,R,177,2368
166489,0,A,0,219
166489,0,A,0,47
166489,0,A,0,47
166489,0,A,0,172
166498,0,A,0,156
166498,0,A,0,156
166513,3870,R,1709,12270
166513,2212,R,1396,10029
166513,1957,R,1362,9590
166513,255,R,34,439
166513,1658,R,313,2241
166586,0,A,0,20
166586,0,A,0,20
166595,0,A,0,35
166595,0,A,0,35
166629,3547,R,3870,22620
166629,1306,R,3688,18379
166629,1117,R,3667,18174
166629,189,R,21,205
166629,2241,R,182,4241
166638,1663,R,2060,13124
166638,688,R,1592,10567
166638,645,R,1566,9999
166638,43,R,26,568
166638,975,R,468,2557
166647,628,R,761,3466
166647,628,R,761,3466
166647,340,R,683,2827
166647,288,R,78,639
166656,461,R,1101,5533
166656,29,R,806,3008
166656,23,R,792,2976
166656,6,R,14,32
166656,432,R,295,2525
166674,0,R,20,1962
166674,0,R,0,1842
166674,0,R,0,1725
166674,0,R,0,117
166674,0,R,20,120
166683,49,R,13,11314
166683,0,A,0,4524
166683,0,A,0,4489
166683,0,A,0,35
166683,49,R,13,6790
166692,0,R,12,1739
166692,0,R,12,1665
166692,0,R,12,1629
166692,0,Z,0,36
166692,0,A,0,74
166708,0,A,0,1108
166708,0,A,0,1108
166717,6,R,64,633
166717,6,R,64,633
166805,0,A,0,67
166805,0,A,0,67
166823,475,R,1172,5824
166823,475,R,1172,5824
166823,336,R,1114,4963
166823,139,R,58,861
166850,68,R,105,3841
166850,12,R,92,3329
166850,11,R,92,3295
166850,1,R,0,34
166850,56,R,13,512
166869,15,R,406,746
166869,15,R,173,0
166869,0,R,173,0
166869,15,R,0,0
166869,0,R,233,746
166887,530,R,1894,6193
166887,530,R,1894,6193
166887,458,R,1852,5399
166887,72,R,42,794
166911,0,R,0,377
166911,0,R,0,377
166911,0,R,0,367
166911,0,R,0,10
166939,36,R,53,2238
166939,0,R,3,2196
166939,0,R,3,2176
166939,0,R,0,20
166939,36,R,50,42
166948,16,R,209,1169
166948,16,R,173,1168
166948,16,R,173,1163
166948,0,R,0,5
166948,0,R,36,1
166957,433,R,882,2646
166957,433,R,882,2646
166957,393,R,854,2323
166957,40,R,28,323
167039,0,A,0,19
167039,0,A,0,19
167057,0,A,0,819
167057,0,A,0,413
167057,0,A,0,387
167057,0,A,0,26
167057,0,A,0,406
167093,0,A,0,533
167093,0,A,0,533
167215,0,R,40,582
167215,0,R,40,582
167224,0,A,0,62
167224,0,A,0,62
167251,35,R,258,458
167251,35,R,258,458
167251,35,R,258,458
167260,56,R,37,1387
167260,44,R,32,1193
167260,44,R,32,1180
167260,0,R,0,13
167260,12,R,5,194
167288,2,R,114,1528
167288,1,R,97,1346
167288,1,R,97,1310
167288,0,Z,0,36
167288,1,R,17,182
167297,0,A,0,158
167297,0,A,0,158
167312,490,R,1007,4818
167312,490,R,1007,4818
167312,391,R,968,4346
167312,99,R,39,472
167321,0,R,27,67
167321,0,R,27,67
167321,0,R,27,67
167358,240,R,1396,18745
167358,18,R,896,12559
167358,17,R,894,12434
167358,1,R,2,125
167358,222,R,500,6186
167376,739,R,1571,3666
167376,739,R,1571,3666
167376,669,R,1527,3334
167376,70,R,44,332
167394,51,R,233,1320
167394,50,R,183,955
167394,32,R,183,940
167394,18,R,0,15
167394,1,R,50,365
167455,0,A,0,490
167455,0,A,0,461
167455,0,A,0,287
167455,0,A,0,174
167455,0,A,0,29
167464,0,A,0,58
167464,0,A,0,58
167525,189,R,768,4052
167525,189,R,768,4052
167525,142,R,727,3586
167525,47,R,41,466
167534,708,R,1346,5642
167534,708,R,1346,5642
167534,592,R,1282,5042
167534,116,R,64,600
167598,0,R,0,1847
167598,0,R,0,1226
167598,0,R,0,1226
167598,0,R,0,621
167631,7,R,71,2028
167631,7,R,71,2028
167631,6,R,70,1926
167631,1,R,1,102
167677,0,A,0,184
167677,0,A,0,45
167677,0,A,0,28
167677,0,A,0,17
167677,0,A,0,139
167729,237,R,1792,6972
167729,178,R,1687,5481
167729,150,R,1670,5196
167729,28,R,17,285
167729,59,R,105,1491
167738,0,A,0,216
167738,0,A,0,216
167738,0,A,0,216
167783,2728,R,631,2752
167783,0,R,44,1737
167783,0,R,44,1708
167783,0,R,0,29
167783,2728,R,587,1015
167792,0,A,0,372
167792,0,A,0,372
167792,0,A,0,360
167792,0,A,0,12
167835,0,A,0,2896
167835,0,A,0,2514
167835,0,A,0,2504
167835,0,A,0,10
167835,0,A,0,382
167871,0,A,0,130
167871,0,A,0,130
167871,0,A,0,130
167899,0,A,0,3144
167899,0,A,0,2114
167899,0,A,0,2097
167899,0,A,0,17
167899,0,A,0,1030
167905,354,R,1034,4234
167905,354,R,1034,4234
167905,280,R,987,3857
167905,74,R,47,377
167987,691,R,6823,1133
167987,389,R,5996,614
167987,278,R,5898,582
167987,111,R,98,32
167987,302,R,827,519
167996,0,R,0,2481
167996,0,R,0,2481
167996,0,R,0,2472
167996,0,R,0,9
168005,68,R,306,7087
168005,4,R,173,5014
168005,4,R,159,4944
168005,0,R,14,70
168005,64,R,133,2073
168032,0,A,0,20
168032,0,A,0,20
168148,155,R,153,11181
168148,0,R,0,5508
168148,0,R,0,5459
168148,0,R,0,49
168148,155,R,153,5673
168218,0,A,0,2482
168218,0,A,0,2482
168218,0,A,0,2350
168218,0,A,0,132
168227,397,R,444,3685
168227,313,R,404,3600
168227,312,R,401,3561
168227,1,R,3,39
168227,84,R,40,85
168254,77,R,588,3145
168254,26,R,562,2136
168254,26,R,561,2130
168254,0,R,1,6
168254,51,R,26,1009
168263,433,R,1859,4043
168263,364,R,1600,3669
168263,324,R,1588,3583
168263,40,R,12,86
168263,69,R,259,374
168281,0,A,0,1651
168281,0,A,0,1651
168281,0,A,0,1638
168281,0,A,0,13
168290,16,R,70,967
168290,0,R,35,691
168290,0,R,35,686
168290,0,R,0,5
168290,16,R,35,276
168342,0,A,0,2150
168342,0,A,0,2093
168342,0,A,0,2044
168342,0,A,0,49
168342,0,A,0,57
168421,472,R,326,5844
168421,2,R,80,4350
168421,2,R,80,4238
168421,0,R,0,112
168421,470,R,246,1494
168430,305,R,1401,4765
168430,167,R,1275,3939
168430,122,R,1248,3521
168430,45,R,27,418
168430,138,R,126,826
168528,0,A,0,1684
168528,0,A,0,1653
168528,0,A,0,1621
168528,0,A,0,32
168528,0,A,0,31
168546,0,R,76,1342
168546,0,R,76,1342
168546,0,R,76,1317
168546,0,R,0,25
168555,0,A,0,32
168555,0,A,0,32
168573,0,A,0,468
168573,0,A,0,468
168591,0,A,0,1451
168591,0,A,0,1451
168591,0,A,0,1414
168591,0,A,0,37
168607,67,R,213,1256
168607,67,R,213,1256
168607,40,R,171,893
168607,27,R,42,363
168740,350,R,207,2760
168740,125,R,111,1437
168740,49,R,99,1330
168740,76,R,12,107
168740,225,R,96,1323
168786,4,R,272,1488
168786,4,R,261,1389
168786,4,R,261,1284
168786,0,R,0,105
168786,0,R,11,99
168847,5678,R,3203,12329
168847,5193,R,3203,12309
168847,4945,R,3199,11103
168847,248,R,4,1206
168847,485,Z,0,20
168883,339,R,582,921
168883,339,R,582,921
168883,148,R,536,738
168883,191,R,46,183
168892,0,A,0,38
168892,0,A,0,38
169071,0,A,0,21
169071,0,A,0,21
169080,46,R,28,3844
169080,2,R,22,3782
169080,0,R,22,3700
169080,2,R,0,82
169080,44,R,6,62
169099,52,R,14,204
169099,52,R,14,204
169187,0,A,0,176
169187,0,A,0,176
169220,0,A,0,140
169220,0,A,0,140
169248,5174,R,2211,18601
169248,2707,R,1810,15360
169248,2604,R,1801,15146
169248,103,R,9,214
169248,2467,R,401,3241
169275,272,R,472,7269
169275,272,R,472,7269
169275,222,R,446,6149
169275,50,R,26,1120
169284,0,A,0,250
169284,0,A,0,250
169327,311,R,280,1
169327,241,R,231,1
169327,241,R,231,0
169327,0,Z,0,1
169327,70,R,49,0
169363,208,R,838,0
169363,97,R,754,0
169363,14,R,750,0
169363,83,R,4,0
169363,111,R,84,0
169424,0,A,0,140
169424,0,A,0,140
169442,0,R,111,1361
169442,0,R,111,1303
169442,0,R,111,1266
169442,0,R,0,37
169442,0,A,0,58
169479,3206,R,2099,2428
169479,1858,R,1964,2095
169479,1779,R,1942,1677
169479,79,R,22,418
169479,1348,R,135,333
169503,0,A,0,197
169503,0,A,0,197
169521,953,R,2416,5763
169521,953,R,2416,5763
169521,648,R,2156,5107
169521,305,R,260,656
169576,0,A,0,44
169576,0,A,0,44
169628,42,R,2,802
169628,42,R,2,802
169655,0,A,0,672
169655,0,A,0,672
169655,0,A,0,672
169716,85,R,702,4088
169716,0,R,412,2234
169716,0,R,411,2119
169716,0,R,1,115
169716,85,R,290,1854
169734,0,A,0,374
169734,0,A,0,374
169761,0,A,0,116
169761,0,A,0,116
169798,1450,R,4316,15480
169798,798,R,3878,13006
169798,765,R,3836,12424
169798,33,R,42,582
169798,652,R,438,2474
169813,0,A,0,25
169813,0,A,0,25
169910,1366,R,2192,10629
169910,1181,R,2093,9592
169910,1076,R,2073,8857
169910,105,R,20,735
169910,185,R,99,1037
169947,0,A,0,38
169947,0,A,0,38
169974,6,R,272,909
169974,6,R,272,909
169974,4,R,232,398
169974,2,R,40,511
169983,316,R,119,1891
169983,0,R,101,1803
169983,0,R,100,1765
169983,0,R,1,38
169983,316,R,18,88
169992,138,R,240,732
169992,138,R,240,732
169992,83,R,199,511
169992,55,R,41,221
170000,650,R,50,312
170000,638,R,50,312
170000,638,R,50,269
170000,0,R,0,43
170000,12,R,0,0
170037,587,R,114,1746
170037,390,R,29,1437
170037,390,R,29,1437
170037,197,R,85,309
170055,1194,R,2614,10656
170055,1194,R,2614,10656
170055,982,R,2531,9731
170055,212,R,83,925
170082,290,R,1184,23986
170082,62,R,1054,21093
170082,62,R,1054,20965
170082,0,R,0,128
170082,228,R,130,2893
170091,0,R,0,133
170091,0,R,0,133
170091,0,R,0,133
170240,718,R,2329,9606
170240,718,R,2329,9606
170240,533,R,2061,8363
170240,185,R,268,1243
170286,0,A,0,1526
170286,0,A,0,1486
170286,0,A,0,1481
170286,0,A,0,5
170286,0,A,0,40
170301,0,R,0,3234
170301,0,R,0,3234
170301,0,R,0,3083
170301,0,R,0,151
170444,562,R,747,4104
170444,562,R,747,4104
170444,333,R,665,3511
170444,229,R,82,593
170532,0,A,0,1443
170532,0,A,0,1443
170532,0,A,0,1417
170532,0,A,0,26
170541,234,R,637,7678
170541,234,R,637,7678
170541,179,R,590,6379
170541,55,R,47,1299
170550,646,R,619,3550
170550,646,R,619,3550
170550,441,R,572,2614
170550,205,R,47,936
170587,538,R,278,713
170587,538,R,278,713
170587,313,R,261,540
170587,225,R,17,173
170611,0,A,0,140
170611,0,A,0,140
170620,169,R,524,3366
170620,169,R,524,3366
170620,135,R,493,2235
170620,34,R,31,1131
170639,5,R,132,1962
170639,5,R,132,1962
170639,4,R,129,1930
170639,1,R,3,32
170657,2216,R,3094,8273
170657,2216,R,3094,8273
170657,1968,R,3018,7687
170657,248,R,76,586
170675,193,R,527,2589
170675,9,R,398,1757
170675,9,R,398,1757
170675,184,R,129,832
170736,0,A,0,58
170736,0,A,0,58
170790,2343,R,3410,15981
170790,2343,R,3410,15981
170790,1637,R,2598,12308
170790,706,R,812,3673
170806,325,R,927,2046
170806,265,R,794,1570
170806,245,R,787,1431
170806,20,R,7,139
170806,60,R,133,476
170842,413,R,144,409
170842,2,R,132,357
170842,1,R,131,355
170842,1,R,1,2
170842,411,R,12,52
170967,150,R,469,555
170967,150,R,450,555
170967,150,R,443,393
170967,0,R,7,162
170967,0,R,19,0
170976,155,R,391,44172
170976,20,R,136,28827
170976,20,R,136,28605
170976,0,R,0,222
170976,135,R,255,15345
171012,0,A,0,32
171012,0,A,0,32
171100,2339,R,9277,38724
171100,373,R,8523,30194
171100,362,R,8499,29990
171100,11,R,24,204
171100,1966,R,754,8530
171128,127,R,214,6911
171128,15,R,156,5640
171128,10,R,156,5573
171128,5,R,0,67
171128,112,R,58,1271
171137,646,R,1269,7216
171137,42,R,944,6155
171137,39,R,937,5910
171137,3,R,7,245
171137,604,R,325,1061
171146,1342,R,2319,4383
171146,915,R,2198,3472
171146,897,R,2154,2776
171146,18,R,44,696
171146,427,R,121,911
171155,655,R,763,2704
171155,655,R,763,2704
171155,246,R,550,1848
171155,409,R,213,856
171225,255,R,414,2474
171225,255,R,414,2474
171225,116,R,260,1332
171225,139,R,154,1142
171234,67,R,318,1281
171234,67,R,318,1281
171234,26,R,238,1082
171234,41,R,80,199
171261,0,A,0,64
171261,0,A,0,64
171304,423,R,1281,2719
171304,423,R,1281,2719
171304,276,R,1057,2108
171304,147,R,224,611
171322,0,A,0,577
171322,0,A,0,577
171395,173,R,448,1997
171395,173,R,448,1997
171395,154,R,441,1025
171395,19,R,7,972
171456,377,R,1127,6361
171456,110,R,1088,5970
171456,103,R,1087,5793
171456,7,R,1,177
171456,267,R,39,391
171465,0,A,0,32
171465,0,A,0,32
171483,389,R,734,3041
171483,389,R,734,3041
171483,295,R,688,2741
171483,94,R,46,300
171492,1063,R,866,1616
171492,864,R,834,1352
171492,855,R,830,1302
171492,9,R,4,50
171492,199,R,32,264
171535,243,R,794,17886
171535,243,R,794,17886
171535,119,R,493,9523
171535,124,R,301,8363
171571,639,R,3326,16047
171571,375,R,3084,13109
171571,341,R,3057,12835
171571,34,R,27,274
171571,264,R,242,2938
171599,33,R,0,1045
171599,0,A,0,1045
171599,0,A,0,986
171599,0,A,0,59
171599,33,Z,0,0
171775,0,A,0,63
171775,0,A,0,63
171881,0,A,0,208
171881,0,A,0,208
171881,0,A,0,201
171881,0,A,0,7
171988,0,A,0,120
171988,0,A,0,120
171997,0,A,0,188
171997,0,A,0,188
172015,0,A,0,167
172015,0,A,0,167
172033,0,R,43,440
172033,0,R,7,286
172033,0,R,7,270
172033,0,R,0,16
172033,0,R,36,154
172051,209,R,985,7911
172051,92,R,829,7414
172051,57,R,808,7048
172051,35,R,21,366
172051,117,R,156,497
172200,1916,R,2255,7168
172200,1916,R,2255,7168
172200,1426,R,2142,6577
172200,490,R,113,591
172264,824,R,375,1441
172264,692,R,335,1380
172264,691,R,334,1264
172264,1,R,1,116
172264,132,R,40,61
172291,361,R,625,2639
172291,361,R,625,2639
172291,221,R,489,1808
172291,140,R,136,831
172307,0,A,0,2252
172307,0,A,0,2252
172307,0,A,0,1807
172307,0,A,0,445
172325,0,A,0,461
172325,0,A,0,461
172334,898,R,560,1883
172334,130,R,419,1654
172334,130,R,419,1560
172334,0,Z,0,94
172334,768,R,141,229
172422,0,A,0,224
172422,0,A,0,224
172422,0,A,0,224
172440,49,R,51,407
172440,49,R,51,407
172440,34,R,51,390
172440,15,R,0,17
172477,64,R,140,1081
172477,64,R,140,1081
172495,0,A,0,249
172495,0,A,0,249
172608,953,R,489,981
172608,296,R,292,347
172608,292,R,292,328
172608,4,R,0,19
172608,657,R,197,634
172617,1520,R,1891,8749
172617,1520,R,1891,8749
172617,1137,R,1715,7186
172617,383,R,176,1563
172635,1731,R,1579,13512
172635,1731,R,1579,13512
172635,1576,R,1447,8724
172635,155,R,132,4788
172644,1603,R,5169,20466
172644,352,R,4225,12643
172644,335,R,4208,12128
172644,17,R,17,515
172644,1251,R,944,7823
172671,113,R,317,844
172671,113,R,317,844
172671,65,R,263,597
172671,48,R,54,247
172680,0,A,0,66
172680,0,A,0,66
172699,1104,R,3934,18189
172699,631,R,3582,14100
172699,610,R,3580,13794
172699,21,R,2,306
172699,473,R,352,4089
172705,43,R,92,151
172705,43,R,92,151
172802,0,A,0,59
172802,0,A,0,59
172866,6,R,96,14
172866,6,R,96,14
172866,6,R,96,3
172866,0,R,0,11
172918,727,R,342,1620
172918,727,R,342,1620
172918,201,R,256,1089
172918,526,R,86,531
172927,0,A,0,48
172927,0,A,0,48
172954,206,R,450,1266
172954,206,R,450,1266
172954,178,R,438,949
172954,28,R,12,317
172963,1120,R,1877,6061
172963,1120,R,1877,6061
172963,869,R,1436,3128
172963,251,R,441,2933
173045,69,R,181,3371
173045,26,R,169,2336
173045,26,R,169,2316
173045,0,R,0,20
173045,43,R,12,1035
173063,642,R,791,1769
173063,642,R,791,1769
173063,434,R,635,1021
173063,208,R,156,748
173115,600,R,133,246
173115,600,R,133,246
173115,311,R,128,216
173115,289,R,5,30
173124,1102,R,956,3080
173124,828,R,943,3037
173124,771,R,940,2702
173124,57,R,3,335
173124,274,R,13,43
173142,43,R,518,26
173142,43,R,518,26
173142,0,R,513,0
173142,43,R,5,26
173160,454,R,425,3137
173160,192,R,301,2471
173160,186,R,298,2356
173160,6,R,3,115
173160,262,R,124,666
173179,29,R,96,223
173179,29,R,96,223
173203,520,R,888,2480
173203,520,R,888,2480
173203,296,R,622,1102
173203,224,R,266,1378
173258,0,A,0,2105
173258,0,A,0,2105
173258,0,A,0,2045
173258,0,A,0,60
173300,0,R,18,2114
173300,0,Z,0,2114
173300,0,Z,0,2035
173300,0,Z,0,79
173300,0,R,18,0
173328,2747,R,340,1495
173328,1172,R,112,1456
173328,1145,R,91,1209
173328,27,R,21,247
173328,1575,R,228,39
173416,296,R,587,1683
173416,296,R,587,1683
173416,229,R,577,1279
173416,67,R,10,404
173452,184,R,21,732
173452,111,R,21,727
173452,47,R,21,715
173452,64,R,0,12
173452,73,R,0,5
173461,1024,R,1037,2732
173461,1024,R,1037,2732
173461,617,R,891,1766
173461,407,R,146,966
173470,0,A,0,18
173470,0,A,0,18
173489,50,R,12,62
173489,50,R,12,62
173489,50,R,12,62
173559,1310,R,1224,3782
173559,1310,R,1224,3782
173559,940,R,1033,2330
173559,370,R,191,1452
173638,987,R,739,1324
173638,987,R,739,1324
173638,484,R,626,674
173638,503,R,113,650
173647,0,A,0,2250
173647,0,A,0,2250
173647,0,A,0,2248
173647,0,A,0,2
173665,549,R,238,3065
173665,0,R,99,2085
173665,0,R,98,2052
173665,0,R,1,33
173665,549,R,139,980
173683,125,R,20,29
173683,125,R,20,29
173708,574,R,1011,4025
173708,574,R,1011,4025
173708,434,R,957,3180
173708,140,R,54,845
173726,0,A,0,21
173726,0,A,0,21
173735,139,R,320,860
173735,139,R,320,860
173735,81,R,252,713
173735,58,R,68,147
173744,0,A,0,451
173744,0,A,0,451
173799,915,R,1311,2824
173799,915,R,1311,2824
173799,642,R,1151,1987
173799,273,R,160,837
173805,121,R,178,919
173805,121,R,178,919
173805,86,R,135,673
173805,35,R,43,246
173887,0,R,93,247
173887,0,R,93,247
173887,0,R,93,247
173896,88,R,138,236
173896,88,R,138,236
173902,0,A,0,2146
173902,0,A,0,2146
173902,0,A,0,2122
173902,0,A,0,24
173911,318,R,764,1725
173911,318,R,764,1725
173911,203,R,737,1480
173911,115,R,27,245
173920,1047,R,4245,9873
173920,559,R,3994,8639
173920,506,R,3958,7690
173920,53,R,36,949
173920,488,R,251,1234
173957,0,A,0,235
173957,0,A,0,235
173966,0,A,0,469
173966,0,A,0,198
173966,0,A,0,198
173966,0,A,0,271
173984,0,R,688,636
173984,0,R,611,406
173984,0,R,609,405
173984,0,R,2,1
173984,0,R,77,230
173993,127,R,351,732
173993,127,R,351,732
173993,85,R,296,372
173993,42,R,55,360
174020,1539,R,2320,4498
174020,1332,R,2164,4075
174020,1248,R,2147,3895
174020,84,R,17,180
174020,207,R,156,423
174066,979,R,11540,39060
174066,349,R,9911,24610
174066,177,R,9758,21039
174066,172,R,153,3571
174066,630,R,1629,14450
174075,959,R,161,1556
174075,959,R,161,1556
174075,922,R,156,743
174075,37,R,5,813
174118,0,A,0,231
174118,0,A,0,231
174118,0,A,0,231
174127,44,R,135,624
174127,0,R,122,581
174127,0,R,121,569
174127,0,R,1,12
174127,44,R,13,43
174136,823,R,1719,5440
174136,823,R,1719,5440
174136,608,R,1602,4393
174136,215,R,117,1047
174154,73,R,35,207
174154,73,R,35,207
174154,73,R,35,202
174154,0,Z,0,5
174190,0,A,0,136
174190,0,A,0,136
174233,84,R,1555,9379
174233,81,R,1511,8375
174233,78,R,1502,7471
174233,3,R,9,904
174233,3,R,44,1004
174251,26,R,45,1700
174251,26,R,45,1700
174251,4,R,44,1632
174251,22,R,1,68
174321,0,A,0,95
174321,0,A,0,95
174358,835,R,1454,3634
174358,435,R,1362,3408
174358,374,R,1354,3240
174358,61,R,8,168
174358,400,R,92,226
174376,981,R,1682,4201
174376,981,R,1682,4201
174376,760,R,1442,3292
174376,221,R,240,909
174385,88,R,37,27
174385,88,R,37,27
174385,88,R,37,27
174394,0,R,4,2
174394,0,R,4,2
174394,0,R,4,2
174428,1101,R,2198,6511
174428,1101,R,2198,6511
174428,751,R,1829,4802
174428,350,R,369,1709
174437,0,R,142,969
174437,0,R,142,938
174437,0,R,128,775
174437,0,R,14,163
174437,0,R,0,31
174473,780,R,600,2219
174473,780,R,600,2219
174473,347,R,485,1613
174473,433,R,115,606
174491,1136,R,503,1808
174491,1030,R,403,1808
174491,94,R,234,1555
174491,936,R,169,253
174491,106,R,100,0
174507,1,R,44,813
174507,1,R,24,151
174507,1,R,19,71
174507,0,R,5,80
174507,0,R,20,662
174525,20,R,16,88
174525,20,R,16,88
174525,14,R,16,83
174525,6,Z,0,5
174570,99,R,183,1037
174570,99,R,183,1037
174570,78,R,140,402
174570,21,R,43,635
174604,3,R,4,315
174604,3,R,4,315
174604,1,R,4,198
174604,2,R,0,117
174738,973,R,1406,2901
174738,973,R,1406,2901
174738,763,R,1253,2420
174738,210,R,153,481
174747,0,A,0,1958
174747,0,A,0,1958
174747,0,A,0,1958
174756,482,R,1092,2838
174756,482,R,1092,2838
174756,409,R,1035,2531
174756,73,R,57,307
174783,643,R,3077,12024
174783,409,R,2885,10584
174783,361,R,2735,7187
174783,48,R,150,3397
174783,234,R,192,1440
174792,11,R,5,1833
174792,0,A,0,1754
174792,0,A,0,1754
174792,11,R,5,79
174817,1138,R,236,4266
174817,20,R,12,1558
174817,20,R,12,1520
174817,0,R,0,38
174817,1118,R,224,2708
174844,0,A,0,3040
174844,0,A,0,3040
174844,0,A,0,2991
174844,0,A,0,49
174862,691,R,52,585
174862,427,R,52,580
174862,339,R,42,509
174862,88,R,10,71
174862,264,Z,0,5
174899,1374,R,224,2753
174899,638,R,178,1974
174899,624,R,177,1940
174899,14,R,1,34
174899,736,R,46,779
174914,373,R,550,8997
174914,7,R,237,5804
174914,2,R,236,5745
174914,5,R,1,59
174914,366,R,313,3193
174978,0,A,0,105
174978,0,A,0,105
175005,449,R,407,3930
175005,336,R,340,2500
175005,333,R,339,2425
175005,3,R,1,75
175005,113,R,67,1430
175014,2836,R,1492,458
175014,2836,R,1492,458
175014,2109,R,1492,268
175014,727,R,0,190
175041,676,R,1544,4729
175041,676,R,1544,4729
175041,500,R,1426,3747
175041,176,R,118,982
175078,509,R,847,6139
175078,351,R,796,5860
175078,322,R,770,1229
175078,29,R,26,4631
175078,158,R,51,279
175120,0,A,0,312
175120,0,A,0,312
175139,0,R,10,74
175139,0,R,10,74
175157,0,R,0,653
175157,0,R,0,653
175157,0,R,0,435
175157,0,R,0,218
175227,29,R,198,1037
175227,29,R,198,1037
175227,29,R,195,1035
175227,0,R,3,2
175236,500,R,971,2109
175236,500,R,971,2109
175236,382,R,836,1671
175236,118,R,135,438
175263,502,R,490,1047
175263,502,R,490,1047
175263,364,R,434,691
175263,138,R,56,356
175272,215,R,1313,6611
175272,137,R,1229,6295
175272,126,R,1226,6133
175272,11,R,3,162
175272,78,R,84,316
175281,0,R,141,786
175281,0,R,141,786
175315,1160,R,2090,5675
175315,1160,R,2090,5675
175315,977,R,1926,4915
175315,183,R,164,760
175342,456,R,1715,1249
175342,126,R,1519,1180
175342,126,R,1519,1167
175342,0,R,0,13
175342,330,R,196,69
175421,2016,R,212,2530
175421,592,R,81,2041
175421,492,R,81,1993
175421,100,R,0,48
175421,1424,R,131,489
175430,69,R,193,311
175430,44,R,191,311
175430,43,R,191,307
175430,1,R,0,4
175430,25,R,2,0
175494,0,A,0,52
175494,0,A,0,52
175519,159,R,156,1749
175519,159,R,156,1749
175519,32,R,155,1572
175519,127,R,1,177
175528,144,R,157,0
175528,144,R,157,0
175528,144,R,157,0
175573,46,R,401,2559
175573,46,R,401,2559
175573,46,R,401,2048
175573,0,R,0,511
175607,0,A,0,29
175607,0,A,0,29
175616,715,R,1221,1648
175616,97,R,1156,1510
175616,95,R,1154,1180
175616,2,R,2,330
175616,618,R,65,138
175643,230,R,951,1155
175643,230,R,951,1155
175643,218,R,857,895
175643,12,R,94,260
175652,943,R,876,2086
175652,943,R,876,2086
175652,943,R,876,2086
175698,0,A,0,49
175698,0,A,0,49
175722,0,A,0,23
175722,0,A,0,23
175786,1461,R,2127,7936
175786,1461,R,2127,7936
175786,1451,R,2079,6512
175786,10,R,48,1424
175810,1333,R,1517,2906
175810,1333,R,1517,2906
175810,1217,R,1445,2288
175810,116,R,72,618
175829,1310,R,1952,2163
175829,1310,R,1952,2163
175829,944,R,1852,1843
175829,366,R,100,320
175856,1500,R,3425,4886
175856,946,R,2875,3671
175856,944,R,2872,3641
175856,2,R,3,30
175856,554,R,550,1215
175883,594,R,1598,2488
175883,594,R,1598,2488
175883,226,R,1581,2459
175883,368,R,17,29
175935,332,R,677,2589
175935,332,R,677,2589
175935,329,R,673,2295
175935,3,R,4,294
175980,0,A,0,866
175980,0,A,0,802
175980,0,A,0,792
175980,0,A,0,10
175980,0,A,0,64
176008,284,R,694,1343
176008,284,R,694,1343
176008,211,R,641,1154
176008,73,R,53,189
176017,825,R,4766,18019
176017,408,R,4274,14531
176017,402,R,4268,14305
176017,6,R,6,226
176017,417,R,492,3488
176035,853,R,930,1173
176035,770,R,894,1081
176035,767,R,889,652
176035,3,R,5,429
176035,83,R,36,92
176044,155,R,681,1619
176044,50,R,608,1353
176044,49,R,608,1135
176044,1,R,0,218
176044,105,R,73,266
176053,275,R,1195,3578
176053,59,R,750,2336
176053,59,R,750,2134
176053,0,R,0,202
176053,216,R,445,1242
176062,0,A,0,68
176062,0,A,0,68
176071,1224,R,3144,4588
176071,1224,R,3144,4588
176071,1210,R,3138,4026
176071,14,R,6,562
176080,1845,R,1860,17917
176080,832,R,1676,15582
176080,774,R,1608,14989
176080,58,R,68,593
176080,1013,R,184,2335
176169,633,R,1687,1201
