UNITID,EFDEEXC,EFDESOM,EFDENON
161864,299,1145,2965
161864,263,1089,2613
161864,36,56,352
161873,587,1806,3590
161873,220,1250,1752
161873,208,1248,1730
161873,12,2,22
161873,367,556,1838
162007,81,1733,3855
162007,70,1665,2976
162007,67,1662,2903
162007,3,3,73
162007,11,68,879
162061,399,297,73
162061,79,282,71
162061,75,282,63
162061,4,0,8
162061,320,15,2
162104,174,899,1539
162104,174,899,1539
162104,168,886,1220
162104,6,13,319
162122,1078,2238,4363
162122,1078,2238,4363
162122,1040,2193,4000
162122,38,45,363
162168,215,692,1216
162168,215,692,1216
162168,181,666,960
162168,34,26,256
162210,31,109,950
162210,4,86,821
162210,3,86,718
162210,1,0,103
162210,27,23,129
162283,133,1127,1679
162283,118,1054,1335
162283,114,1053,1310
162283,4,1,25
162283,15,73,344
162335,,,50
162335,,,50
162371,,,443
162371,,,443
162557,772,1110,4370
162557,772,1110,4370
162557,669,1052,3139
162557,103,58,1231
162584,879,756,4041
162584,481,676,3727
162584,478,672,3629
162584,3,4,98
162584,398,80,314
162609,20,206,528
162609,20,206,528
162609,14,156,336
162609,6,50,192
162654,80,131,1961
162654,0,5,1468
162654,0,5,1456
162654,0,0,12
162654,80,126,493
162681,172,431,35
162681,92,431,34
162681,92,431,34
162681,80,0,1
162690,475,953,2633
162690,475,953,2633
162690,429,880,1896
162690,46,73,737
162706,612,1368,4259
162706,612,1368,4259
162706,516,1281,3358
162706,96,87,901
162760,8,10,2126
162760,0,7,1167
162760,0,7,1144
162760,0,0,23
162760,8,3,959
162779,389,1881,7232
162779,389,1881,7232
162779,353,1834,6795
162779,36,47,437
162830,,,40
162830,,,40
162928,6658,2224,15035
162928,374,18,5650
162928,1,18,5597
162928,373,0,53
162928,6284,2206,9385
162982,,,129
162982,,,129
163028,,,672
163028,,,672
163028,,,672
163046,69,75,5940
163046,0,41,4063
163046,0,41,4026
163046,0,0,37
163046,69,34,1877
163107,,,12
163107,,,12
163204,44308,6624,6597
163204,32459,6204,5556
163204,31294,6078,3698
163204,1165,126,1858
163204,11849,420,1041
163259,788,540,5154
163259,155,110,640
163259,155,110,639
163259,0,0,1
163259,633,430,4514
163268,400,732,12508
163268,18,678,10446
163268,16,677,10332
163268,2,1,114
163268,382,54,2062
163286,524,3470,36231
163286,7,2920,26687
163286,6,2907,26093
163286,1,13,594
163286,517,550,9544
163295,45,0,2067
163295,,,1730
163295,,,1724
163295,,,6
163295,45,0,337
163338,56,1247,2601
163338,47,1213,2017
163338,39,1211,1912
163338,8,2,105
163338,9,34,584
163347,,,435
163347,,,435
163408,,,103
163408,,,103
163426,1527,4155,18234
163426,1527,4155,18234
163426,1232,3504,14724
163426,295,651,3510
163453,181,1055,6453
163453,18,868,5476
163453,18,868,5447
163453,0,0,29
163453,163,187,977
163462,19,77,2090
163462,12,46,1671
163462,12,45,1660
163462,0,1,11
163462,7,31,419
163532,,,504
163532,,,295
163532,,,295
163532,,,209
163541,,,388
163541,,,388
163578,203,268,2061
163578,14,153,707
163578,14,153,702
163578,0,0,5
163578,189,115,1354
163657,984,2044,9389
163657,984,2044,9389
163657,919,1997,8314
163657,65,47,1075
163736,,,250
163736,,,250
163736,,,245
163736,,,5
163754,,,26
163754,,,26
163815,,,100
163815,,,100
163851,192,898,7658
163851,40,740,7081
163851,20,730,6907
163851,20,10,174
163851,152,158,577
163912,,,1629
163912,,,1598
163912,,,1578
163912,,,20
163912,,,31
163976,,,484
163976,,,434
163976,,,434
163976,,,50
164058,,,286
164058,,,286
164058,,,286
164076,509,2989,18845
164076,148,2722,16328
164076,133,2714,16121
164076,15,8,207
164076,361,267,2517
164085,666,413,159
164085,666,413,159
164155,,,4526
164155,,,4526
164155,,,4526
164173,760,1589,1773
164173,369,1506,1746
164173,369,1501,1713
164173,0,5,33
164173,391,83,27
164216,,,1479
164216,,,1479
164216,,,1446
164216,,,33
164270,335,205,2210
164270,2,49,1516
164270,2,49,1485
164270,0,0,31
164270,333,156,694
164313,117,476,2498
164313,117,476,2498
164313,101,457,2095
164313,16,19,403
164368,,,2843
164368,,,481
164368,,,481
164368,,,2362
164438,1131,,
164438,910,,
164438,714,,
164438,196,,
164438,221,,
164447,101,570,2706
164447,1,248,1165
164447,1,248,1159
164447,0,0,6
164447,100,322,1541
164465,,,1849
164465,,,1849
164465,,,1846
164465,,,3
164474,0,40,121
164474,0,40,121
164492,465,0,921
164492,264,0,796
164492,264,0,793
164492,0,0,3
164492,201,0,125
164535,,,50
164535,,,50
164535,,,50
164562,152,142,2313
164562,92,84,2013
164562,86,80,1987
164562,6,4,26
164562,60,58,300
164580,189,19,2957
164580,0,19,2264
164580,0,19,2264
164580,189,0,693
164599,,,65
164599,,,65
164614,,,77
164614,,,77
164614,,,61
164614,,,16
164632,1006,605,1614
164632,630,285,978
164632,627,284,975
164632,3,1,3
164632,376,320,636
164641,127,219,543
164641,127,219,543
164641,126,217,541
164641,1,2,2
164678,,,126
164678,,,126
164720,53,448,1688
164720,53,448,1677
164720,44,445,1462
164720,9,3,215
164720,0,0,11
164739,28,0,5478
164739,28,0,4194
164739,28,0,4127
164739,0,0,67
164739,,,1284
164748,943,249,5213
164748,913,249,4810
164748,913,249,4810
164748,30,0,403
164775,141,440,1378
164775,141,440,1378
164775,102,424,1140
164775,39,16,238
164845,,,183
164845,,,183
164872,0,114,623
164872,,,365
164872,,,330
164872,,,35
164872,0,114,258
164915,,,146
164915,,,146
164924,39,199,14228
164924,9,109,9752
164924,7,100,9486
164924,2,9,266
164924,30,90,4476
164988,2658,336,29701
164988,117,106,17721
164988,54,83,16375
164988,63,23,1346
164988,2541,230,11980
165015,426,139,5164
165015,0,23,3585
165015,0,23,3574
165015,0,0,11
165015,426,116,1579
165024,241,2780,7977
165024,174,2648,6740
165024,163,2638,6586
165024,11,10,154
165024,67,132,1237
165033,984,2503,4989
165033,984,2503,4989
165033,867,2435,4514
165033,117,68,475
165060,,,260
165060,,,260
165112,697,1670,10886
165112,697,1670,10886
165112,573,1585,9776
165112,124,85,1110
165167,0,320,2110
165167,0,175,675
165167,0,175,660
165167,0,0,15
165167,0,145,1435
165194,244,560,2515
165194,244,560,2515
165194,178,527,2059
165194,66,33,456
165255,,,181
165255,,,181
165264,65,6,679
165264,65,6,679
165264,65,6,679
165334,0,104,3194
165334,0,8,2281
165334,0,8,2240
165334,0,0,41
165334,0,96,913
165495,,,14
165495,,,14
165529,10,67,2849
165529,10,67,2611
165529,10,67,2576
165529,0,0,35
165529,,,238
165556,,,309
165556,,,309
165574,40,143,1156
165574,40,143,1156
165574,35,142,1130
165574,5,1,26
165608,,,68
165608,,,68
165608,,,68
165635,,,189
165635,,,189
165644,,,924
165644,,,784
165644,,,780
165644,,,4
165644,,,140
165662,0,48,4394
165662,0,0,3801
165662,0,0,3783
165662,0,0,18
165662,0,48,593
165671,33,26,2131
165671,0,0,2012
165671,0,0,1907
165671,0,0,105
165671,33,26,119
165699,989,541,3305
165699,141,443,2597
165699,137,441,2492
165699,4,2,105
165699,848,98,708
165705,0,23,25
165705,0,23,25
165750,,,65
165750,,,65
165802,631,125,1274
165802,630,123,1243
165802,515,123,918
165802,115,0,325
165802,1,2,31
165820,475,1554,4734
165820,39,1225,2898
165820,39,1154,2880
165820,0,71,18
165820,436,329,1836
165866,719,1269,3989
165866,139,763,3435
165866,102,725,3273
165866,37,38,162
165866,580,506,554
165884,,,573
165884,,,573
165884,,,491
165884,,,82
165936,32,64,1908
165936,5,49,1603
165936,5,49,1577
165936,0,0,26
165936,27,15,305
165945,88,258,1416
165945,88,258,1416
165981,199,364,1394
165981,199,364,1394
165981,158,343,1148
165981,41,21,246
166009,,,10
166009,,,10
166018,,,1321
166018,,,1321
166018,,,1305
166018,,,16
166027,2698,1187,26023
166027,669,501,8745
166027,89,269,7089
166027,580,232,1656
166027,2029,686,17278
166045,71,20,125
166045,2,0,42
166045,2,0,0
166045,0,0,42
166045,69,20,83
166054,,,195
166054,,,99
166054,,,96
166054,,,3
166054,,,96
166124,,,2720
166124,,,2720
166124,,,2689
166124,,,31
166133,707,1709,3474
166133,707,1709,3474
166133,609,1662,3213
166133,98,47,261
166391,152,72,1840
166391,8,17,1763
166391,8,17,1753
166391,0,0,10
166391,144,55,77
166407,,,262
166407,,,262
166407,,,262
166452,490,468,3907
166452,138,291,1539
166452,135,286,1531
166452,3,5,8
166452,352,177,2368
166489,,,219
166489,,,47
166489,,,47
166489,,,172
166498,,,156
166498,,,156
166513,3870,1709,12270
166513,2212,1396,10029
166513,1957,1362,9590
166513,255,34,439
166513,1658,313,2241
166586,,,20
166586,,,20
166595,,,35
166595,,,35
166629,3547,3870,22620
166629,1306,3688,18379
166629,1117,3667,18174
166629,189,21,205
166629,2241,182,4241
166638,1663,2060,13124
166638,688,1592,10567
166638,645,1566,9999
166638,43,26,568
166638,975,468,2557
166647,628,761,3466
166647,628,761,3466
166647,340,683,2827
166647,288,78,639
166656,461,1101,5533
166656,29,806,3008
166656,23,792,2976
166656,6,14,32
166656,432,295,2525
166674,0,20,1962
166674,0,0,1842
166674,0,0,1725
166674,0,0,117
166674,0,20,120
166683,49,13,11314
166683,,,4524
166683,,,4489
166683,,,35
166683,49,13,6790
166692,0,12,1739
166692,0,12,1665
166692,0,12,1629
166692,0,0,36
166692,,,74
166708,,,1108
166708,,,1108
166717,6,64,633
166717,6,64,633
166805,,,67
166805,,,67
166823,475,1172,5824
166823,475,1172,5824
166823,336,1114,4963
166823,139,58,861
166850,68,105,3841
166850,12,92,3329
166850,11,92,3295
166850,1,0,34
166850,56,13,512
166869,15,406,746
166869,15,173,0
166869,0,173,0
166869,15,0,0
166869,0,233,746
166887,530,1894,6193
166887,530,1894,6193
166887,458,1852,5399
166887,72,42,794
166911,0,0,377
166911,0,0,377
166911,0,0,367
166911,0,0,10
166939,36,53,2238
166939,0,3,2196
166939,0,3,2176
166939,0,0,20
166939,36,50,42
166948,16,209,1169
166948,16,173,1168
166948,16,173,1163
166948,0,0,5
166948,0,36,1
166957,433,882,2646
166957,433,882,2646
166957,393,854,2323
166957,40,28,323
167039,,,19
167039,,,19
167057,,,819
167057,,,413
167057,,,387
167057,,,26
167057,,,406
167093,,,533
167093,,,533
167215,0,40,582
167215,0,40,582
167224,,,62
167224,,,62
167251,35,258,458
167251,35,258,458
167251,35,258,458
167260,56,37,1387
167260,44,32,1193
167260,44,32,1180
167260,0,0,13
167260,12,5,194
167288,2,114,1528
167288,1,97,1346
167288,1,97,1310
167288,0,0,36
167288,1,17,182
167297,,,158
167297,,,158
167312,490,1007,4818
167312,490,1007,4818
167312,391,968,4346
167312,99,39,472
167321,0,27,67
167321,0,27,67
167321,0,27,67
167358,240,1396,18745
167358,18,896,12559
167358,17,894,12434
167358,1,2,125
167358,222,500,6186
167376,739,1571,3666
167376,739,1571,3666
167376,669,1527,3334
167376,70,44,332
167394,51,233,1320
167394,50,183,955
167394,32,183,940
167394,18,0,15
167394,1,50,365
167455,,,490
167455,,,461
167455,,,287
167455,,,174
167455,,,29
167464,,,58
167464,,,58
167525,189,768,4052
167525,189,768,4052
167525,142,727,3586
167525,47,41,466
167534,708,1346,5642
167534,708,1346,5642
167534,592,1282,5042
167534,116,64,600
167598,0,0,1847
167598,0,0,1226
167598,0,0,1226
167598,0,0,621
167631,7,71,2028
167631,7,71,2028
167631,6,70,1926
167631,1,1,102
167677,,,184
167677,,,45
167677,,,28
167677,,,17
167677,,,139
167729,237,1792,6972
167729,178,1687,5481
167729,150,1670,5196
167729,28,17,285
167729,59,105,1491
167738,,,216
167738,,,216
167738,,,216
167783,2728,631,2752
167783,0,44,1737
167783,0,44,1708
167783,0,0,29
167783,2728,587,1015
167792,,,372
167792,,,372
167792,,,360
167792,,,12
167835,,,2896
167835,,,2514
167835,,,2504
167835,,,10
167835,,,382
167871,,,130
167871,,,130
167871,,,130
167899,,,3144
167899,,,2114
167899,,,2097
167899,,,17
167899,,,1030
167905,354,1034,4234
167905,354,1034,4234
167905,280,987,3857
167905,74,47,377
167987,691,6823,1133
167987,389,5996,614
167987,278,5898,582
167987,111,98,32
167987,302,827,519
167996,0,0,2481
167996,0,0,2481
167996,0,0,2472
167996,0,0,9
168005,68,306,7087
168005,4,173,5014
168005,4,159,4944
168005,0,14,70
168005,64,133,2073
168032,,,20
168032,,,20
168148,155,153,11181
168148,0,0,5508
168148,0,0,5459
168148,0,0,49
168148,155,153,5673
168218,,,2482
168218,,,2482
168218,,,2350
168218,,,132
168227,397,444,3685
168227,313,404,3600
168227,312,401,3561
168227,1,3,39
168227,84,40,85
168254,77,588,3145
168254,26,562,2136
168254,26,561,2130
168254,0,1,6
168254,51,26,1009
168263,433,1859,4043
168263,364,1600,3669
168263,324,1588,3583
168263,40,12,86
168263,69,259,374
168281,,,1651
168281,,,1651
168281,,,1638
168281,,,13
168290,16,70,967
168290,0,35,691
168290,0,35,686
168290,0,0,5
168290,16,35,276
168342,,,2150
168342,,,2093
168342,,,2044
168342,,,49
168342,,,57
168421,472,326,5844
168421,2,80,4350
168421,2,80,4238
168421,0,0,112
168421,470,246,1494
168430,305,1401,4765
168430,167,1275,3939
168430,122,1248,3521
168430,45,27,418
168430,138,126,826
168528,,,1684
168528,,,1653
168528,,,1621
168528,,,32
168528,,,31
168546,0,76,1342
168546,0,76,1342
168546,0,76,1317
168546,0,0,25
168555,,,32
168555,,,32
168573,,,468
168573,,,468
168591,,,1451
168591,,,1451
168591,,,1414
168591,,,37
168607,67,213,1256
168607,67,213,1256
168607,40,171,893
168607,27,42,363
168740,350,207,2760
168740,125,111,1437
168740,49,99,1330
168740,76,12,107
168740,225,96,1323
168786,4,272,1488
168786,4,261,1389
168786,4,261,1284
168786,0,0,105
168786,0,11,99
168847,5678,3203,12329
168847,5193,3203,12309
168847,4945,3199,11103
168847,248,4,1206
168847,485,0,20
168883,339,582,921
168883,339,582,921
168883,148,536,738
168883,191,46,183
168892,,,38
168892,,,38
169071,,,21
169071,,,21
169080,46,28,3844
169080,2,22,3782
169080,0,22,3700
169080,2,0,82
169080,44,6,62
169099,52,14,204
169099,52,14,204
169187,,,176
169187,,,176
169220,,,140
169220,,,140
169248,5174,2211,18601
169248,2707,1810,15360
169248,2604,1801,15146
169248,103,9,214
169248,2467,401,3241
169275,272,472,7269
169275,272,472,7269
169275,222,446,6149
169275,50,26,1120
169284,,,250
169284,,,250
169327,311,280,1
169327,241,231,1
169327,241,231,0
169327,0,0,1
169327,70,49,0
169363,208,838,0
169363,97,754,0
169363,14,750,0
169363,83,4,0
169363,111,84,0
169424,,,140
169424,,,140
169442,0,111,1361
169442,0,111,1303
169442,0,111,1266
169442,0,0,37
169442,,,58
169479,3206,2099,2428
169479,1858,1964,2095
169479,1779,1942,1677
169479,79,22,418
169479,1348,135,333
169503,,,197
169503,,,197
169521,953,2416,5763
169521,953,2416,5763
169521,648,2156,5107
169521,305,260,656
169576,,,44
169576,,,44
169628,42,2,802
169628,42,2,802
169655,,,672
169655,,,672
169655,,,672
169716,85,702,4088
169716,0,412,2234
169716,0,411,2119
169716,0,1,115
169716,85,290,1854
169734,,,374
169734,,,374
169761,,,116
169761,,,116
169798,1450,4316,15480
169798,798,3878,13006
169798,765,3836,12424
169798,33,42,582
169798,652,438,2474
169813,,,25
169813,,,25
169910,1366,2192,10629
169910,1181,2093,9592
169910,1076,2073,8857
169910,105,20,735
169910,185,99,1037
169947,,,38
169947,,,38
169974,6,272,909
169974,6,272,909
169974,4,232,398
169974,2,40,511
169983,316,119,1891
169983,0,101,1803
169983,0,100,1765
169983,0,1,38
169983,316,18,88
169992,138,240,732
169992,138,240,732
169992,83,199,511
169992,55,41,221
170000,650,50,312
170000,638,50,312
170000,638,50,269
170000,0,0,43
170000,12,0,0
170037,587,114,1746
170037,390,29,1437
170037,390,29,1437
170037,197,85,309
170055,1194,2614,10655
170055,1194,2614,10655
170055,982,2531,9730
170055,212,83,925
170082,290,1184,23986
170082,62,1054,21093
170082,62,1054,20965
170082,0,0,128
170082,228,130,2893
170091,0,0,133
170091,0,0,133
170091,0,0,133
170240,718,2329,9606
170240,718,2329,9606
170240,533,2061,8363
170240,185,268,1243
170286,,,1526
170286,,,1486
170286,,,1481
170286,,,5
170286,,,40
170301,0,0,3234
170301,0,0,3234
170301,0,0,3083
170301,0,0,151
170444,562,747,4104
170444,562,747,4104
170444,333,665,3511
170444,229,82,593
170532,,,1443
170532,,,1443
170532,,,1417
170532,,,26
170541,234,637,7678
170541,234,637,7678
170541,179,590,6379
170541,55,47,1299
170550,646,619,3550
170550,646,619,3550
170550,441,572,2614
170550,205,47,936
170587,538,278,713
170587,538,278,713
170587,313,261,540
170587,225,17,173
170611,,,140
170611,,,140
170620,169,524,3366
170620,169,524,3366
170620,135,493,2235
170620,34,31,1131
170639,5,132,1962
170639,5,132,1962
170639,4,129,1930
170639,1,3,32
170657,2216,3094,8273
170657,2216,3094,8273
170657,1968,3018,7687
170657,248,76,586
170675,193,527,2589
170675,9,398,1757
170675,9,398,1757
170675,184,129,832
170736,,,58
170736,,,58
170790,2343,3410,15981
170790,2343,3410,15981
170790,1637,2598,12308
170790,706,812,3673
170806,325,927,2046
170806,265,794,1570
170806,245,787,1431
170806,20,7,139
170806,60,133,476
170842,413,144,409
170842,2,132,357
170842,1,131,355
170842,1,1,2
170842,411,12,52
170967,150,469,555
170967,150,450,555
170967,150,443,393
170967,0,7,162
170967,0,19,0
170976,155,391,44172
170976,20,136,28827
170976,20,136,28605
170976,0,0,222
170976,135,255,15345
171012,,,32
171012,,,32
171100,2339,9277,38724
171100,373,8523,30194
171100,362,8499,29990
171100,11,24,204
171100,1966,754,8530
171128,127,214,6911
171128,15,156,5640
171128,10,156,5573
171128,5,0,67
171128,112,58,1271
171137,646,1269,7216
171137,42,944,6155
171137,39,937,5910
171137,3,7,245
171137,604,325,1061
171146,1342,2319,4383
171146,915,2198,3472
171146,897,2154,2776
171146,18,44,696
171146,427,121,911
171155,655,763,2704
171155,655,763,2704
171155,246,550,1848
171155,409,213,856
171225,255,414,2474
171225,255,414,2474
171225,116,260,1332
171225,139,154,1142
171234,67,318,1281
171234,67,318,1281
171234,26,238,1082
171234,41,80,199
171261,,,64
171261,,,64
171304,423,1281,2719
171304,423,1281,2719
171304,276,1057,2108
171304,147,224,611
171322,,,577
171322,,,577
171395,173,448,1997
171395,173,448,1997
171395,154,441,1025
171395,19,7,972
171456,377,1127,6361
171456,110,1088,5970
171456,103,1087,5793
171456,7,1,177
171456,267,39,391
171465,,,32
171465,,,32
171483,389,734,3041
171483,389,734,3041
171483,295,688,2741
171483,94,46,300
171492,1063,866,1616
171492,864,834,1352
171492,855,830,1302
171492,9,4,50
171492,199,32,264
171535,243,794,17886
171535,243,794,17886
171535,119,493,9523
171535,124,301,8363
171571,639,3326,16047
171571,375,3084,13109
171571,341,3057,12835
171571,34,27,274
171571,264,242,2938
171599,33,0,1045
171599,,,1045
171599,,,987
171599,,,58
171599,33,0,0
171775,,,63
171775,,,63
171881,,,208
171881,,,208
171881,,,201
171881,,,7
171988,,,120
171988,,,120
171997,,,188
171997,,,188
172015,,,167
172015,,,167
172033,0,43,440
172033,0,7,286
172033,0,7,270
172033,0,0,16
172033,0,36,154
172051,209,985,7911
172051,92,829,7414
172051,57,808,7048
172051,35,21,366
172051,117,156,497
172200,1916,2255,7168
172200,1916,2255,7168
172200,1426,2142,6577
172200,490,113,591
172264,824,375,1441
172264,692,335,1380
172264,691,334,1264
172264,1,1,116
172264,132,40,61
172291,361,625,2639
172291,361,625,2639
172291,221,489,1808
172291,140,136,831
172307,,,2252
172307,,,2252
172307,,,1807
172307,,,445
172325,,,461
172325,,,461
172334,898,560,1883
172334,130,419,1654
172334,130,419,1560
172334,0,0,94
172334,768,141,229
172422,,,224
172422,,,224
172422,,,224
172440,49,51,407
172440,49,51,407
172440,34,51,390
172440,15,0,17
172477,64,140,1081
172477,64,140,1081
172495,,,249
172495,,,249
172608,953,489,981
172608,296,292,347
172608,292,292,328
172608,4,0,19
172608,657,197,634
172617,1520,1891,8749
172617,1520,1891,8749
172617,1137,1715,7186
172617,383,176,1563
172635,1731,1579,13512
172635,1731,1579,13512
172635,1576,1447,8724
172635,155,132,4788
172644,1603,5169,20466
172644,352,4225,12643
172644,335,4208,12128
172644,17,17,515
172644,1251,944,7823
172671,113,317,844
172671,113,317,844
172671,65,263,597
172671,48,54,247
172680,,,66
172680,,,66
172699,1104,3934,18189
172699,631,3582,14100
172699,610,3580,13794
172699,21,2,306
172699,473,352,4089
172705,43,92,151
172705,43,92,151
172802,,,59
172802,,,59
172866,6,96,14
172866,6,96,14
172866,6,96,3
172866,0,0,11
172918,727,342,1620
172918,727,342,1620
172918,201,256,1089
172918,526,86,531
172927,,,48
172927,,,48
172954,206,450,1266
172954,206,450,1266
172954,178,438,949
172954,28,12,317
172963,1120,1877,6061
172963,1120,1877,6061
172963,869,1436,3128
172963,251,441,2933
173045,69,181,3371
173045,26,169,2336
173045,26,169,2316
173045,0,0,20
173045,43,12,1035
173063,642,791,1769
173063,642,791,1769
173063,434,635,1021
173063,208,156,748
173115,600,133,246
173115,600,133,246
173115,311,128,216
173115,289,5,30
173124,1102,956,3080
173124,828,943,3037
173124,771,940,2702
173124,57,3,335
173124,274,13,43
173142,43,518,26
173142,43,518,26
173142,0,513,0
173142,43,5,26
173160,454,425,3137
173160,192,301,2471
173160,186,298,2356
173160,6,3,115
173160,262,124,666
173179,29,96,223
173179,29,96,223
173203,520,888,2480
173203,520,888,2480
173203,296,622,1102
173203,224,266,1378
173258,,,2105
173258,,,2105
173258,,,2045
173258,,,60
173300,0,18,2114
173300,0,0,2114
173300,0,0,2035
173300,0,0,79
173300,0,18,0
173328,2747,340,1495
173328,1172,112,1456
173328,1145,91,1209
173328,27,21,247
173328,1575,228,39
173416,296,587,1683
173416,296,587,1683
173416,229,577,1279
173416,67,10,404
173452,184,21,732
173452,111,21,727
173452,47,21,715
173452,64,0,12
173452,73,0,5
173461,1024,1037,2732
173461,1024,1037,2732
173461,617,891,1766
173461,407,146,966
173470,,,18
173470,,,18
173489,50,12,62
173489,50,12,62
173489,50,12,62
173559,1310,1224,3782
173559,1310,1224,3782
173559,940,1033,2330
173559,370,191,1452
173638,987,739,1324
173638,987,739,1324
173638,484,626,674
173638,503,113,650
173647,,,2250
173647,,,2250
173647,,,2248
173647,,,2
173665,549,238,3065
173665,0,99,2085
173665,0,98,2052
173665,0,1,33
173665,549,139,980
173683,125,20,29
173683,125,20,29
173708,574,1011,4025
173708,574,1011,4025
173708,434,957,3180
173708,140,54,845
173726,,,21
173726,,,21
173735,139,320,860
173735,139,320,860
173735,81,252,713
173735,58,68,147
173744,,,451
173744,,,451
173799,915,1311,2824
173799,915,1311,2824
173799,642,1151,1987
173799,273,160,837
173805,121,178,919
173805,121,178,919
173805,86,135,673
173805,35,43,246
173887,0,93,247
173887,0,93,247
173887,0,93,247
173896,88,138,236
173896,88,138,236
173902,,,2146
173902,,,2146
173902,,,2122
173902,,,24
173911,318,764,1725
173911,318,764,1725
173911,203,737,1480
173911,115,27,245
173920,1047,4245,9873
173920,559,3994,8639
173920,506,3958,7690
173920,53,36,949
173920,488,251,1234
173957,,,235
173957,,,235
173966,,,469
173966,,,198
173966,,,198
173966,,,271
173984,0,688,636
173984,0,611,406
173984,0,609,405
173984,0,2,1
173984,0,77,230
173993,127,351,732
173993,127,351,732
173993,85,296,372
173993,42,55,360
174020,1539,2320,4498
174020,1332,2164,4075
174020,1248,2147,3895
174020,84,17,180
174020,207,156,423
174066,979,11540,39061
174066,349,9911,24611
174066,177,9758,21040
174066,172,153,3571
174066,630,1629,14450
174075,959,161,1556
174075,959,161,1556
174075,922,156,743
174075,37,5,813
174118,,,231
174118,,,231
174118,,,231
174127,44,135,624
174127,0,122,581
174127,0,121,569
174127,0,1,12
174127,44,13,43
174136,823,1719,5440
174136,823,1719,5440
174136,608,1602,4393
174136,215,117,1047
174154,73,35,207
174154,73,35,207
174154,73,35,202
174154,0,0,5
174190,,,136
174190,,,136
174233,84,1555,9379
174233,81,1511,8375
174233,78,1502,7471
174233,3,9,904
174233,3,44,1004
174251,26,45,1700
174251,26,45,1700
174251,4,44,1632
174251,22,1,68
174321,,,95
174321,,,95
174358,835,1454,3634
174358,435,1362,3408
174358,374,1354,3240
174358,61,8,168
174358,400,92,226
174376,981,1682,4201
174376,981,1682,4201
174376,760,1442,3292
174376,221,240,909
174385,88,37,27
174385,88,37,27
174385,88,37,27
174394,0,4,2
174394,0,4,2
174394,0,4,2
174428,1101,2198,6511
174428,1101,2198,6511
174428,751,1829,4802
174428,350,369,1709
174437,0,142,969
174437,0,142,938
174437,0,128,775
174437,0,14,163
174437,0,0,31
174473,780,600,2219
174473,780,600,2219
174473,347,485,1613
174473,433,115,606
174491,1136,503,1808
174491,1030,403,1808
174491,94,234,1555
174491,936,169,253
174491,106,100,0
174507,1,44,813
174507,1,24,151
174507,1,19,71
174507,0,5,80
174507,0,20,662
174525,20,16,88
174525,20,16,88
174525,14,16,83
174525,6,0,5
174570,99,183,1037
174570,99,183,1037
174570,78,140,402
174570,21,43,635
174604,3,4,315
174604,3,4,315
174604,1,4,198
174604,2,0,117
174738,973,1406,2901
174738,973,1406,2901
174738,763,1253,2420
174738,210,153,481
174747,,,1958
174747,,,1958
174747,,,1958
174756,482,1092,2838
174756,482,1092,2838
174756,409,1035,2531
174756,73,57,307
174783,643,3077,12024
174783,409,2885,10584
174783,361,2735,7187
174783,48,150,3397
174783,234,192,1440
174792,11,5,1833
174792,,,1754
174792,,,1754
174792,11,5,79
174817,1138,236,4266
174817,20,12,1558
174817,20,12,1520
174817,0,0,38
174817,1118,224,2708
174844,,,3040
174844,,,3040
174844,,,2991
174844,,,49
174862,691,52,585
174862,427,52,580
174862,339,42,509
174862,88,10,71
174862,264,0,5
174899,1374,224,2753
174899,638,178,1974
174899,624,177,1940
174899,14,1,34
174899,736,46,779
174914,373,550,8997
174914,7,237,5804
174914,2,236,5745
174914,5,1,59
174914,366,313,3193
174978,,,105
174978,,,105
175005,449,407,3930
175005,336,340,2500
175005,333,339,2425
175005,3,1,75
175005,113,67,1430
175014,2836,1492,458
175014,2836,1492,458
175014,2109,1492,268
175014,727,0,190
175041,676,1544,4729
175041,676,1544,4729
175041,500,1426,3747
175041,176,118,982
175078,509,847,6139
175078,351,796,5860
175078,322,770,1229
175078,29,26,4631
175078,158,51,279
175120,,,312
175120,,,312
175139,0,10,74
175139,0,10,74
175157,0,0,653
175157,0,0,653
175157,0,0,435
175157,0,0,218
175227,29,198,1037
175227,29,198,1037
175227,29,195,1035
175227,0,3,2
175236,500,971,2109
175236,500,971,2109
175236,382,836,1671
175236,118,135,438
175263,502,490,1047
175263,502,490,1047
175263,364,434,691
175263,138,56,356
175272,215,1313,6611
175272,137,1229,6295
175272,126,1226,6133
175272,11,3,162
175272,78,84,316
175281,0,141,786
175281,0,141,786
175315,1160,2090,5675
175315,1160,2090,5675
175315,977,1926,4915
175315,183,164,760
175342,456,1715,1249
175342,126,1519,1180
175342,126,1519,1167
175342,0,0,13
175342,330,196,69
175421,2016,212,2530
175421,592,81,2041
175421,492,81,1993
175421,100,0,48
175421,1424,131,489
175430,69,193,311
175430,44,191,311
175430,43,191,307
175430,1,0,4
175430,25,2,0
175494,,,52
175494,,,52
175519,159,156,1749
175519,159,156,1749
175519,32,155,1572
175519,127,1,177
175528,144,157,0
175528,144,157,0
175528,144,157,0
175573,46,401,2559
175573,46,401,2559
175573,46,401,2048
175573,0,0,511
175607,,,29
175607,,,29
175616,715,1221,1648
175616,97,1156,1510
175616,95,1154,1180
175616,2,2,330
175616,618,65,138
175643,230,951,1155
175643,230,951,1155
175643,218,857,895
175643,12,94,260
