UNITID,EFDEEXC,EFDESOM,EFDENON
213473,,,227
213491,,,52
213491,,,52
213507,21,103,1792
213507,5,74,1633
213507,0,74,1575
213507,5,0,58
213507,16,29,159
213525,840,1087,4693
213525,840,1087,4693
213525,757,1068,3660
213525,83,19,1033
213534,0,312,583
213534,0,312,583
213534,0,312,583
213543,281,115,6663
213543,0,30,5050
213543,0,30,5031
213543,0,0,19
213543,281,85,1613
213552,,,81
213552,,,81
213570,,,454
213570,,,454
213570,,,454
213589,,,280
213589,,,280
213589,,,280
213598,,,2092
213598,,,1824
213598,,,1816
213598,,,8
213598,,,268
213613,323,1044,2853
213613,112,885,2848
213613,107,880,2799
213613,5,5,49
213613,211,159,5
213622,,,71
213622,,,71
213631,0,20,93
213631,0,20,93
213640,21,55,114
213640,21,55,114
213659,549,824,4296
213659,549,824,4296
213659,451,814,3798
213659,98,10,498
213668,,,1263
213668,,,1263
213668,,,1245
213668,,,18
213774,7,151,461
213774,7,151,461
213774,7,133,461
213774,0,18,0
213783,181,749,1250
213783,109,742,1249
213783,102,738,1212
213783,7,4,37
213783,72,7,1
213826,95,230,2683
213826,38,85,1808
213826,0,85,1746
213826,38,0,62
213826,57,145,875
213871,0,54,186
213871,0,54,186
213871,0,54,186
213914,,,329
213914,,,329
213914,,,329
213932,,,154
213932,,,154
213987,81,210,2399
213987,0,173,2193
213987,0,173,2193
213987,81,37,206
213996,450,31,2824
213996,0,4,2784
213996,0,4,2686
213996,0,0,98
213996,450,27,40
214023,,,31
214023,,,31
214023,,,31
214041,373,867,6674
214041,201,784,5982
214041,198,782,5887
214041,3,2,95
214041,172,83,692
214069,467,590,1751
214069,317,347,1531
214069,305,346,1497
214069,12,1,34
214069,150,243,220
214111,1655,2018,7807
214111,1655,2018,7807
214111,1379,1944,6468
214111,276,74,1339
214148,0,62,339
214148,0,50,318
214148,0,50,318
214148,0,12,21
214157,7,15,2404
214157,0,14,1970
214157,0,14,1894
214157,0,0,76
214157,7,1,434
214166,155,331,1299
214166,155,331,1234
214166,155,328,827
214166,0,3,407
214166,0,0,65
214175,0,0,2408
214175,0,0,2408
214175,0,0,2375
214175,0,0,33
214254,,,311
214254,,,311
214254,,,311
214272,393,404,2214
214272,200,348,1730
214272,199,348,1630
214272,1,0,100
214272,193,56,484
214290,,,669
214290,,,669
214290,,,669
214379,1473,1948,6646
214379,1473,1948,6646
214379,1335,1920,6195
214379,138,28,451
214476,0,57,0
214476,0,57,0
214528,,,358
214528,,,358
214528,,,333
214528,,,25
214564,20,87,1001
214564,20,87,1001
214582,,,492
214582,,,492
214582,,,492
214591,62,951,3553
214591,6,895,3519
214591,5,873,3460
214591,1,22,59
214591,56,56,34
214607,210,69,147
214607,210,69,147
214616,1,12,883
214616,1,12,883
214625,13,258,415
214625,13,258,415
214625,11,237,393
214625,2,21,22
214634,13,153,296
214634,13,153,296
214634,12,151,214
214634,1,2,82
214643,39,201,247
214643,29,201,247
214643,2,196,238
214643,27,5,9
214643,10,0,0
214652,13,395,611
214652,13,395,611
214652,11,384,577
214652,2,11,34
214670,16,559,302
214670,16,559,293
214670,13,543,219
214670,3,16,74
214670,0,0,9
214689,2,312,3177
214689,2,312,3177
214689,2,308,3121
214689,0,4,56
214698,5,201,520
214698,5,201,520
214698,5,194,470
214698,0,7,50
214704,35,1568,1285
214704,35,1568,1285
214704,25,1540,1220
214704,10,28,65
214713,134,937,3975
214713,35,816,3349
214713,32,804,3273
214713,3,12,76
214713,99,121,626
214731,6,482,891
214731,6,482,891
214731,6,464,814
214731,0,18,77
214740,8,358,242
214740,8,358,242
214740,3,346,174
214740,5,12,68
214759,15,362,266
214759,15,362,266
214759,15,354,258
214759,0,8,8
214768,11,396,456
214768,11,396,456
214768,10,394,399
214768,1,2,57
214777,81,15874,31834
214777,44,15482,25833
214777,35,15380,25476
214777,9,102,357
214777,37,392,6001
214786,9,286,255
214786,9,286,255
214786,7,282,241
214786,2,4,14
214795,65,421,417
214795,64,421,417
214795,33,415,368
214795,31,6,49
214795,1,0,0
214801,15,1069,2867
214801,15,1069,2866
214801,13,1045,2445
214801,2,24,421
214801,0,0,1
214810,29,417,313
214810,29,417,313
214810,25,410,272
214810,4,7,41
214829,5,211,850
214829,3,211,846
214829,2,207,768
214829,1,4,78
214829,2,0,4
214883,809,627,127
214883,772,599,120
214883,766,599,119
214883,6,0,1
214883,37,28,7
214892,,,254
214892,,,254
214892,,,254
214944,,,321
214944,,,321
214944,,,321
214971,17,0,270
214971,,,191
214971,,,191
214971,17,0,79
215008,,,74
215008,,,74
215044,,,177
215044,,,177
215053,,,233
215053,,,233
215053,,,232
215053,,,1
215062,106,248,24606
215062,2,16,11698
215062,1,16,10681
215062,1,0,1017
215062,104,232,12908
215099,380,223,3134
215099,195,108,2398
215099,195,108,2372
215099,0,0,26
215099,185,115,736
215105,0,0,1917
215105,0,0,1721
215105,0,0,1693
215105,0,0,28
215105,0,0,196
215114,103,99,836
215114,3,71,666
215114,3,71,651
215114,0,0,15
215114,100,28,170
215123,22,2804,0
215123,22,2804,0
215132,56,101,2384
215132,0,101,1243
215132,0,101,1239
215132,0,0,4
215132,56,0,1141
215239,1807,2746,13573
215239,1807,2746,13573
215239,1638,2674,12746
215239,169,72,827
215266,4,367,1094
215266,4,367,1094
215266,4,366,1065
215266,0,1,29
215275,0,11,1509
215275,0,11,1509
215275,0,8,1509
215275,0,3,0
215284,1,37,2731
215284,1,37,2731
215284,1,37,2727
215284,0,0,4
215293,156,2105,26403
215293,15,1154,17954
215293,14,1145,17761
215293,1,9,193
215293,141,951,8449
215309,0,16,316
215309,0,16,316
215309,0,14,311
215309,0,2,5
215336,,,38
215336,,,38
215381,,,368
215381,,,368
215381,,,368
215390,165,0,152
215390,165,0,152
215390,165,0,152
215415,195,372,1313
215415,195,372,1313
215415,191,372,1312
215415,4,0,1
215424,,,200
215424,,,200
215442,652,751,2690
215442,353,686,2237
215442,328,686,2193
215442,25,0,44
215442,299,65,453
215530,,,65
215530,,,65
215585,342,596,3179
215585,342,596,3179
215585,284,567,2628
215585,58,29,551
215594,,,322
215594,,,322
215619,,,44
215619,,,44
215628,37,13,47
215628,37,13,47
215637,,,428
215637,,,428
215637,,,428
215646,,,225
215646,,,225
215646,,,225
215655,705,1028,3466
215655,391,918,3075
215655,389,917,3065
215655,2,1,10
215655,314,110,391
215682,,,404
215682,,,404
215682,,,404
215691,90,142,806
215691,22,87,537
215691,19,87,510
215691,3,0,27
215691,68,55,269
215743,376,392,1974
215743,92,331,1697
215743,91,329,1286
215743,1,2,411
215743,284,61,277
215770,2135,1459,4821
215770,222,1139,4016
215770,222,1132,3920
215770,0,7,96
215770,1913,320,805
215798,30,195,1611
215798,0,166,1480
215798,0,139,1470
215798,0,27,10
215798,30,29,131
215813,,,45
215813,,,45
215886,,,44
215886,,,44
215886,,,44
215929,846,81,4453
215929,0,32,3835
215929,0,32,3725
215929,0,0,110
215929,846,49,618
215947,53,476,1875
215947,4,327,1724
215947,1,327,1245
215947,3,0,479
215947,49,149,151
215974,,,126
215974,,,126
215983,,,26
215983,,,26
215992,,,164
215992,,,164
215992,,,164
216010,153,78,6741
216010,0,2,5894
216010,0,2,5835
216010,0,0,59
216010,153,76,847
216038,1126,1353,6375
216038,321,1262,6054
216038,311,1261,5974
216038,10,1,80
216038,805,91,321
216047,,,225
216047,,,80
216047,,,68
216047,,,12
216047,,,145
216074,,,125
216074,,,125
216083,,,492
216083,,,492
216083,,,487
216083,,,5
216162,,,112
216162,,,112
216223,,,27
216223,,,27
216278,0,0,2195
216278,0,0,2195
216278,0,0,2138
216278,0,0,57
216287,,,1543
216287,,,1543
216287,,,1540
216287,,,3
216296,,,1097
216296,,,1097
216296,,,1062
216296,,,35
216311,,,124
216311,,,124
216311,,,124
216339,1103,4920,33273
216339,313,4120,24842
216339,288,4105,24316
216339,25,15,526
216339,790,800,8431
216348,,,23
216348,,,23
216357,,,894
216357,,,894
216357,,,851
216357,,,43
216366,694,114,3079
216366,24,80,727
216366,4,58,630
216366,20,22,97
216366,670,34,2352
216418,0,71,453
216418,0,71,453
216418,0,71,453
216427,,,99
216427,,,99
216427,,,99
216436,,,153
216436,,,153
216436,,,153
216445,,,159
216445,,,159
216445,,,159
216454,,,149
216454,,,149
216454,,,149
216463,131,44,0
216463,131,44,0
216524,,,1556
216524,,,1556
216524,,,1540
216524,,,16
216542,115,199,563
216542,63,196,551
216542,52,184,506
216542,11,12,45
216542,52,3,12
216551,0,0,249
216551,0,0,249
216551,0,0,249
216579,,,114
216579,,,114
216597,1554,794,8494
216597,222,414,6363
216597,214,408,6240
216597,8,6,123
216597,1332,380,2131
216630,,,50
216630,,,50
216649,,,14
216649,,,14
216667,,,1406
216667,,,1396
216667,,,1373
216667,,,23
216667,,,10
216694,96,92,1617
216694,7,22,1371
216694,7,22,1361
216694,0,0,10
216694,89,70,246
216746,,,68
216746,,,68
216764,829,1181,14995
216764,62,907,13428
216764,58,902,13171
216764,4,5,257
216764,767,274,1567
216773,,,109
216773,,,109
216782,,,255
216782,,,255
216782,,,255
216807,0,43,1215
216807,,,1174
216807,,,1158
216807,,,16
216807,0,43,41
216816,0,0,505
216816,0,0,505
216825,816,1391,3347
216825,816,1391,3347
216825,632,1337,2347
216825,184,54,1000
216852,763,801,4838
216852,68,233,3296
216852,68,233,3030
216852,0,0,266
216852,695,568,1542
216931,2308,770,2474
216931,36,659,1866
216931,34,650,1734
216931,2,9,132
216931,2272,111,608
217013,185,123,789
217013,25,97,625
217013,23,76,544
217013,2,21,81
217013,160,26,164
217040,,,45
217040,,,44
217040,,,44
217040,,,1
217059,,,4508
217059,,,4293
217059,,,4154
217059,,,139
217059,,,215
217077,,,1216
217077,,,1216
217077,,,1216
217156,,,9781
217156,,,6926
217156,,,6580
217156,,,346
217156,,,2855
217165,0,0,3698
217165,0,0,3462
217165,0,0,3443
217165,0,0,19
217165,,,236
217235,0,756,8568
217235,0,688,7771
217235,0,684,7432
217235,0,4,339
217235,0,68,797
217305,119,446,2397
217305,105,432,2316
217305,105,432,2316
217305,14,14,81
217323,,,511
217323,,,511
217350,,,22
217350,,,22
217402,27,72,4469
217402,23,70,3941
217402,17,64,3863
217402,6,6,78
217402,4,2,528
217420,10,222,8214
217420,9,221,7168
217420,9,218,6997
217420,0,3,171
217420,1,1,1046
217475,430,1239,13432
217475,430,1239,13432
217475,400,1221,12727
217475,30,18,705
217484,540,2378,14904
217484,286,2280,12246
217484,279,2271,11238
217484,7,9,1008
217484,254,98,2658
217493,,,2477
217493,,,1999
217493,,,1999
217493,,,478
217518,370,278,4545
217518,369,275,4258
217518,307,267,4053
217518,62,8,205
217518,1,3,287
217536,262,313,2171
217536,56,213,1855
217536,56,180,1854
217536,0,33,1
217536,206,100,316
217572,,,126
217572,,,126
217581,,,91
217581,,,91
217606,28,40,277
217606,28,40,259
217606,28,40,258
217606,0,0,1
217606,0,0,18
217615,248,748,1463
217615,248,748,1463
217615,233,738,1403
217615,15,10,60
217624,,,600
217624,,,600
217624,,,600
217633,696,756,1980
217633,446,683,1815
217633,446,683,1620
217633,0,0,195
217633,250,73,165
217688,462,560,2594
217688,230,442,2532
217688,230,442,2518
217688,0,0,14
217688,232,118,62
217712,319,693,1219
217712,319,693,1219
217712,288,648,1012
217712,31,45,207
217721,,,2281
217721,,,2281
217721,,,2281
217749,204,23,2674
217749,108,4,2454
217749,8,3,2376
217749,100,1,78
217749,96,19,220
217776,369,0,1511
217776,178,0,1246
217776,178,0,1162
217776,0,0,84
217776,191,0,265
217794,,,122
217794,,,122
217819,307,1203,9784
217819,43,1190,9142
217819,38,1188,8807
217819,5,2,335
217819,264,13,642
217828,,,53
217828,,,53
217837,258,438,274
217837,258,438,274
217837,191,391,246
217837,67,47,28
217864,167,298,3137
217864,45,74,2654
217864,45,74,2574
217864,0,0,80
217864,122,224,483
217873,44,0,1934
217873,21,0,1884
217873,21,0,1883
217873,0,0,1
217873,23,0,50
217882,896,3752,18758
217882,83,3474,15042
217882,18,3474,14903
217882,65,0,139
217882,813,278,3716
217891,,,200
217891,,,200
217891,,,200
217907,95,314,813
217907,40,314,795
217907,40,314,730
217907,0,0,65
217907,55,0,18
217925,216,201,549
217925,7,122,368
217925,7,122,362
217925,0,0,6
217925,209,79,181
217934,543,183,862
217934,507,170,779
217934,507,170,775
217934,0,0,4
217934,36,13,83
217961,144,163,1013
217961,0,78,792
217961,0,78,786
217961,0,0,6
217961,144,85,221
217989,31,253,348
217989,31,253,348
217989,31,253,212
217989,0,0,136
217998,153,134,535
217998,153,0,461
217998,153,0,457
217998,0,0,4
217998,0,134,74
218025,2822,1983,1198
218025,2822,1983,1198
218025,2129,1813,763
218025,693,170,435
218043,,,106
218043,,,106
218043,,,106
218061,165,463,3246
218061,59,377,3123
218061,45,371,2805
218061,14,6,318
218061,106,86,123
218070,0,0,3003
218070,,,2797
218070,,,2775
218070,,,22
218070,0,0,206
218113,1601,3578,6753
218113,1601,3578,6753
218113,1497,3543,5313
218113,104,35,1440
218140,1116,2135,3767
218140,1116,2135,3767
218140,1062,2086,3152
218140,54,49,615
218159,,,151
218159,,,151
218195,,,133
218195,,,133
218229,81,600,2091
218229,54,597,2083
218229,16,592,2050
218229,38,5,33
218229,27,3,8
218238,1067,584,1364
218238,998,584,1364
218238,987,584,1230
218238,11,0,134
218238,69,0,0
218335,523,227,2236
218335,53,227,26
218335,53,227,26
218335,470,0,2210
218353,882,3413,6454
218353,882,3413,6454
218353,830,3372,5817
218353,52,41,637
218399,,,754
218399,,,754
218399,,,754
218414,0,70,1000
218414,0,70,1000
218414,0,70,993
218414,0,0,7
218441,303,48,2183
218441,178,0,2163
218441,178,0,1979
218441,0,0,184
218441,125,48,20
218487,251,615,1774
218487,251,615,1774
218487,205,580,1257
218487,46,35,517
218520,1507,1509,1891
218520,1507,1509,1891
218520,1318,1413,1350
218520,189,96,541
218539,0,0,1352
218539,0,0,1063
218539,0,0,950
218539,0,0,113
218539,,,289
218645,295,595,2658
218645,175,595,2601
218645,175,592,2355
218645,0,3,246
218645,120,0,57
218654,16,552,1437
218654,16,552,1437
218654,15,552,1420
218654,1,0,17
218663,1648,6746,25705
218663,101,5760,19695
218663,97,5720,19153
218663,4,40,542
218663,1547,986,6010
218672,540,238,1067
218672,540,238,1067
218672,201,212,925
218672,339,26,142
218681,18,344,775
218681,18,344,775
218681,17,344,629
218681,1,0,146
218690,32,111,661
218690,32,111,661
218690,30,108,543
218690,2,3,118
218706,10,0,829
218706,10,0,829
218706,10,0,809
218706,0,0,20
218724,495,3080,6904
218724,153,3008,6586
218724,147,2995,6318
218724,6,13,268
218724,342,72,318
218733,0,721,2184
218733,0,620,1909
218733,0,619,1880
218733,0,1,29
218733,0,101,275
218742,295,1611,3915
218742,109,1596,3873
218742,108,1589,3333
218742,1,7,540
218742,186,15,42
218751,,,384
218751,,,384
218821,0,33,704
218821,0,33,704
218821,0,33,703
218821,0,0,1
218830,400,1294,3021
218830,400,1294,3021
218830,375,1274,2251
218830,25,20,770
218858,454,1598,1527
218858,454,1598,1527
218858,424,1463,1033
218858,30,135,494
218867,,,24
218867,,,24
218885,482,1980,3632
218885,482,1980,3632
218885,347,1840,3052
218885,135,140,580
218894,2769,3583,7209
218894,2769,3583,7209
218894,2395,3365,5634
218894,374,218,1575
218919,,,415
218919,,,415
218919,,,415
218955,3,51,622
218955,3,51,622
218955,3,51,468
218955,0,0,154
218964,60,1724,4325
218964,27,1623,3441
218964,27,1623,3140
218964,0,0,301
218964,33,101,884
218973,,,1683
218973,,,1683
218973,,,1675
218973,,,8
218991,429,1438,2737
218991,429,1438,2737
218991,400,1420,2417
218991,29,18,320
219000,240,0,1697
219000,0,0,1665
219000,0,0,1613
219000,0,0,52
219000,240,0,32
219037,,,85
219037,,,85
219046,971,901,2372
219046,798,852,2162
219046,205,794,1771
219046,593,58,391
219046,173,49,210
219082,1360,522,1308
219082,1090,490,1264
219082,598,447,891
219082,492,43,373
219082,270,32,44
219091,201,157,638
219091,142,99,638
219091,141,99,541
219091,1,0,97
219091,59,58,0
219125,,,77
219125,,,77
219143,0,347,1714
219143,0,347,1714
219143,0,339,1452
219143,0,8,262
219170,,,20
219170,,,20
219189,174,102,977
219189,174,102,977
219189,86,102,899
219189,88,0,78
219198,74,157,933
219198,74,157,777
219198,2,157,415
219198,72,0,362
219198,,,156
219204,1357,93,93
219204,1357,93,93
219204,1351,93,93
219204,6,0,0
219213,265,74,26
219213,265,74,26
219213,265,74,26
219240,25,32,150
219240,25,32,150
219259,2057,512,1018
219259,1595,510,970
219259,191,487,859
219259,1404,23,111
219259,462,2,48
219277,158,0,1143
219277,158,0,1104
219277,158,0,1034
219277,0,0,70
219277,,,39
219295,283,305,233
219295,283,305,233
219295,275,304,230
219295,8,1,3
219338,,,17
219338,,,17
219347,82,193,2534
219347,7,167,2261
219347,2,142,2209
219347,5,25,52
219347,75,26,273
219356,1472,2845,8283
219356,1176,2727,7043
219356,455,2677,6635
219356,721,50,408
219356,296,118,1240
219374,,,568
219374,,,531
219374,,,505
219374,,,26
219374,,,37
219383,95,407,1028
219383,61,329,867
219383,61,318,828
219383,0,11,39
219383,34,78,161
219392,,,23
219392,,,23
219408,,,142
219408,,,142
219408,,,127
219408,,,15
219426,300,433,1341
219426,300,433,1341
219426,214,420,1233
219426,86,13,108
219453,,,104
219453,,,104
219471,2768,1670,5600
219471,1787,1459,4254
219471,763,1424,3966
219471,1024,35,288
219471,981,211,1346
219480,144,220,642
219480,144,220,642
219480,82,214,531
219480,62,6,111
219505,1,54,84
219505,1,54,84
219505,1,54,84
219578,,,342
219578,,,310
219578,,,299
219578,,,11
219578,,,32
219587,,,55
219587,,,55
219596,2,0,413
219596,2,0,413
219596,2,0,413
219602,1783,3133,5428
219602,1291,2975,5247
219602,1252,2963,4901
219602,39,12,346
219602,492,158,181
219639,12,89,976
219639,12,89,976
219639,12,89,956
219639,0,0,20
219709,17,1957,5749
219709,17,1924,4352
219709,15,1892,4325
219709,2,32,27
219709,0,33,1397
219718,3040,2785,150
219718,2083,2694,52
219718,2083,1933,52
219718,0,761,0
219718,957,91,98
219790,547,24,910
219790,422,18,909
219790,260,18,686
219790,162,0,223
219790,125,6,1
219806,540,517,1602
219806,21,487,1304
219806,20,487,1241
219806,1,0,63
219806,519,30,298
219824,1129,2077,5422
219824,1129,2077,5422
219824,764,1841,4334
219824,365,236,1088
219833,21,366,1751
219833,2,236,1446
219833,2,236,1202
219833,0,0,244
219833,19,130,305
219842,275,34,91
219842,98,3,26
219842,98,3,26
219842,177,31,65
219851,,,25
219851,,,25
219879,172,674,2469
219879,172,674,2469
219879,144,650,1648
219879,28,24,821
219888,604,1637,3404
219888,604,1637,3404
219888,459,1553,2430
219888,145,84,974
219903,,,1448
219903,,,1448
219903,,,1448
219921,1,0,325
219921,1,0,325
219921,1,0,278
219921,0,0,47
219949,192,0,1771
219949,75,0,1583
219949,75,0,1294
219949,0,0,289
219949,117,0,188
219976,140,1674,2818
219976,67,1269,1650
219976,67,1269,1644
219976,0,0,6
219976,73,405,1168
219994,,,559
219994,,,559
219994,,,550
219994,,,9
220002,0,221,0
220002,0,221,0
220002,0,221,0
220057,335,567,1914
220057,335,567,1914
220057,245,539,1071
220057,90,28,843
220075,1229,4526,8267
220075,558,4083,6424
220075,537,4057,6115
220075,21,26,309
220075,671,443,1843
220118,,,343
220118,,,343
220118,,,343
220127,26,0,452
220127,26,0,452
220127,26,0,452
220163,,,41
220163,,,41
220181,0,335,426
220181,0,335,388
220181,0,335,388
220181,,,38
220206,34,0,315
220206,34,0,296
220206,34,0,204
220206,0,0,92
220206,,,19
220215,179,259,1468
220215,1,78,1323
220215,1,78,1218
220215,0,0,105
220215,178,181,145
220251,0,0,286
220251,0,0,286
220251,0,0,284
220251,0,0,2
220279,6,0,648
220279,6,0,648
220279,6,0,321
220279,0,0,327
220312,10,170,103
220312,10,170,103
220312,10,170,103
220321,1,0,343
220321,1,0,343
220321,1,0,342
220321,0,0,1
220394,13,0,247
220394,13,0,247
220394,13,0,247
220400,633,1329,2727
220400,633,1329,2727
220400,308,1164,1822
220400,325,165,905
220464,32,0,54
220464,32,0,54
220464,32,0,54
220473,334,141,665
220473,145,136,584
220473,130,135,577
220473,15,1,7
220473,189,5,81
220491,,,201
220491,,,201
220516,883,659,1262
220516,782,537,1024
220516,773,532,954
220516,9,5,70
220516,101,122,238
220552,64,547,1227
220552,27,393,729
220552,25,393,727
220552,2,0,2
220552,37,154,498
220598,0,0,1427
220598,0,0,1427
220598,0,0,1427
220604,,,959
220604,,,959
220604,,,959
220613,648,62,4592
220613,589,20,4212
220613,584,20,3657
220613,5,0,555
220613,59,42,380
220631,58,0,4196
220631,32,0,1627
220631,32,0,1584
220631,0,0,43
220631,26,0,2569
220640,3,0,550
220640,3,0,550
220640,3,0,319
220640,0,0,231
220701,6,173,838
220701,6,173,833
220701,6,172,755
220701,0,1,78
220701,,,5
220710,,,1196
220710,,,1196
220710,,,1177
220710,,,19
220756,0,0,182
220756,0,0,182
220756,0,0,163
220756,0,0,19
220765,,,162
220765,,,162
220792,,,831
220792,,,831
220808,,,378
220808,,,338
220808,,,337
220808,,,1
220808,,,40
220853,,,1003
220853,,,1003
220853,,,1003
220862,2319,5055,13927
220862,1414,4424,11345
220862,1385,4414,10163
220862,29,10,1182
220862,905,631,2582
220871,,,167
220871,,,167
220978,1670,4908,15472
220978,1221,4568,13904
220978,1200,4557,13241
220978,21,11,663
220978,449,340,1568
220996,13,0,216
220996,13,0,216
221050,11,0,672
221050,11,0,672
221050,11,0,659
221050,0,0,13
221096,719,1147,3972
221096,719,1147,3972
221096,572,1091,3103
221096,147,56,869
221102,11,0,421
221102,11,0,421
221102,11,0,421
221148,,,1457
221148,,,1457
221148,,,1457
221157,,,122
221157,,,122
221184,1150,1686,6078
221184,1150,1686,6078
221184,787,1601,4908
221184,363,85,1170
221236,13,0,406
221236,13,0,406
221236,0,0,316
221236,13,0,90
221254,,,170
221254,,,170
221254,,,159
221254,,,11
221281,3,0,305
221281,3,0,305
221281,3,0,259
221281,0,0,46
221333,8,0,684
221333,8,0,684
221333,8,0,264
221333,0,0,420
221351,,,2029
221351,,,1999
221351,,,1980
221351,,,19
221351,,,30
221388,3,0,208
221388,3,0,208
221388,3,0,131
221388,0,0,77
221397,539,2117,3100
221397,539,2117,3100
221397,480,2072,1836
221397,59,45,1264
221430,7,0,313
221430,7,0,313
221430,7,0,258
221430,0,0,55
221485,764,3511,4052
221485,764,3511,4052
221485,653,3450,3553
221485,111,61,499
221494,3,0,549
221494,3,0,549
221494,3,0,549
221519,,,1815
221519,,,1731
221519,,,1714
221519,,,17
221519,,,84
221582,,,338
221582,,,338
221582,,,338
221591,2,0,396
221591,2,0,396
221591,2,0,359
221591,0,0,37
221607,30,6,270
221607,30,6,270
221607,5,6,181
221607,25,0,89
221616,,,410
221616,,,410
221616,,,410
221625,0,0,1112
221625,0,0,1112
221625,0,0,1112
221634,,,271
221634,,,271
221634,,,262
221634,,,9
221643,1083,1356,7805
221643,1083,1356,7805
221643,517,1266,6174
221643,566,90,1631
221661,130,772,2057
221661,50,611,1883
221661,38,608,1804
221661,12,3,79
221661,80,161,174
221670,,,530
221670,,,530
221731,43,245,749
221731,21,245,749
221731,21,244,734
221731,0,1,15
221731,22,0,0
221740,283,4171,7079
221740,3,3834,6333
221740,3,3819,6235
221740,0,15,98
221740,280,337,746
221759,667,7093,20292
221759,65,6671,15403
221759,65,6663,15256
221759,0,8,147
221759,602,422,4889
221768,1052,507,5146
221768,697,466,5116
221768,438,444,4694
221768,259,22,422
221768,355,41,30
221795,15,94,0
221795,15,94,0
221795,15,94,0
221829,,,167
221829,,,167
221838,482,1254,7024
221838,220,1027,5767
221838,185,1025,5668
221838,35,2,99
221838,262,227,1257
221847,703,5425,4365
221847,236,5238,3964
221847,208,5179,3797
221847,28,59,167
221847,467,187,401
221892,817,26,2378
221892,341,10,1741
221892,341,10,1628
221892,0,0,113
221892,476,16,637
221908,350,1236,4538
221908,350,1236,4538
221908,265,1218,3668
221908,85,18,870
221953,136,601,1059
221953,76,546,963
221953,76,546,963
221953,60,55,96
221971,273,762,2431
221971,83,477,1726
221971,83,476,1623
221971,0,1,103
221971,190,285,705
221999,96,193,12298
221999,,,6871
221999,,,6844
221999,,,27
221999,96,193,5427
222026,,,36
222026,,,36
222053,1411,1972,5301
222053,1411,1972,5301
222053,950,1791,4232
222053,461,181,1069
222062,615,1987,3349
222062,615,1987,3349
222062,400,1900,2131
222062,215,87,1218
222099,,,190
222099,,,190
222105,,,300
222105,,,300
222105,,,293
222105,,,7
222178,730,305,3875
222178,1,257,3500
222178,1,256,3462
222178,0,1,38
222178,729,48,375
222567,447,1013,4217
222567,447,1013,4217
222567,416,879,2526
222567,31,134,1691
222576,2453,2265,5477
222576,2453,2265,5477
222576,1198,1993,4600
222576,1255,272,877
222628,835,191,301
222628,180,34,1
222628,168,33,1
222628,12,1,0
222628,655,157,300
222822,659,3149,1253
222822,659,3149,1253
222822,472,1996,1089
222822,187,1153,164
222831,1432,2021,6128
222831,229,1938,5865
222831,224,1926,3442
222831,5,12,2423
222831,1203,83,263
222877,43,78,78
222877,32,78,71
222877,32,78,70
222877,0,0,1
222877,11,0,7
222886,31,2,206
222886,31,2,206
222938,0,200,1164
222938,0,200,1164
222938,0,200,1164
222983,,,1278
222983,,,1262
222983,,,1259
222983,,,3
222983,,,16
222992,4211,6153,31179
222992,4211,6153,31179
222992,3414,5492,22760
222992,797,661,8419
223001,,,157
223001,,,157
223056,,,67
223056,,,67
223083,242,401,0
223083,242,401,0
223083,242,401,0
223117,105,40,29
223117,57,18,8
223117,55,18,7
223117,2,0,1
223117,48,22,21
223223,0,22,1547
223223,0,22,1547
223232,215,0,16744
223232,0,0,14348
223232,0,0,14309
223232,0,0,39
223232,215,0,2396
223320,27,1476,3540
223320,27,1476,3540
223320,4,485,1794
223320,23,991,1746
223427,1692,2885,14519
223427,1692,2885,14519
223427,1510,2794,12546
223427,182,91,1973
223463,,,927
223463,,,927
223463,,,927
223472,,,292
223472,,,292
223472,,,292
223506,474,728,3113
223506,474,728,3113
223506,393,650,2107
223506,81,78,1006
223524,4110,1636,7029
223524,4110,1636,7029
223524,3929,1541,5416
223524,181,95,1613
223773,2826,1122,3176
223773,2826,1122,3176
223773,2741,1050,2618
223773,85,72,558
223816,7323,2452,8342
223816,7323,2452,8342
223816,5514,1592,4975
223816,1809,860,3367
223852,,,10
223852,,,10
223898,330,972,1942
223898,330,972,1942
223898,322,943,1865
223898,8,29,77
223922,612,391,431
223922,612,391,431
223922,612,391,431
224004,840,318,1553
224004,233,290,1256
224004,233,290,1226
224004,0,0,30
224004,607,28,297
224013,,,32
224013,,,32
224110,1628,1988,5994
224110,1628,1988,5994
224110,1592,1966,5894
224110,36,22,100
224147,1037,5352,5813
224147,235,4934,4791
224147,235,4931,4789
224147,0,3,2
224147,802,418,1022
224156,,,306
224156,,,306
224226,774,1342,3040
224226,398,880,1945
224226,395,869,1845
224226,3,11,100
224226,376,462,1095
224244,64,70,118
224244,60,70,118
224244,60,70,118
224244,4,0,0
224271,8,0,87
224271,8,0,87
224271,8,0,87
224305,723,600,1038
224305,723,600,1038
224323,278,739,1340
224323,0,67,1340
224323,0,67,1326
224323,0,0,14
224323,278,672,0
224350,1492,1892,8305
224350,1492,1892,8305
224350,1492,1892,8305
224527,19,92,1350
224527,3,41,1295
224527,3,41,1201
224527,0,0,94
224527,16,51,55
224545,705,798,557
224545,351,750,483
224545,321,747,477
224545,30,3,6
224545,354,48,74
224554,4598,4101,4815
224554,1616,2955,3747
224554,1609,2952,3741
224554,7,3,6
224554,2982,1146,1068
