UNITID,F3A01,F3B04,F3B06,F3B08,F3C03,F3C03A,F3C03B,F3C04,F3C06,F3D01,F3D02,F3D02A,F3D02B,F3D03,F3D03A,F3D03B,F3D03C,F3D04,F3D12,F3E02A1,F3E02A2
434380,,,,,0,0,0,0,0,15000,405661,0,405661,0,0,0,0,0,,0,0
434432,394727,11894,171108,196430,0,0,0,0,0,96009,311235,0,311235,0,0,0,0,0,,0,0
434441,1848436,19833,841695,861528,0,0,0,0,0,1652680,0,0,0,0,0,0,0,0,0,48539,0
434469,,,,,0,0,0,4225,0,1339574,0,0,0,0,0,0,0,0,,0,0
434496,,,,,0,0,0,0,0,349856,0,0,0,0,0,0,0,0,,0,0
434690,,,,,0,0,0,55291,141093,4501208,0,0,0,0,0,0,0,0,,0,0
434715,93509000,1471000,61605000,63076000,0,0,0,9491000,9491000,32630000,0,0,0,0,0,0,0,0,0,0,0
434812,,,,,17612,17612,0,0,0,1762725,0,0,0,0,0,0,0,0,,0,0
434821,10421569,0,-5275636,-4551804,574,0,574,1666,0,10951822,0,0,0,0,0,0,0,0,,0,0
434830,,,,,0,0,0,0,0,1037396,0,0,0,0,0,0,0,0,,0,0
434973,,,,,0,0,0,173519,173519,1569262,0,0,0,0,0,0,0,0,0,0,0
436003,,,,,146722,67806,78916,47532,0,1869816,0,0,0,0,0,0,0,0,,0,0
436030,,,,,0,0,0,0,0,977605,0,0,0,0,0,0,0,0,,0,0
436067,,,,,0,0,0,0,0,156075,0,0,0,0,0,0,0,0,,0,0
436094,56518377,292563,1618133,55088283,30925,30925,0,1552749,2548348,7092231,964674,0,964674,30925,0,30925,0,0,0,0,0
436182,,,,,160101,160101,0,25538,25538,1895689,0,0,0,0,0,0,0,0,,0,0
436191,,,,,538632,535599,3033,25207,25207,3737386,0,0,0,0,0,0,0,0,0,0,0
436429,18199127,-462414,7418542,6956128,0,0,0,923446,0,42622267,0,0,0,0,0,0,0,0,0,0,0
436438,3978810,960413,1204131,2076304,16102,16102,0,758172,1919346,7202951,1145072,0,1145072,16102,0,16102,0,0,0,0,0
436483,,,,,235153,235153,0,6931,6931,4502664,0,0,0,0,0,0,0,0,0,0,0
436553,,,,,0,0,0,140278,0,140278,1193288,0,1193288,0,0,0,0,0,,0,0
436599,616559,422232,0,301207,0,0,0,900,0,1416910,0,0,0,0,0,0,0,0,,0,0
436632,,,,,0,0,0,0,0,1449967,0,0,0,0,0,0,0,0,,0,0
436641,,,,,54364,0,54364,14622,14622,1843403,0,0,0,0,0,0,0,0,,0,0
436650,,,,,33312,10588,22724,0,0,2178985,0,0,0,0,0,0,0,0,,0,0
436775,,,,,0,0,0,0,0,2384121,759453,0,759453,0,0,0,0,0,,0,0
437060,,,,,628507,606487,22020,18239,18239,5147390,0,0,0,0,0,0,0,0,,0,0
437097,6408534,2953172,5898875,5753078,0,0,0,0,0,7185612,0,0,0,0,0,0,0,0,0,151334,88395
437556,,,,,464531,464531,0,148300,139048,6452300,0,0,0,0,0,0,0,0,,0,0
437608,,,,,16179,16179,0,0,0,905515,0,0,0,16179,16179,0,0,0,,13489,0
437635,3069147,-1772943,1185177,1256062,0,0,0,63440,0,2845927,0,0,0,0,0,0,0,0,,0,0
437750,591215,-41108,164367,189520,0,0,0,0,0,2584800,0,0,0,0,0,0,0,0,,0,0
437769,1450672,11371,529655,620709,0,0,0,0,935493,1081556,1545993,1545993,0,0,0,0,0,0,,0,0
437778,,,,,0,0,0,5000,0,2985214,0,0,0,0,0,0,0,0,,0,0
437936,,,,,0,0,0,215418,215418,14006785,0,0,0,0,0,0,0,0,,0,0
438212,383588,-322284,0,-192318,352453,352453,0,0,0,2762466,0,0,0,0,0,0,0,0,,0,0
438221,3703255,-601731,0,566952,323332,323332,0,0,0,3340226,0,0,0,0,0,0,0,0,,0,0
438258,,,,,18972,18972,0,152949,152949,10003512,0,0,0,0,0,0,0,0,,0,0
438267,,,,,158727,158727,0,0,0,2880195,0,0,0,0,0,0,0,0,,0,0
438337,,,,,59371,59371,0,0,0,1253886,0,0,0,0,0,0,0,59371,,0,0
438498,42336630,4088817,15345408,18991859,0,0,0,1044685,0,62917045,0,0,0,0,0,0,0,0,0,0,0
438504,,,,,0,0,0,1050000,1050000,30813000,0,0,0,0,0,0,0,0,,0,0
438586,101750490,116424,109628268,100027768,32770,32770,0,120999,386160,12018925,0,0,0,0,0,0,0,0,0,0,0
438674,,,,,0,0,0,0,0,702360,0,0,0,0,0,0,0,0,,0,0
438735,,,,,0,0,0,0,0,3493021,0,0,0,0,0,0,0,0,,0,0
438984,,,,,12946,12946,0,48239,0,688800,0,0,0,0,0,0,0,0,,0,0
439020,389920,23954,323252,269812,0,0,0,0,0,1240858,0,0,0,0,0,0,0,0,0,0,0
439057,966444,-1040226,2291630,674386,0,0,0,250480,615308,1255493,364828,0,364828,0,0,0,0,0,0,0,0
439118,,,,,14300,14300,0,154655,154655,5936138,0,0,0,0,0,0,0,0,,0,0
439127,,,,,0,0,0,5553,145458,2649674,0,0,0,0,0,0,0,0,,0,0
439297,,,,,55019,55019,0,137395,137395,1037941,0,0,0,0,0,0,0,0,0,0,0
439394,1147558,-85821,504499,417978,428,428,0,0,0,1765847,0,0,0,0,0,0,0,0,0,0,0
439455,1331803,-460932,192126,-570692,0,0,0,0,0,6678450,0,0,0,0,0,0,0,0,,0,0
439473,,,,,51465,51465,0,0,63878,365000,0,0,0,0,0,0,0,0,,0,0
439482,,,,,536,536,0,225,0,2879701,0,0,0,0,0,0,0,0,,0,0
439491,,,,,371,371,0,0,0,3949469,0,0,0,0,0,0,0,0,,0,0
439507,,,,,8500,0,8500,0,0,2986357,0,0,0,0,0,0,0,0,,0,0
439631,,,,,0,0,0,0,0,661283,0,0,0,0,0,0,0,0,,0,0
439668,,,,,0,0,0,0,0,1336173,0,0,0,0,0,0,0,0,,0,0
439738,6648706,843579,4766970,5610549,0,0,0,21907,21907,5794581,0,0,0,0,0,0,0,0,,0,0
439747,,,,,0,0,0,0,0,531898,0,0,0,0,0,0,0,0,,0,0
439774,,,,,8200,8200,0,14582,8500,83121,420743,0,420743,0,0,0,0,0,,8000,0
439792,4970828,464703,1694916,2159619,1657373,1651373,6000,57312,57312,6152282,0,0,0,0,0,0,0,0,,0,0
439844,,,,,0,0,0,0,0,512576,0,0,0,0,0,0,0,0,,0,0
439871,,,,,0,0,0,0,0,1370000,0,0,0,0,0,0,0,0,,0,0
439905,,,,,45604,45604,0,45655,0,6215044,0,0,0,0,0,0,0,0,,0,0
439914,945119,20670,351853,373346,0,0,0,0,0,661802,0,0,0,0,0,0,0,0,0,0,0
439932,,,,,0,0,0,0,0,78872,0,0,0,0,0,0,0,0,,0,0
439969,3155096,-169351,2870850,2901499,0,0,0,0,322846,2071747,0,0,0,0,0,0,0,0,0,0,0
439996,,,,,49866,38690,11176,0,0,562536,0,0,0,0,0,0,0,0,,0,0
440059,,,,,14997,14997,0,1017,0,13018729,0,0,0,0,0,0,0,0,,0,0
440077,,,,,0,0,0,0,0,412072,0,0,0,0,0,0,0,0,,0,0
440101,,,,,200235,200235,0,53001,0,1498903,0,0,0,0,0,0,0,0,,0,0
440174,,,,,28154,28154,0,0,0,776323,0,0,0,0,0,0,0,0,,0,0
440226,,,,,0,0,0,0,0,468798,234158,0,234158,0,0,0,0,0,,0,0
440262,,,,,0,0,0,0,0,4552114,1732473,0,1732473,0,0,0,0,0,,0,0
440323,,,,,-626,-626,0,0,88441,2048802,0,0,0,0,0,0,0,0,,0,0
440332,,,,,0,0,0,0,143392,4377523,0,0,0,0,0,0,0,0,,0,0
440341,9116551,-1739357,6475440,3714166,23607,23607,0,2920523,8188024,10799002,5243894,0,5243894,23607,0,23607,0,0,0,0,0
440420,,,,,0,0,0,106350,106350,922598,0,0,0,0,0,0,0,0,0,0,0
440457,,,,,0,0,0,59813,59813,347462,0,0,0,0,0,0,0,0,0,0,0
440466,,,,,0,0,0,52955,52955,230976,0,0,0,0,0,0,0,0,0,0,0
440749,,,,,0,0,0,0,0,1030840,0,0,0,0,0,0,0,0,0,0,0
440758,,,,,14596,14596,0,8263,8263,2108127,0,0,0,0,0,0,0,0,0,0,0
440767,,,,,168096,168096,0,17515,17515,4380300,0,0,0,0,0,0,0,0,0,0,0
440776,,,,,0,0,0,0,0,276874,0,0,0,0,0,0,0,0,,0,0
440855,,,,,0,0,0,1000,0,1819336,0,0,0,0,0,0,0,0,,0,0
440873,,,,,738768,738768,0,26674,26674,11771565,0,0,0,0,0,0,0,0,,0,0
440882,,,,,279659,274109,5550,18595,18595,3111271,0,0,0,0,0,0,0,0,,0,0
440891,,,,,349343,349343,0,28034,28034,2541146,0,0,0,0,0,0,0,0,,0,0
440925,11644150,-752581,12063092,11310511,139367,139367,0,11866,191595,2928686,0,0,0,0,0,0,0,0,0,0,0
440952,,,,,0,0,0,0,0,3248367,904282,0,904282,0,0,0,0,0,,0,0
440989,,,,,310385,310385,0,0,47430,4805369,0,0,0,0,0,0,0,0,,0,0
441025,1630381,-828127,1544851,1244658,0,0,0,0,0,6615242,0,0,0,0,0,0,0,0,,0,0
441201,103654,-776336,-5835695,-6612033,0,0,0,0,0,437135,0,0,0,0,0,0,0,0,,0,0
441229,5733516,87267,3770617,3857879,0,0,0,0,0,18903851,0,0,0,0,0,0,0,0,,0,0
441256,,,,,0,0,0,0,0,1185392,0,0,0,0,0,0,0,0,,0,0
441308,21448000,156000,19647000,16985000,10000,10000,0,3146000,3052000,22456000,0,0,0,0,0,0,0,0,0,0,0
441362,,,,,23735,23735,0,0,0,4789701,0,0,0,0,0,0,0,0,,0,0
441380,,,,,0,0,0,0,0,2651549,0,0,0,0,0,0,0,0,,0,0
441405,,,,,520,0,520,0,0,1167018,0,0,0,0,0,0,0,0,,0,0
441423,1680607,130509,616362,455371,0,0,0,35450,0,3439702,0,0,0,0,0,0,0,0,,0,0
441496,,,,,49284,49284,0,6250,0,2535669,0,0,0,0,0,0,0,0,,0,0
441502,,,,,0,0,0,0,0,4969100,0,0,0,0,0,0,0,0,,0,0
441548,,,,,29839,0,29839,0,0,1768875,0,0,0,0,0,0,0,0,,0,0
441618,,,,,6900,6900,0,0,0,165122,0,0,0,0,0,0,0,0,,0,0
441636,961613,254961,542264,577225,0,0,0,0,1010417,5197939,0,0,0,0,0,0,0,0,,0,0
441645,,,,,0,0,0,54264,0,3874287,0,0,0,0,0,0,0,0,,0,0
441663,,,,,0,0,0,87826,0,4399693,0,0,0,0,0,0,0,0,,0,0
441706,,,,,10037,10037,0,0,0,528814,0,0,0,0,0,0,0,0,,0,0
441742,15469000,1204000,870000,1204000,129000,0,129000,123000,123000,8752000,3249000,0,3249000,129000,0,129000,0,0,,0,0
441779,,,,,0,0,0,12165,0,608803,0,0,0,0,0,0,0,0,,0,0
441788,,,,,27299,27299,0,5552,0,9633481,0,0,0,0,0,0,0,0,,0,0
441830,,,,,14095,14095,0,0,0,573863,0,0,0,0,0,0,0,0,,0,0
441858,926218,-256474,785204,619809,0,0,0,0,0,2290498,0,0,0,0,0,0,0,0,,0,0
441876,,,,,0,0,0,0,0,2662138,0,0,0,0,0,0,0,0,,0,0
441919,,,,,0,0,0,73901,518095,6222946,0,0,0,0,0,0,0,0,,0,0
441928,,,,,17608,3100,14508,81157,1430397,9731402,0,0,0,0,0,0,0,0,,0,0
441973,8384029,698346,3075094,3371089,0,0,0,4093504,9315303,13095298,5221799,0,5221799,0,0,0,0,0,0,0,0
442037,,,,,61934,61934,0,0,0,3095541,1121294,0,1121294,61934,0,61934,0,0,,0,0
442046,,,,,101621,101621,0,0,0,5001429,1828658,0,1828658,101621,0,101621,0,0,,0,0
442073,,,,,0,0,0,0,0,6193876,2210467,0,2210467,0,0,0,0,0,,0,0
442134,3308840,355496,1469662,1016421,0,0,0,0,0,4878171,1123112,0,1123112,0,0,0,0,0,,0,0
442161,,,,,0,0,0,417327,417327,3072808,0,0,0,0,0,0,0,0,0,0,0
442204,,,,,0,0,0,0,0,551248,0,0,0,0,0,0,0,0,,0,0
442213,,,,,6625,6625,0,0,0,690377,0,0,0,6625,0,0,0,0,,0,0
442222,2480237,-1803852,3084930,926351,0,0,0,413264,1554938,3539325,1141674,0,1141674,0,0,0,0,0,0,0,0
442240,,,,,0,0,0,0,0,3580493,0,0,0,0,0,0,0,0,,0,0
442329,,,,,76159,10713,65446,611122,611122,17797410,0,0,0,0,0,0,0,0,,0,0
442408,,,,,272390,272390,0,31545,31545,3520564,0,0,0,0,0,0,0,0,,0,0
442435,,,,,0,0,0,0,0,676705,0,0,0,0,0,0,0,0,,0,0
442569,40734675,1902748,18418468,20414396,0,0,0,7554046,4122910,48452294,0,0,0,0,0,0,0,0,0,0,0
442602,,,,,518872,518872,0,20679,20679,6202708,0,0,0,0,0,0,0,0,,0,0
442611,,,,,0,0,0,1086000,1086000,25724000,0,0,0,0,0,0,0,0,,0,0
442657,,,,,0,0,0,2000,0,2423810,0,0,0,0,0,0,0,0,,0,0
442718,,,,,12658,12658,0,24902,24902,3911096,0,0,0,0,0,0,0,0,0,0,0
442745,287162,-2010776,-1948,-2012724,0,0,0,613,613,425205,0,0,0,0,0,0,0,0,,0,0
442842,11886596,-487561,5701726,5214166,0,0,0,0,0,2017934,0,0,0,0,0,0,0,0,0,0,0
442879,6316480,1017798,1736837,1879043,0,0,0,0,0,7971458,0,0,0,0,0,0,0,0,,0,0
442930,13225067,244924,3340354,3508079,11988,11988,0,901882,0,9155805,0,0,0,0,0,0,0,0,0,0,0
442967,768703,-313201,-263996,-431923,0,0,0,1000,0,1436658,0,0,0,0,0,0,0,0,,0,0
442985,,,,,0,0,0,0,0,2149468,0,0,0,0,0,0,0,0,,0,0
443021,,,,,0,0,0,0,0,1858894,0,0,0,0,0,0,0,0,,0,0
443137,,,,,0,0,0,0,0,1627128,0,0,0,0,0,0,0,0,,0,0
443146,,,,,0,0,0,0,0,431505,354654,0,354654,83850,0,83850,0,0,,0,0
443173,,,,,0,0,0,535,0,229157,0,0,0,0,0,0,0,0,,0,0
443216,,,,,15520,15520,0,0,0,1975745,0,0,0,0,0,0,0,0,,0,0
443225,,,,,0,0,0,0,0,584830,0,0,0,0,0,0,0,0,,0,0
443234,,,,,6368,6368,0,24000,0,2265611,0,0,0,0,0,0,0,0,,40414,19571
443252,,,,,17346,17346,0,0,0,1420593,5717593,0,5717593,0,0,0,0,0,,0,0
443261,,,,,0,0,0,0,71302,2067437,0,0,0,0,0,0,0,0,,0,0
443270,,,,,12028,12028,0,0,370904,2841058,0,0,0,0,0,0,0,0,,0,0
443289,,,,,0,0,0,0,0,1581654,0,0,0,0,0,0,0,0,,900,0
443298,,,,,0,0,0,0,0,457082,0,0,0,0,0,0,0,0,,0,0
443331,118284389,44029106,18334101,22746723,3221842,3221842,0,1167499,0,169499910,0,0,0,0,0,0,0,0,0,0,0
443359,,,,,0,0,0,0,0,1298123,0,0,0,0,0,0,0,0,,0,0
443377,,,,,559805,464483,95322,0,0,2377937,0,0,0,0,0,0,0,0,,0,0
443395,287408,-1235381,0,-4148881,184152,184152,0,0,0,2095715,0,0,0,0,0,0,0,0,,0,0
443410,15324739,618100,4913671,5531771,604335,422817,181518,2006670,0,25875944,0,0,0,0,0,0,0,0,0,72000,0
443544,,,,,0,0,0,69144,69144,350575,0,0,0,0,0,0,0,0,0,0,0
443599,2370689,877199,1035386,997076,22101,22101,0,0,0,5842256,0,0,0,0,0,0,0,0,0,3137,0
443623,17456137,1998078,12954687,14954551,14857,14857,0,32873,108258,17237938,0,0,0,0,0,0,0,0,,0,0
443632,,,,,0,0,0,58992,0,2644482,0,0,0,0,0,0,0,0,,0,0
443641,,,,,0,0,0,0,0,1798829,0,0,0,0,0,0,0,0,,0,0
443650,2871602,-1992849,2671339,2420922,63166,63166,0,0,0,5091056,0,0,0,0,0,0,0,0,,0,0
443669,,,,,0,0,0,4200,0,3560309,0,0,0,0,0,0,0,0,,0,0
443678,,,,,14930,14930,0,30625,0,774436,0,0,0,0,0,0,0,0,,0,0
443696,,,,,0,0,0,0,0,91289,0,0,0,0,0,0,0,0,,0,0
443766,8136313,5049218,1216307,1334633,0,0,0,4144512,4144512,20402199,0,0,0,0,0,0,0,0,0,0,0
443784,37294428,4398741,64596869,29560123,0,0,0,4917229,4917229,22415133,0,0,0,0,0,0,0,0,0,0,0
443827,,,,,0,0,0,0,237741,4336040,0,0,0,0,0,0,0,0,,0,0
443836,,,,,4270,4270,0,6204,224539,6835632,0,0,0,0,0,0,0,0,,0,0
443951,,,,,7982,7982,0,0,0,425248,0,0,0,31985,0,31985,0,0,,0,0
444130,89700686,4490053,21816056,26352498,0,0,0,0,0,100795741,0,0,0,0,0,0,0,0,0,0,0
444194,,,,,0,0,0,108996,108996,1829546,0,0,0,0,0,0,0,0,,0,0
444228,,,,,0,0,0,0,0,167187,0,0,0,0,0,0,0,0,,0,0
444255,,,,,368565,362340,6225,162939,0,2605362,0,0,0,0,0,0,0,0,0,0,0
444264,,,,,10121,10121,0,0,0,1026499,0,0,0,0,0,0,0,0,,0,0
444282,,,,,53371,53371,0,13950,0,1016058,0,0,0,0,0,0,0,0,,0,0
444291,,,,,25765,25765,0,2625,0,1025621,0,0,0,0,0,0,0,0,,0,0
444307,,,,,15969,15969,0,21872,0,915290,0,0,0,0,0,0,0,0,,0,0
444316,,,,,90883,90883,0,4000,0,551081,387270,0,387270,90883,0,90883,0,0,,0,0
444325,,,,,0,0,0,0,0,975680,0,0,0,0,0,0,0,0,,0,0
444334,808655,-48741,349691,333250,0,0,0,0,0,205820,0,0,0,0,0,0,0,0,,0,0
444343,966258,70038,543136,97037,67727,67727,0,0,0,1688755,0,0,0,0,0,0,0,0,,0,0
444361,2185223,334965,896675,1558124,0,0,0,0,0,1239368,0,0,0,0,0,0,0,0,,0,0
444370,,,,,1912,1912,0,0,0,1361184,0,0,0,0,0,0,0,0,,0,0
444404,,,,,0,0,0,5850,0,254245,0,0,0,0,0,0,0,0,,0,0
444440,,,,,3896,3896,0,1200,0,804133,0,0,0,0,0,0,0,0,,0,0
444468,,,,,0,0,0,0,0,168784,0,0,0,0,0,0,0,0,,0,0
444486,,,,,0,0,0,0,0,4869231,0,0,0,0,0,0,0,0,,0,0
444529,,,,,0,0,0,0,0,1267051,0,0,0,0,0,0,0,0,,0,0
444547,,,,,6924,6924,0,0,0,196913,0,0,0,0,0,0,0,0,,0,0
444556,28121498,-376273,-3082325,-1222809,0,0,0,1277548,1277548,4804244,0,0,0,0,0,0,0,0,,0,0
444565,2825265,691171,1860566,1860566,0,0,0,0,0,6846392,0,0,0,0,0,0,0,0,,0,0
444583,,,,,33907,33907,0,3686,0,7135731,0,0,0,0,0,0,0,0,,0,0
444608,,,,,0,0,0,1000,0,473690,0,0,0,0,0,0,0,0,,0,0
444635,,,,,0,0,0,0,0,851666,0,0,0,0,0,0,0,0,,45848,0
444644,,,,,0,0,0,0,0,654346,159121,0,159121,0,0,0,0,0,,0,0
444653,,,,,0,0,0,13992,13992,862881,0,0,0,0,0,0,0,0,,0,0
444662,,,,,0,0,0,0,0,480473,0,0,0,0,0,0,0,0,,0,0
444671,,,,,0,0,0,0,0,160532,1297163,0,1297163,0,0,0,0,0,,0,0
444680,,,,,0,0,0,0,442341,433455,0,0,0,0,0,0,0,0,,0,0
444699,425921,59522,343231,402753,0,0,0,0,0,658846,0,0,0,0,0,0,0,0,0,0,0
444705,,,,,0,0,0,0,0,159987,0,0,0,0,0,0,0,0,,0,0
444714,1605683,543140,-23126062,896882,0,0,0,0,0,1628897,0,0,0,0,0,0,0,0,,0,0
444732,,,,,7856,7856,0,0,0,810853,0,0,0,0,0,0,0,0,,0,0
444769,,,,,0,0,0,0,0,2950670,0,0,0,0,0,0,0,0,,0,0
444787,2275848,-250004,1302003,1649926,0,0,0,0,0,4948172,0,0,0,0,0,0,0,0,0,0,0
444796,,,,,0,0,0,0,0,2266850,0,0,0,0,0,0,0,0,,0,0
444811,,,,,0,0,0,0,0,3359458,0,0,0,0,0,0,0,0,,0,0
444857,,,,,0,0,0,0,0,400668,0,0,0,0,0,0,0,0,,0,0
444866,,,,,0,0,0,0,123775,2736725,0,0,0,0,0,0,0,0,,0,0
444893,,,,,0,0,0,286124,376258,3485651,0,0,0,0,0,0,0,0,,0,0
444909,,,,,0,0,0,0,0,94743,0,0,0,0,0,0,0,0,,0,0
444927,3719858,-1387580,3751700,2365676,0,0,0,1287747,3747437,3807418,2459690,0,2459690,0,0,0,0,0,0,0,0
444936,,,,,0,0,0,0,0,331023,0,0,0,0,0,0,0,0,,0,0
444945,,,,,0,0,0,0,0,3751845,0,0,0,0,0,0,0,0,,0,0
444972,1528236,-1617089,986457,22878,9527,9527,0,5050,0,2312826,0,0,0,0,0,0,0,0,,0,0
445027,22438656,5139587,15804505,11554967,1240104,1240104,0,1951919,3127614,180260386,0,0,0,0,0,0,0,0,0,0,0
445090,,,,,0,0,0,54962,990581,9443898,0,0,0,0,0,0,0,0,,0,0
445115,656212,-171878,-274666,-444822,35449,35449,0,31550,92681,8500070,0,0,0,0,0,0,0,0,,0,0
445133,2205047,559219,-8736766,-8177546,0,0,0,52707,208267,8783600,0,0,0,0,0,0,0,0,0,0,0
445212,,,,,0,0,0,0,0,3007628,0,0,0,0,0,0,0,0,,0,0
445230,6220806,1511444,4533334,3550138,0,0,0,4140,0,8704927,2676059,0,2676059,0,0,0,0,4140,,0,0
445258,946851,-1044299,-176127,48594,0,0,0,0,0,3151576,0,0,0,0,0,0,0,0,0,0,0
445300,,,,,0,0,0,225568,225568,1683792,0,0,0,0,0,0,0,0,0,0,0
445319,,,,,30298,30298,0,32976,32976,147724,0,0,0,0,0,0,0,0,0,0,0
445328,,,,,10937,10937,0,0,193698,3332845,0,0,0,0,0,0,0,0,,0,0
445346,,,,,0,0,0,0,117151,3816249,0,0,0,0,0,0,0,0,,0,0
445364,,,,,140165,107597,32568,25000,0,7121954,0,0,0,0,0,0,0,0,,0,0
445391,,,,,0,0,0,45072,45072,580819,0,0,0,0,0,0,0,0,0,0,0
445498,,,,,1873,0,1873,0,0,219847,0,0,0,0,0,0,0,0,,0,0
445559,,,,,902260,902260,0,76394,76394,6342655,0,0,0,0,0,0,0,0,,0,0
445577,,,,,0,0,0,0,0,2320683,0,0,0,0,0,0,0,0,,0,0
445692,14645193,814783,13043572,11449061,0,0,0,1828027,1828027,9167913,0,0,0,0,0,0,0,0,0,0,0
445726,,,,,414859,414859,0,45874,45874,3684275,0,0,0,0,0,0,0,0,,0,0
445744,2580941,-1411992,737535,-674458,25236,25236,0,117929,117929,5522841,0,0,0,0,0,0,0,0,,0,0
445762,,,,,0,0,0,753,0,3072566,0,0,0,0,0,0,0,0,,0,0
445780,,,,,0,0,0,0,193464,163314,0,0,0,0,0,0,0,0,,0,0
445799,,,,,680000,680000,0,543000,543000,29259000,0,0,0,0,0,0,0,0,,0,0
445841,,,,,3000,3000,0,35200,35200,1232288,0,0,0,0,0,0,0,0,,0,0
445850,,,,,0,0,0,22100,22100,1426328,0,0,0,0,0,0,0,0,,0,0
445948,2471459,88513,618091,623104,0,0,0,0,0,3344708,0,0,0,0,0,0,0,0,,0,0
445957,,,,,0,0,0,2648,2648,2715846,0,0,0,0,0,0,0,0,,0,0
445984,,,,,16683,0,16683,0,0,16683,327782,0,327782,0,0,0,0,0,,0,0
446002,336603,21862,169872,169872,0,0,0,0,0,846899,0,0,0,0,0,0,0,0,0,8450,8450
446039,304816,-84623,125101,-68522,0,0,0,0,0,440195,0,0,0,0,0,0,0,0,0,0,0
446075,,,,,0,0,0,1000,0,70841,61514,0,61514,0,0,0,0,0,,0,0
446084,,,,,173339,0,173339,0,0,1431916,0,0,0,0,0,0,0,0,,0,0
446093,1301973,77145,410819,466964,145758,145758,0,0,0,1794264,998553,0,998553,145758,0,145758,0,0,,0,0
446109,12416372,-472352,7866763,8724977,3065,3065,0,7070,2833,9281825,0,0,0,0,0,0,0,0,,0,0
446118,,,,,0,0,0,0,0,6900911,0,0,0,0,0,0,0,0,,0,0
446127,,,,,95563,95563,0,0,0,4203197,0,0,0,0,0,0,0,0,,0,0
446136,11633616,-129994,9065022,8935028,157341,157341,0,0,0,6388556,0,0,0,0,0,0,0,0,,0,0
446190,,,,,0,0,0,0,0,193916,0,0,0,0,0,0,0,0,,0,0
446224,520930,-90110,0,311292,0,0,0,0,0,1365837,0,0,0,0,0,0,0,0,0,0,0
446251,,,,,0,0,0,0,0,462453,0,0,0,0,0,0,0,0,,0,0
446260,,,,,0,0,0,0,0,1433984,0,0,0,0,0,0,0,0,,0,0
446288,,,,,0,0,0,0,0,993535,0,0,0,0,0,0,0,0,,0,0
446303,,,,,0,0,0,0,0,2630578,0,0,0,0,0,0,0,0,,0,0
446385,3201208,-1090416,330802,-759614,0,0,0,978507,0,3718092,0,0,0,0,0,0,0,0,0,0,0
446446,,,,,109253,109253,0,2000,0,1614961,0,0,0,0,0,0,0,0,,0,0
446516,,,,,4716,4716,0,0,0,211308,0,0,0,4716,0,4716,0,0,,0,0
446525,9368060,707093,2153939,2861031,0,0,0,28237,0,2634823,0,0,0,0,0,0,0,0,,0,0
446534,,,,,9500,0,9500,0,191500,171470,0,0,0,0,0,0,0,0,,0,0
446552,63558710,1988727,35523629,37512356,480661,129824,350837,0,1301867,22205640,0,0,0,0,0,0,0,0,,0,0
446561,6287425,1235057,2268610,1550006,660656,529180,131476,0,0,20844357,0,0,0,0,0,0,0,0,0,0,0
446589,837107,163217,621687,785735,0,0,0,0,0,1740760,0,0,0,0,0,0,0,0,,0,0
446598,667181,105519,709778,389880,0,0,0,0,0,456287,0,0,0,0,0,0,0,0,,0,0
446668,3328039,174800,2746142,1728455,71227,71227,0,1430631,2688326,3910204,1186468,0,1186468,71227,0,71227,0,0,0,0,0
446729,,,,,0,0,0,5577,5577,24387,0,0,0,0,0,0,0,0,0,0,0
446792,824965,-1279242,-11520587,-12799828,0,0,0,51309,289453,3549057,0,0,0,0,0,0,0,0,0,0,0
446808,550019,-732039,-5792831,-6524870,5600,5600,0,70106,264647,4893609,0,0,0,0,0,0,0,0,0,0,0
446835,2917493,-326823,1074869,748047,32359,32359,0,29116,55797,13528213,0,0,0,0,0,0,0,0,,0,0
446844,2090354,-1783802,-5244287,-7026784,224169,224169,0,3230,89207,5928836,0,0,0,0,0,0,0,0,,0,0
446880,562282,-1005159,214317,370503,0,0,0,0,0,3334032,0,0,0,0,0,0,0,0,,0,0
447014,1614178,41739,961687,1048426,21099,2688,18411,7717,73740,3068104,0,0,0,0,0,0,0,0,,0,0
447023,,,,,140800,17000,123800,0,133256,7720330,0,0,0,0,0,0,0,0,,0,0
447050,9011444,-6367794,7084003,6266209,0,0,0,0,0,5045643,0,0,0,0,0,0,0,0,0,0,0
447102,,,,,32009,32009,0,0,131380,4273535,0,0,0,0,0,0,0,0,,0,0
447120,,,,,7250,7250,0,0,144160,4349058,0,0,0,0,0,0,0,0,,0,0
447148,,,,,41476,41476,0,29313,0,1693912,0,0,0,0,0,0,0,0,,0,0
447166,,,,,37292,37292,0,10600,0,586748,0,0,0,0,0,0,0,0,,0,0
447175,,,,,55251,55251,0,12675,0,955589,0,0,0,0,0,0,0,0,,0,0
447272,2930480,434115,1765837,809212,2665,2665,0,958201,2595706,4599380,1634840,0,1634840,2665,0,2665,0,0,0,0,0
447290,8671620,-3020167,3233364,6532221,226200,226200,0,169950,3102297,4071588,2706147,0,2706147,226200,0,226200,0,0,0,0,0
447360,5345360,-2780208,-4459244,-7239452,9000,0,9000,13989,13989,748836,0,0,0,0,0,0,0,0,,0,0
447379,733128,-850275,191082,-437050,0,0,0,0,0,2909832,0,0,0,0,0,0,0,0,,0,0
447403,,,,,4000,4000,0,698000,698000,13784000,0,0,0,0,0,0,0,0,,0,0
