UNITID,F3A01,F3B04,F3B06,F3B08,F3C03,F3C03A,F3C03B,F3C04,F3C06,F3D01,F3D02,F3D02A,F3D02B,F3D03,F3D03A,F3D03B,F3D03C,F3D04,F3D12,F3E02A1,F3E02A2
208512,2268227,406952,1824898,1571289,0,0,0,22298,0,4610284,0,0,0,0,0,0,0,0,,0,0
208637,,,,,0,0,0,0,0,2077567,0,0,0,0,0,0,0,0,,0,0
208655,,,,,0,0,0,0,0,1100301,0,0,0,0,0,0,0,0,,0,0
208859,,,,,0,0,0,0,0,384432,0,0,0,0,0,0,0,0,,0,0
209153,,,,,0,0,0,0,0,446437,0,0,0,0,0,0,0,0,,0,0
209205,,,,,0,0,0,0,95866,6333144,0,0,0,0,0,0,0,0,,0,0
209667,,,,,0,0,0,0,0,564247,0,0,0,0,0,0,0,0,,0,0
209676,,,,,0,0,0,0,0,1103692,0,0,0,0,0,0,0,0,,0,0
209694,,,,,0,0,0,0,0,396833,0,0,0,0,0,0,0,0,,0,0
209700,,,,,0,0,0,0,0,1773086,0,0,0,0,0,0,0,0,,0,0
209719,,,,,0,0,0,0,0,226979,0,0,0,0,0,0,0,0,,0,0
209986,,,,,0,0,0,3000,93108,158625,0,0,0,0,0,0,0,0,,0,0
210076,5679905,658737,2979661,3638398,0,0,0,132384,132384,18070263,0,0,0,0,0,0,0,0,0,0,0
210100,,,,,315,315,0,0,0,526218,0,0,0,0,0,0,0,0,,0,0
210340,,,,,0,0,0,0,0,428581,0,0,0,0,0,0,0,0,,0,0
210474,,,,,0,0,0,0,0,1350894,0,0,0,0,0,0,0,0,,0,0
210483,3160461,-71588,2003746,2233758,439235,439235,0,133116,0,4762428,0,0,0,0,0,0,0,0,,0,0
210599,,,,,123124,55060,68064,21263,21263,5506296,0,0,0,0,0,0,0,0,,0,0
210711,,,,,0,0,0,1000,0,918782,335874,0,335874,0,0,0,0,0,,0,0
210748,,,,,0,0,0,0,0,456499,0,0,0,0,0,0,0,0,,0,0
210784,,,,,0,0,0,0,0,2982597,963143,0,963143,0,0,0,0,0,,0,0
210890,275280,419013,116660,117507,284465,284465,0,56505,0,3442652,0,0,0,0,0,0,0,0,,0,0
210906,4891085,2111950,1798370,3872692,520979,520979,0,1119227,2317580,2878216,677374,0,677374,520979,0,520979,0,0,0,0,0
210942,7382298,-5851543,14230049,1966851,840637,840637,0,4531583,11512354,17255352,6140134,0,6140134,840637,0,840637,0,0,0,0,0
210951,6019762,-314687,3514764,2889191,17831,17831,0,0,0,1251022,0,0,0,0,0,0,0,0,,0,0
210960,26076046,-3244169,14913105,14335652,1166386,1166386,0,4372221,10164490,10079563,4625883,0,4625883,1166386,0,1166386,0,0,0,0,0
211006,,,,,878721,878721,0,198311,198311,5938691,0,0,0,0,0,0,0,0,,0,0
211200,1233382,858254,426475,332698,1167133,1011356,155777,83258,0,5995627,0,0,0,0,0,0,0,0,,0,0
211316,,,,,0,0,0,0,0,543414,0,0,0,0,0,0,0,0,,0,0
211334,,,,,0,0,0,0,0,421221,0,0,0,0,0,0,0,0,,0,0
211477,22777688,865004,15975674,17173528,2329398,2329398,0,0,622454,19612516,0,0,0,0,0,0,0,0,0,0,0
211617,,,,,141548,141548,0,48578,344956,9460720,0,0,0,0,0,0,0,0,,0,0
211802,,,,,241675,241675,0,0,79548,2610020,0,0,0,0,0,0,0,0,,26469,20381
211820,869481,20472,222992,243464,400660,400660,0,0,0,1349096,0,0,0,0,0,0,0,0,,0,0
211909,990205,279114,861174,798880,84645,84645,0,0,0,1305557,0,0,0,0,0,0,0,0,,0,0
212045,2992493,138017,2494093,2352176,352934,240266,112668,127792,0,4620118,0,0,0,0,0,0,0,0,,0,0
212230,,,,,16007,16007,0,20725,0,454781,0,0,0,0,0,0,0,0,,0,0
212267,,,,,3250,3250,0,35975,0,1093583,0,0,0,0,0,0,0,0,,0,0
212276,,,,,9850,9850,0,18375,0,950415,0,0,0,0,0,0,0,0,,0,0
212294,,,,,9380,9380,0,25650,0,396367,0,0,0,0,0,0,0,0,,0,0
212300,,,,,28981,28981,0,28624,0,490295,0,0,0,0,0,0,0,0,,0,0
212328,,,,,31058,31058,0,35525,0,1146823,0,0,0,0,0,0,0,0,,0,0
212337,,,,,32978,32978,0,20525,0,1422218,0,0,0,0,0,0,0,0,,0,0
212355,,,,,48102,48102,0,51250,0,1689607,0,0,0,0,0,0,0,0,,0,0
212373,,,,,9300,9300,0,26011,0,550431,0,0,0,0,0,0,0,0,,0,0
212382,,,,,66508,66508,0,42931,0,1167333,0,0,0,0,0,0,0,0,,0,0
212391,,,,,42283,42283,0,35818,0,1117464,0,0,0,0,0,0,0,0,,0,0
212434,2875072,832182,1417288,1549470,1211007,1211007,0,64686,0,2272666,1040624,0,1040624,1211007,0,1211007,0,0,,0,0
212753,,,,,32022,32022,0,41399,0,1289832,0,0,0,0,0,0,0,0,,0,0
212993,416398,120320,160542,280862,112911,112911,0,124163,0,1373899,0,0,0,0,0,0,0,0,0,0,0
213002,,,,,342393,302352,40041,0,212903,7178489,0,0,0,0,0,0,0,0,,0,0
213181,1910654,280099,1101110,1084183,106580,106580,0,56515,0,4291160,1525388,0,1525388,106580,0,106580,0,0,,0,0
213215,,,,,0,0,0,0,0,2196870,0,0,0,0,0,0,0,0,,0,0
213330,,,,,0,0,0,0,0,154261,0,0,0,0,0,0,0,0,,0,0
213455,,,,,19050,19050,0,0,0,1245284,0,0,0,0,0,0,0,0,,0,0
213473,758517,11592,507575,512782,293864,293864,0,0,0,2278089,0,0,0,0,0,0,0,0,,0,0
213491,,,,,0,0,0,0,0,370785,0,0,0,0,0,0,0,0,,0,0
213534,14948516,618061,10219606,11277504,1664580,1664580,0,0,0,12931147,0,0,0,0,0,0,0,0,,0,0
213552,,,,,0,0,0,0,0,533640,0,0,0,0,0,0,0,0,,0,0
213570,,,,,116175,116175,0,0,0,6446642,1629872,0,1629872,116175,0,116175,0,0,,0,0
213589,,,,,25793,25793,0,0,0,4418618,1216418,0,1216418,25793,0,25793,0,0,,0,0
213871,2176841,0,-11361774,-17632414,289374,289374,0,0,0,2886364,0,0,0,0,0,0,0,0,,0,0
213914,832778,2143636,271713,202252,655904,655904,0,65750,0,5876656,0,0,0,0,0,0,0,0,,0,0
213932,,,,,102023,102023,0,0,0,2258771,0,0,0,102023,0,102023,0,0,,0,0
214254,,,,,93215,93215,0,0,114681,8951866,0,0,0,0,0,0,0,0,,0,0
214290,9707182,753963,5305035,5480725,233239,233239,0,0,2597121,5804558,2363882,0,2363882,233239,0,233239,0,0,,0,0
214892,3168526,157139,1138737,1523475,688930,298293,390637,17503,743014,3395071,0,0,0,0,0,0,0,0,,0,0
214944,4197723,-612979,1949459,1942899,442380,442380,0,8430,317986,6403563,0,0,0,0,0,0,0,0,,0,0
215008,,,,,52977,52977,0,0,0,755067,177351,0,177351,126663,0,126663,0,0,,0,0
215044,,,,,0,0,0,0,0,2110444,0,0,0,0,0,0,0,0,,0,0
215336,,,,,14519,0,14519,0,0,478820,0,0,0,0,0,0,0,0,,0,0
215415,46596257,1058987,14318087,15741036,3744913,3744913,0,4111650,0,30422160,0,0,0,147469,0,147469,0,0,,0,0
215530,,,,,0,0,0,0,0,358687,0,0,0,0,0,0,0,0,,0,0
215637,4282679,0,1487887,1501272,0,0,0,317665,0,9468735,0,0,0,0,0,0,0,0,0,0,0
215646,,,,,16551,16551,0,33454,218224,4093370,0,0,0,0,0,0,0,0,,0,0
215983,,,,,13025,13025,0,0,0,345169,0,0,0,0,0,0,0,0,,0,0
215992,2055484,119615,1706228,1793814,366174,366174,0,0,0,2765985,0,0,0,0,0,0,0,0,,0,0
216074,,,,,0,0,0,0,0,1561632,0,0,0,0,0,0,0,0,,0,0
216083,5515783,411669,3552932,3409109,974403,974403,0,66069,0,9498387,0,0,0,0,0,0,0,50638,,0,0
216223,,,,,0,0,0,0,0,989969,0,0,0,0,0,0,0,0,,0,0
216418,16403215,-3544619,17919352,14374733,848115,733940,114175,2665,2665,7178086,0,0,0,0,0,0,0,0,,0,0
216427,,,,,204114,192722,11392,0,0,942818,0,0,0,0,0,0,0,0,,0,0
216436,15896055,-2747648,17572988,14310318,662260,617777,44483,0,0,3306579,0,0,0,0,0,0,0,0,,0,0
216445,,,,,1469114,1376047,93067,0,0,3413669,0,0,0,0,0,0,0,0,,0,0
216454,,,,,827531,734262,93269,0,0,2994081,0,0,0,0,0,0,0,0,,0,0
216579,,,,,0,0,0,31170,31170,833765,0,0,0,0,0,0,0,0,,0,0
216746,,,,,0,0,0,0,0,677022,0,0,0,0,0,0,0,0,,0,0
216782,651952,-1049494,-97669,-1010662,140522,135772,4750,51433,0,2418265,0,0,0,0,0,0,0,0,,0,0
217077,49985208,1231377,11480562,12711939,2264966,2264966,0,512737,496571,22297422,0,0,0,0,0,0,0,0,,0,0
217323,,,,,0,0,0,0,0,5876079,0,0,0,0,0,0,0,0,,0,0
217350,,,,,0,0,0,0,0,198961,0,0,0,0,0,0,0,0,,0,0
217572,,,,,0,0,0,27250,300197,1699619,0,0,0,0,0,0,0,27250,,0,0
217581,,,,,54254,54254,0,18925,0,1164983,0,0,0,0,0,0,0,0,,0,0
217749,135190651,547447,116660522,117207969,3624208,3624208,0,0,3505678,34241764,0,0,0,0,0,0,0,0,0,1231938,990679
217794,,,,,0,0,0,0,0,839072,0,0,0,0,0,0,0,0,,0,0
217828,,,,,0,0,0,3787,8900,26614,210624,0,210624,0,0,0,0,0,,0,0
218043,1170125,104987,541835,646822,0,0,0,0,0,1533288,0,0,0,0,0,0,0,0,,0,0
218159,,,,,0,0,0,29000,29000,1607236,0,0,0,0,0,0,0,0,,0,0
218195,,,,,0,0,0,14258,14258,1229100,0,0,0,0,0,0,0,0,,0,0
218867,,,,,0,0,0,2325,2325,233900,0,0,0,0,0,0,0,0,,0,0
219037,,,,,0,0,0,0,0,999570,0,0,0,0,0,0,0,0,,0,0
219125,,,,,28067,500,27567,57585,0,939936,0,0,0,0,0,0,0,0,,0,0
219204,70716000,-5304000,52526000,40365000,33481,33481,0,772010,772010,14531042,0,0,0,0,0,0,0,0,0,0,0
219213,,,,,39058,39058,0,25863,25863,5519765,0,0,0,0,0,0,0,0,0,0,0
219453,,,,,6600,6600,0,15698,15698,930461,0,0,0,0,0,0,0,0,,0,0
219587,,,,,0,0,0,0,0,424996,0,0,0,0,0,0,0,0,,0,0
219851,,,,,0,0,0,0,0,227245,0,0,0,0,0,0,0,0,,0,0
219903,9086000,6750000,6365000,6751000,381000,215000,166000,103000,103000,14284000,5396000,0,5396000,381000,0,215000,0,0,,0,0
220002,14240307,1399536,13352959,11717789,170902,170902,0,117999,0,2203402,0,0,0,0,0,0,0,0,0,0,0
220118,745137,191,68970,184982,36273,36273,0,0,0,3723150,0,0,0,0,0,0,0,0,,0,0
220163,,,,,0,0,0,0,0,470941,0,0,0,0,0,0,0,0,,0,0
220491,,,,,0,0,0,0,0,2649669,0,0,0,0,0,0,0,0,,0,0
220552,19684513,4932886,4087858,4641779,1024223,1024223,0,27127,0,39158716,0,0,0,0,0,0,0,0,0,0,0
220765,,,,,0,0,0,0,0,2193376,1251995,0,1251995,0,0,0,0,0,,0,0
221148,,,,,93750,93750,0,0,0,26906383,5976197,5799045,177152,0,0,0,0,0,,0,0
221157,,,,,21000,21000,0,0,0,592179,785329,777615,7714,21000,0,21000,0,0,,0,0
221795,794395,-589612,601236,-601036,34000,34000,0,0,0,2183526,0,0,0,0,0,0,0,0,0,0,0
221829,,,,,0,0,0,0,0,2882603,0,0,0,0,0,0,0,0,,0,0
222026,,,,,0,0,0,0,0,476927,0,0,0,0,0,0,0,0,,0,0
222099,,,,,39500,39500,0,67716,0,1665921,0,0,0,0,0,0,0,0,,0,0
222886,,,,,136285,0,136285,0,0,2196148,136285,136285,0,0,0,0,0,0,,0,0
222938,19252019,-267177,9549435,9522741,18547,18547,0,5172407,14026766,20988348,8835812,0,8835812,18547,0,18547,0,0,0,0,0
223056,,,,,0,0,0,0,0,475230,0,0,0,0,0,0,0,0,,0,0
223083,10873357,1400795,7057374,6960437,0,0,0,0,0,7928176,0,0,0,0,0,0,0,0,0,0,0
223472,492484,564127,606200,247343,0,0,0,91500,0,4214363,0,0,0,0,0,0,0,0,,0,0
223852,,,,,0,0,0,0,0,835702,0,0,0,0,0,0,0,0,,0,0
224013,,,,,0,0,0,1375,5500,199679,0,0,0,0,0,0,0,0,,0,0
224156,,,,,0,0,0,0,0,10736938,0,0,0,0,0,0,0,0,,0,0
224660,3218230,71775,1534998,1606773,0,0,0,0,2614832,4566221,2614832,0,2614832,0,0,0,0,0,,0,0
224679,5976713,133297,2850710,2984007,0,0,0,0,4835183,8501059,4835183,0,4835183,0,0,0,0,0,,0,0
224758,,,,,0,0,0,0,0,251240,0,0,0,0,0,0,0,0,,0,0
224776,12429353,-514771,1762675,6570973,7741,7741,0,3283654,8519557,11501451,5228162,0,5228162,7741,0,7741,0,0,0,0,0
224828,,,,,0,0,0,0,0,690551,0,0,0,0,0,0,0,0,,0,0
225779,1098551,-76848,290896,364048,0,0,0,0,0,1587933,0,0,0,0,0,0,0,0,,0,0
225991,532663,-208284,335651,303057,0,0,0,1250,0,2371078,0,0,0,0,0,0,0,0,,0,0
226125,,,,,0,0,0,0,0,644284,0,0,0,0,0,0,0,0,,0,0
226277,,,,,0,0,0,0,0,13236304,2988098,0,2988098,0,0,0,0,0,,0,0
226374,,,,,0,0,0,0,0,322414,0,0,0,0,0,0,0,0,,0,0
226860,,,,,0,0,0,0,0,40250,105827,0,105827,0,0,0,0,0,,0,0
226879,1575998,407547,1035237,1242784,0,0,0,0,0,3389321,0,0,0,0,0,0,0,0,0,63846,51739
226903,,,,,0,0,0,0,0,4506384,0,0,0,0,0,0,0,0,,0,0
227058,,,,,0,0,0,0,0,771780,0,0,0,0,0,0,0,0,,0,0
227155,,,,,0,0,0,26686,35162,65017,0,0,0,0,0,0,0,0,,0,0
227298,,,,,0,0,0,12044,0,6661347,0,0,0,0,0,0,0,0,,0,0
227313,,,,,5691,5691,0,19513,0,2102996,0,0,0,0,0,0,0,0,,0,0
227322,,,,,0,0,0,39396,0,2247819,0,0,0,0,0,0,0,0,,0,0
227748,,,,,0,0,0,4692,0,4676999,0,0,0,0,0,0,0,0,,0,0
227836,,,,,0,0,0,0,590241,7604796,0,0,0,0,0,0,0,0,,0,0
228088,,,,,0,0,0,0,0,288111,0,0,0,0,0,0,0,0,,0,0
228185,,,,,0,0,0,0,0,196963,0,0,0,0,0,0,0,0,,0,0
228200,,,,,0,0,0,0,0,5647354,0,0,0,0,0,0,0,0,,0,0
228219,,,,,0,0,0,0,0,5995663,0,0,0,0,0,0,0,0,,0,0
228282,,,,,37871,37871,0,0,0,1095264,0,0,0,0,0,0,0,0,,0,0
229036,,,,,2645,2645,0,0,129906,4045152,0,0,0,0,0,0,0,0,,0,0
229416,,,,,0,0,0,1214000,1214000,32306000,0,0,0,0,0,0,0,0,,0,0
229425,,,,,0,0,0,0,0,3747559,0,0,0,0,0,0,0,0,,0,0
229522,,,,,0,0,0,0,0,500742,0,0,0,0,0,0,0,0,,20000,0
229656,,,,,0,0,0,0,0,741080,0,0,0,0,0,0,0,0,,0,0
229957,,,,,553556,553556,0,156921,25135,11810150,0,0,0,0,0,0,0,0,,0,0
230056,5596151,-4687124,2476090,3020666,47005,0,47005,973403,0,7532389,0,0,0,0,0,0,0,0,0,0,0
230065,,,,,0,0,0,290910,290910,1557351,0,0,0,0,0,0,0,0,,0,0
230135,,,,,0,0,0,0,0,353355,0,0,0,0,0,0,0,0,,0,0
230144,,,,,0,0,0,0,0,745618,0,0,0,0,0,0,0,0,,0,0
230199,,,,,0,0,0,0,0,220767,0,0,0,0,0,0,0,0,,0,0
230205,,,,,0,0,0,17000,0,315202,0,0,0,0,0,0,0,0,,0,0
230214,,,,,0,0,0,8778,0,2699573,0,0,0,0,0,0,0,0,,0,0
230366,5704997,384848,3938313,4623156,15975,0,15975,17230,0,5169869,1519227,0,1519227,3000,0,3000,0,0,0,0,0
230977,2421986,191768,-948930,-268610,156507,156507,0,1228961,186000,5216954,0,0,0,0,0,0,0,0,0,0,0
231004,,,,,102725,102725,0,21512,86291,818344,0,0,0,0,0,0,0,0,,0,0
231280,,,,,0,0,0,8000,8000,597994,0,0,0,0,0,0,0,0,,0,0
231411,4717895,163254,3380756,3400002,67650,0,67650,134632,2001096,8862441,1904345,0,1904345,67650,0,0,0,134632,,0,0
231721,,,,,0,0,0,0,0,597073,0,0,0,0,0,0,0,0,,0,0
231785,18413130,-146972,18113224,17966253,0,0,0,815895,815895,8069133,0,0,0,0,0,0,0,0,0,0,0
231828,20198271,-1332074,21144825,19812750,0,0,0,1042381,1042381,7625025,0,0,0,0,0,0,0,0,0,0,0
232016,2343966,-461285,3296270,1682391,1000,1000,0,0,0,4112854,0,0,0,0,0,0,0,0,0,0,0
232724,,,,,0,0,0,0,0,104060,700018,0,700018,0,0,0,0,0,,0,0
232797,9745031,-4314987,16585967,9228295,189396,189396,0,814321,1508475,16489144,1069639,0,1069639,225005,0,225005,0,0,0,0,0
232919,,,,,207131,207131,0,2666,0,8266699,0,0,0,0,0,0,0,0,,0,0
233082,227642,-1562872,0,0,0,0,0,0,0,880177,0,0,0,0,0,0,0,0,,0,0
233091,1846145,23325,-609777,-583172,0,0,0,0,0,4336488,0,0,0,0,0,0,0,0,,0,0
233286,,,,,0,0,0,0,0,825258,0,0,0,0,0,0,0,0,,0,0
233329,3079431,-1584236,980654,-603582,6131,0,6131,37972,37972,4246236,0,0,0,0,0,0,0,0,,0,0
233666,,,,,0,0,0,0,0,179225,135168,0,135168,0,0,0,0,0,,0,0
233684,41396136,25631124,-42407108,-51857571,0,0,0,16392490,16392490,75529986,0,0,0,0,0,0,0,0,0,0,0
234119,,,,,0,0,0,0,0,327634,0,0,0,0,0,0,0,0,,0,0
234401,,,,,0,0,0,16953,0,521449,0,0,0,0,0,0,0,0,,0,0
234492,29645666,-1328858,12321177,9670125,599463,599463,0,4225031,11977900,12975183,7153406,0,7153406,599463,0,599463,0,0,0,0,0
234650,,,,,0,0,0,0,0,610359,0,0,0,0,0,0,0,0,,0,0
234924,,,,,105469,105469,0,5481,0,1383264,0,0,0,0,0,0,0,0,,0,0
235088,,,,,32183,32183,0,11000,0,6992358,0,0,0,0,0,0,0,0,,0,0
235158,,,,,7102,7102,0,2800,0,1737583,0,0,0,0,0,0,0,0,,0,0
235307,,,,,167356,167356,0,0,0,1285616,0,0,0,0,0,0,0,0,,0,0
235352,,,,,0,0,0,0,0,630391,0,0,0,0,0,0,0,0,,0,0
235501,,,,,150944,150944,0,0,42100,6113903,0,0,0,0,0,0,0,0,,0,0
235583,,,,,535233,535233,0,532209,0,5546475,0,0,0,0,0,0,0,0,,0,0
235954,,,,,0,0,0,0,0,144679,0,0,0,0,0,0,0,0,,0,0
236018,,,,,0,0,0,0,0,537168,0,0,0,0,0,0,0,0,,0,0
236744,,,,,0,0,0,0,0,863797,0,0,0,0,0,0,0,20309,,0,0
237127,,,,,0,0,0,0,32451,52145,0,0,0,0,0,0,0,0,,0,0
237303,,,,,22346,22346,0,0,0,612055,0,0,0,0,0,0,0,0,,0,0
237321,,,,,39815,39815,0,9104,0,609694,0,0,0,0,0,0,0,0,,0,0
237437,2182471,307216,1849715,1912709,347362,347362,0,28332,0,5000164,0,0,0,0,0,0,0,0,,0,0
237552,,,,,0,0,0,0,0,2507818,0,0,0,0,0,0,0,0,,0,0
237570,,,,,0,0,0,0,0,998529,0,0,0,0,0,0,0,0,,0,0
237598,1026080,-931,581087,580156,172390,172390,0,0,0,1596941,0,0,0,0,0,0,0,0,,0,0
237783,21920581,-60882,19782847,18710305,51967,51967,0,1734644,1474447,10360521,0,0,0,0,0,0,0,0,0,0,0
237978,532103,45635,0,0,65000,65000,0,19200,0,790130,0,0,0,0,0,0,0,0,,0,0
237987,5510966,705966,3332829,3538795,505169,464156,41013,297852,0,4630962,0,0,0,0,0,0,0,0,,0,0
237996,3908568,1801093,1899306,2400398,644801,639034,5767,505576,0,7684116,0,0,0,0,0,0,0,0,,0,0
238005,,,,,100,100,0,0,0,812451,0,0,0,0,0,0,0,0,,0,0
238166,,,,,0,0,0,4788,4788,1284916,0,0,0,0,0,0,0,0,,0,0
238175,,,,,0,0,0,8626,8626,1626629,0,0,0,0,0,0,0,0,,0,0
238786,,,,,0,0,0,0,0,428900,0,0,0,0,0,0,0,0,,0,0
238810,,,,,0,0,0,2975,0,410600,0,0,0,0,0,0,0,0,,0,0
239877,,,,,0,0,0,0,0,312587,0,0,0,0,0,0,0,0,,0,0
239929,34966919,-301024,35132839,34831816,0,0,0,677120,677120,7415767,0,0,0,0,0,0,0,0,0,0,0
240240,,,,,0,0,0,0,0,1313392,0,0,0,0,0,0,0,0,,0,0
240392,12727498,11409689,0,11409691,363393,363393,0,3486148,3486148,49171079,0,0,0,0,0,0,0,0,0,0,0
240709,,,,,24600,24600,0,0,0,585420,478452,453852,24600,0,0,0,0,0,,0,0
240879,,,,,15143,15143,0,0,0,2959958,0,0,0,15143,0,15143,0,0,,0,0
240985,2953962,-276185,0,1249440,15505,0,15505,0,0,1857313,0,0,0,0,0,0,0,0,,0,0
241146,,,,,84715,84715,0,0,0,377588,3820098,0,3820098,84715,0,84715,0,0,,0,0
241182,,,,,21071,21071,0,0,0,3884425,0,0,0,0,0,0,0,0,,0,0
241304,8241571,492819,6632847,6218581,69893,69893,0,5406,286552,11023391,0,0,0,0,0,0,0,0,0,0,0
241517,14177512,506105,10205229,10026047,113682,0,113682,0,60391,13966550,0,0,0,0,0,0,0,0,0,0,0
241906,,,,,21483,11581,9902,9089,0,1649380,0,0,0,0,0,0,0,0,,0,0
242112,8797316,49212,5216502,5205226,66447,66447,0,3722,0,9373272,85439,85439,0,114302,66447,0,0,0,0,415585,355034
242316,,,,,189848,189848,0,0,0,1485585,0,0,0,0,0,0,0,0,,0,0
242413,,,,,14430,14430,0,0,7500,2801954,0,0,0,0,0,0,0,0,,0,0
242422,195935884,9511990,-28061811,160768654,1431743,1431743,0,0,0,16408493,70262321,0,70262321,1431743,0,1431743,0,2088613,,0,0
242750,,,,,10839,10839,0,0,6571,595297,0,0,0,0,0,0,0,0,,0,0
242820,,,,,237175,195836,41339,226673,0,2056497,5913652,0,5913652,237175,0,195836,0,226673,,0,0
242945,,,,,10476,10476,0,0,0,1865459,0,0,0,0,0,0,0,35090,,0,0
242954,,,,,10476,10476,0,0,0,553458,0,0,0,0,0,0,0,10476,,0,0
242972,33920693,2564659,9106578,11671237,1006054,1006054,0,0,0,18582487,42106881,0,42106881,1006054,0,1006054,0,1833106,0,0,0
243072,11417426,-544040,8726035,8181995,280020,280020,0,0,0,3373873,9379670,0,9379670,280020,0,280020,0,485022,,0,0
243081,49123464,414248,28992304,29406552,24887,24887,0,26698,0,17239048,0,0,0,0,0,0,0,0,0,0,0
243841,5383110,166603,4230282,4059885,929857,929857,0,527026,500000,3198800,13383018,13383018,0,929857,929857,0,0,0,,0,0
244279,3547673,807601,1430471,2260358,27294,27294,0,0,0,2210413,0,0,0,0,0,0,0,0,,0,0
244561,,,,,0,0,0,500,0,5265087,0,0,0,0,0,0,0,0,,0,0
244613,,,,,22299,0,22299,0,0,1856747,878517,878517,0,22299,0,0,0,0,,0,0
245281,,,,,0,0,0,0,0,174247,0,0,0,0,0,0,0,0,,0,0
245290,,,,,25691,0,25691,18493,41873,956147,0,0,0,0,0,0,0,0,,0,0
245342,148189606,28483311,183699217,103234279,799139,799139,0,68185,68185,18506035,0,0,0,0,0,0,0,0,,0,0
245421,,,,,21934,21934,0,4800,0,439739,272174,0,272174,21934,0,21934,0,0,,0,0
245430,,,,,43050,43050,0,4800,0,562280,229117,0,229117,43050,0,43050,0,0,,0,0
245962,2715367,-2506115,1839147,1409721,0,0,0,0,0,3875417,0,0,0,0,0,0,0,0,0,0,0
245980,,,,,0,0,0,0,0,257065,0,0,0,0,0,0,0,0,,0,0
246035,,,,,18427,18427,0,75010,75010,3275213,0,0,0,0,0,0,0,0,,0,0
246202,,,,,3999,3999,0,0,144186,5189952,0,0,0,0,0,0,0,0,,0,0
246266,,,,,26654,26654,0,0,359581,7199790,0,0,0,0,0,0,0,0,,0,0
246406,,,,,0,0,0,0,0,379790,0,0,0,0,0,0,0,0,,0,0
246415,,,,,0,0,0,0,0,243313,0,0,0,0,0,0,0,0,,0,0
246974,,,,,0,0,0,170528,170528,7456338,0,0,0,0,0,0,0,0,,0,0
247010,,,,,0,0,0,0,15290,257198,0,0,0,0,0,0,0,0,,0,0
247047,,,,,8369,3369,5000,21976,18976,642858,0,0,0,0,0,0,0,0,,12034,0
247065,15549845,-693770,10948318,10254596,178840,178840,0,98996,0,9113297,2701012,0,2701012,178840,0,178840,0,0,0,0,0
247409,,,,,20080,0,20080,58741,0,2656275,0,0,0,0,0,0,0,0,,0,0
247700,,,,,44681,44681,0,17755,17755,4205045,0,0,0,0,0,0,0,0,0,0,0
248192,,,,,0,0,0,0,0,226985,0,0,0,0,0,0,0,0,,0,0
248305,,,,,2695,2695,0,8275,0,624876,0,0,0,0,0,0,0,0,,0,0
248527,,,,,0,0,0,0,0,208586,0,0,0,0,0,0,0,0,,31756,0
248660,,,,,0,0,0,0,0,2450287,0,0,0,0,0,0,0,0,,0,0
248703,,,,,0,0,0,22256,0,1633392,0,0,0,0,0,0,0,0,,0,0
248882,,,,,0,0,0,17091,17091,3361038,0,0,0,0,0,0,0,0,0,0,0
248934,77955140,40423330,36927829,44926281,244892,214422,30470,5887953,43239190,196740935,0,0,0,0,0,0,0,6068403,0,193295,146275
249140,,,,,0,0,0,0,0,3521978,0,0,0,0,0,0,0,0,,0,0
249238,,,,,0,0,0,0,0,3982841,0,0,0,0,0,0,0,0,,0,0
249566,,,,,188078,188078,0,0,0,3067505,0,0,0,0,0,0,0,0,,0,0
249609,828092,-409135,901798,492663,89851,16071,73780,0,0,2311080,0,0,0,0,0,0,0,0,,0,0
250027,3960249,248782,3240809,3365628,231827,231827,0,8034,0,3355184,0,0,0,0,0,0,0,0,,0,0
250072,,,,,0,0,0,3479,0,1097897,0,0,0,0,0,0,0,0,,0,0
250285,,,,,99699,99699,0,22898,0,7433289,0,0,0,0,0,0,0,0,,0,0
250601,,,,,39579,39579,0,19742,19742,6016902,0,0,0,0,0,0,0,0,,0,0
250902,,,,,0,0,0,1000,0,364500,0,0,0,0,0,0,0,0,,0,0
251075,,,,,35343,35343,0,31619,80456,2587997,0,0,0,0,0,0,0,0,,0,0
251312,14743511,3738170,4335316,4682057,221191,221191,0,1897439,8902091,23256351,6783461,0,6783461,221191,0,221191,0,0,0,0,0
260354,511029,20472,85875,106347,69325,69325,0,0,0,1195828,0,0,0,0,0,0,0,0,,0,0
260664,,,,,234330,234330,0,0,0,3354709,0,0,0,0,0,0,0,0,,0,0
260691,7383722,1200883,5424402,3640301,7500,7500,0,22855,0,11626012,2154586,0,2154586,7500,0,7500,0,22855,,0,0
260789,13103529,3626983,6988986,7513277,129969,129969,0,0,840913,27894724,0,0,0,0,0,0,0,0,0,0,0
260813,3137749,168057,952054,1020111,0,0,0,0,0,4523171,582449,582449,0,0,0,0,0,0,0,0,0
260901,488049755,53753446,606341665,418817399,41152185,41152185,0,506628,26019320,455571738,0,0,0,0,0,0,0,0,0,0,0
260910,39215407,1004035,32412630,32764281,528596,528596,0,500,345664,4698064,0,0,0,0,0,0,0,0,0,0,0
260929,,,,,0,0,0,0,0,1705263,0,0,0,0,0,0,0,0,,0,0
260965,,,,,0,0,0,18054,19090,1003287,0,0,0,0,0,0,0,0,,0,0
261436,,,,,0,0,0,1568216,135574,10390499,0,0,0,0,0,0,0,0,,0,0
