UNITID,F2A01,F2B04,F2B06,F2C03,F2C04,F2C06,F2D01,F2D02,F2D03,F2D04,F2E011,F2E012
100690,8497541,140398,0,0,0,643842,6819566,0,0,0,2237380,1503814
100937,53819454,-6022586,0,0,0,22893975,14911414,0,0,0,14131839,8480745
101073,2045197,-1846562,0,190249,0,940411,3029816,0,0,0,3618356,1374975
101189,19448450,-2309821,0,703334,0,11209190,35249374,0,0,0,17906656,10892397
101435,46991541,-1609431,0,407782,0,6057223,11228286,0,0,0,6823409,4283170
101453,10826913,-109496,0,0,0,0,578518,0,0,0,514727,408937
101541,14852087,-1744758,0,160281,0,1065067,2169890,0,0,0,3358769,2182543
101675,19334286,360797,0,274964,0,2736089,9714075,0,0,0,8237998,5994725
101693,19853595,-1816547,0,209596,0,11223290,14236082,147250,0,0,9595251,5497539
101912,17848961,1338890,0,82653,0,142528,21333870,0,0,0,11628053,7574021
102049,280097755,-42414703,0,0,0,37400000,102726460,0,0,0,81353412,44869290
102058,0,716181,0,0,0,0,1789523,1385268,0,0,1110105,768603
102234,32375193,332413,0,0,0,28591366,17582594,0,0,0,10598890,6962463
102261,1518701,-1200271,0,0,0,0,1340130,0,0,0,745346,662915
102270,17949983,-2297442,0,328127,0,2164726,6113310,0,0,0,3433378,2449944
102298,53222206,1124496,0,1251161,0,3716656,7081382,0,1251161,0,4151193,2566735
102377,147046024,-3162704,0,357309,0,16729875,46080705,0,9758224,0,40680821,21846224
102395,16560194,715350,0,10931,0,98505,3814743,0,0,0,1074922,426993
102580,41821,766497,-1532994,13889,0,1250,227310,0,0,0,218281,117071
102669,88442076,-3056251,0,58500,0,1260603,5229155,0,0,0,4990701,2794415
103945,0,159176,-90969,0,0,0,2971771,0,0,0,810250,627348
104586,,,,92461,0,958000,59631000,0,0,0,28520750,14808473
104665,,,,0,0,0,571200,0,0,0,365581,301421
105589,2186171,222849,0,224189,0,3301811,11096279,0,0,0,5054945,3036049
105899,1035295,-1438852,0,0,0,6227167,5931882,0,0,0,3735131,2217737
106306,176835,571497,0,393728,0,0,8545291,0,0,0,2906487,1950641
106342,47063380,12965453,0,1480250,0,0,6710722,0,0,0,6441681,3530993
106546,,,,269877,0,0,3312956,0,0,0,6174713,4414690
106713,2592742,-1461273,0,0,0,2426624,6391650,0,0,0,2443797,2060788
106810,714262,130298,0,134772,1000,550491,1595483,0,0,0,653604,535696
107044,130811824,8300888,0,2995437,0,22423695,74490651,0,0,0,50413757,26713482
107080,189342678,-13022762,-884,0,0,30863461,17866790,0,0,0,17591473,9453448
107123,,,,59214,0,0,476992,0,0,0,607208,607208
107141,101239989,1675380,0,1435063,0,12430686,24042074,0,0,0,17263116,9294310
107512,105372794,-4887836,0,3048293,0,15888873,15568249,0,0,0,14470413,6739988
107558,97883555,-3222542,0,918921,0,7542584,7252018,0,0,0,6133995,3209753
107600,9340847,-2654897,0,0,0,0,4462166,0,0,0,3562437,1920083
107840,0,617323,0,0,0,0,1542505,1194052,0,0,956871,662509
107877,12452287,111628,0,844122,0,3420846,3837939,0,0,0,3138440,1564540
108269,0,0,19718,0,0,0,1497882,0,0,0,730991,471457
108852,0,277945,0,0,0,2541836,8170147,22643,0,0,2665781,1469083
108861,5338887,-295555,0,0,0,0,426617,0,0,0,767473,461342
108870,16068977,-1630523,0,0,0,0,12037812,0,0,0,2555380,1319400
109086,21999231,-2608723,0,0,0,258273,2278510,0,0,359559,1297154,778305
109651,107617000,1369000,0,2672000,0,2889000,79822000,0,0,0,50790000,23352000
109785,92366938,416587,0,23979,0,69864441,184324873,0,0,0,86562670,59837240
110060,2757485,10462,0,135241,0,0,1563073,0,0,0,293480,286883
110097,207175000,10630000,0,7526000,0,39910000,115432000,0,0,0,56451000,33048912
110307,0,76295,0,0,0,0,3849478,0,0,0,2652972,1897540
110316,2246668,1049892,0,70502,0,1742868,25009314,0,0,0,14240775,9531958
110361,19021716,27321965,0,14160606,0,49695848,160880439,0,0,0,73470985,38152617
110370,35562000,2703000,0,1560003,0,21444486,60972000,0,0,0,34118000,20996000
110404,3028378000,203030000,0,0,0,27134000,40814000,0,0,0,220440000,106418765
110413,100575687,3293304,0,5518120,0,43326460,77424647,0,0,0,38452043,23963937
110918,111418,881411,-856,0,0,0,141111,0,0,0,86200,77352
111081,148102925,-3539737,0,962990,0,14187756,45955825,0,0,0,34601945,21475390
111391,22516456,-7154914,0,0,0,15425068,18735798,0,0,0,9350120,7324184
111638,0,334672,0,84655,0,0,4636410,0,0,0,3353259,1843257
111708,,,,0,0,0,1341461,0,0,0,1332402,666059
111717,,,,0,0,0,2673880,0,0,0,3051239,1435403
111726,,,,0,0,0,2933906,0,0,0,1657590,1034896
111744,,,,0,0,0,1041587,0,0,0,1338552,759719
111762,,,,0,0,0,1247146,0,0,0,800476,471956
111799,,,,0,0,0,852198,0,0,0,533052,298814
111948,395990245,29098868,0,5724983,0,111792256,235929110,0,0,0,128389940,68765061
111966,98304800,-5262300,0,0,0,19561,14210700,0,10132500,0,9362700,5430500
112075,40382830,5142118,0,2954993,22250,18548383,60616288,286422,0,0,29011013,18669847
112084,753967,925930,0,1180495,0,5101129,15999091,0,0,0,5417104,3597769
112127,17710128,1304987,-2609974,0,0,82996,552163,0,0,0,773219,362257
112251,180090179,-21875243,0,0,0,10351570,41917888,0,0,0,33866801,19464582
112260,809054000,-49719000,0,874382,0,6989000,46209000,0,0,0,37127000,21431000
112446,90861,-2616519,-198562,0,0,0,6314371,0,0,0,2410938,2016831
112525,48737797,9215146,0,450058,0,3532907,171401570,0,0,0,116311421,63978546
112570,740978,-611523,0,0,0,0,7489558,0,0,0,1482815,918431
113537,16986,459220,0,0,0,0,534160,0,0,0,438110,350000
113698,28319677,-2224060,0,2578324,0,21922470,40692775,0,0,0,27466933,15936541
113704,1139332,79422,0,0,0,18621,594737,0,0,0,1029964,905846
114549,14151668,-397104,0,0,0,373040,20549124,0,0,0,10773019,6799061
114734,9441882,-955112,0,0,0,0,253967,0,0,0,425922,351937
114813,26350285,-265923,434753,6148046,0,13256555,44343549,0,0,0,19263441,13216907
114840,98479000,-29808000,0,0,0,319000,22518000,0,0,0,23371000,14789000
114947,,,,0,0,0,10524632,0,0,0,6907274,2746950
115083,50969838,-8700732,-1,0,0,5922325,43047795,0,0,0,18150711,12679154
115214,38726610,10503146,0,0,0,380801,1657975,0,0,0,1217649,782958
115409,308976508,-17593006,0,693367,0,12131524,24782464,0,0,0,28080482,14378570
115728,39890689,25361988,0,1808148,0,10151677,14452212,0,0,0,7948752,5535925
115773,1675054,-216427,0,1214633,0,1029836,9005434,0,0,0,3216697,2449963
116712,4744144,-1587756,0,182412,0,0,19727699,0,0,0,9886899,5903725
116846,88077688,-10785994,0,74824,0,0,3024836,0,0,0,3821558,1871232
117104,12689524,-1387652,0,808745,0,689477,5413739,0,0,0,2071299,1415858
117140,120585750,18680266,0,12213951,134168,48089602,137918436,0,0,0,62952408,39745245
117168,1499305,1606775,0,712083,0,3363515,10565695,0,0,0,6226169,3262163
117520,192317,-351198,-51825,0,0,140434,17802332,0,0,0,6814880,3899012
117557,6443053,953860,0,0,0,0,7076683,0,0,0,1812773,888258
117575,0,-64542,0,0,0,271576,1732620,0,0,0,865345,640485
117627,73598078,3526382,0,6138665,0,15208667,62345707,0,0,0,24344909,11745857
117636,829577000,-17313000,0,2100147,0,4330905,149817098,0,0,0,125343555,78308920
117672,13565114,699278,0,0,0,863968,20566221,0,0,0,11772010,6942809
117751,25090695,239841,0,1772944,0,11086458,21825697,0,0,0,12806267,7804644
117946,459637000,-23328000,0,8788000,0,87763000,256486000,0,0,0,140211000,84452000
118541,9484252,-1620067,0,2243647,0,12952565,23620092,0,0,0,7678325,4493060
118693,24601810,3715862,-7431224,1351267,0,13770812,15012352,0,0,0,5766732,4760622
118888,176708958,-22624283,0,0,0,18122820,28053841,0,0,0,24647682,16469160
119173,128131050,-3992436,0,10434708,0,27395013,65507391,0,0,0,30366471,19038681
119605,573827688,-8049328,-600000,2865181,0,0,216037565,0,0,0,80606526,53327677
120184,21793415,6119262,0,2290305,0,9796172,27671751,0,0,0,12206474,8192855
120254,398042648,-27613839,0,2096935,0,32001987,60026530,0,0,0,41073675,21649677
120403,27752920,6234354,0,2269759,0,12384365,36747215,0,0,0,21177628,13159145
120537,3994936,8614776,0,1294214,0,6335624,12817000,0,0,0,6938585,4701719
120698,1432817,651023,-1,0,0,1170811,28937687,0,0,0,18942680,11269575
120768,0,1641557,0,332699,0,731365,19143817,0,0,0,6341191,3963230
120795,36289407,-2993370,0,0,0,193200,957924,0,0,0,2365164,1475551
120838,0,-335709,0,0,0,0,2225276,0,0,0,507754,507754
120865,19685115,-4252246,0,1957620,0,14549859,24934925,0,0,0,14401482,8116019
120883,511019691,-24701074,0,10829941,0,63523352,225589804,0,0,0,143730562,76946490
121150,1068955000,-8638000,0,3761000,0,79758000,231380000,0,0,0,90694000,51607000
121257,135852341,-7331524,0,583968,0,12463562,50288649,0,0,0,27601663,12545062
121309,62624733,7429225,0,5011470,0,22032715,73214375,0,0,0,31509971,19609304
121345,2211186000,-125279000,0,1048700,0,19918000,40314000,0,0,0,63442000,31264000
121628,,,,0,0,0,1219209,0,0,0,646175,345196
121691,176395848,21120596,0,6281008,0,57142902,96951633,0,0,0,50396887,27955616
122117,0,40647,0,0,0,0,1518621,0,0,0,569701,302060
122296,141560462,-2519413,0,702431,0,3717448,58281979,0,0,0,34575500,20040929
122436,516766000,-11569000,0,0,0,93958000,231319000,0,0,0,124111000,78959000
122454,8847542,-169129,0,375913,0,7593263,17021230,0,0,0,6979345,5238161
122506,36468000,-3329000,0,194700,0,6094200,10078000,0,0,0,10720000,6939000
122603,41721793,-6598106,0,0,0,0,403224,0,0,0,1516447,1283737
122612,376934000,11696000,0,0,0,82784000,286648000,0,0,0,174597000,94101000
122649,2269021,-7418,0,0,0,0,3592626,0,0,0,1112546,859172
122728,7688342,157132,0,2710711,0,9446475,17466156,0,0,0,7689906,4459494
122931,953546000,-38086000,0,4226000,0,72651000,239041000,0,0,0,136268000,81033000
123095,0,-319690,0,0,0,1513862,10327480,0,0,0,4645416,3330987
123165,334753090,-17507485,0,390439,0,11978988,33019987,0,0,0,32279943,12300703
123280,621914,17151,0,48705,0,0,205798,0,0,0,114238,113924
123448,170296,-619937,0,0,0,490155,3514976,0,0,0,1239707,747932
123457,5863908,-1270138,0,2337541,0,6443255,14811309,0,0,0,7720385,4957531
123554,167118149,-16257533,0,5118984,0,42796011,93899090,0,0,0,55044081,34413265
123633,1918684,629659,-1,0,0,0,5299913,0,0,0,1385814,1078429
123651,9119592,1395454,0,0,0,19277414,31190965,0,0,0,13596934,10076068
123855,71456872,3476840,-6953680,0,0,0,2791937,0,0,0,1832978,637592
123916,5303853,-816230,0,0,0,0,1099010,0,0,0,890500,566147
123943,26427886,884347,0,522124,0,39600,17189366,0,0,0,19329591,6885813
123952,0,5350000,383000,238000,0,2596000,20779000,0,0,0,6563000,5642000
123961,5315745000,157475000,0,0,0,414182000,1310151000,0,0,0,1878564000,1022289000
123970,38650839,5555395,0,0,0,8457978,36982587,0,0,0,14252761,9912052
124283,7495253,-2114109,0,0,0,0,1972976,0,0,0,3104715,2366151
124292,17757408,-348801,-1,342397,0,2465904,6233472,0,0,0,5571195,3386403
124487,0,2520,0,53337,0,235714,1609191,0,0,0,671150,469443
125037,0,-351677,0,0,0,19664,2414809,0,0,0,1070477,697421
125718,5561732,2031988,0,0,0,410971,1569316,0,0,0,1577682,1091671
125727,76042033,5774965,0,1851308,0,19931688,32221652,0,0,0,22271651,11309754
125763,93424471,-3389069,0,4412024,0,0,54250466,0,0,0,32321476,20235992
125897,21349190,-9654781,0,2543435,0,9614575,37108517,0,0,0,21123288,14173753
126012,7220040,1296311,0,0,0,513916,10375577,0,0,0,6170398,4496572
126049,0,2383555,0,0,0,0,24280500,0,0,0,4591075,2746593
126076,0,362374,0,703484,0,1456564,3428606,0,0,0,2158666,803788
126401,0,-751857,4,0,0,0,2086981,0,0,0,898599,373926
126669,7223844,6488493,0,1662224,0,16447117,55928431,0,0,0,14113033,9818439
126678,688604936,-28790245,0,144489,0,23962713,73484654,0,0,0,52593104,25782142
126872,0,780925,-1908437,0,0,0,6245293,0,0,0,2180991,1752087
126979,14404026,-598454,0,0,0,464006,5970756,0,0,0,5540730,3778621
127060,640026791,9918503,0,1782968,0,138478643,292594549,0,0,0,162329698,98628285
127273,30592395,-2877869,0,0,0,0,4295777,0,0,0,3863011,2223524
127653,7038183,-595036,0,0,0,4469625,19539746,0,0,0,10065175,5798106
127714,5953388,-1455235,0,0,0,975565,3306908,0,0,0,1972384,859512
127787,0,-766792,5,0,0,0,2234407,0,0,0,1063947,620049
127918,65113077,-737362,0,3955955,0,30641841,106367822,0,0,0,49479828,34077211
127954,,,,0,0,0,828624,0,0,0,209951,209951
128498,26879855,1740077,0,1154868,0,0,19630202,0,0,0,9104037,5941099
128586,0,595891,0,0,0,420076,342524,0,0,0,1060588,442631
128744,34133000,-1871000,0,2039463,0,38679000,80500000,0,0,0,38246000,24759000
128902,285376000,-19403000,0,183783,0,27986577,60207000,0,0,0,40646000,23029000
129154,9104000,9654000,0,901349,0,14577000,54783000,1418005,10359995,0,38769544,18766350
129242,325373000,14912000,0,706000,0,0,127306000,0,0,0,56629000,28969000
129428,2742000,-1552000,0,0,0,126000,1616000,0,0,0,1547000,704000
129491,45584555,-1552549,0,0,0,0,1192446,0,0,0,1483893,910582
129525,151961000,-6264000,0,976726,0,75929920,108250000,0,0,0,87809000,51240451
129534,5170806,2477790,0,0,0,1552745,2924466,0,0,0,1009169,1009169
129774,8057239,-224988,0,247327,0,7934515,9673759,0,0,0,3641069,2383163
129941,64660183,-1219867,0,1915830,0,76616128,159433676,0,0,0,63307849,34846305
130226,390989859,-6558757,0,1100034,0,119132052,286164759,0,0,0,131202237,73291357
130253,141489050,35047544,0,991659,0,63220574,162613377,0,0,0,64330579,31447832
130314,25681000,-508000,0,631000,0,11574000,42544000,0,376000,0,24521000,16044000
130448,0,-797947,0,0,0,462582,6751310,0,0,0,4486569,2976320
130590,571905084,-55158767,0,157992,0,35040040,73500234,0,0,0,61245552,26468828
130697,798418000,-55981000,0,235000,0,53497000,97167000,0,0,0,93470000,49721000
130794,30910832000,-846741000,0,626635,0,146525171,244114395,0,0,0,1608364707,963542368
130837,,,,0,0,0,323366,0,0,0,1440059,1302083
130943,1646593501,-162273044,0,11225211,0,133940400,412241060,3726740,121960486,0,408039717,208782919
130989,110197579,12672179,0,44237,0,0,20804602,0,0,0,4625880,2545323
131098,6201188,63673,0,118125,0,17421653,20763039,0,0,0,11095885,7225353
131113,74285405,20189119,0,0,0,3413076,116515145,0,0,0,43290767,31547769
131159,859219000,-2143000,0,0,0,109523000,387977000,0,0,0,171884000,85365000
131283,366988000,2059000,0,67944,0,79797379,130554674,0,0,0,98029653,60961684
131405,2310526,-60234,0,0,0,46435,1364163,0,0,0,1161711,1088812
131450,176941583,10955154,0,0,0,6459739,18414218,107057250,0,0,54335844,34777395
131469,2008389000,-77343000,0,575000,0,263829000,671608000,0,0,0,499255000,258944000
131496,1537905000,-115683000,0,61000,46000,140600000,582511000,0,0,0,481278000,228761000
131520,580284000,-59090000,0,0,0,102643907,155453000,221821000,0,0,193405000,121367646
131830,,,,0,0,0,459684,0,0,0,115113,115113
131876,45248658,2416568,0,1069072,0,8901460,23881347,0,0,0,10356942,7618813
131973,46765075,-3334785,0,0,0,1663182,3731684,0,0,0,8413720,3068373
132268,0,-3578310,0,0,0,0,4633555,0,0,0,2276024,1106780
132408,4796058,1012952,0,447400,0,162120,3336793,0,0,0,2780408,1735853
132471,37139996,-4157183,0,6673910,0,0,121577285,0,0,0,82765395,53795880
132602,47899540,-18552850,0,13589976,0,14495289,38976275,0,0,0,25327333,21561254
132657,28724444,9904478,0,1687585,0,18353709,63399617,0,0,0,25208717,13299488
132842,0,3264886,-19920,0,0,0,13331472,0,0,0,4174981,3572427
132879,612500,163474,0,342184,0,249565,2368922,0,0,0,1400556,1081152
133492,79101766,-6725609,0,1950181,0,31231865,46932166,0,0,0,28574348,14036391
133526,3114367,403928,0,3436748,80000,0,9881711,0,0,0,4724233,2829336
133553,111838000,25221000,0,4114500,0,1837000,155766000,0,5742000,0,86320170,44917881
133711,123453026,-2896835,0,6900149,0,6756907,39932973,0,0,0,19824704,12244760
133809,17887560,1389624,0,659969,0,1465852,8714973,0,0,0,4975235,3404705
133872,0,-1321551,297932,1703685,0,293992,23747554,0,0,0,15939213,10798671
133881,65372042,-11637371,0,4406351,2197680,53974765,123984155,0,0,0,67713700,42114070
133979,6797935,1088963,0,3363421,0,0,19304876,0,3976156,0,8717928,5661906
134079,69144273,6020408,0,6303694,0,28955249,46451055,0,0,130656,23669047,13314471
134149,0,1077246,41851,0,0,0,7839065,0,0,0,2016451,1146884
134510,725550,395980,0,23079,0,88313,896975,0,0,0,1720343,341142
134945,48529164,-7322176,0,2729584,474905,27928529,52876579,0,0,0,35671008,20401390
135063,0,-504910,0,105318,0,0,744211,0,0,0,696869,583595
135081,570495,6945274,141223013,21075455,0,0,338279136,0,0,0,122085745,70691761
135364,0,116890,0,0,0,266361,4761289,30250,0,0,1890918,1450682
135610,311588,-649910,0,0,0,54432,2718078,0,0,0,1179868,860045
135726,1039962607,-69468749,0,16296790,0,204826725,517153816,0,16000000,0,516995412,297427298
136215,324695355,39175370,0,3938555,0,49591401,523927423,0,0,0,295037400,162033079
136288,0,-3165296,64,0,0,0,3370640,0,0,0,1961866,930723
136330,49676000,-140000,0,5781130,0,24874000,54344000,0,0,0,28177448,20775814
136701,16378479,1791640,0,0,0,0,3325519,0,0,0,1336283,902621
136774,52749295,3578368,0,1507692,0,9065159,41430928,0,0,0,22587012,9785838
136950,339186000,-26273000,0,6534000,0,32962000,67676000,0,0,0,42454000,23099000
137032,62214381,-5295985,0,8877633,0,21291826,147407252,0,0,0,59347480,39686768
137272,4278761,-106000,0,25831,0,0,2783212,0,0,0,1624324,827331
137476,26717716,2252064,0,1988512,0,15562664,44985350,0,0,0,23690242,14839448
137546,203056283,-4323838,0,8398891,0,71299812,85387327,0,0,0,53066011,30796656
137564,5039401,-5871404,0,6209243,0,22654889,46452821,0,0,0,17220807,14193227
137777,6921908,419567,0,0,0,0,422892,0,0,0,1100279,533068
137801,0,-2621658,1,0,0,0,4000920,0,0,0,2189293,1311066
137847,76888199,44341604,0,6203506,498597,54693355,147431141,0,0,0,51384547,32610557
137953,72523,8036,0,112334,0,0,1711990,0,0,0,766382,673657
137962,0,687867,0,101399,0,166622,1974781,0,0,0,844027,582165
138275,1623634,-115163,0,2766723,0,5493189,11547807,0,0,0,3912783,2974603
138293,4949811,255096,0,1482269,0,7158631,9096497,0,0,0,1984483,1378890
138600,229582113,-44062819,0,1495438,0,17663033,11334378,0,0,0,16574235,8994232
138761,10634633,-192834,0,341148,0,1674725,2016777,0,0,0,1472320,931350
138868,4311675,1643590,-3287180,742376,0,6024816,12619722,0,0,0,7107154,3537797
138947,68849258,1819948,0,451587,0,10144864,61338856,0,0,0,26611431,15246599
139144,926371855,54660293,0,0,0,30630278,31946245,0,0,0,29890969,15971702
139153,0,37026,0,0,0,0,3855252,0,0,0,1541468,1307421
139199,46293307,-945642,0,2081053,0,9100843,38049436,0,0,0,20738176,12721348
139205,9067745,-308160,0,0,0,2707163,3222979,0,0,0,2265245,1631040
139287,0,151693,-405371,0,0,0,548304,0,0,0,212981,44100
139348,194785583,-12096950,0,0,0,996521,566098,0,0,0,3975702,1860530
139393,34135905,1333511,0,862814,0,13992382,15968550,399665,0,0,10215425,5591428
139630,1009557,-271873,0,1880830,0,6035368,8191731,0,0,0,3258651,2607176
139658,8087587000,51304000,0,4478000,0,180339000,382073000,0,0,0,652084000,470389000
139995,0,142394,-284788,0,0,0,1577141,0,0,0,538377,306018
140146,7856526,-2856715,0,0,0,0,2705325,0,0,0,1628938,1156861
140234,44479933,-2361549,0,0,0,10384886,14160913,0,0,0,12808793,5923755
140252,0,-273196,0,213971,0,2878119,56629749,0,0,0,16119049,12208101
140447,285785550,-6268295,0,0,0,67140786,143954802,0,31978556,0,99277001,58275025
140553,132968849,-8826407,0,828600,0,13783677,29771076,0,0,0,23990726,13550055
140562,96498930,31963543,0,0,0,0,13067348,0,19552000,0,56534046,42553894
140696,30996342,3257302,0,4851,0,19793549,14350831,0,0,0,8591146,5573308
140720,12845486,1497362,0,415757,0,1833553,6031074,0,0,0,8747741,4716126
140818,56664547,-7008196,0,2990485,0,9201096,23763267,0,0,0,17220511,11779749
140872,39061984,-4245591,0,2713622,0,4102306,15491415,0,0,0,9179425,6197602
140951,116868189,76776441,0,4684434,0,91299008,287632079,0,0,0,105196047,51416520
140988,17130414,-47521,0,2636983,0,11777165,13241014,0,0,0,8447233,6329017
141060,346981172,-11600713,0,1439750,0,3861586,36479010,0,0,0,28848794,15719816
141167,4938715,970148,0,7126,0,2788632,11878756,0,0,0,5633531,3987041
141185,3150172,890950,0,0,0,5782880,8565650,0,0,0,4519065,2711898
141237,6372179,919715,0,5297064,0,0,11036378,0,0,0,5016293,2796756
141325,60418044,-3123436,0,891045,0,2496842,7218098,0,0,0,7001795,3867197
141361,96927267,-11619153,0,3143822,0,18210732,11595246,0,0,0,10275982,5344135
141486,17079520,3272010,0,0,0,10722627,32387221,0,0,0,17770522,9716239
141644,51319162,-6501766,0,35925,0,24420560,63163216,0,0,0,24461575,16751407
141936,578708,3188,-6376,0,0,0,565733,0,0,0,395847,112765
142090,1057231,37375,0,0,0,556988,1520776,0,0,0,1376887,649854
142294,96085098,29027899,0,86009,0,12399560,13392162,0,0,0,9239845,6196997
142461,48992758,-2018649,0,0,0,13515980,25045138,0,0,0,17636722,9200472
142522,225100000,27377000,0,225228,0,0,98212000,0,0,0,156854000,88069000
142832,2031103,483007,0,0,0,1646037,34978659,0,0,0,17195498,9978784
142887,0,1012587,-3048369,190581,0,0,7556988,737172,190581,0,1417734,1262393
142957,0,858538,0,0,0,0,8368,0,0,0,798409,296684
143048,,,,743165,0,34554521,110184690,0,0,0,55141869,30904457
143084,164333384,-2543336,0,3167242,0,46995488,42666241,0,0,0,25115996,17772006
143118,39529074,-1693711,0,5702450,0,26162027,63066633,0,0,0,27975022,17577147
143233,44354761,-1045781,0,0,0,0,123026,0,0,0,1571000,815498
143288,26994911,4363720,0,1208717,0,3448863,6898046,0,0,0,3803877,2632110
143297,,,,136770,85087,0,2176383,0,0,0,2477359,1856293
143303,,,,0,0,0,62400,0,0,0,263457,263457
143358,262153539,-6710507,0,10062,0,0,101397585,0,0,0,73598521,44481191
143659,39642685,-2106143,0,0,0,0,3330815,0,0,0,4472478,2179945
143853,118798190,25612529,0,0,0,0,154444664,0,0,0,63951316,31078856
143978,0,3217984,0,0,0,2582869,89694755,0,0,0,33885792,23828845
144014,23009303,-689126,0,0,0,0,1624112,0,0,0,3146243,1558257
144050,6556579865,-557375045,0,456268,2356201,293814071,395773075,0,0,0,1275358367,755217252
144281,214674176,6306932,0,6985936,0,39920000,165613889,0,0,0,104156230,58487830
144351,21856600,-346267,0,2261446,0,15868086,52871814,0,0,0,35188568,17219433
144740,561050000,29520000,0,18614000,0,184944000,475796000,0,0,0,254886000,142054000
144883,10608993,955275,0,1100285,0,1782641,5389372,0,0,0,3060881,1325759
144962,89996249,-13632426,0,35139,0,44630359,50706326,0,0,0,25836241,15686344
144971,21458413,-451763,0,1217287,0,0,8321290,0,0,0,4543695,2859283
145275,90639349,-8540343,0,0,0,0,1826681,0,0,0,5135271,3449466
145354,,,,45195,130434,3649,532641,0,0,0,812027,749542
145372,17210539,-1470441,0,0,0,11358317,14273283,0,0,0,9080839,5116249
145497,1372775,511718,-451114,0,0,635233,2263041,0,0,0,4359238,3085434
145558,73928980,-10905140,0,7348,0,4024606,76861807,0,0,0,42204986,26420460
145619,30333031,-3110161,0,4071134,0,32282010,69139968,0,0,0,35619616,20412560
145628,45864794,-186762,0,50000,0,594364,25375155,0,0,0,10957923,6764915
145646,208848557,-15032535,0,1773931,0,35038597,37007216,314396,0,0,31973221,16713023
145691,136950159,-17823001,0,1667007,0,14843465,12521007,0,0,0,10414913,6386993
145725,232807000,-10368000,0,10000,229000,88614000,152099000,0,0,0,86898000,66173000
145886,516591,-19614,0,0,0,0,1347692,0,0,0,417992,417992
146241,19883085,117690,0,0,0,9900642,33829706,0,0,0,19721031,12274370
146339,7774058,-4027502,0,1022067,0,10138961,13758154,189539,0,0,10099161,5929469
146427,115547941,-5189667,0,1497326,0,31850028,22935488,0,0,0,18220020,10624963
146481,85584148,13067652,200,2145004,0,35877888,27910718,0,0,0,17384872,9600408
146490,7895643,-817365,0,0,0,0,7156475,0,0,0,1815958,789316
146533,10537289,817400,0,140914,0,0,4234180,0,0,0,1890826,1454992
146612,64416049,6322807,0,3745845,0,0,95099574,0,0,0,55521467,32047486
146667,10180527,-333079,0,492022,0,1447730,5867046,0,0,0,3458463,2371551
146676,23133249,-6816572,0,1771229,0,5738640,8420609,0,0,0,4707437,2946330
146719,613374404,-6948595,0,9042631,2564,152887447,360285448,0,0,0,180094873,111764564
146728,40540198,-5991894,0,0,0,0,439061,0,0,0,3236675,1049185
146755,,,,73750,0,1000,4397846,0,0,0,1893883,1303022
146816,0,51920,0,67576,0,54844,2139105,0,0,0,486066,403766
146825,12827886,1024146,0,1118262,0,4957254,7646756,0,0,0,4187470,2415593
146977,78876160,-6242604,0,0,0,0,302871,0,0,0,2846261,1624071
147013,31076236,-2607630,0,2489302,0,22092759,28196471,0,0,0,15343440,9299099
147031,22396849,-859643,0,0,0,0,1069169,0,0,0,1364233,755567
147129,,,,776613,0,75660,11093496,0,0,0,5405790,3326948
147244,117581493,-8025878,0,3236770,0,25192094,29895260,0,0,0,20978134,11041802
147341,100684712,-10838871,0,2474729,0,22589329,15300653,0,0,0,15173811,7292078
147369,114002389,-14157487,0,0,0,112763,22929628,0,0,0,29536653,16472541
147396,0,72618,0,0,0,40700,1367906,0,0,0,768237,467757
147536,31420202,-2997203,0,1521241,0,3161134,54367903,0,0,0,21896084,12569670
147590,12743359,1648682,0,0,0,743513,17879840,0,0,0,7885628,6057942
147660,99273120,-9120235,0,3559010,0,43323318,47627252,0,0,0,26148635,16725986
147679,148140281,-5605118,0,2747674,0,15857509,43808163,0,0,0,20436115,13681795
147697,15748847,1356093,-3615454,0,0,0,860911,0,0,0,918637,677995
147767,10312782000,221431000,0,1152000,0,287324000,581288000,0,0,0,822619000,443064000
147828,32468969,-3773266,0,0,0,53488823,60097118,0,0,0,32562243,17207816
148016,439849590,-20564127,27344441,0,0,0,2847298,0,0,0,11365919,4994982
148131,14911240,-4037106,0,672474,0,15572231,10374357,0,0,0,5360383,4056043
148335,30723290,-11625944,0,4976943,0,33109724,55153196,0,0,0,15013171,7562729
148405,14085189,2829684,0,1658878,0,9215290,17483108,0,0,0,8263195,4911322
148487,84430197,-4492966,0,0,0,26487624,86336823,0,0,0,46093083,26694779
148496,28522445,-2338549,0,0,0,25555393,48405788,0,0,0,34056868,20255434
148511,739665000,-1309000,0,51884,0,0,67253656,0,0,0,38778979,21889252
148575,,,,578328,192563,814109,6267302,79236,0,0,5013839,3792513
148584,31832510,2796473,0,9935,0,18063244,40864639,0,0,0,17117493,10843971
148593,0,-190703,0,55780,0,0,2040409,0,0,0,2750323,1357623
148627,8902987,-3909109,0,6486718,0,35753395,58893268,0,0,0,28206430,17863930
148849,223872,-351922,0,30365,0,782433,1424145,0,0,0,793564,440463
148876,1411729,-992103,0,2696734,0,2837321,10231043,0,0,0,5125238,3203463
148885,37274265,-1842735,0,0,0,0,5097301,0,0,0,3223228,1781136
148955,,,,0,0,0,250072,0,0,0,700516,391109
