UNITID,F2A01,F2B04,F2B06,F2C03,F2C04,F2C06,F2D01,F2D02,F2D03,F2D04,F2E011,F2E012
243823,32731719,973209,0,862507,0,1504587,31362332,0,0,0,11185532,6345063
243832,612860,453671,0,128460,0,0,19528336,0,0,0,5869140,2695485
244233,0,663748,0,176002,0,56000,7296541,0,0,0,3339706,2233687
245652,56819099,-6450594,0,9348,0,9204762,5954657,0,0,0,8838845,5287801
245731,0,1198,1253,12918,0,191589,94224,0,0,0,117902,45436
245777,0,47885,0,16784,0,1087484,296623,0,0,0,747553,614600
245953,26454406,2219082,0,575944,0,2579801,20524747,0,0,0,5823296,3722440
246345,166734,390026,-2024,0,0,0,1538585,0,0,0,678116,349546
246789,0,76982,-377624,0,0,0,536597,0,0,0,288640,246957
247162,0,-79013,0,0,0,0,865445,0,0,0,323375,223892
247649,21449528,286904,-100000,311424,0,7530327,16814844,0,0,0,7357099,4314789
247773,0,-234916,0,0,0,416218,585492,0,0,0,1063580,829964
247825,4605835,-228393,0,0,0,0,185355,0,0,0,380769,278883
260293,0,1958010,1074665,0,0,0,12983130,0,0,0,2914542,1739832
260372,3451858,510154,0,260744,0,0,921573,0,133685,0,2645283,1747348
260947,0,589764,0,6221,0,27725,200130,0,0,0,31260,31260
262022,,,,0,0,156503,1307382,0,0,0,1074948,686428
262086,3156863,2161646,0,1442072,0,3260083,94124878,0,0,0,28530265,16251119
262466,,,,0,0,0,1000753,0,0,0,551712,348940
363590,0,-370464,0,0,0,0,2661596,0,0,0,1119059,576153
363712,0,225191,0,0,0,0,249632,0,0,0,417137,403747
363907,0,-163100,1,29187,0,21625,2332449,0,0,0,685105,653563
363916,0,-85122,1,15233,0,11286,1217307,0,0,0,357558,341096
364122,,,,0,0,0,38292,0,0,0,79369,61053
365426,,,,0,0,0,36899,0,0,0,1739664,1290919
365505,,,,58677,0,0,523845,0,0,0,1159862,915792
366003,25397,159252,0,1613,0,0,1210746,0,0,0,458633,293264
366252,12184220,-336298,0,7334142,0,0,89939060,0,19980000,0,67246237,31976189
366261,2472219,-96263,0,0,0,0,1793222,0,0,0,1380069,642881
366368,390164,557216,0,0,0,502732,3958796,0,0,0,1470793,1046847
366535,0,-306377,186789,0,0,151540,5784591,2634,0,0,2764801,1576497
366571,,,,0,0,0,76639,0,0,0,225995,182811
366793,3848605,-41518,0,0,0,46996,498401,0,0,0,769841,638209
367839,0,222071,0,0,0,0,2573643,0,0,0,2106902,783344
367884,2818695,1158016,0,2573200,0,0,25710433,0,0,0,9790771,5937765
368771,,,,0,0,0,950847,0,0,0,68330,68330
368780,2476676,707998,-707998,0,73919,0,2191898,0,0,0,1254337,1103507
369002,5335034,-1294209,0,0,0,0,5079219,0,0,0,2153823,1788860
369659,6191562,-258315,-38437,0,0,0,5268964,0,0,0,2597904,1489183
372958,0,-182619,6728,0,0,440438,7199908,2816,0,0,3683989,1604131
374024,0,-407652,0,0,0,11930,3316822,0,0,0,1940221,1387243
375230,0,-209071,0,0,0,0,613750,0,0,0,136688,102169
375416,0,1063131,-1662981,0,0,219473,8321484,3493,0,0,4525906,2161774
376385,513514,-570671,-1900,36796,0,0,4121956,0,0,0,1728890,669616
377111,0,-376971,85619,0,0,182699,7163178,2781,0,0,3549434,1694000
381255,,,,0,0,0,1012138,0,0,0,906488,490542
381282,,,,0,0,0,1374440,0,0,0,1009170,567474
381325,,,,0,0,0,1112510,0,0,0,1012759,569256
381459,4323114,-923941,0,0,0,0,1197225,0,0,0,1673267,1067015
383172,,,,0,0,0,0,0,0,0,251040,78480
384254,443661,16265,0,819611,0,1679995,7786176,0,0,0,3289579,2205650
384306,188260,20273,0,0,0,0,1463041,0,0,0,1405267,923942
384421,19867,953768,0,139012,16747,1036242,1014206,0,0,0,1693381,627647
385619,3281898,1813269,0,1381641,0,0,26109151,0,0,0,7973297,3769226
386153,,,,0,0,822829,1865787,0,0,0,1275987,766789
388520,477366,-1022510,0,0,0,319515,2310959,0,0,0,1575552,1361831
390701,0,82488157,0,0,0,0,103675110,0,0,0,9078811,5849363
392354,,,,0,0,0,159000,0,0,0,191060,128408
392840,3323330,52184,0,447713,0,0,4127867,0,0,0,2492535,1530616
393180,0,289632,-579264,0,0,0,2077743,0,0,0,620000,620000
399911,1161267000,-68825000,0,465187,0,0,39000,0,0,0,13658000,6278000
401223,0,86290,0,0,0,205135,1159399,0,0,0,575256,279683
401250,2049085,744395,0,0,0,0,1888639,0,0,0,1252151,642988
404222,,,,4585,0,0,6586928,0,0,0,3473678,1879099
404718,,,,0,0,0,355302,0,0,0,202335,94420
405058,0,-431426,0,142479,0,910000,3169233,0,0,0,2641990,1294286
405854,0,403235,0,637852,0,0,2022334,0,0,0,1280016,355500
406547,,,,165674,0,135896,6047961,0,0,0,1900206,1146204
407610,0,-19907,22115,0,0,468,65455,0,0,0,37566,28211
407629,167811678,23030446,0,0,0,822565,117997747,0,3357450,0,43822602,20713117
409254,41854950,-4056014,0,0,141000,81631,3078543,0,0,0,7566657,3223704
409616,16331750,-1824386,0,0,0,3675386,8992838,0,0,0,5691522,3870224
411754,,,,0,0,0,347408,0,0,0,415258,314844
412173,0,9553,0,66736,19116,0,1355013,0,0,0,2689781,1714912
412599,0,-576922,230804,56115,0,287221,9629418,4401,0,0,3954494,1832783
413617,3080165,166517,-333034,438990,493622,0,1933625,0,0,0,5007526,3023783
414966,57315867,2723400,0,0,0,0,223300,0,0,0,741114,699836
417327,,,,91665,0,7500,4897540,0,0,0,1975502,1342321
417734,,,,129216,0,0,2759275,0,0,0,1096678,1096678
417752,540752,-152086,0,0,0,30412,735929,0,0,0,315520,135700
418126,0,2409270,0,0,0,0,8368746,0,0,0,4560054,2088400
420006,0,-1244188,9,0,0,0,2456539,0,0,0,1138953,595283
420246,66117,886021,0,0,0,0,11320621,0,0,0,7554536,3996288
420325,0,-131745,1,130117,0,53378,415482,0,0,0,285401,135150
420705,0,-104361,0,0,0,0,766697,0,0,0,78780,78780
420981,,,,802542,0,0,82829,0,0,0,1106725,1106725
423643,0,44919706,0,0,0,0,181271119,0,0,0,103836098,48122754
426314,,,,416073,0,172000,94426000,0,0,0,45323500,31534524
427308,,,,636127,0,0,489801,0,0,0,1142085,509636
427894,,,,0,0,0,548893,0,0,0,976855,487754
427919,,,,0,0,0,399949,0,0,0,1040695,485034
429128,0,75339,0,0,0,493750,2478866,0,0,0,1452738,751943
430306,,,,0,0,0,504800,0,0,0,264036,198036
430342,,,,0,0,0,761648,0,0,0,1061348,576818
430421,,,,0,0,0,2496886,0,0,0,773521,442621
430670,0,1419258,0,0,11255,0,7191025,0,0,11255,3309789,2035520
430810,19399033,-5137794,0,25053,0,3358170,6859833,0,0,0,4644253,2417026
431309,,,,354158,0,0,5173533,0,0,0,5161753,5161753
431594,,,,0,0,0,61593,0,0,0,65796,48528
431600,,,,49529,0,0,1060276,0,0,0,1373289,939644
431929,0,6154,0,12583,0,0,1656034,0,0,0,590271,385796
431983,0,1266479,0,48350,0,1103897,1650253,0,0,0,2073486,1229911
432269,,,,0,0,0,657915,0,0,0,757361,469978
432348,9071932,-689405,0,0,0,0,1792113,0,0,0,2003885,1175392
432357,,,,0,0,586433,2433457,0,10905,0,1480224,713904
432524,1420602,779020,-1558040,10723,0,1142073,2476215,0,4896,0,904778,745827
433165,,,,0,0,0,25000,0,0,0,66238,61836
433217,,,,0,0,0,30000,0,0,0,144000,105120
433387,7257000,17622154,0,7701331,0,0,420200223,0,0,0,162480964,113908571
434016,1900908,226006,273151,0,0,0,279355,700610,79864,599909,1483147,826443
434362,,,,23500,0,0,298188,0,0,0,193291,137101
434539,,,,70005,0,17000,4548038,0,0,0,1845066,1151944
434751,0,168240,0,199093,0,0,38797,0,0,0,458165,436368
434937,16565,380396,-760792,0,0,373518,136928,0,0,0,314679,199119
436012,,,,1499763,16099,0,4230775,0,0,0,1361198,905783
436021,,,,0,0,0,330908,0,0,0,293849,224193
436614,0,216595,-184499,0,0,0,413610,0,0,0,242638,186462
437237,,,,0,0,0,1550593,0,0,0,1098152,552386
437705,59653,-42606,0,0,0,0,7136,0,0,0,16374,12056
437732,0,-1269229,0,0,0,86343,3622083,0,0,0,2383064,1449301
438151,0,-297489,-364569,0,0,0,8454821,0,0,0,2839937,2219694
438647,0,-1721837,-1,0,0,0,2893479,0,0,0,1382988,692343
438656,,,,0,0,0,3961448,0,0,0,1287755,735079
438869,0,-630831,837478,0,0,25611,421196,251,0,0,687911,178984
438902,0,-2543659,42,0,0,0,3130214,0,0,0,1582728,903720
439367,0,220238,100,0,0,0,5667176,0,0,0,2275929,1974543
439446,0,207412,0,20432,0,0,2636241,0,0,0,790261,790261
439570,0,399622,2920489,11954,0,0,8462206,0,0,0,973078,673436
439613,0,144821,0,522416,0,0,1617373,23070,0,0,527697,324792
439686,,,,0,0,0,1747549,0,0,0,1428002,742264
439701,2783485,415099,0,0,0,167726,6130632,0,0,0,2133820,847658
439783,189080,476703,0,53140,0,0,2432383,0,0,0,1078009,962537
439817,3228122,-296027,0,0,0,166936,888668,0,0,0,648965,514639
439862,50000,-122735,600091,24225,3871,8893,259778,0,0,0,560798,269006
439899,835155,-249799,0,0,0,126408,248511,0,0,0,246632,139267
439978,,,,0,0,0,80109,0,0,0,109372,109372
440004,,,,0,0,0,602813,0,0,0,683202,413690
440031,68977503,-2088281,6163698,0,0,883675,14927798,0,0,0,6374138,4746555
440138,23055336,11915907,0,320172,0,1128185,57609225,0,0,0,29109079,18958096
440271,0,650678,-501857,9357,0,95254,1394639,779,0,0,1165716,472948
440651,0,248439,0,64046,0,0,7129207,0,0,0,3205625,2217991
440794,608899,113990,0,1837242,0,0,7366602,0,0,0,2335748,1098031
441016,,,,0,0,0,4121189,0,0,0,1281720,651957
441089,0,-2990552,5,0,0,0,11326011,0,0,0,5881762,2567821
441104,2988430,-208362,0,0,0,109730,3427381,0,0,0,1576061,1101647
441131,0,85067,0,0,0,32740,3670225,0,0,0,1777517,1086945
441238,,,,0,0,0,0,0,0,0,0,0
441371,0,20751485,-17170927,668,39115,982834,3208122,0,0,0,778229,597973
441478,0,50730,-94930,0,0,0,2440304,0,0,0,583957,583957
441487,403113,-145602,540,188394,32632,0,1746245,0,0,0,871729,478028
441511,1500,1596262,-10000,0,0,0,3658304,0,0,0,2395450,2395450
441575,,,,2395633,0,0,2395633,0,0,0,4628069,4628069
441609,0,130178,0,109179,0,1386284,735191,0,0,0,1073779,225807
441690,250588,4311,0,0,0,25470,1486654,0,0,0,359836,220716
441982,352460000,-33311000,0,0,0,9775626,5234000,0,0,0,10918000,5044000
442064,2915702,65226,0,0,0,0,1211597,0,0,0,567783,462030
442295,0,3661225,0,0,0,3927123,8097589,0,0,0,2785388,2481075
442356,5049190,-500121,0,947780,0,0,17664712,0,0,0,12737272,7249468
442523,454321,120143,0,99000,2200,171675,712061,0,0,0,544761,185399
442620,,,,0,0,0,2226888,0,0,0,807984,458263
442727,,,,0,0,0,4254150,0,0,0,2023546,1087264
442790,0,-1611671,0,0,0,0,4318685,0,0,0,1591726,715502
442806,23092324,7540497,0,0,0,0,67544345,0,0,0,32974385,12953257
442949,133917,-10760,0,11665,0,1667,828319,0,0,0,137461,106048
442976,,,,1891,0,0,209523,0,0,0,271110,132625
443030,,,,0,0,0,945311,0,0,0,763942,613345
443049,2389,-1118938,3204857,0,0,0,1147931,0,0,0,975845,900000
443058,0,-32430,0,7300,0,0,48519,0,0,0,37441,20298
443076,5994977,-220276,0,0,0,0,1378853,0,0,0,1062178,716272
443100,,,,6606,0,2918,5800,0,0,0,199923,199823
443128,0,-1698825,0,0,0,470593,14893515,0,0,0,6506642,3413794
443207,,,,205319,0,0,4496148,0,0,0,3526976,1646223
443322,,,,148302,0,0,4883340,0,0,0,1049073,721315
443340,0,-56640,0,0,0,66505,662428,0,0,0,250144,172575
443702,23546121,-3178308,0,0,0,0,176763,0,0,0,1376842,520041
443748,0,-1536158,0,0,0,0,3440454,0,0,0,1268334,690771
443854,0,-1329181,12,0,0,0,3264909,0,0,0,1367593,549951
444024,0,-450948,8,0,0,0,4589070,0,0,0,2106935,1196122
444103,3744273,339909,0,0,0,0,280545,0,0,0,194140,122548
444398,347888,2142751,280650,0,0,158300,534285,0,0,0,1317802,924414
444413,0,-34938,0,32281,0,948570,1004165,0,0,0,437093,337634
444510,,,,0,0,0,258384,0,0,0,532986,317236
444592,,,,0,0,0,1565593,0,0,0,402058,266029
444778,4000,-122606,0,0,0,0,625687,0,0,0,325558,237677
445054,202464404,556454,0,0,0,750000,0,0,0,0,3991279,3885434
445203,0,-184132,-43556,0,0,221282,7670537,3189,0,0,3376978,1557195
445249,0,-771998,596667,31381,0,122675,5299392,1813,0,0,3158992,1555985
445434,0,-280908,1,0,0,0,3992559,0,0,0,1663030,940640
445461,,,,0,0,0,5633301,0,0,0,1965122,1091931
445735,435559,107172,0,91575,0,0,75803575,0,0,0,34564343,17261974
445869,514887,-50268,0,0,0,566480,1899000,0,0,0,2271274,1394177
446048,33866011,-3170752,0,1423712,0,9074485,9620701,0,0,0,9285449,5419194
446163,60125,577473,-744236,0,0,0,352849,0,0,0,210678,21067
446233,0,55218,0,96500,0,1190410,2606992,0,0,0,996720,524050
446242,,,,0,0,0,2455270,0,0,0,1304577,493478
446394,0,-25329,20009,0,0,2208,139799,0,0,0,84425,64461
446455,,,,266731,0,0,952719,0,0,0,634530,392969
446604,0,2685294,6291,6356137,0,1500000,18184425,0,0,0,9287999,6000351
446613,0,100,-251347,0,0,0,18278,0,0,0,23200,11600
446640,0,11495903,0,1329197,994755,3919763,35987957,0,0,0,10351350,5613484
446677,0,-488252,-75836,0,0,0,1993389,0,0,0,844957,630279
447209,,,,0,0,0,2231389,0,0,0,923620,438764
447953,124400,3800,0,0,0,0,4062200,0,0,0,1764200,709800
448284,,,,0,0,0,9455449,0,0,0,7429407,4559870
448309,,,,296402,0,0,4845167,0,0,0,1712801,1582445
448691,0,-107520,0,0,0,0,399339,0,0,0,2263538,477899
448752,0,282558,-261953,0,0,0,5874794,0,0,0,1630825,1156335
448761,0,-577025,-112429,0,0,0,2266915,0,0,0,951682,715261
449269,,,,0,0,0,3426302,0,0,0,1595901,981750
449348,0,48317,0,0,0,0,509383,0,0,0,406717,210000
449481,7313,-119747,0,1206,0,0,565168,0,0,0,140406,126607
449506,12866008,-1693607,0,59919,37700,0,6409621,0,0,0,3639648,699670
449658,0,146614,0,25002,0,425117,563363,0,0,0,307879,195407
449764,622826,1567879,7263,0,0,208830,2013280,0,0,0,1231976,690270
449834,802312,-28417,0,0,0,0,177722,0,0,0,308885,239672
449870,13395113,592197,0,255277,0,892627,2321343,0,0,0,3086596,1751336
449922,13325695,650399,0,0,0,0,7235914,0,0,0,3397364,2437430
449931,0,-1429630,-1,15850,0,0,4621059,0,0,0,3023258,1954789
450173,,,,50397,199149,2983916,244540432,0,0,0,41491540,12727729
450304,81833017,-4714691,0,0,0,693044,830995,0,0,0,2583285,1444335
450401,0,226201,1635695,0,0,0,4808149,0,0,0,1684090,984090
450766,,,,0,0,610050,2155026,0,12836,0,1096758,620870
451033,,,,0,0,0,72953,0,0,0,127000,127000
451079,0,21082,0,0,0,0,1068379,0,0,0,423894,386929
451370,0,33450,0,82722,0,211622,400678,0,0,0,452741,269751
451398,0,128702,0,598034,0,2148542,2706144,0,0,0,1333748,715923
451404,0,431665,942541,1487017,0,207255,3626562,0,0,0,531866,531866
451413,,,,109643,0,0,5896074,0,0,0,1411587,1129270
451705,0,-348751,-52589,0,0,0,1131198,0,0,0,436174,344079
451857,0,-735214,640109,0,0,128869,4851497,1801,0,0,2573836,1255984
451866,0,-575716,181398,9524,0,148393,4223962,1859,0,0,2152308,1295329
452540,,,,4800,6881,0,11681,0,0,0,92085,37211
454184,672263,62574,0,57654,0,8968333,6641473,0,0,0,6743075,3258293
454838,0,-8435,-8674,0,0,0,324467,0,0,0,232430,107036
455035,,,,0,0,0,69201,0,0,0,572665,135224
455099,240132,4558,0,0,0,92735,285412,0,0,0,457620,365512
455220,,,,0,0,0,240000,0,0,0,176300,115000
455257,0,110800,0,1090481,0,309720,3339245,0,0,0,1533714,1132502
455406,250000,6755616,0,0,0,3272,24403831,0,0,0,10606868,5202074
455770,64263,-383837,0,156386,0,0,2670919,0,0,0,3355937,612672
455804,3507946,2233234,0,0,0,270480,2342928,0,0,0,2184874,1466843
455813,0,5477105,0,0,0,551382,375648,0,0,0,4625587,965874
455938,,,,0,0,0,0,0,0,0,0,0
455992,0,457498,0,0,0,662562,7609346,0,0,0,2821745,2265460
456481,,,,0,0,0,769520,0,0,0,313110,290260
456490,,,,2920,0,0,1043286,0,0,0,540194,384548
456542,22566981,-1607134,0,0,0,564128,22315757,0,225637,0,15201988,6366134
457086,3948058,-506666,0,0,0,0,3096926,0,0,0,1168282,927311
457174,0,-202913,261271,0,0,48056,3661425,1702,0,0,1768481,784975
457226,0,26774,0,0,0,0,140643,0,0,0,88187,34350
457271,51001,-323699,0,0,0,0,957639,0,0,0,764043,729115
457350,,,,30647,0,0,548055,0,0,0,259795,132505
457402,194583,11689,0,0,0,29619,135041,0,0,0,241889,156186
457484,0,137945,223424,0,0,86476,911490,0,0,0,169733,166876
457697,0,-33193,0,0,0,56441,293288,0,0,0,90417,85588
457794,,,,0,0,0,157215,0,0,0,327051,148548
457925,,,,0,0,0,249510,0,0,0,358063,194526
458113,20000,-8216,452,0,0,0,290025,0,0,0,88107,70860
458140,0,172674,-105075,0,0,4756,1059093,0,0,0,968282,423419
458575,513030,4013829,-1,0,0,0,284291,0,0,0,0,0
459082,3429433,-113679,-15172,84088,0,1233986,6768726,0,84088,0,7184339,3814946
459143,,,,8621,0,0,542506,0,0,0,121603,102312
459417,0,554737,0,143385,0,0,1706626,0,0,0,321583,270827
459444,,,,0,55295,0,303804,0,0,0,477936,357890
459727,0,1530000,194169,0,0,3313000,8234000,0,0,0,2700000,2579582
459736,0,60910,3229268,140830,0,0,56220657,0,0,0,23451571,13268899
459824,25290000,-4982000,0,140278,0,26000,44591000,0,0,0,16287000,9727000
460075,1397391,115700,-29450,0,0,104465,4648502,0,0,0,1160901,769597
460358,0,-1725543,9,0,0,0,4190283,0,0,0,1320677,694896
460376,134040,8027265,426070,0,0,102330,19713295,0,0,0,6266109,3907409
460385,,,,35573,0,0,397869,388860,0,0,711829,443409
460783,0,400141,-362375,5913,0,630,3246049,0,1473,0,1396121,513525
460899,0,-238173,-262902,0,0,0,6561612,0,0,0,2053486,1498684
461032,514519,430054,0,0,0,0,757927,0,0,0,457032,431209
461120,250346,9202,0,0,0,0,233564,0,0,0,236182,176064
461139,0,117450,0,0,0,0,706903,0,0,0,195436,134572
461236,4050,212733,0,0,0,130749,2093632,0,0,0,1109245,779086
461485,0,82759,0,0,0,6000,342609,0,0,0,391258,257006
461528,0,57812,0,0,0,0,334056,0,0,0,102596,42115
461643,26611,86961,6105,0,0,0,508534,0,0,0,510376,200392
461759,101162,-820487,0,0,0,2645,758357,0,0,0,324621,302338
461795,611719,68468,0,0,0,3348332,3293790,0,0,0,3322217,2216133
462044,30916,160531,0,0,0,358026,955999,0,0,0,425892,231500
462354,0,2119911,0,71996,0,0,4187675,0,0,0,4254343,1652367
465812,0,7851481,-1441529,0,0,0,123213645,0,0,0,22037546,10985445
467784,,,,0,0,0,4352793,0,0,0,1484931,657150
468769,,,,0,0,0,1158368,0,0,0,764688,442478
469629,0,128181,960445,0,0,0,2508039,0,0,0,1112618,875850
474863,0,1561702,0,658618,0,0,17716657,0,0,0,2876180,2637053
474890,0,5158886,-606005,0,0,0,13591348,0,0,0,1715097,1076182
474906,0,630955,-137563,0,0,0,3090376,0,0,0,772369,552874
475033,0,16336847,0,0,0,0,17523506,0,0,0,15998231,9146450
475185,3116998,39033,0,0,0,0,818834,0,0,0,2682068,1365862
475200,,,,135895,0,5500,3736134,0,0,0,1771448,1214605
475273,,,,0,0,1402094,16789237,0,0,0,7255539,4823762
475398,526726,-263508,0,0,0,101742,747274,0,0,0,131472,59918
475422,,,,20358,0,0,1128045,0,0,0,762404,761240
475477,,,,49182,0,500,3146728,0,0,0,1296073,794002
475608,14054603,118007,0,0,0,0,1813423,0,0,0,1986643,1448941
475705,,,,0,0,0,239773,0,0,0,265184,140063
475811,500000,1446568,0,0,0,0,4821140,0,0,0,891237,117317
476470,,,,0,0,0,2305368,0,0,0,606704,604854
476601,0,207988,-1,21000,0,675567,1438228,0,0,0,989199,603349
476692,0,76386,0,0,0,161039,81360,0,0,0,168370,90452
476717,0,1288783,0,1835539,0,384461,4249186,0,0,0,1159434,672090
477950,0,279067,-113423,0,0,0,3310596,0,0,0,1256217,918794
478634,0,2260943,-338390,0,0,0,8654206,0,0,0,2223011,1784268
480189,,,,1221984,0,9780713,11586126,0,0,0,5749774,3267800
480329,,,,0,0,0,3730510,0,0,0,1315896,555812
480499,0,60275,0,0,0,0,44332,0,0,0,94028,83378
480569,,,,534197,0,0,15042171,0,0,0,5027483,3846222
480727,,,,0,0,0,527601,0,0,0,581244,269450
480985,0,288531,0,0,0,0,1329803,0,0,0,241863,241863
481030,10520295,800542,20371,0,0,0,360900,0,0,0,1679327,295133
481058,0,-109881,0,0,0,0,435529,0,0,0,303346,303346
481137,,,,0,0,481332,1739659,0,0,0,608095,266351
481155,,,,0,0,0,1427696,0,0,0,1466152,530163
481225,137706,1139980,0,0,0,0,64763,0,0,0,64146,57510
481377,,,,0,0,0,303243,0,0,0,86344,70963
481401,3302944,20777,0,0,0,0,458459,393655,0,0,1307007,686685
481410,0,368175,0,41213,0,41900,664470,0,0,0,316788,273517
481438,0,1868732,0,0,0,909250,960875,0,0,0,904888,406061
482185,,,,3117,0,0,1693064,0,0,0,350449,318427
482228,0,8510,0,0,0,12733,421012,0,0,0,99663,99663
483018,44156915,-7172605,3,0,0,0,412833,0,0,0,2756162,2012461
483595,0,-2147621,2424720,0,0,195950,34946,0,0,0,998787,488689
483647,,,,0,0,0,19250,0,0,0,617222,540088
483823,,,,462757,0,0,1479325,0,0,0,931607,325947
483975,34537500,3889794,0,0,0,0,22010233,0,0,0,9379051,4969332
483984,16185,514126,92429,0,0,0,1241647,3754,0,0,675611,292596
484303,,,,0,0,0,192689,0,0,0,125540,67821
484871,0,29600,10131,105842,0,0,604659,0,0,0,202130,186694
485078,,,,0,0,0,513790,0,0,0,740821,112760
485263,0,4034803,-948036,0,0,0,20251079,0,0,0,4730185,3627940
485360,,,,24000,0,0,244956,0,0,0,140553,140553
485403,0,658778,0,0,0,117000,118121,0,0,0,479344,264042
485421,0,29792,4000,25860,0,0,603891,0,0,0,245676,145676
485856,,,,0,0,20300,639569,0,0,0,264277,264277
485999,0,108549,0,200834,0,2426577,769208,0,0,0,894186,596611
486017,203142,601760,0,0,0,414327,936541,0,0,0,1095278,706715
486026,51301,1455813,0,263098,0,2532459,4464355,0,0,0,5048045,2362968
486053,238451,632535,0,0,0,0,1095504,0,0,0,1386935,1033636
486080,13850000,993000,1767000,0,0,0,0,0,0,0,0,0
486196,0,169543,0,121003,0,2072514,454763,0,0,0,1344971,587477
486257,0,-46814,0,0,0,0,940532,0,0,0,427950,317997
486284,2460042,-105213,0,0,0,1641886,522858,0,0,0,994016,277703
486433,0,2312987,0,0,0,1932914,3001936,0,0,0,1434797,166400
486460,0,1007397,-1,0,0,0,331672,0,0,0,350040,147390
486488,0,187395,0,0,9000,2800,1452901,0,0,0,1106606,685536
486594,0,57374,0,0,0,0,354135,0,0,0,86368,80600
486901,34691327,1400459,-147907,481651,0,12068987,14660051,0,0,0,8769046,5762229
487092,,,,849000,0,10822000,25744000,0,0,0,11066000,5683000
487524,16153796,1300856,0,1104467,0,9441736,39027051,0,0,0,18683479,12205518
487603,,,,0,0,0,5997000,0,0,0,4666000,2310000
487649,0,0,364652,0,0,45954,42499,0,0,0,33492,30048
487658,,,,7251,0,0,945844,0,0,0,186496,167944
487667,0,1424567,0,0,0,1682329,4492518,0,0,0,1758768,1683005
487746,0,173474,0,0,0,700502,398202,0,0,0,1781835,829708
487782,,,,11800,500,0,1140775,0,0,0,278532,222367
487816,,,,0,0,45400,3063,0,0,0,81724,3750
487889,,,,337243,0,0,656090,0,0,0,308760,100494
487968,,,,72450,0,0,66155,0,0,0,72859,43055
488004,0,7197,0,0,0,328643,262328,0,0,0,460685,377407
488086,2308370,29227,124800,0,0,0,381778,0,0,0,177229,177229
488101,0,15006,0,0,0,284120,662380,0,0,0,545915,316680
488305,62150,365356,0,0,0,0,766823,0,0,0,813301,546588
488314,0,140556,0,0,0,346135,275015,0,0,0,327438,116315
488350,0,18847,0,0,0,406349,551751,0,0,0,301230,147144
488387,0,1818817,6559692,0,0,0,24891,0,0,0,337460,337460
488527,0,10595135,0,0,0,0,0,0,0,0,1089831,911631
488590,,,,0,0,1418,45744,0,0,0,26151,26151
488679,,,,7612734,0,2328911,101483899,0,0,0,28952664,22339666
488846,0,734735,-4152508,0,0,0,1104883,0,0,0,431441,431441
488907,0,33681,0,0,0,0,159273,0,0,0,393703,95074
489326,,,,0,0,0,0,0,0,0,4000,0
489937,1182181,-166927,0,0,0,1376174,3145396,0,0,0,1591688,1473425
