UNITID,TUITION1,TUITION2
178697,18500,18500
178721,11730,11730
178767,13230,13230
178891,14232,14232
178989,34880,34880
179043,34880,34880
179070,11124,11124
179159,40100,40100
179256,10850,10850
179265,27400,27400
179308,2700,4080
179317,.,.
179326,21600,21600
179344,3570,3570
179450,13560,13560
179539,2400,3600
179548,29554,29554
179557,5979,5979
179566,6150,6150
179645,2550,4200
179715,2280,3270
179812,.,.
179867,48950,48950
179894,26100,26100
179919,15500,15500
179946,23200,23200
179955,32247,32247
179964,22230,22230
180054,2280,2280
180081,2380,2380
180106,32212,32212
180151,2010,3450
180160,1960,1960
180179,4397,4397
180197,2940,4312
180203,1740,1740
180212,1680,1680
180249,2496,2496
180258,21334,21334
180276,2358,2358
180328,2600,2600
180373,2490,3720
180416,5177,5177
180461,5330,5330
180489,4603,4603
180522,3953,3953
180595,26136,26136
180647,2988,5076
180692,3699,3699
180814,6840,6840
180832,11976,11976
180878,13856,13856
180902,2520,2520
180948,4480,4480
180984,27880,27880
181002,35942,35942
181020,29720,29720
181093,21088,21088
181127,27020,27020
181145,5050,5050
181215,5460,5460
181242,15327,15327
181297,13632,13632
181303,2625,2625
181312,2520,2520
181330,29880,29880
181376,16200,16200
181394,5596,5596
181400,15327,15327
181419,4080,4080
181428,8550,8550
181446,30598,30598
181464,6757,6757
181491,2700,2700
181534,4800,4800
181543,5600,5600
181604,29954,29954
181640,2952,2952
181738,21456,21456
181765,4356,4356
181783,4800,4800
181792,2600,2600
181817,2280,2280
181853,17300,17300
182005,2745,2745
182111,17317,17317
182148,12360,12360
182281,6517,6517
182290,6577,6577
182306,2745,2745
182458,30321,30321
182500,2745,2745
182564,2745,2745
182634,39200,39200
182661,16410,16410
182670,49998,49998
182795,31500,31500
182829,.,.
182917,21400,21400
182980,23162,23162
183026,30756,30756
183044,14410,14410
183062,10968,10968
183071,14070,14070
183080,11020,11020
183099,6400,6400
183105,6400,6400
183114,6400,6400
183123,6400,6400
183132,6400,6400
183141,6400,6400
183150,6400,6400
183211,29100,29100
183239,37826,37826
183248,20750,20750
183257,7200,7200
183275,20400,20400
183488,13390,13390
183600,5544,5544
183655,3600,5340
183743,3324,6840
183789,21831,21831
183804,19876,19876
183822,28600,28600
183859,3114,5892
183877,3000,3480
183910,31150,31150
183938,3210,3330
183974,30696,30696
184180,3690,7380
184205,3540,3840
184348,46920,46920
184481,3466,6931
184603,36976,36976
184612,30680,30680
184694,39222,39222
184773,30158,30158
184782,9434,9434
184791,3170,3950
184959,14373,14373
184968,20996,20996
184995,3870,7740
185129,8114,8114
185174,19600,19600
185262,7754,7754
185509,2916,4080
185536,2592,5184
185572,34664,34664
185590,8768,8768
185651,5490,10980
185679,5490,10980
185721,13125,13125
185758,.,.
185828,13602,13602
185873,3360,4050
186034,3420,4290
186122,.,.
186131,45300,45300
186186,11100,11100
186201,8998,8998
186283,39080,39080
186371,11408,11408
186380,11408,11408
186399,11408,11408
186405,7294,7294
186423,12870,12870
186432,34130,34130
186469,3060,3750
186584,37100,37100
186618,30326,30326
186645,3432,4272
186867,47134,47134
186876,8435,8435
186900,12800,12800
187046,6350,6350
187134,11124,11124
187198,4620,9240
187444,9976,9976
187532,1248,1248
187596,3420,3420
187620,1440,1776
187639,936,1008
187648,3427,3427
187666,1656,1800
187745,4460,4460
187897,3952,3952
187903,840,1296
187912,1681,1681
187958,1682,1682
187967,5841,5841
187976,2024,2024
187985,6664,6664
187994,1872,2232
188003,936,1680
188021,1800,2016
188030,4956,4956
188049,1668,1668
188058,3120,3120
188100,1104,1104
188137,1410,1770
188146,24135,24135
188182,15456,15456
188207,.,.
188216,0,0
188225,1800,1800
188261,1320,1320
188304,3740,3740
188340,22740,22740
188429,34000,34000
188438,4176,4176
188517,15919,15919
188526,31200,31200
188535,.,.
188580,.,.
188641,26108,26108
188669,11635,11635
188678,32440,32440
188687,16388,16388
188696,14499,14499
188854,35600,35600
188942,7500,7500
189015,.,.
189088,50704,50704
189097,48614,48614
189228,23002,23002
189264,7750,7750
189273,8850,8850
189282,17000,17000
189413,10600,10600
189422,10800,10800
189459,18720,18720
189501,.,.
189547,4418,4418
189556,14980,14980
189565,15312,15312
189574,16715,16715
189583,15950,15950
189592,16046,16046
189705,33948,33948
189811,29138,29138
189839,4499,4499
189848,32104,32104
189857,6700,6700
189981,.,.
190008,17000,17000
190044,45132,45132
190053,4300,4300
190071,11400,11400
190080,.,.
190099,51635,51635
190114,17880,17880
190150,47442,47442
190169,4392,4392
190248,29350,29350
190372,42000,42000
190415,50712,50712
190424,.,.
190442,4314,4314
190451,10575,10575
190503,28630,28630
190512,6330,6330
190521,4880,4880
190530,4800,4800
190549,6330,6330
190558,6330,6330
190567,6330,6330
190576,6330,6330
190585,4800,4800
190594,6330,6330
190600,6330,6330
190619,4800,4800
190628,4800,4800
190637,6330,6330
190646,6330,6330
190655,6330,6330
190664,6330,6330
190673,4800,4800
190682,.,.
190691,6330,6330
190716,24740,24740
190725,26400,26400
190752,11000,11000
190761,26578,26578
190840,3528,3528
190956,9525,9525
190974,20700,20700
190983,41900,41900
191083,4733,4733
191126,6470,6470
191199,4368,4368
191205,18980,18980
191241,47850,47850
191302,4200,4200
191320,.,.
191339,3950,3950
191515,50730,50730
191533,42050,42050
191597,18304,18304
191612,4270,4270
191621,20650,20650
191630,50432,50432
191649,41100,41100
191676,30136,30136
191719,4300,4300
191931,34384,34384
191959,15750,15750
191968,41776,41776
191986,4630,4630
192004,11700,11700
192022,4392,4392
192040,50026,50026
192110,41310,41310
192156,8926,8926
192165,9600,9600
192192,28501,28501
192271,24950,24950
192323,32040,32040
192439,34352,34352
192448,34352,34352
192509,13299,13299
192554,.,.
192563,34352,34352
192624,11000,11000
192688,14000,14000
192703,36900,36900
192712,44000,44000
192749,35570,35570
192785,13800,13800
192800,7960,7960
192819,34550,34550
192864,28870,28870
192925,27276,27276
192961,9825,9825
192970,5000,5000
193016,17772,17772
193052,9800,9800
193061,8600,8600
193070,10750,10750
193201,9840,9840
193247,6980,6980
193283,4084,4084
193292,28000,28000
193308,13560,13560
193326,4100,4100
193353,28048,28048
193399,27549,27549
193405,.,.
193478,4868,4868
193584,31024,31024
193609,15900,15900
193645,33748,33748
193654,44555,44555
193751,.,.
193821,.,.
193830,.,.
193894,.,.
193900,46590,46590
193946,4080,4080
193973,29500,29500
194028,4600,4600
194073,.,.
194091,33920,33920
194116,27450,27450
194161,24500,24500
194189,10400,10400
194222,4570,4570
194240,4636,4636
194310,41120,41120
194392,24210,24210
194499,11000,11000
194569,15000,15000
194578,46140,46140
194657,12450,12450
194666,7750,7750
194693,12100,12100
194736,8450,8450
194763,9800,9800
194824,49520,49520
194958,28486,28486
195003,38024,38024
195030,49260,49260
195049,.,.
195058,4430,4430
195128,27405,27405
195155,.,.
195164,31366,31366
195173,24350,24350
195191,18020,18020
195216,50830,50830
195234,29656,29656
195243,28800,28800
195289,10792,10792
195304,51196,51196
195322,3720,3720
195438,9000,9000
195474,34326,34326
195526,49716,49716
195544,24500,24500
195580,.,.
195702,14550,14550
195720,31300,31300
195784,16640,16640
195809,38162,38162
195845,13800,13800
195988,4674,4674
196006,6470,6470
196015,6470,6470
196024,6470,6470
196033,6470,6470
196042,6470,6470
196051,6470,6470
196060,6470,6470
196079,6470,6470
196088,6470,6470
196097,6470,6470
196103,6470,6470
196112,6470,6470
196121,6470,6470
196130,6470,6470
196149,6470,6470
196158,6470,6470
196167,6470,6470
196176,6470,6470
196185,6470,6470
196194,6470,6470
196200,6470,6470
196219,6470,6470
196228,.,.
196237,6470,6470
196246,6470,6470
196255,6470,6470
196264,6470,6470
196291,6470,6470
196307,6470,6470
196389,18000,18000
196413,43440,43440
196431,9300,9300
196440,5300,5300
196468,.,.
196477,13170,13170
196565,4790,4790
196583,10750,10750
196592,16380,16380
196653,16450,16450
196680,.,.
196699,4330,4330
196866,51225,51225
196884,.,.
197018,13680,13680
197027,0,0
197036,.,.
197045,19446,19446
197081,13500,13500
197133,52320,52320
197142,20030,20030
197151,36500,36500
197197,43500,43500
197221,47000,47000
197230,37030,37030
197285,20115,20115
197294,4280,4280
197522,16920,16920
197531,8360,8360
197601,11500,11500
197610,8100,8100
197647,11800,11800
197674,8400,8400
197692,15000,15000
197708,39070,39070
197735,9300,9300
197744,11500,11500
197814,2080,2080
197832,17028,17028
197850,1728,1728
197869,4159,4159
197887,2432,2432
197911,26670,26670
197966,2432,2432
197984,18500,18500
197993,15964,15964
198011,2128,2128
198039,2432,2432
198066,27550,27550
198084,2432,2432
198109,11948,11948
198118,2432,2432
198136,28800,28800
198154,2432,2432
198206,2736,2736
198215,29333,29333
198233,2128,2128
198251,2432,2432
198260,2432,2432
198303,23930,23930
198321,2432,2432
198330,2432,2432
198367,1824,1824
198376,2081,2081
198385,47897,47897
198419,49575,49575
198455,2066,2066
198464,4365,4365
198491,2432,2432
198507,2800,2800
198516,32685,32685
198534,2432,2432
198543,2923,2923
198552,1906,1906
198561,29420,29420
198570,2290,2290
198598,27350,27350
198613,33710,33710
198622,1976,2128
198640,2432,2432
198668,2432,2432
198677,8400,8400
198695,29450,29450
198710,2432,2432
198729,2432,2432
198747,10500,10500
198756,15466,15466
198774,2432,2432
198808,24878,24878
198817,2432,2432
198835,33730,33730
198862,15453,15453
198871,15388,15388
198899,27176,27176
198905,1824,1824
198914,2304,2304
198923,1824,1824
198941,.,.
198950,34807,34807
198969,31634,31634
198978,9720,9720
198987,2432,2432
199023,2432,2432
199032,24740,24740
199069,19000,19000
199087,2432,2432
199102,3470,3470
199111,4041,4041
199120,6881,6881
199139,3737,3737
199148,4335,4335
199157,3655,3655
199184,6370,6370
199193,6407,6407
199209,29000,29000
199218,4356,4356
199263,1824,1824
199272,26880,26880
199281,3531,3531
199306,28000,28000
199324,2432,2432
199333,1824,1824
199412,31360,31360
199421,1824,1824
199449,2432,2432
199458,13600,13600
199467,2432,2432
199476,2432,2432
199485,1824,1824
199494,2432,2432
199582,12890,12890
199607,27040,27040
199625,2432,2432
199634,2432,2432
199643,11808,11808
199698,24874,24874
199722,2432,2432
199731,2128,2128
199740,2432,2432
199759,9960,9960
199768,2128,2128
199786,2280,2280
199795,2304,2304
199838,1824,1824
199847,48746,48746
199856,2432,2432
199865,33260,33260
199883,14500,14500
199892,2432,2432
199908,2432,2432
199926,2432,2432
199953,2128,2128
199962,29170,29170
199971,3500,3500
199999,3335,3335
200004,3893,3893
200013,9630,9630
200022,2916,2916
200059,5138,5138
200086,3600,3600
200156,19930,19930
200192,3326,3326
200208,3000,3000
200217,15990,15990
200226,5053,5053
200253,5192,5192
200280,6679,6679
200305,4025,4025
200314,3469,3469
200332,6924,6924
200341,3399,3399
200466,3600,3600
200484,13962,13962
200527,1776,1776
200554,4725,4725
200572,5282,5282
200590,10420,10420
200624,23001,23001
200633,10440,10440
200697,.,.
200785,12560,12560
200800,8618,8618
200846,5940,5940
200873,5600,5600
201016,15980,15980
201061,28252,28252
201104,19448,19448
201140,.,.
201177,16320,16320
201195,30776,30776
201283,2527,2527
201371,30312,30312
201399,13093,13093
201432,4706,4706
201441,9096,9096
201469,16454,16454
201548,33282,33282
201645,45592,45592
201654,27910,27910
201672,4296,4296
201690,3926,3926
201751,10175,10175
201803,7200,7200
201821,13377,13377
201858,15966,15966
201867,17625,17625
201885,9322,9322
201928,3567,3567
201946,4580,4580
201955,5274,5274
201964,10468,10468
201973,2912,2912
202046,36980,36980
202073,47200,47200
202134,9636,9636
202161,13980,13980
202170,32400,32400
202222,3808,3808
202356,3136,3953
202435,12600,12600
202480,40940,40940
202514,30980,30980
202523,47870,47870
202648,3610,3610
202684,16264,16264
202763,31436,31436
202806,11856,11856
202903,6000,6000
202912,13665,13665
203067,.,.
203085,28900,28900
203128,29969,29969
203155,3696,3696
203289,12649,12649
203331,3330,3510
203368,37190,37190
203386,15120,15120
203447,5664,5664
203456,5664,5664
203465,5664,5664
203474,5664,5664
203483,5664,5664
203492,5664,5664
203517,10012,10012
203526,5664,5664
203535,49220,49220
203544,11808,11808
203580,28568,28568
203599,3287,4136
203678,3845,3845
203720,8460,8460
203739,8460,8460
203748,2796,3398
203757,19920,19920
203775,28524,28524
203845,34340,34340
203881,4080,4080
203960,11880,11880
203997,.,.
204006,5519,5519
204015,5519,5519
204024,11758,11758
204060,10440,10440
204176,19170,19170
204185,28800,28800
204194,18629,18629
204200,27300,27300
204255,4560,4560
204264,26200,26200
204316,11592,11592
204422,3016,3016
204440,3776,3776
204468,27600,27600
204477,.,.
204486,9622,9622
204501,51324,51324
204617,30500,30500
204635,29240,29240
204662,6876,6876
204671,6912,6912
204680,6912,6912
204699,6912,6912
204705,6912,6912
204796,9168,9168
204802,4872,4872
204820,5060,5060
204839,4872,4872
204848,5060,5060
204857,11298,11298
204866,5060,5060
204884,10390,10390
204893,9194,9245
204909,43770,43770
204936,31424,31424
204945,3672,3672
204990,.,.
205027,21298,21298
205054,12985,12985
205090,9845,9845
205124,10400,10400
205179,17862,17862
205203,24310,24310
205391,25701,25701
205443,6251,6251
205470,2035,3169
205513,12480,12480
205522,15000,15000
205531,15000,15000
205559,15000,15000
205610,11592,11592
205647,11592,11592
205841,2796,2796
205887,12090,12090
205957,25220,25220
205966,4232,4232
206011,3876,3876
206048,22800,22800
206084,8052,8052
206154,8400,8400
206215,.,.
206224,11532,11532
206279,12240,12240
206288,.,.
206330,22452,22452
206349,29640,29640
206394,16380,16380
206437,27220,27220
206446,4170,4170
206491,12020,12020
206507,24300,24300
206516,.,.
206525,37230,37230
206589,46430,46430
206604,8730,8730
206613,5842,5842
206622,35920,35920
206695,7847,7847
206817,12150,12150
206835,23720,23720
206862,23700,23700
206914,4260,4260
206923,2177,2177
206941,5760,5760
206996,2214,2214
207041,4980,4980
207050,3140,3140
207069,4154,4154
207157,9980,9980
207209,3707,3707
207236,3584,3584
207254,16395,16395
207263,5085,5085
207281,2490,2490
207290,2565,2565
207306,5738,5738
207315,.,.
207324,20770,20770
207342,4575,4575
207351,4312,4312
207388,4943,4943
207397,2853,2853
207403,22710,22710
207449,2753,2753
207458,27276,27276
207500,4575,4575
207564,3900,3900
207582,24750,24750
207661,3960,3960
207670,3020,3020
207689,21300,21300
207722,6030,6030
207740,2715,2715
207847,5940,5940
207856,11400,11400
207865,5295,5295
207935,2327,2327
207971,38306,38306
208035,2362,2362
208239,17316,17316
208275,4320,4320
208318,3348,4500
208390,3600,3600
208406,4050,4050
208415,3564,3564
208488,28740,28740
208646,6073,6073
208725,14254,14254
208822,33370,33370
209038,3690,3690
209056,46534,46534
209065,39700,39700
209074,4176,4176
209108,20835,20835
209241,14592,14592
209250,4702,4702
209287,23120,23120
209296,8873,8873
209409,27750,27750
209490,12996,12996
209506,8110,8110
209533,30500,30500
209542,8715,8715
209551,8910,8910
209603,32820,32820
209612,40120,40120
209746,3492,3492
209807,7020,7020
209825,41844,41844
209922,51850,51850
209940,3564,3564
210076,13892,13892
210146,6813,6813
210155,4092,4092
210234,4410,4410
210270,4416,4416
210304,22050,22050
210331,29980,29980
210368,.,.
210401,46900,46900
210429,7575,7575
210438,.,.
210456,12000,12000
210492,18558,18558
210508,.,.
210571,40644,40644
210605,3233,6467
210669,43750,43750
210739,33500,33500
210775,31650,31650
210809,.,.
210890,19870,19870
210906,17244,17244
210942,17820,17820
210960,17532,17532
211024,22510,22510
211079,4590,9180
211088,40260,40260
211130,.,.
211158,7238,7238
211200,15380,15380
211273,47640,47640
211291,51676,51676
211307,3360,6720
211343,3120,6240
211352,29655,29655
211361,7238,7238
211431,27136,27136
211440,51196,51196
211468,36225,36225
211477,16776,16776
211556,34195,34195
211583,33930,33930
211608,9060,9060
211644,7238,7238
211893,0,0
211909,14000,14000
211927,3390,6780
211981,34400,34400
212009,50730,50730
212018,.,.
212045,17567,17567
212054,48660,48660
212106,35062,35062
212115,7248,7248
212133,30780,30780
212160,7238,7238
212197,43490,43490
212434,12528,12528
212443,.,.
212452,5520,5520
212568,15630,15630
212577,52190,52190
212601,30185,30185
212656,25680,25680
212674,50860,50860
212771,18792,18792
212805,16630,16630
212832,32889,32889
212869,22600,22600
212878,5280,6390
212911,50564,50564
212975,16836,16836
212984,28762,28762
212993,18600,18600
213011,32608,32608
213020,8430,8430
213163,8688,8688
213233,16610,16610
213251,41390,41390
213303,23998,23998
213321,34720,34720
213349,7238,7238
213358,26200,26200
213367,40400,40400
213376,13870,13870
213385,48450,48450
213400,20320,20320
213446,.,.
213473,10500,10500
213507,39410,39410
213525,3000,6000
213534,9300,9300
213543,47920,47920
213598,7369,7369
213613,7238,7238
213622,14620,14620
213631,.,.
213640,.,.
213659,3750,7500
213668,36432,36432
213774,15950,15950
213783,9150,9150
213826,31250,31250
213871,9000,9000
213914,14160,14160
213932,11250,11250
213987,32430,32430
213996,32350,32350
214023,11997,11997
214041,8970,8970
214069,29150,29150
214111,4320,8640
214148,37032,37032
214157,38556,38556
214166,20710,20710
214175,47825,47825
214272,27340,27340
214379,2910,5820
214476,15100,15100
214564,.,.
214582,13500,13500
214591,13868,13868
214607,.,.
214616,.,.
214625,12718,12718
214634,12474,12474
214643,12718,12718
214652,13174,13174
214670,13174,13174
214689,13868,13868
214698,12718,12718
214704,13868,13868
214713,13868,13868
214731,13174,13174
214740,12718,12718
214759,12718,12718
214768,13174,13174
214777,16952,16952
214786,12718,12718
214795,12718,12718
214801,13212,13212
214810,13174,13174
214829,13174,13174
214883,13872,13872
214892,21500,21500
214971,34608,34608
215053,22300,22300
215062,45556,45556
215099,37200,37200
215105,41464,41464
215114,24946,24946
215123,.,.
215132,36962,36962
215239,4440,8880
215266,12688,12688
215275,12688,12688
215284,12688,12688
215293,17688,17688
215309,10958,10958
215381,20288,20288
215415,16415,16415
215424,.,.
215442,27780,27780
215479,12210,12210
215585,3750,7500
215594,11306,11306
215619,.,.
215628,.,.
215637,19650,19650
215655,27320,27320
215682,12850,12850
215691,18500,18500
215743,32244,32244
215770,42840,42840
215798,32540,32540
215813,.,.
215929,41762,41762
215947,32520,32520
215974,14620,14620
215983,24255,24255
215992,8794,8794
216010,8430,8430
216038,7238,7238
216047,19420,19420
216083,16521,16521
216162,11102,11102
216278,43160,43160
216287,48720,48720
216296,7600,7600
216311,8500,8500
216339,15384,15384
216348,.,.
216357,27910,27910
216366,33543,33543
216418,14994,14994
216427,16216,16216
216436,16216,16216
216445,16216,16216
216454,16216,16216
216463,.,.
216524,49370,49370
216542,19224,19224
216551,29975,29975
216597,48610,48610
216630,7223,7223
216649,11000,11000
216667,44320,44320
216694,22380,22380
216764,7238,7238
216773,7765,7765
216782,23969,23969
216807,33810,33810
216816,.,.
216825,3660,7320
216852,42034,42034
216931,31946,31946
217013,23745,23745
217040,8750,8750
217059,16970,16970
217156,50224,50224
217165,40564,40564
217235,30396,30396
217305,24495,24495
217402,46080,46080
217420,7118,7118
217475,3950,3950
217484,11128,11128
217493,46800,46800
217518,29976,29976
217536,37270,37270
217572,16662,16662
217606,10500,10500
217615,4008,4368
217624,12740,12740
217633,23470,23470
217688,24100,24100
217712,4080,4680
217721,17498,17498
217749,14900,14900
217776,23660,23660
217819,70,70
217837,3864,4080
217864,150,150
217873,15528,15528
217882,13418,13418
217891,5094,5094
217907,27624,27624
217925,20880,20880
217934,28900,28900
217961,16000,16000
217989,3340,3340
217998,32540,32540
218025,4008,4272
218043,7803,7803
218061,9880,9880
218070,46784,46784
218113,4056,4416
218140,4710,5880
218229,10700,10700
218238,23900,23900
218335,15174,15174
218353,3840,4800
218399,11690,11690
218414,22762,22762
218441,17594,17594
218487,3960,4944
218520,3948,4668
218539,34282,34282
218645,9882,9882
218654,9780,9780
218663,11054,11054
218672,6302,6302
218681,6302,6302
218690,6302,6302
218706,6302,6302
218724,10696,10696
218733,8938,8938
218742,10710,10710
218751,.,.
218821,15750,15750
218830,4200,5232
218858,4639,5449
218885,3906,5178
218894,4009,4461
218919,11630,11630
218955,3888,4008
218964,14510,14510
218973,38860,38860
218991,3960,4320
219000,30454,30454
219046,6984,6984
219082,6984,6984
219091,25750,25750
219143,2616,2616
219170,2550,2550
219189,3488,3488
219198,23230,23230
219204,13194,13194
219213,12528,12528
219240,.,.
219259,6984,6984
219277,2016,2016
219295,18710,18710
219338,1500,1500
219347,7340,7340
219356,7155,7155
219374,2640,2640
219383,27160,27160
219408,3750,3750
219426,2834,2834
219471,7155,7155
219480,3317,3317
219505,8760,8760
219578,21350,21350
219602,6216,6216
219639,9864,9864
219709,29930,29930
219718,9305,9305
219790,24450,24450
219806,25200,25200
219824,3744,3744
219833,29990,29990
219842,2400,2400
219879,3744,3744
219888,3744,3744
219949,20160,20160
219976,27472,27472
220002,15000,15000
220057,3930,3930
220075,6672,6672
220118,10665,10665
220181,19624,19624
220206,17920,17920
220215,21500,21500
220312,14918,14918
220400,3744,3744
220464,10400,10400
220473,13000,13000
220516,25798,25798
220552,18000,18000
220598,8980,8980
220604,10460,10460
220613,15170,15170
220631,20520,20520
220701,22288,22288
220710,32746,32746
220792,.,.
220808,31000,31000
220862,7488,7488
220871,.,.
220978,6600,6600
220996,.,.
221096,3744,3744
221184,3744,3744
221254,28176,28176
221351,44632,44632
221397,3744,3744
221485,3744,3744
221519,38544,38544
221643,3744,3744
221661,20300,20300
221670,.,.
221731,22000,22000
221740,6768,6768
221759,10858,10858
221768,7680,7680
221795,14550,14550
221838,6216,6216
221847,7032,7032
221892,23724,23724
221908,3744,3744
221953,23125,23125
221971,29320,29320
221999,44496,44496
222053,3744,3744
222062,3744,3744
222105,5910,5910
222178,32020,32020
222567,1080,2160
222576,1056,1056
222628,7500,7500
222822,1980,3270
222831,3965,3965
222877,10110,10110
222938,17568,17568
222983,37130,37130
222992,2010,2010
223001,.,.
223083,7800,7800
223117,5550,5550
223223,.,.
223232,37996,37996
223320,2100,2100
223427,1200,2568
223463,15862,15862
223472,13560,13560
223506,1860,2880
223524,1770,3330
223773,1770,3330
223816,2280,2940
223898,3810,4710
223922,1128,1128
224004,28700,28700
224110,1200,2352
224147,4719,4719
224226,25380,25380
224244,16544,16544
224271,11150,11150
224305,.,.
224323,34650,34650
224350,1456,1456
224527,23700,23700
224545,5055,5055
224554,4790,4790
224572,1770,3330
224615,1770,3330
224642,2256,2256
224712,.,.
224776,17568,17568
224891,1290,2040
224961,1200,1800
225070,1176,2088
225247,25230,25230
225308,1080,1080
225371,1848,1848
225399,28850,28850
225414,4992,4992
225423,744,2280
225432,4843,4843
225502,4576,4576
225511,8537,8537
225520,2310,3720
225548,24430,24430
225575,12262,12262
225627,27000,27000
225876,6300,6300
225885,10400,10400
225991,16543,16543
226019,912,2640
226091,5664,5664
226107,3120,3120
226116,3973,3973
226134,1200,2400
226152,4248,4248
226204,1300,2184
226231,27930,27930
226383,20966,20966
226408,1350,2550
226471,22680,22680
226578,2544,2976
226587,26100,26100
226806,1860,3360
226833,5216,5216
226879,13560,13560
226930,1770,3330
227146,1260,1440
227182,1056,2736
227191,1770,3330
227216,7688,7688
227225,1140,3000
227289,.,.
227304,2088,3144
227331,26312,26312
227368,5970,5970
227377,1200,2400
227386,600,600
227401,1320,2400
227429,5818,5818
227526,6216,6216
227687,1500,2790
227748,16520,16520
227757,43220,43220
227766,1770,3330
227845,40428,40428
227854,2108,5744
227863,31140,31140
227881,5172,5172
227924,2108,5744
227979,1200,2280
228042,24030,24030
228149,27520,27520
228158,696,1752
228194,.,.
228246,44694,44694
228316,1368,2832
228325,18900,18900
228343,39060,39060
228431,5808,5808
228459,7234,7234
228468,19656,19656
228486,6830,6830
228501,4560,4560
228529,3900,3900
228547,1416,2544
228608,1608,1608
228635,.,.
228644,5388,5388
228653,5948,5948
228699,1176,1200
228705,4366,4366
228723,6872,6872
228769,7350,7350
228778,10092,10092
228787,11192,11192
228796,5769,5769
228802,5610,5610
228866,.,.
228875,42580,42580
228884,8208,8208
228909,.,.
228981,28600,28600
229018,4312,4312
229027,5039,5039
229063,1400,1400
229115,6000,6000
229160,22780,22780
229179,4950,4950
229267,38974,38974
229300,6972,6972
229337,5890,5890
229355,900,2550
229504,2850,4200
229540,1380,2790
229780,13800,13800
229799,2440,3760
229814,4989,4989
229832,1250,2088
229841,768,768
229887,9708,9708
230038,5300,5300
230047,5240,5240
230056,13500,13500
230171,4104,4104
230366,14222,14222
230418,3240,3240
230597,3196,3196
230603,5774,5774
230621,18021,18021
230630,18021,18021
230728,5814,5814
230737,4840,4840
230746,3239,3239
230764,7408,7408
230782,4611,4611
230807,31584,31584
230816,49440,49440
230834,10248,10248
230852,38560,38560
230861,6072,6072
230889,15786,15786
230898,35560,35560
230913,10224,10224
230931,10224,10224
230940,39086,39086
230959,49648,49648
230995,35318,35318
231059,41650,41650
231068,.,.
231077,21750,21750
231086,23700,23700
231095,32595,32595
231147,.,.
231165,12960,12960
231174,15096,15096
231411,13200,13200
231420,31980,31980
231536,4133,4133
231554,23600,23600
231581,31890,31890
231624,13127,13127
231651,15900,15900
231697,4133,4133
231712,7836,7836
231785,15972,15972
231828,16127,16127
231837,24700,24700
231873,4133,4133
231882,4125,4125
231970,.,.
232016,15750,15750
232025,33500,33500
232043,34060,34060
232052,4133,4133
232089,31800,31800
232186,8204,8204
232195,4163,4163
232256,41516,41516
232265,21552,21552
232308,36200,36200
232414,4256,4256
232423,5896,5896
232450,4148,4148
232502,10257,10257
232557,15105,15105
232566,7350,7350
232575,4133,4133
232609,35650,35650
232618,10027,10027
232672,30240,30240
232681,5772,5772
232706,28900,28900
232724,4750,4750
232788,4133,4133
232797,14832,14832
232867,4132,4132
232885,343,343
232919,15264,15264
232937,5318,5318
232946,4890,4890
232982,6330,6330
233019,4133,4133
233037,4133,4133
233082,11440,11440
233091,9288,9288
233116,4163,4163
233277,6991,6991
233295,37630,37630
233301,36160,36160
233310,4133,4133
233329,13655,13655
233338,5130,5130
233356,7105,7105
233374,49420,49420
233408,13840,13840
233426,39720,39720
233541,30132,30132
233611,14900,14900
233639,4133,4133
233648,4133,4133
233684,14040,14040
233718,35800,35800
233754,4193,4193
233772,4193,4193
233842,.,.
233897,5210,5210
233903,4133,4133
233921,10787,10787
233949,4193,4193
234030,10846,10846
234076,12496,12496
234085,8461,8461
234137,7200,7200
234155,5172,5172
234164,15152,15152
234173,34960,34960
234207,47280,47280
234377,4133,4133
234492,17460,17460
234669,3393,3393
234696,2513,2513
234711,3852,3852
234739,10800,10800
234827,5907,5907
234845,3846,3846
234915,16748,16748
234933,3322,3322
234951,5040,5040
234979,3580,3580
235024,37920,37920
235097,6110,6110
235103,3386,3386
235149,3393,3393
235167,6534,6534
235237,3393,3393
235316,38980,38980
235334,3393,3393
235343,4099,4099
235422,19032,19032
235431,3056,3056
235547,24609,24609
235671,3657,3657
235699,2688,2688
235750,3783,3783
236072,3393,3393
236133,28800,28800
236188,3393,3393
236230,39080,39080
236258,4153,4153
236328,46310,46310
236382,3604,3604
236452,33950,33950
236504,3393,3393
236513,3393,3393
236577,38520,38520
236595,40500,40500
236610,3328,3328
236638,3800,3800
236656,3852,3852
236692,2688,2688
236708,2688,2688
236753,3476,3476
236887,4203,4203
236896,26100,26100
236939,9324,9324
236948,9694,9694
236975,3393,3393
237011,6732,6732
237039,4031,4031
237057,47490,47490
237066,39600,39600
237109,3798,3798
237118,25140,25140
237136,12380,12380
237172,3341,3341
237181,26496,26496
237215,6408,6408
237242,2700,2700
237312,20564,20564
237330,7080,7080
237358,28000,28000
237367,5216,5216
237385,5592,5592
237437,8100,8100
237525,6032,6032
237552,19474,19474
237598,8400,8400
237640,20460,20460
237686,3384,3384
237701,4056,4056
237783,14400,14400
237792,5230,5230
237817,3336,3336
237880,.,.
237899,6996,6996
237932,7038,7038
237950,6648,6648
237969,28574,28574
237978,10000,10000
237987,11250,11250
237996,11665,11665
