UNITID,LEXPTOT
207315,1174674
207324,601015
207342,4712277
207351,446147
207388,17992644
207397,453632
207403,1245817
207449,1175771
207458,2189077
207500,19733330
207564,511017
207582,1429036
207625,
207661,904748
207670,1409437
207689,197723
207722,318000
207740,
207847,1179869
207856,
207865,1682010
207935,2430510
207962,
207971,5141498
208035,206605
208239,171416
208275,296645
208318,1086919
208390,1868896
208406,674595
208415,266478
208479,
208488,2083978
208512,
208646,1778417
208725,
208822,2023951
209038,1316493
209056,4494789
209065,2627972
209074,572675
209108,515691
209241,679138
209250,1522702
209287,334116
209296,390286
209409,339287
209490,10175579
209506,1757984
209533,
209542,13788548
209551,24866037
209603,319028
209612,2750319
209746,4364377
209807,8070083
209825,3111486
209922,4946287
209940,941665
210076,
210146,2749582
210155,254279
210234,260582
210270,395397
210304,356207
210331,243015
210368,290711
210401,3294536
210429,2489360
210438,651219
210483,
210492,431436
210571,1164547
210605,2759487
210669,2053290
210739,826245
210775,959603
210809,264437
210890,
210906,
210942,137436
210951,
210960,109101
211024,178221
211079,337150
211088,1705188
211130,151529
211149,
211158,3884466
211200,
211273,4651516
211291,5615334
211307,1421335
211343,500510
211352,846311
211361,2491263
211431,576333
211440,13604321
211468,743334
211477,377326
211556,677261
211583,518253
211608,701010
211617,
211644,2806056
211820,
211893,497305
211909,
211927,995490
211981,577786
212009,3367672
212045,
212054,11454839
212106,6790055
212115,1849186
212133,945220
212160,2877071
212197,1177441
212434,
212443,141965
212452,
212577,3275576
212601,1608747
212656,501663
212674,3637455
212771,
212805,1412588
212832,780248
212869,302000
212878,2887049
212911,4482650
212975,
212984,693271
212993,
213002,
213011,724257
213020,4745621
213233,
213251,1029389
213303,475365
213321,1188868
213349,3096847
213358,613822
213367,2261341
213376,174021
213385,4622585
213400,642840
213446,219781
213473,
213507,1264180
213525,1215204
213534,
213543,7607845
213570,
213589,
213598,1127391
213613,1481829
213631,218727
213640,232901
213659,459077
213668,1270090
213774,171230
213783,1155001
213826,1466962
213871,
213914,
213987,979450
213996,1998136
214023,
214041,3178244
214069,1207766
214111,1421072
214148,257844
214157,1012901
214166,519118
214175,1949425
214254,
214272,1058575
214290,
214379,1167110
214528,
214564,506702
214582,132541
214777,68994072
214883,340465
214892,
214944,
214971,172217
215053,
215062,54535333
215099,1647728
215105,1200647
215114,809256
215123,3422798
215132,1912076
215239,1770407
215293,37006553
215381,
215390,
215415,141196
215424,863362
215442,745206
215585,735345
215619,107604
215628,114244
215637,
215646,
215655,1463361
215682,
215691,437170
215743,1135081
215770,3199883
215798,587060
215929,4371410
215947,574452
215992,
216010,3088645
216038,3084041
216047,465746
216083,
216278,1392258
216287,5286443
216296,317224
216311,
216339,23821399
216348,
216357,424641
216366,5950226
216418,
216427,
216436,
216445,
216454,
216463,196901
216524,1115879
216542,378222
216551,222780
216597,9867589
216667,1101111
216694,410746
216764,7959360
216782,
216807,1191874
216816,545375
216825,349152
216852,6074843
216931,1318020
217013,360830
217040,
217059,1747899
217077,
217156,24836552
217165,1634831
217235,3427329
217305,659303
217402,3996616
217420,3053044
217475,1912971
217484,10387358
217493,1946377
217518,2889140
217536,1382239
217606,
217615,278521
217624,355130
217633,787145
217688,1040487
217712,342377
217721,581680
217749,991626
217776,341914
217819,7219744
217837,217915
217864,1698395
217873,571561
217882,15081959
217891,
217907,407848
217925,371371
217934,152760
217961,490268
217989,239558
217998,503630
218025,380583
218043,
218061,1899546
218070,3427700
218113,952667
218140,721361
218229,563149
218238,496070
218335,6887415
218353,1850719
218399,1174601
218414,256200
218441,682362
218487,345317
218520,419351
218539,788023
218645,1120011
218654,710884
218663,25248077
218672,398165
218681,178937
218690,160300
218706,109391
218724,3062599
218733,966870
218742,3121473
218751,153241
218821,291768
218830,556518
218858,204741
218885,593738
218894,1205681
218919,203100
218955,187530
218964,3113769
218973,1594646
218991,450074
219000,1234083
219046,615504
219082,462773
219091,311380
219143,111508
219189,
219198,253913
219204,771920
219240,
219259,776825
219277,401000
219295,147080
219347,1096052
219356,4119703
219374,205883
219383,366593
219408,
219426,
219471,4513340
219480,170047
219505,
219578,406179
219602,3191839
219639,433132
219709,2441117
219718,560573
219790,333377
219806,599584
219824,1454967
219833,580638
219879,392444
219888,579508
219903,
219949,325396
219976,1429799
220002,
220057,339500
220075,5180516
220118,
220181,400854
220206,145861
220215,442963
220312,
220400,409832
220464,
220473,470316
220516,296802
220552,714034
220598,229416
220604,385888
220613,1231385
220631,2112366
220701,306555
220710,620311
220792,1363440
220808,146206
220862,7692942
220871,250922
220978,9896255
220996,163500
221096,627333
221148,
221184,806406
221254,
221351,1596812
221397,665365
221485,1088232
221519,3184539
221643,883418
221661,1311413
221670,344535
221731,316063
221740,3974246
221759,23982476
221768,2023747
221795,
221838,4281344
221847,3300604
221892,1017113
221908,897602
221953,468167
221971,1413852
221999,29947964
222053,904135
222062,627204
222178,2297994
222567,259121
222576,559731
222628,386581
222822,338982
222831,2512311
222877,
222938,217986
222983,1056073
222992,5703957
223001,670793
223083,332043
223117,148673
223223,2905612
223232,24607941
223320,220340
223427,1547600
223463,
223472,
223506,708272
223524,564604
223773,345156
223816,954027
223898,262326
223922,
224004,351435
224110,662580
224147,6293423
224226,1192130
224244,
224271,
224305,777078
224323,1482470
224350,1423687
224527,650141
224545,1201802
224554,3753416
224572,739138
224615,458621
224642,2738240
224660,
224679,
224712,357689
224776,126402
224891,
224961,311433
225070,232200
225201,
225247,1174436
225308,730725
225371,346787
225399,1066255
225414,3914049
225423,5022914
225432,4396754
225502,1814674
225511,25115509
225520,303003
225548,505893
225575,269542
225627,2675033
225779,
225788,
225876,
225885,156258
225991,
226019,511091
226091,4288447
226107,471123
226116,426752
226134,855865
226152,2736594
226204,891556
226231,264210
226277,
226383,685024
226408,525585
226471,1700421
226578,785965
226587,289774
226806,545564
226833,1441305
226879,248326
226930,355521
227146,480371
227182,6616787
227191,710639
227216,19512353
227225,245330
227289,359097
227304,380433
227331,1309261
227368,5592164
227377,
227386,392797
227401,351437
227429,119292
227526,3051499
227687,
227757,19984455
227766,1034125
227836,
227845,1847723
227854,987977
227863,1081980
227881,6212838
227924,1337487
227979,1909504
228042,660800
228149,1323268
228158,740135
228194,2371794
228246,15920238
228316,408094
228325,307500
228343,2295704
228431,4761227
228459,18316220
228468,530884
228486,
228501,1011132
228529,2937317
228547,5493278
228608,580102
228635,4929605
228644,3551920
228653,5768558
228699,574292
228705,3048067
228723,46860833
228769,12965440
228778,54137017
228787,7822755
228796,6704754
228802,2044007
228866,457046
228875,9999782
228884,201394
228909,3310064
228981,855417
229018,1888441
229027,13555514
229036,
229063,2707690
229115,21580509
229160,1151463
229179,5549990
229267,3790812
229300,3547283
229337,7719859
229355,725996
229504,288063
229780,636568
229799,497403
229814,2690096
229832,148743
229841,466326
229887,296485
230038,32029293
230047,1301721
230056,
230171,1328693
230366,
230418,399027
230597,627674
230603,2193574
230621,
230630,
230728,9728474
230737,3380427
230746,2519019
230764,18885427
230782,4289528
230807,1024200
230816,761194
230834,724521
230852,1384667
230889,296283
230898,373354
230913,618556
230931,525943
230940,307989
230959,6617999
230977,
230995,1541206
231059,1710915
231068,303486
231077,152570
231086,165835
231095,115337
231147,1397210
231165,1187974
231174,15188064
231420,551976
231536,386762
231554,184174
231581,988428
231624,12359241
231651,2910636
231697,310838
231712,3729345
231785,134323
231828,
231837,993724
231873,209850
231882,
231970,2335413
232016,
232025,682523
232043,874009
232052,219680
232089,418768
232186,23342023
232195,544143
232256,1156200
232265,2494737
232308,952452
232414,1220359
232423,9831821
232450,768028
232502,
232557,10488283
232566,2514039
232575,837305
232609,955619
232672,529767
232681,2651063
232706,3172112
232788,229353
232797,
232867,453909
232885,1040804
232937,1305541
232946,3237240
232982,9303706
233019,242490
233037,252870
233082,
233091,
233116,478543
233277,3974473
233295,959843
233301,337793
233310,385201
233329,
233338,271481
233356,150486
233374,9117967
233408,207117
233426,1299015
233541,1330888
233611,205440
233639,318538
233648,247606
233718,843947
233754,1660448
233772,4035921
233842,1522559
233897,1056890
233903,175174
233921,24676033
233949,396823
234030,23895724
234076,47969668
234085,1222805
234137,
234155,1822252
234164,853979
234173,652802
234207,5418527
234377,223863
234492,188034
234669,1704786
234696,438772
234711,506602
234827,4433317
234845,487504
234915,1134159
234933,1657583
234951,385283
234979,550575
235024,373956
235097,5094360
235103,785905
235149,1207673
235167,3714299
235237,1681235
235316,5052487
235334,523895
235343,1371477
235422,391232
235431,1304858
235547,957333
235671,365845
235699,359318
235750,381350
236072,658623
236133,617136
236188,1102310
236212,
236230,2033496
236258,392696
236328,3359198
236382,530850
236452,980866
236504,704629
236513,1078353
236577,2451386
236595,5682248
236610,1112566
236638,678653
236656,698956
236692,924810
236708,599251
236753,834137
236887,616939
236896,1476307
236939,12887544
236948,46328684
236975,805615
237011,7827907
237039,593126
237057,2511704
237066,1310870
237109,719429
237118,259636
237136,
237181,312163
237215,298999
237312,454719
237330,442453
237358,240997
237367,1399537
237385,334522
237437,
237525,4669434
237598,
237640,228474
237686,234559
237701,363067
237783,114125
237792,1174029
237817,321650
237880,417659
237899,694632
237932,306000
237950,361048
237969,602774
237978,
237987,
237996,
238014,379595
238032,21721205
238078,358295
238193,640626
238263,1878207
238324,129821
238333,1162494
238397,227664
238430,695351
238458,1086997
238476,1014265
238616,867644
238661,754116
238722,424286
238759,1166640
238980,331119
239008,249954
239017,1977605
239071,242010
239080,540847
239105,14585354
239169,4725138
239220,309520
239248,1702048
239309,191566
239318,697391
239372,772629
239390,233907
239424,296759
239442,437677
239460,339925
239488,821373
239512,309540
239628,220460
239637,338190
239716,1178477
239743,179617
239910,245198
239929,
240055,1734651
240107,692406
240116,334494
240125,695541
240170,537257
240189,2279529
240198,608984
240213,
240268,2543638
240277,1384186
240329,3176820
240338,421515
240365,2386901
240374,1314822
240392,292781
240417,2041922
240426,1849180
240444,32747222
240453,7964939
240462,1318420
240471,1214427
240480,1785846
240505,186067
240514,363111
240596,142953
240620,1181274
240657,535360
240666,561226
240693,433467
240718,
240727,15760477
240736,324503
240745,361916
240754,1750319
240790,164863
240985,
241100,290190
241128,182951
241191,437494
241216,313550
241225,397950
241304,188202
241331,153576
241377,754676
241395,154321
241410,1194583
241517,
241614,
241720,223945
241739,1004488
241766,543139
241793,
241836,
241951,209859
242042,
242112,100499
242121,179221
242130,
242149,
242422,801835
242556,
242565,
242583,
242617,714671
242626,867836
242635,885819
242644,504333
242653,1417531
242662,873880
242680,442916
242699,487788
242705,592609
242723,1937637
242972,
242981,
243072,104922
243081,619180
243106,1095115
243115,1424042
243133,1246357
243142,1231751
243151,1957317
243179,1722317
243188,911929
243197,5214923
243203,3776283
243212,1383917
243221,15298023
243346,1000688
243443,878754
243498,
243568,517002
243577,630725
243586,242632
243601,1146307
243638,403012
243647,
243665,792811
243744,107104073
243780,32226208
243823,435716
243832,345714
243841,
244233,
244437,2746235
244446,484303
245342,
245421,
245430,
245625,164040
245652,440819
245731,
245777,
245838,322894
245847,150440
245865,376005
245883,247862
245892,137533
245953,276009
245962,
246202,
246266,
246345,113139
246354,777125
246789,
246813,616715
247065,
247603,289830
247649,470070
247773,
247825,116827
247834,3217861
247940,338275
248934,7029371
249609,
250027,
251075,
251260,484637
251312,262653
260293,
260354,
260372,198549
260789,
260813,
260901,2199353
260947,
261861,
262031,940192
262129,1211769
262332,
363439,
363590,
363633,250017
363721,1176671
363934,
364016,1122699
364025,980789
364168,
364955,
364973,
365055,106019
365204,
366003,
366252,2479581
366261,
366340,136648
366368,126125
366395,5400490
366401,1043875
366465,143514
366535,
366553,124606
366605,
366711,4210288
366748,
366793,
366960,
367097,
367103,
367112,
367194,111376
367361,
367459,828232
367839,
367884,432936
367936,183894
367954,588555
368443,
368452,
368780,
368911,141582
369002,226821
369455,
369516,
369659,182238
369862,
369905,
371052,
371964,
372073,
372329,190795
372921,
372958,
373058,
373085,
374024,157274
374875,
374972,
375230,
375416,
375489,
375841,
375939,
376224,
376321,183323
376385,
376695,159694
377111,
377218,
377342,
377449,
377458,
377546,
377555,3115206
377564,1663824
377652,
377661,
377670,
378576,301523
379782,
380359,108911
380368,199729
380377,235656
380438,
381352,
381459,218298
381732,
381945,
382504,137214
382771,
382896,
382911,
382957,
383020,
383190,198848
383950,
383996,117000
384254,
384306,
384333,891395
384342,432643
384412,
384421,
385503,
385619,264886
386472,
387925,
388043,
388520,290801
389727,
390701,
392257,
392840,
393180,
395362,385630
398130,106107
399212,1713805
399869,
399911,1252910
401223,
401250,
402776,
403469,114176
403478,
403487,104266
404222,411460
404338,
404365,
404374,
404383,
404426,102982
404806,
404994,844872
405058,
405854,
405872,922263
406547,
407328,
407610,
407629,989040
408039,
408312,
408729,
408844,564112
409254,356227
409315,4285621
409616,1244686
409698,1649840
410283,
410496,
410502,121137
412003,
412173,
412599,
413413,1603266
413617,263417
413626,196091
413802,100519
414461,142552
414823,356389
414878,
414911,314206
414966,385735
416801,4096437
417327,
417734,
417752,
418126,213219
419341,
419457,116878
420006,
420024,
420103,
420246,300500
420307,
420316,
420325,
420398,975559
420431,335392
420440,246335
420495,
420538,235764
420556,225060
420705,
420723,119453
420866,106998
421513,
421708,
421832,142322
421841,
421878,
422695,
423643,1540441
423652,156208
423980,112443
425250,
427982,
428143,
428170,
428268,
428286,
428392,303036
428444,109989
429085,
429094,
429128,
430157,
430166,
430485,
430670,483537
430704,
430810,216407
430935,
431141,589609
431886,
431929,
431983,
432302,
432348,398469
432357,
432384,
432524,106881
432533,131564
433004,
433013,
433174,124878
433387,675641
433420,
433536,
433563,202136
433660,4612836
434016,123745
434061,406421
434159,
434432,
434441,
434539,
434584,662014
434672,2851718
434690,
434715,1749332
434751,
434821,
434900,
434937,
435000,3426806
436094,
436182,
436191,
436261,
436304,276841
436429,103004
436438,
436465,
436614,
437060,
437097,
437103,836313
437635,
437705,
437732,
437750,
437769,
438151,
438212,
438221,
438285,
438498,1011811
438586,172534
438647,
438708,
438869,
438902,
439020,
439057,
439127,
439288,392235
439367,
439394,
439446,
439455,
439570,
439613,
439701,160513
439783,
439792,
439862,
439899,
439914,
439969,
440174,
440271,
440323,
440332,
440341,143086
440396,
440402,145697
440651,
440776,
440794,
440873,
440882,
440891,
440916,1305319
440925,
441025,
441052,
441089,
441104,319957
441131,280041
441201,
441229,
441238,1770729
441308,488285
441371,
441423,
441478,
441487,
441511,
441609,
441636,
441690,
441742,
441858,
441900,574260
441919,
441928,
441937,2311139
441973,
441982,724234
442037,
442046,
442064,
442222,
442295,933653
442356,656819
442383,
442392,
442408,
442426,
442435,
442523,
442569,140220
442781,224129
442790,
442806,716714
442879,
442930,
442949,
442967,
443049,
443058,
443076,157987
443128,134439
443270,
443331,186841
443340,
443377,
443395,
443410,158812
443562,227316
443599,
443623,
443650,
443696,
443748,
443827,
443836,
443854,
444024,
444042,
444103,
444130,764024
444219,1154966
444255,
444334,
444361,
444398,168542
444413,
444565,
444699,
444714,
444778,
444787,
444927,
444954,
444972,
444990,
445027,325067
445054,
445090,
445115,
445133,321871
445188,3873826
445203,
445249,
445258,
445328,
445434,
445559,
445692,
445708,413828
445726,
445735,1251977
445744,
445869,210000
445948,
446002,
446039,
446048,332077
446093,
446127,
446163,
446233,
446394,
446525,
446552,106757
446561,
446589,
446598,
446604,
446613,
446640,187567
446668,
446677,
446774,
446792,
446808,
446835,
446844,
446880,
447014,
447050,
447102,
447120,
447263,
447272,
447290,106438
447379,
447421,
447458,
447476,
447582,
447634,
447689,2258614
447698,
447759,
447768,
447801,
447847,
447935,
447953,
447999,
448239,
448345,
448576,161808
448594,498216
448600,
448664,
448691,
448734,
448752,
448761,
448840,1960145
448859,
449010,
449083,
449117,
449126,
449135,
449144,
449302,
449339,1665122
449348,
449445,
449481,
449506,114307
449524,
449612,
449658,
449764,
449834,
449861,
449870,200862
449889,205782
449898,204877
449922,280381
450003,
450049,
450058,
450067,
450085,
450094,128544
450128,
450173,
450191,
450289,
450401,
450465,
450526,
450535,
450544,
450766,
450933,364234
450942,553850
450960,
450979,288520
451060,
451079,
451103,141344
451130,
451370,
451398,
451404,
451510,1325408
451556,
451662,200360
451671,697615
451699,
451705,
451741,
451750,
451796,184299
451820,117662
451848,101108
451857,
451866,
451909,
452018,
452027,
452036,
452045,
452054,
452063,
452081,123908
452090,
452115,
452373,
453109,
453455,
453464,
453473,
453747,
453817,
454184,183769
454227,902434
454458,
454616,
454625,
454689,
454698,
454786,
454829,
454838,
454856,118151
454883,
454908,
455099,
455114,839183
455169,1257489
455178,
455196,120765
455257,
455336,
455390,
455406,279530
455433,
455479,
455512,208959
455567,
455600,
455619,
455628,
455655,
455664,516500
455716,
455770,
455804,344030
455813,
455868,
455956,
455983,
455992,177491
456010,
456056,
456180,
456205,
456296,
456302,
456348,278685
456454,
456490,
456506,123908
456542,676757
456579,
456612,
456791,
456940,
456959,
457004,
457022,
457086,
457174,
457226,
457271,
457299,
457402,
457484,
457527,
457536,
457688,
458034,
458113,
458140,
458186,
458210,236077
458229,175508
458256,
458283,
458405,
458441,
458450,
458469,
458478,
458496,
458502,
458575,
458593,
458681,
458690,
458706,
458982,149186
459082,236283
459091,
459107,
459161,
459204,
459213,
459222,
459259,164744
459268,160142
459356,
459417,
459514,
459727,
459736,971919
459745,174861
459824,593168
459842,
459851,
459949,1313632
460020,
460039,
460048,
460075,
460109,123908
460181,
460190,
460206,
460215,
460358,
460376,
460394,636963
460464,988635
460613,
460677,
460729,
460738,146671
460747,116881
460774,
460783,
460817,
460826,
460835,
460844,
460853,
460899,
460923,
461005,
461014,
461023,
461032,
461120,
461139,
461148,224172
461218,
461236,
461263,
461281,
461315,
461485,
461528,
461573,
461643,
461759,
461795,
461883,
461953,
462044,
462354,
465812,
467793,
468006,
468015,
468024,148873
468723,
469416,
469629,
470047,
470092,
470162,
474881,
474890,
474906,
474997,
475033,155378
475042,
475060,
475079,
475121,427747
475130,
475185,
475194,
475228,
475291,
475352,
475370,
475398,
475422,
475477,
475495,295302
475510,
475565,335072
475583,
475592,
475608,258807
475617,
475635,
475699,
475714,
475811,
475839,
475866,
476337,
476601,
476692,
476717,
476948,
476975,218922
477039,114508
477950,
478634,
479248,
480073,112154
480082,135685
480091,
480107,
480143,
480189,111968
480204,
480301,340814
480480,
480499,
480514,
480550,123908
480569,497015
480781,
480790,584839
480815,
480851,
480967,
480985,
481030,
481058,103057
481094,415984
481225,
481234,
481252,
481401,
481410,
481438,
481720,141669
481766,
481863,123908
481915,
481988,
482024,
482149,4891498
482158,1138437
482228,
482398,
482477,708469
482680,3433180
482699,419821
482927,
482936,450500
482954,
482990,
483018,493585
483036,1427359
483045,106406
483212,381757
483221,
483319,
483522,
483780,
483814,
483975,1046316
483984,
484349,123908
484613,9121367
484835,
484862,
484871,
484905,459024
484932,
484978,
485078,
485111,563578
485139,
485263,
485272,
485421,
485458,453241
485519,
485537,527661
485546,
485768,
485999,
486017,
486026,
486053,153872
486080,
486123,
486196,
486239,
486257,
486284,
486354,
486424,
486433,
486460,
486594,
486813,
486822,
486840,4942460
486901,225957
486965,
487010,3522752
487153,
487162,563586
487302,
487311,
487320,827667
487357,
487366,
487375,
487384,
487393,
487409,
487418,
487427,
487436,
487445,
487454,
487463,
487472,
487481,
487490,
487524,522716
487588,
487649,
487667,124280
487746,
487834,
487843,
487861,
487977,
487995,
488004,
488031,
488068,
488077,
488086,
488095,
488101,
488305,
488314,
488332,
488350,
488387,
488448,
488527,
488572,146391
488730,555503
488819,311211
488846,
488907,
488943,
489201,422096
489812,
489821,
489858,238426
489937,112205
490009,
