UNITID,CNTLAFFI,PUBPRIME,PUBSECON,RELAFFIL,ATHASSOC,ASSOC1,ASSOC2,ASSOC3,ASSOC4,ASSOC5,ASSOC6,SPORT1,CONFNO1,SPORT2,CONFNO2,SPORT3,CONFNO3,SPORT4,CONFNO4 
211617,2,-2,-2,-2,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2
211635,3,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,-2,2,-2,2,-2,2,-2
211644,1,2,0,-2,1,1,0,0,0,0,0,1,158,1,158,1,158,1,158
211802,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,-2,2,-2,2,-2,2,-2
211820,2,-2,-2,-2,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2
211893,3,-2,-2,-2,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2
211909,2,-2,-2,-2,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2
211927,1,4,0,-2,1,0,0,1,0,0,0,2,-2,2,-2,2,-2,2,-2
211981,3,-2,-2,-2,1,1,0,0,0,0,0,1,181,1,181,1,181,1,181
212009,3,-2,-2,-2,1,1,0,0,0,0,0,1,165,1,165,1,165,1,165
212018,1,2,0,-2,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2
212045,2,-2,-2,-2,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2
212054,3,-2,-2,-2,1,1,0,0,0,0,0,2,-2,1,110,2,-2,2,-2
212106,4,-2,-2,30,1,1,0,0,0,0,0,1,125,1,103,2,-2,1,103
212115,1,2,0,-2,1,1,0,0,0,0,0,1,158,1,158,1,158,1,158
212133,4,-2,-2,52,1,1,0,0,0,0,0,2,-2,1,181,1,181,1,181
212160,1,2,0,-2,1,1,0,0,0,0,0,1,158,1,158,2,-2,1,158
212197,4,-2,-2,58,1,1,0,0,0,0,0,2,-2,1,361,1,361,1,361
212230,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
212267,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
212276,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
212294,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
212300,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
212328,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
212337,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
212355,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
212373,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
212382,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
212391,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
212434,2,-2,-2,-2,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2
212443,4,-2,-2,36,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2
212452,4,-2,-2,88,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2
212568,3,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,-2,2,-2,2,-2,2,-2
212577,3,-2,-2,-2,1,1,0,0,0,0,0,1,165,1,165,1,165,1,165
212601,4,-2,-2,30,1,1,0,0,0,0,0,1,158,1,158,1,158,1,158
212656,4,-2,-2,81,1,1,0,0,0,0,0,1,194,1,194,1,194,1,194
212674,3,-2,-2,-2,1,1,0,0,0,0,0,1,165,1,165,1,165,1,165
212753,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
212771,4,-2,-2,80,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2
212805,4,-2,-2,88,1,1,0,0,0,0,0,1,194,1,194,1,194,1,194
212832,4,-2,-2,30,1,1,0,0,0,0,0,2,-2,1,364,1,364,1,364
212869,3,-2,-2,-2,1,0,0,1,0,0,0,2,-2,2,-2,2,-2,2,-2
212878,1,4,0,-2,1,0,0,1,0,0,0,2,-2,2,-2,2,-2,2,-2
212911,3,-2,-2,-2,1,1,0,0,0,0,0,2,-2,1,165,1,165,1,165
212975,3,-2,-2,-2,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2
212984,4,-2,-2,30,1,1,0,0,0,0,0,2,-2,1,323,2,-2,1,323
212993,2,-2,-2,-2,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2
213002,2,-2,-2,-2,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2
213011,4,-2,-2,30,1,1,0,0,0,0,0,2,-2,1,364,1,364,1,364
213020,1,2,0,-2,1,1,0,0,0,0,0,1,158,1,158,1,158,1,158
213163,3,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,-2,2,-2,2,-2,2,-2
213181,2,-2,-2,-2,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2
213215,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
213233,3,-2,-2,-2,1,0,0,1,0,0,0,2,-2,2,-2,2,-2,2,-2
213251,3,-2,-2,-2,1,1,0,0,0,0,0,1,165,1,361,1,361,1,361
213303,3,-2,-2,-2,1,1,0,0,0,0,0,2,-2,1,364,1,364,1,364
213321,4,-2,-2,30,1,1,0,0,0,0,0,1,170,1,170,1,170,1,170
213330,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
213349,1,2,0,-2,1,1,0,0,0,0,0,1,158,1,158,1,158,1,158
213358,4,-2,-2,30,1,1,0,0,0,0,0,2,-2,1,170,1,170,1,170
213367,4,-2,-2,30,1,1,0,0,0,0,0,2,-2,1,103,1,103,1,103
213376,3,-2,-2,-2,1,0,0,1,0,0,0,2,-2,2,-2,2,-2,2,-2
213385,4,-2,-2,66,1,1,0,0,0,0,0,1,128,1,128,1,128,1,128
213400,3,-2,-2,-2,1,1,0,0,0,1,0,2,-2,1,342,1,342,1,342
213446,4,-2,-2,76,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2
213455,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
213473,2,-2,-2,-2,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2
213491,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
213507,4,-2,-2,71,1,1,0,0,0,0,0,1,181,1,181,1,181,1,181
213525,1,4,0,-2,1,0,0,1,0,0,1,2,-2,2,-2,2,-2,2,-2
213534,2,-2,-2,-2,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2
213543,3,-2,-2,-2,1,1,0,0,0,0,0,1,128,1,128,1,128,1,128
213552,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
213570,2,-2,-2,-2,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2
213589,2,-2,-2,-2,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2
213598,1,2,0,-2,1,1,0,0,0,0,0,1,140,1,140,1,140,1,140
213613,1,2,0,-2,1,1,0,0,0,0,0,1,158,1,158,1,158,1,158
213622,3,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,-2,2,-2,2,-2,2,-2
213631,4,-2,-2,39,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2
213640,4,-2,-2,39,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2
213659,1,5,0,-2,1,0,0,1,0,0,0,2,-2,2,-2,2,-2,2,-2
213668,4,-2,-2,71,1,1,0,0,0,0,0,1,181,1,181,2,-2,1,181
213774,4,-2,-2,99,1,0,0,1,0,0,0,2,-2,2,-2,2,-2,2,-2
213783,1,2,0,-2,1,1,0,0,0,0,0,2,-2,1,158,1,158,1,158
213826,4,-2,-2,30,1,1,0,0,0,0,0,2,-2,1,364,1,364,1,364
213871,2,-2,-2,-2,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2
213914,2,-2,-2,-2,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2
213932,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,-2,2,-2,2,-2,2,-2
213987,4,-2,-2,30,1,1,0,0,0,0,0,1,158,1,158,1,158,1,158
213996,4,-2,-2,42,1,1,0,0,0,0,0,2,-2,1,181,1,181,1,181
214023,3,-2,-2,-2,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2
214041,1,2,0,-2,1,1,0,0,0,0,0,1,158,1,158,1,158,1,158
214069,4,-2,-2,30,1,1,0,0,0,0,0,1,181,1,181,1,181,1,181
214111,1,2,5,-2,1,0,0,1,0,0,0,2,-2,2,-2,2,-2,2,-2
214148,3,-2,-2,-2,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2
214157,4,-2,-2,44,1,1,0,0,0,0,0,1,165,1,361,1,361,1,361
214166,4,-2,-2,30,1,1,0,0,0,0,0,2,-2,1,214,1,214,1,214
214175,4,-2,-2,39,1,1,0,0,0,0,0,1,165,1,165,1,165,1,165
214254,2,-2,-2,-2,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2
214272,4,-2,-2,30,1,1,0,0,0,0,0,2,-2,1,364,1,364,1,364
214290,2,-2,-2,-2,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2
214379,1,2,4,-2,1,0,0,1,0,0,0,2,-2,2,-2,2,-2,2,-2
214476,3,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
214528,3,-2,-2,-2,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2
214546,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
214564,3,-2,-2,-2,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2
214582,3,-2,-2,-2,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2
214591,1,2,0,-2,1,1,0,0,0,0,0,2,-2,1,214,1,214,1,214
214607,1,2,0,-2,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2
214616,1,2,0,-2,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2
214625,1,2,0,-2,1,0,0,0,1,0,0,2,-2,2,-2,2,-2,2,-2
214634,1,2,0,-2,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2
214643,1,2,0,-2,1,0,0,0,1,0,0,2,-2,2,-2,2,-2,2,-2
214652,1,2,0,-2,1,0,0,0,1,0,0,2,-2,2,-2,2,-2,2,-2
214661,1,2,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
214670,1,2,0,-2,1,0,0,0,1,0,0,2,-2,2,-2,2,-2,2,-2
214689,1,2,0,-2,1,1,0,0,0,0,0,2,-2,1,214,1,214,1,214
214698,1,2,0,-2,1,0,0,0,1,0,0,2,-2,2,-2,2,-2,2,-2
214704,1,2,0,-2,1,1,0,0,0,0,0,2,-2,1,365,1,365,1,365
214713,1,2,0,-2,1,1,0,0,0,0,0,2,-2,1,164,1,164,1,164
214731,1,2,0,-2,1,0,0,0,1,0,0,2,-2,2,-2,2,-2,2,-2
214740,1,2,0,-2,1,0,0,0,1,0,0,2,-2,2,-2,2,-2,2,-2
214759,1,2,0,-2,1,0,0,0,1,0,0,2,-2,2,-2,2,-2,2,-2
214768,1,2,0,-2,1,0,0,0,1,0,0,2,-2,2,-2,2,-2,2,-2
214777,1,2,0,-2,1,1,0,0,0,0,0,1,107,1,107,1,107,1,107
214786,1,2,0,-2,1,0,0,0,1,0,0,2,-2,2,-2,2,-2,2,-2
214795,1,2,0,-2,1,0,0,0,1,0,0,2,-2,2,-2,2,-2,2,-2
214801,1,2,0,-2,1,1,0,0,0,0,0,2,-2,1,365,1,365,1,365
214810,1,2,0,-2,1,0,0,0,1,0,0,2,-2,2,-2,2,-2,2,-2
214829,1,2,0,-2,1,0,0,0,1,0,0,2,-2,2,-2,2,-2,2,-2
214883,3,-2,-2,-2,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2
214892,2,-2,-2,-2,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2
214944,2,-2,-2,-2,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2
214962,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
214971,3,-2,-2,-2,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2
215008,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,-2,2,-2,2,-2,2,-2
215044,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
215053,3,-2,-2,-2,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2
215062,3,-2,-2,-2,1,1,0,0,0,0,0,1,117,1,117,1,117,1,117
215099,3,-2,-2,-2,1,1,0,0,0,0,0,2,-2,1,323,1,323,1,323
215105,3,-2,-2,-2,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2
215114,3,-2,-2,-2,1,1,0,0,0,1,0,2,-2,1,170,1,170,1,170
215123,3,-2,-2,-2,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2
215132,3,-2,-2,-2,1,1,0,0,0,0,0,2,-2,1,323,1,323,1,323
215239,1,2,0,-2,1,0,0,1,0,0,0,2,-2,2,-2,2,-2,2,-2
215266,1,9,0,-2,1,1,0,0,0,0,0,2,-2,1,214,1,214,2,-2
215275,1,9,0,-2,1,1,0,0,0,0,0,2,-2,1,214,1,214,1,214
215284,1,9,2,-2,1,1,0,0,0,0,0,2,-2,1,158,1,158,1,158
215293,1,9,0,-2,1,1,0,0,0,0,0,1,102,1,102,1,102,1,102
215309,1,9,0,-2,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2
215336,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
215381,3,-2,-2,-2,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2
215390,3,-2,-2,-2,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2
215415,2,-2,-2,-2,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2
215424,4,-2,-2,66,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2
215442,3,-2,-2,-2,1,0,1,0,0,0,0,2,-2,1,314,1,314,1,314
215479,3,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,-2,2,-2,2,-2,2,-2
215530,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
215585,1,5,0,-2,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2
215594,3,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,-2,2,-2,2,-2,2,-2
215619,4,-2,-2,80,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2
215628,4,-2,-2,81,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2
215637,2,-2,-2,-2,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2
215646,2,-2,-2,-2,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2
215655,3,-2,-2,-2,1,1,0,0,0,0,0,1,125,1,125,2,-2,1,125
215682,3,-2,-2,-2,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2
215691,4,-2,-2,30,1,1,0,0,0,0,0,2,-2,1,364,2,-2,1,364
215743,4,-2,-2,30,1,1,0,0,0,0,0,1,125,1,125,2,-2,1,125
215770,4,-2,-2,30,1,1,0,0,0,0,0,2,-2,1,103,1,103,1,103
215798,4,-2,-2,30,1,1,0,0,0,0,0,1,194,1,194,1,194,1,194
215813,4,-2,-2,30,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2
215886,1,4,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
215929,4,-2,-2,30,1,1,0,0,0,0,0,2,-2,1,361,1,361,1,361
215947,4,-2,-2,30,1,1,0,0,0,0,0,1,158,1,158,1,158,1,158
215974,3,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,-2,2,-2,2,-2,2,-2
215983,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
215992,2,-2,-2,-2,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2
216010,1,2,0,-2,1,1,0,0,0,0,0,1,193,1,193,1,193,1,193
216038,1,2,0,-2,1,1,0,0,0,0,0,1,158,1,158,1,158,1,158
216047,4,-2,-2,30,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2
216074,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
216083,2,-2,-2,-2,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2
216162,3,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
216223,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
216278,4,-2,-2,39,1,1,0,0,0,0,0,1,165,1,361,1,361,1,361
216287,3,-2,-2,-2,1,1,0,0,0,0,0,2,-2,1,165,1,165,1,165
216296,1,2,0,-2,1,0,0,1,0,0,1,2,-2,2,-2,2,-2,2,-2
216311,4,-2,-2,80,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2
216339,1,2,0,-2,1,1,0,0,0,0,0,1,372,1,372,2,-2,1,372
216348,4,-2,-2,50,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2
216357,4,-2,-2,39,1,1,0,0,0,0,0,1,194,1,194,1,194,1,194
216366,3,-2,-2,-2,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2
216418,2,-2,-2,-2,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2
216427,2,-2,-2,-2,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2
216436,2,-2,-2,-2,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2
216445,2,-2,-2,-2,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2
216454,2,-2,-2,-2,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2
216463,4,-2,-2,73,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2
216524,3,-2,-2,-2,1,1,0,0,0,0,0,1,165,1,165,1,165,1,165
216542,4,-2,-2,27,1,1,0,0,0,1,0,2,-2,1,170,1,170,1,170
216551,3,-2,-2,-2,1,0,0,1,0,0,0,2,-2,2,-2,2,-2,2,-2
216579,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
216597,4,-2,-2,30,1,1,0,0,0,0,0,1,110,1,104,1,104,1,104
216630,3,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,-2,2,-2,2,-2,2,-2
216649,3,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,-2,2,-2,2,-2,2,-2
216667,3,-2,-2,-2,1,1,0,0,0,0,0,1,194,1,194,1,194,1,194
216694,4,-2,-2,66,1,1,0,0,0,0,0,1,194,1,194,1,194,1,194
216746,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
216764,1,2,0,-2,1,1,0,0,0,0,0,1,158,1,158,1,158,1,158
216773,3,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,-2,2,-2,2,-2,2,-2
216782,2,-2,-2,-2,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2
216807,4,-2,-2,66,1,1,0,0,0,0,0,1,194,1,194,1,194,1,194
216816,4,-2,-2,79,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2
216825,1,5,2,-2,1,0,0,1,0,0,0,2,-2,2,-2,2,-2,2,-2
216852,3,-2,-2,-2,1,1,0,0,0,0,0,1,181,1,181,1,181,1,181
216931,3,-2,-2,-2,1,1,0,0,0,0,0,1,181,1,181,1,181,1,181
217013,4,-2,-2,66,1,1,0,0,0,0,0,2,-2,1,365,2,-2,2,-2
217040,4,-2,-2,80,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2
217059,3,-2,-2,-2,1,1,0,0,0,0,0,2,-2,1,164,1,164,1,164
217077,2,-2,-2,-2,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2
217156,3,-2,-2,-2,1,1,0,0,0,0,0,1,117,1,117,1,117,1,117
217165,3,-2,-2,-2,1,1,0,0,0,0,0,1,125,1,125,1,125,1,125
217235,3,-2,-2,-2,1,1,0,0,0,0,0,2,-2,1,174,1,174,1,174
217305,3,-2,-2,-2,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2
217323,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
217350,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
217402,4,-2,-2,30,1,1,0,0,0,0,0,2,-2,1,104,2,-2,1,104
217420,1,2,0,-2,1,1,0,0,0,0,0,2,-2,1,178,1,178,1,178
217475,1,2,0,-2,1,0,0,1,0,0,0,2,-2,2,-2,2,-2,2,-2
217484,1,2,0,-2,1,1,0,0,0,0,0,1,110,1,103,1,103,1,103
217493,3,-2,-2,-2,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2
217518,3,-2,-2,-2,1,1,0,0,0,0,0,2,-2,1,168,1,168,1,168
217536,4,-2,-2,30,1,1,0,0,0,0,0,1,184,1,168,1,168,1,168
217572,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,-2,2,-2,2,-2,2,-2
217581,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
217606,4,-2,-2,27,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2
217615,1,2,0,-2,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2
217624,4,-2,-2,51,1,0,1,0,0,0,0,2,-2,1,316,2,-2,1,316
217633,4,-2,-2,54,1,1,0,0,0,0,0,2,-2,1,160,1,160,1,160
217688,4,-2,-2,54,1,1,0,0,0,0,0,1,106,1,106,1,106,1,106
217712,1,2,0,-2,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2
217721,4,-2,-2,54,1,1,0,0,0,0,0,1,161,1,161,1,161,1,161
217749,2,-2,-2,-2,1,0,0,0,0,1,0,2,-2,2,-2,2,-2,2,-2
217776,4,-2,-2,89,1,1,0,0,0,0,0,2,-2,1,139,1,139,1,139
217794,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
217819,1,2,0,-2,1,1,0,0,0,0,0,2,-2,1,110,1,110,1,110
217828,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
217837,1,2,9,-2,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2
217864,1,2,0,-2,1,1,0,0,0,0,0,1,131,1,131,1,131,1,131
217873,4,-2,-2,71,1,1,0,0,0,0,0,2,-2,1,161,1,161,1,161
217882,1,2,0,-2,1,1,0,0,0,0,0,1,102,1,102,1,102,1,102
217891,4,-2,-2,24,1,0,0,1,0,0,0,2,-2,2,-2,2,-2,2,-2
217907,3,-2,-2,-2,1,1,0,0,0,0,0,2,-2,1,160,1,160,1,160
217925,3,-2,-2,-2,1,0,0,0,0,1,0,2,-2,2,-2,2,-2,2,-2
217934,4,-2,-2,71,1,0,1,0,0,0,0,2,-2,1,316,2,-2,1,316
217961,3,-2,-2,-2,1,1,0,0,0,0,0,2,-2,1,139,2,-2,1,139
217989,1,2,0,-2,1,0,0,1,0,0,0,2,-2,2,-2,2,-2,2,-2
217998,4,-2,-2,81,1,1,0,0,0,0,0,2,-2,1,139,1,139,1,139
218025,1,2,0,-2,1,0,0,1,0,0,0,2,-2,2,-2,2,-2,2,-2
218043,2,-2,-2,-2,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2
218061,1,2,0,-2,1,1,0,0,0,0,0,2,-2,1,157,1,157,1,157
218070,3,-2,-2,-2,1,1,0,0,0,0,0,1,131,1,131,1,131,1,131
218113,1,2,0,-2,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2
218140,1,2,5,-2,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2
218159,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
218195,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
218229,1,2,0,-2,1,1,0,0,0,0,0,2,-2,1,157,1,157,2,-2
218238,3,-2,-2,-2,1,1,0,0,0,0,0,1,141,1,139,1,139,1,139
218335,1,2,0,-2,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2
218353,1,2,0,-2,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2
218399,4,-2,-2,54,1,0,1,0,0,0,0,2,-2,1,342,1,342,1,342
218414,4,-2,-2,39,1,1,0,0,0,0,0,1,160,1,160,1,160,1,160
218441,4,-2,-2,75,1,1,0,0,0,1,0,1,146,1,139,1,139,1,139
218487,1,2,0,-2,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2
218520,1,2,0,-2,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2
218539,4,-2,-2,66,1,1,0,0,0,0,0,1,106,1,106,1,106,1,106
218645,1,2,0,-2,1,1,0,0,0,0,0,2,-2,1,157,1,157,1,157
218654,1,2,0,-2,1,0,1,0,0,0,0,2,-2,2,-2,1,333,1,333
218663,1,2,0,-2,1,1,0,0,0,0,0,1,130,1,130,1,130,1,130
218672,1,2,0,-2,1,0,0,1,0,0,0,2,-2,2,-2,2,-2,2,-2
218681,1,2,0,-2,1,0,0,1,0,0,0,2,-2,2,-2,2,-2,2,-2
218690,1,2,0,-2,1,0,0,1,0,0,0,2,-2,2,-2,2,-2,2,-2
218706,1,2,0,-2,1,0,0,0,0,0,1,2,-2,2,-2,2,-2,2,-2
218724,1,2,0,-2,1,1,0,0,0,0,0,1,134,1,134,1,134,1,134
218733,1,2,0,-2,1,1,0,0,0,0,0,1,121,1,121,2,-2,1,121
218742,1,2,0,-2,1,1,0,0,0,0,0,2,-2,1,135,1,135,1,135
218751,3,-2,-2,-2,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2
218821,4,-2,-2,71,1,0,0,1,0,0,0,2,-2,2,-2,2,-2,2,-2
218830,1,2,0,-2,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2
218858,1,2,0,-2,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2
