UNITID,CNTLAFFI,PUBPRIME,PUBSECON,RELAFFIL,ATHASSOC,ASSOC1,ASSOC2,ASSOC3,ASSOC4,ASSOC5,ASSOC6,SPORT1,CONFNO1,SPORT2,CONFNO2,SPORT3,CONFNO3,SPORT4,CONFNO4 
163657,1,5,0,-2,1,0,0,1,0,0,0,2,-2,2,-2,2,-2,2,-2
163736,2,-2,-2,-2,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2
163754,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
163815,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
163851,1,2,0,-2,1,1,0,0,0,0,0,1,172,1,164,1,164,1,164
163912,1,2,0,-2,1,1,0,0,0,0,1,2,-2,1,164,1,164,1,164
163976,3,-2,-2,-2,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2
164058,2,-2,-2,-2,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2
164076,1,2,0,-2,1,1,0,0,0,0,0,1,110,1,110,1,110,1,110
164085,3,-2,-2,-2,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2
164146,1,2,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
164155,1,1,0,-2,1,1,0,0,0,0,0,1,372,1,128,1,128,1,128
164173,3,-2,-2,-2,1,1,0,0,0,0,0,1,207,1,207,1,207,1,207
164216,3,-2,-2,-2,1,1,0,0,0,0,0,2,-2,1,165,1,165,2,-2
164270,3,-2,-2,-2,1,1,0,0,0,0,0,1,165,1,165,1,165,1,165
164313,1,2,5,-2,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2
164368,3,-2,-2,-2,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2
164438,2,-2,-2,-2,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2
164447,3,-2,-2,-2,1,1,0,0,0,0,0,1,153,1,153,1,153,1,153
164465,3,-2,-2,-2,1,1,0,0,0,0,0,1,185,1,185,1,185,1,185
164474,4,-2,-2,52,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2
164492,4,-2,-2,30,1,1,0,0,0,0,0,1,366,1,174,1,174,1,174
164535,1,4,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
164562,4,-2,-2,30,1,1,0,0,0,0,0,1,153,1,153,1,153,1,153
164580,3,-2,-2,-2,1,1,0,0,0,0,0,2,-2,1,186,1,186,1,186
164599,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
164614,4,-2,-2,54,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2
164632,3,-2,-2,-2,1,1,0,0,0,0,0,2,-2,1,363,2,-2,1,363
164641,2,-2,-2,-2,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2
164678,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
164720,3,-2,-2,-2,1,1,0,0,0,0,0,1,366,1,363,1,363,2,-2
164739,3,-2,-2,-2,1,1,0,0,0,0,0,1,153,1,153,1,153,1,153
164748,3,-2,-2,-2,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2
164775,1,2,0,-2,1,0,0,0,0,0,1,2,-2,2,-2,2,-2,2,-2
164845,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
164872,3,-2,-2,-2,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2
164915,3,-2,-2,-2,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2
164924,4,-2,-2,30,1,1,0,0,0,0,0,1,102,1,102,1,102,1,102
164988,3,-2,-2,-2,1,1,0,0,0,0,0,2,-2,1,128,2,-2,1,128
165015,3,-2,-2,-2,1,1,0,0,0,0,0,2,-2,1,200,1,200,1,200
165024,1,2,0,-2,1,1,0,0,0,0,0,1,184,1,179,1,179,1,179
165033,1,2,0,-2,1,0,0,1,0,0,0,2,-2,2,-2,2,-2,2,-2
165060,3,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,-2,2,-2,2,-2,2,-2
165112,1,2,0,-2,1,0,0,1,0,0,0,2,-2,2,-2,2,-2,2,-2
165167,3,-2,-2,-2,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2
165194,1,2,0,-2,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2
165255,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
165264,4,-2,-2,30,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2
165334,3,-2,-2,-2,1,1,0,0,0,0,0,2,-2,1,186,1,186,1,186
165495,3,-2,-2,-2,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2
165529,3,-2,-2,-2,1,1,0,0,0,0,0,1,184,1,168,1,168,1,168
165556,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
165574,3,-2,-2,-2,1,0,0,0,1,0,0,2,-2,2,-2,2,-2,2,-2
165608,1,8,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
165635,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,-2,2,-2,2,-2,2,-2
165644,4,-2,-2,59,1,1,0,0,0,0,0,2,-2,1,168,1,168,1,168
165662,3,-2,-2,-2,1,1,0,0,0,0,0,2,-2,1,186,1,186,1,186
165671,4,-2,-2,30,1,1,0,0,0,0,0,2,-2,1,174,2,-2,1,174
165699,3,-2,-2,-2,1,1,0,0,0,0,0,1,184,1,168,1,168,1,168
165705,4,-2,-2,73,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2
165750,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
165802,3,-2,-2,-2,1,0,1,0,0,0,0,2,-2,1,327,1,327,2,-2
165820,1,2,0,-2,1,1,0,0,0,0,0,1,184,1,179,1,179,1,179
165866,1,2,0,-2,1,1,0,0,0,0,0,1,179,1,179,1,179,1,179
165884,1,2,0,-2,1,0,0,1,0,0,0,2,-2,2,-2,2,-2,2,-2
165936,4,-2,-2,42,1,1,0,0,0,0,0,2,-2,1,168,1,168,1,168
165945,3,-2,-2,-2,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2
165981,1,2,0,-2,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2
166009,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
166018,3,-2,-2,-2,1,0,0,0,0,0,1,2,-2,2,-2,2,-2,2,-2
166027,3,-2,-2,-2,1,1,0,0,0,0,0,1,117,1,117,1,117,1,117
166045,3,-2,-2,-2,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2
166054,4,-2,-2,91,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2
166124,4,-2,-2,30,1,1,0,0,0,0,0,1,128,1,128,1,128,1,128
166133,1,2,0,-2,1,0,0,1,0,0,0,2,-2,2,-2,2,-2,2,-2
166391,3,-2,-2,-2,1,1,0,0,0,0,0,2,-2,1,174,1,174,1,174
166407,4,-2,-2,30,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2
166452,3,-2,-2,-2,1,1,0,0,0,0,0,2,-2,1,363,1,363,1,363
166489,3,-2,-2,-2,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2
166498,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
166513,1,2,0,-2,1,1,0,0,0,0,0,2,-2,1,101,1,101,1,101
166586,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
166595,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
166629,1,2,0,-2,1,1,0,0,0,0,0,1,327,1,103,1,103,1,103
166638,1,2,0,-2,1,1,0,0,0,0,0,2,-2,1,178,1,178,1,178
166647,1,2,0,-2,1,0,0,1,0,0,0,2,-2,2,-2,2,-2,2,-2
166656,3,-2,-2,-2,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2
166665,1,2,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
166674,1,2,0,-2,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2
166683,3,-2,-2,-2,1,1,0,0,0,0,0,1,184,1,186,1,186,1,186
166692,1,2,0,-2,1,1,0,0,0,0,0,1,184,2,-2,1,179,1,179
166708,1,2,0,-2,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2
166717,3,-2,-2,-2,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2
166805,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
166823,1,2,9,-2,1,0,0,1,0,0,0,2,-2,2,-2,2,-2,2,-2
166850,4,-2,-2,30,1,1,0,0,0,0,0,1,153,1,153,1,153,1,153
166869,3,-2,-2,-2,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2
166887,1,2,0,-2,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2
166911,3,-2,-2,-2,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2
166939,3,-2,-2,-2,1,1,0,0,0,0,0,2,-2,1,186,2,-2,1,186
166948,3,-2,-2,-2,1,1,0,0,0,0,1,1,366,1,174,2,-2,1,174
166957,1,2,0,-2,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2
166975,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
166984,3,-2,-2,-2,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2
167039,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
167057,3,-2,-2,-2,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2
167093,3,-2,-2,-2,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2
167215,3,-2,-2,-2,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2
167224,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
167251,3,-2,-2,-2,1,1,0,0,0,0,0,2,-2,1,363,1,363,1,363
167260,3,-2,-2,-2,1,1,0,0,0,0,0,1,184,1,168,1,168,1,168
167288,1,2,0,-2,1,1,0,0,0,0,0,2,-2,1,179,1,179,1,179
167297,3,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,-2,2,-2,2,-2,2,-2
167312,1,2,0,-2,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2
167321,2,-2,-2,-2,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2
167358,3,-2,-2,-2,1,1,0,0,0,0,0,2,-2,1,110,1,110,1,110
167376,1,2,0,-2,1,0,0,1,0,0,0,2,-2,2,-2,2,-2,2,-2
167394,4,-2,-2,30,1,1,0,0,0,0,0,2,-2,1,363,1,363,1,363
167455,3,-2,-2,-2,1,1,0,0,0,0,0,2,-2,1,174,2,-2,1,174
167464,4,-2,-2,30,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2
167525,1,7,0,-2,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2
167534,1,2,0,-2,1,0,0,1,0,0,0,2,-2,2,-2,2,-2,2,-2
167598,4,-2,-2,30,1,1,0,0,0,0,0,2,-2,1,363,2,-2,1,363
167631,1,2,0,-2,1,0,0,1,0,0,0,2,-2,2,-2,2,-2,2,-2
167677,4,-2,-2,30,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2
167729,1,2,0,-2,1,1,0,0,0,0,0,2,-2,1,179,1,179,2,-2
167738,2,-2,-2,-2,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2
167783,3,-2,-2,-2,1,1,0,0,0,0,0,2,-2,1,174,2,-2,1,174
167792,3,-2,-2,-2,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2
167835,3,-2,-2,-2,1,1,0,0,0,0,0,2,-2,1,186,2,-2,1,186
167871,1,4,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
167899,3,-2,-2,-2,1,1,0,0,0,0,0,1,201,1,186,1,186,1,186
167905,1,2,0,-2,1,0,0,1,0,0,0,2,-2,2,-2,2,-2,2,-2
167987,1,2,0,-2,1,1,0,0,0,0,0,1,179,1,178,1,178,1,178
167996,4,-2,-2,30,1,1,0,0,0,0,0,1,153,1,153,1,153,1,153
168005,3,-2,-2,-2,1,1,0,0,0,0,0,2,-2,1,174,1,174,1,174
168032,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
168148,3,-2,-2,-2,1,1,0,0,0,0,0,1,185,1,185,1,185,1,185
168218,3,-2,-2,-2,1,1,0,0,0,0,0,2,-2,1,186,2,-2,1,186
168227,3,-2,-2,-2,1,1,0,0,0,0,0,2,-2,1,168,1,168,1,168
168254,3,-2,-2,-2,1,1,0,0,0,0,0,1,184,1,168,1,168,1,168
168263,1,2,0,-2,1,1,0,0,0,0,0,1,184,1,179,1,179,1,179
168281,3,-2,-2,-2,1,1,0,0,0,0,0,2,-2,1,186,1,186,1,186
168290,3,-2,-2,-2,1,1,0,0,0,0,0,2,-2,1,363,2,-2,1,363
168342,3,-2,-2,-2,1,1,0,0,0,0,0,1,185,1,185,1,185,1,185
168421,3,-2,-2,-2,1,1,0,0,0,0,0,1,201,1,186,1,186,1,186
168430,1,2,0,-2,1,1,0,0,0,0,0,1,184,1,179,1,179,1,179
168528,4,-2,-2,71,1,1,0,0,0,0,0,1,180,1,180,1,180,1,180
168546,4,-2,-2,71,1,1,0,0,0,0,0,1,180,1,180,1,180,1,180
168555,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
168573,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
168591,4,-2,-2,66,1,1,0,0,0,0,0,1,180,1,180,1,180,1,180
168607,1,4,0,-2,1,0,0,1,0,0,0,2,-2,2,-2,2,-2,2,-2
168740,4,-2,-2,95,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2
168786,4,-2,-2,30,1,0,1,0,0,0,0,2,-2,1,307,1,307,1,307
168847,3,-2,-2,-2,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2
168883,1,2,0,-2,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2
168892,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
169071,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
169080,4,-2,-2,35,1,1,0,0,0,0,0,2,-2,1,180,1,180,1,180
169099,4,-2,-2,35,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2
169187,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,-2,2,-2,2,-2,2,-2
169220,3,-2,-2,-2,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2
169248,1,2,0,-2,1,1,0,0,0,0,0,1,119,1,119,1,119,1,119
169275,1,4,0,-2,1,0,0,1,0,0,0,2,-2,2,-2,2,-2,2,-2
169284,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
169327,3,-2,-2,-2,1,0,0,0,1,0,0,2,-2,2,-2,2,-2,2,-2
169363,4,-2,-2,68,1,0,1,0,0,0,0,1,356,1,307,1,307,1,307
169424,3,-2,-2,-2,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2
169442,3,-2,-2,-2,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2
169479,3,-2,-2,-2,1,0,1,0,0,0,0,1,308,1,307,1,307,1,307
169503,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
169521,1,8,0,-2,1,0,0,1,0,0,0,2,-2,2,-2,2,-2,2,-2
169576,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
169628,3,-2,-2,-2,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2
169655,2,-2,-2,-2,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2
169716,4,-2,-2,30,1,1,0,0,0,0,0,2,-2,1,122,2,-2,1,122
169734,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
169761,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
169798,1,2,0,-2,1,1,0,0,0,0,0,1,119,1,119,1,119,1,119
169813,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
169910,1,2,0,-2,1,1,0,0,0,0,0,1,144,1,144,2,-2,1,144
169947,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,-2,2,-2,2,-2,2,-2
169974,1,8,0,-2,1,0,0,1,0,0,0,2,-2,2,-2,2,-2,2,-2
169983,3,-2,-2,-2,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2
169992,1,2,0,-2,1,0,0,1,0,0,0,2,-2,2,-2,2,-2,2,-2
170000,4,-2,-2,79,1,0,0,0,0,1,0,2,-2,2,-2,2,-2,2,-2
170037,4,-2,-2,42,1,0,1,0,0,0,0,2,-2,1,307,1,307,1,307
170055,1,2,0,-2,1,0,0,1,0,0,0,2,-2,2,-2,2,-2,2,-2
170082,1,2,0,-2,1,1,0,0,0,0,0,1,144,1,144,1,144,1,144
170091,4,-2,-2,48,1,0,0,0,0,1,0,2,-2,2,-2,2,-2,2,-2
170240,1,4,0,-2,1,0,0,1,0,0,0,2,-2,2,-2,2,-2,2,-2
170286,4,-2,-2,88,1,1,0,0,0,0,0,1,144,1,144,1,144,1,144
170301,4,-2,-2,49,1,1,0,0,0,0,0,1,180,1,180,1,180,1,180
170444,1,5,2,-2,1,0,0,1,0,0,0,2,-2,2,-2,2,-2,2,-2
170532,3,-2,-2,-2,1,1,0,0,0,0,0,1,180,1,180,1,180,1,180
170541,1,8,0,-2,1,0,0,1,0,0,0,2,-2,2,-2,2,-2,2,-2
170550,1,8,0,-2,1,0,0,1,0,0,0,2,-2,2,-2,2,-2,2,-2
170587,1,2,0,-2,1,0,0,1,0,0,0,2,-2,2,-2,2,-2,2,-2
170611,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
170620,1,2,0,-2,1,0,0,1,0,0,0,2,-2,2,-2,2,-2,2,-2
170639,1,2,0,-2,1,1,0,0,0,0,0,2,-2,1,144,2,-2,1,144
170657,1,8,0,-2,1,0,0,1,0,0,0,2,-2,2,-2,2,-2,2,-2
170675,3,-2,-2,-2,1,0,1,0,0,0,0,2,-2,1,307,2,-2,1,307
170736,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
170790,1,8,0,-2,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2
170806,4,-2,-2,30,1,0,1,0,0,0,0,2,-2,1,307,1,307,1,307
170842,4,-2,-2,30,1,0,1,0,0,0,0,2,-2,1,307,1,307,2,-2
170967,4,-2,-2,74,1,0,1,0,1,0,0,1,308,1,308,1,308,1,308
170976,1,2,0,-2,1,1,0,0,0,0,0,1,107,1,107,1,107,1,107
171012,3,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,-2,2,-2,2,-2,2,-2
171100,1,2,0,-2,1,1,0,0,0,0,0,1,107,1,107,1,107,1,107
171128,1,2,0,-2,1,1,0,0,0,0,0,1,144,1,144,2,-2,1,144
171137,1,2,0,-2,1,0,1,0,0,0,0,2,-2,1,307,2,-2,1,307
171146,1,2,0,-2,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2
171155,1,4,0,-2,1,0,0,1,0,0,0,2,-2,2,-2,2,-2,2,-2
171225,1,5,0,-2,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2
171234,1,4,0,-2,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2
171261,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
171304,1,5,0,-2,1,0,0,1,0,0,0,2,-2,2,-2,2,-2,2,-2
171322,3,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
171395,1,5,0,-2,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2
171456,1,2,0,-2,1,1,0,0,0,0,0,1,144,1,144,2,-2,1,144
171465,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
171483,1,2,0,-2,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2
171492,3,-2,-2,-2,1,1,0,0,0,0,0,1,144,1,144,1,144,1,144
171535,1,5,0,-2,1,0,0,1,0,0,0,2,-2,2,-2,2,-2,2,-2
171571,1,2,0,-2,1,1,0,0,0,0,0,2,-2,1,122,1,122,1,122
171599,4,-2,-2,76,1,1,0,0,0,0,0,1,180,1,180,1,180,1,180
171775,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
171881,4,-2,-2,79,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2
171988,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
171997,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
172015,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
172033,4,-2,-2,30,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2
172051,1,2,0,-2,1,1,0,0,0,0,0,1,144,1,144,1,144,1,144
172200,1,9,0,-2,1,0,0,1,0,0,0,2,-2,2,-2,2,-2,2,-2
172264,4,-2,-2,30,1,0,1,0,0,0,0,1,356,1,307,1,307,1,307
172291,1,8,0,-2,1,0,0,1,0,0,0,2,-2,2,-2,2,-2,2,-2
172307,1,2,0,-2,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2
172325,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
172334,4,-2,-2,64,1,0,1,0,0,1,0,2,-2,1,305,1,305,1,305
172422,1,9,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
172440,4,-2,-2,39,1,1,0,0,0,0,0,1,170,1,170,1,170,1,170
172477,3,-2,-2,-2,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2
172495,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
172608,3,-2,-2,-2,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2
172617,1,2,0,-2,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2
172635,1,2,0,-2,1,0,0,1,0,0,0,2,-2,2,-2,2,-2,2,-2
172644,1,2,0,-2,1,1,0,0,0,0,0,1,144,1,144,1,144,1,144
172671,1,8,2,-2,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2
172680,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
172699,1,2,0,-2,1,1,0,0,0,0,0,1,119,1,119,1,119,1,119
172705,4,-2,-2,49,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2
172802,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
172866,2,-2,-2,-2,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2
172918,1,2,0,-2,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2
172927,3,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
172954,1,2,0,-2,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2
172963,1,2,0,-2,1,0,0,1,0,0,0,2,-2,2,-2,2,-2,2,-2
173045,4,-2,-2,39,1,1,0,0,0,0,0,1,183,1,183,1,183,1,183
173063,1,2,0,-2,1,0,0,1,0,0,0,2,-2,1,182,1,321,2,-2
173115,1,2,0,-2,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2
173124,1,2,0,-2,1,1,0,0,0,0,0,1,155,1,155,1,155,1,155
173142,4,-2,-2,99,1,1,0,0,0,0,0,2,-2,1,354,1,354,1,354
173160,4,-2,-2,54,1,1,0,0,0,0,0,1,183,1,183,1,183,1,183
173179,4,-2,-2,54,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2
173203,1,2,0,-2,1,0,0,1,0,0,0,2,-2,2,-2,2,-2,2,-2
173258,3,-2,-2,-2,1,1,0,0,0,0,0,1,182,1,182,1,182,1,182
173300,4,-2,-2,39,1,1,0,0,0,0,0,1,183,1,183,1,183,1,183
173328,4,-2,-2,68,1,1,0,0,0,0,0,1,155,1,155,1,155,1,155
173416,1,2,0,-2,1,0,0,1,0,0,0,2,-2,2,-2,2,-2,2,-2
173452,4,-2,-2,33,1,1,0,0,0,0,0,1,354,1,354,1,354,1,354
173461,1,2,0,-2,1,0,0,1,0,0,0,2,-2,2,-2,2,-2,2,-2
173470,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
173489,2,-2,-2,-2,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2
173559,1,2,0,-2,1,0,0,1,0,0,0,2,-2,2,-2,2,-2,2,-2
173629,2,-2,-2,-2,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2
173638,1,2,0,-2,1,0,0,1,0,0,0,2,-2,2,-2,2,-2,2,-2
173647,4,-2,-2,39,1,1,0,0,0,0,0,1,183,1,183,1,183,1,183
173665,4,-2,-2,71,1,1,0,0,0,0,0,1,183,1,183,1,183,1,183
173683,3,-2,-2,-2,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2
173708,1,2,0,-2,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2
173726,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
173735,1,2,0,-2,1,0,0,1,0,0,0,2,-2,2,-2,2,-2,2,-2
173744,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
173799,1,2,0,-2,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2
173805,1,2,0,-2,1,0,0,1,0,0,0,2,-2,2,-2,2,-2,2,-2
173887,2,-2,-2,-2,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2
