UNITID,EFFYLEV,EFYTOTLT,XEYTOTLM,EFYTOTLM,EFYTOTLW
158477,4,84,R,35,49
158538,1,66,R,6,60
158538,2,66,R,6,60
158617,1,1269,R,531,738
158617,2,1269,R,531,738
158644,1,111,R,5,106
158644,2,111,R,5,106
158662,1,23097,R,7620,15477
158662,2,23097,R,7620,15477
158723,1,317,R,40,277
158723,2,317,R,40,277
158778,1,50,R,1,49
158778,2,50,R,1,49
158787,1,125,R,8,117
158787,2,125,R,8,117
158802,1,1271,R,358,913
158802,2,1271,R,358,913
158884,1,4051,R,1543,2508
158884,2,4051,R,1543,2508
159009,1,5411,R,2220,3191
159009,2,4202,R,1857,2345
159009,4,1209,R,363,846
159027,1,55,R,3,52
159027,2,55,R,3,52
159197,1,925,R,757,168
159197,2,925,R,757,168
159319,1,35,R,4,31
159319,2,35,R,4,31
159328,1,138,R,3,135
159328,2,138,R,3,135
159373,1,3157,R,1040,2117
159373,2,1043,R,157,886
159373,4,2114,R,883,1231
159382,1,3768,R,1300,2468
159382,2,3768,R,1300,2468
159391,1,34192,R,16403,17789
159391,2,27720,R,13364,14356
159391,4,6472,R,3039,3433
159407,1,3225,R,972,2253
159407,2,3225,R,972,2253
159416,1,5773,R,2259,3514
159416,2,3466,R,1388,2078
159416,4,2307,R,871,1436
159513,1,242,R,13,229
159513,2,242,R,13,229
159522,1,262,R,15,247
159522,2,262,R,15,247
159531,1,66,R,1,65
159531,2,66,R,1,65
159568,1,1226,R,601,625
159568,2,1010,R,544,466
159568,4,216,R,57,159
159601,1,19,R,1,18
159601,2,19,R,1,18
159647,1,14271,R,7102,7169
159647,2,12174,R,6322,5852
159647,4,2097,R,780,1317
159656,1,4710,R,1747,2963
159656,2,3076,R,1260,1816
159656,4,1634,R,487,1147
159717,1,9250,R,3695,5555
159717,2,8361,R,3413,4948
159717,4,889,R,282,607
159939,1,10341,R,5028,5313
159939,2,8131,R,4026,4105
159939,4,2210,R,1002,1208
159948,1,3759,R,2786,973
159948,2,1523,R,987,536
159948,4,2236,R,1799,437
159966,1,7374,R,2651,4723
159966,2,6454,R,2440,4014
159966,4,920,R,211,709
159993,1,9965,R,3524,6441
159993,2,8344,R,3030,5314
159993,4,1621,R,494,1127
160010,1,5105,R,2803,2302
160010,2,5105,R,2803,2302
160029,1,211,R,169,42
160029,2,18,R,18,0
160029,4,193,R,151,42
160038,1,11649,R,3534,8115
160038,2,10199,R,3236,6963
160038,4,1450,R,298,1152
160065,1,1350,R,205,1145
160065,2,1055,R,141,914
160065,4,295,R,64,231
160074,1,2148,R,305,1843
160074,2,1819,R,193,1626
160074,4,329,R,112,217
160117,1,121,R,5,116
160117,2,121,R,5,116
160126,1,52,Z,0,52
160126,2,52,Z,0,52
160135,1,102,R,1,101
160135,2,102,R,1,101
160199,1,112,R,3,109
160199,2,112,R,3,109
160320,1,3891,R,189,3702
160320,2,3891,R,189,3702
160409,1,147,R,147,0
160409,2,147,R,147,0
160445,1,190,R,7,183
160445,2,190,R,7,183
160472,1,49,R,4,45
160472,2,49,R,4,45
160481,1,2971,R,1282,1689
160481,2,2971,R,1282,1689
160524,1,431,R,113,318
160524,2,431,R,113,318
160579,1,4786,R,2689,2097
160579,2,4786,R,2689,2097
160597,1,147,R,50,97
160597,2,147,R,50,97
160612,1,17857,R,6748,11109
160612,2,16501,R,6397,10104
160612,4,1356,R,351,1005
160621,1,14382,R,4977,9405
160621,2,11717,R,4141,7576
160621,4,2665,R,836,1829
160630,1,3320,R,895,2425
160630,2,2736,R,755,1981
160630,4,584,R,140,444
160649,1,4736,R,1845,2891
160649,2,4736,R,1845,2891
160658,1,19819,R,8397,11422
160658,2,17975,R,7609,10366
160658,4,1844,R,788,1056
160667,1,4689,R,2313,2376
160667,2,4689,R,2313,2376
160755,1,13935,R,6049,7886
160755,2,8798,R,3662,5136
160755,4,5137,R,2387,2750
160904,1,3280,R,906,2374
160904,2,2474,R,685,1789
160904,4,806,R,221,585
160913,1,3939,R,2767,1172
160913,2,3939,R,2767,1172
160940,1,1377,R,285,1092
160940,2,1252,R,254,998
160940,4,125,R,31,94
160959,1,424,R,129,295
160959,2,413,R,125,288
160959,4,11,R,4,7
160977,1,1903,R,950,953
160977,2,1903,R,950,953
160995,1,600,R,207,393
160995,2,600,R,207,393
161004,1,1952,R,974,978
161004,2,1952,R,974,978
161022,1,216,R,26,190
161022,2,216,R,26,190
161077,1,3978,R,1736,2242
161077,2,3978,R,1736,2242
161086,1,2055,R,976,1079
161086,2,2055,R,976,1079
161138,1,4051,R,2104,1947
161138,2,4051,R,2104,1947
161192,1,3284,R,1179,2105
161192,2,3284,R,1179,2105
161208,1,74,R,66,8
161208,2,74,R,66,8
161217,1,6193,R,1701,4492
161217,2,6193,R,1701,4492
161226,1,2424,R,775,1649
161226,2,2027,R,706,1321
161226,4,397,R,69,328
161235,1,2032,R,613,1419
161235,2,2032,R,613,1419
161244,1,1007,R,349,658
161244,2,1007,R,349,658
161253,1,12488,R,6130,6358
161253,2,10277,R,5281,4996
161253,4,2211,R,849,1362
161299,1,1037,R,885,152
161299,2,997,R,858,139
161299,4,40,R,27,13
161341,1,1657,R,571,1086
161341,2,1657,R,571,1086
161457,1,12245,R,3490,8755
161457,2,7413,R,2199,5214
161457,4,4832,R,1291,3541
161484,1,1285,R,598,687
161484,2,1285,R,598,687
161493,1,354,R,12,342
161493,2,354,R,12,342
161509,1,495,R,139,356
161509,2,450,R,127,323
161509,4,45,R,12,33
161518,1,4465,R,1426,3039
161518,2,2740,R,950,1790
161518,4,1725,R,476,1249
161527,1,300,R,27,273
161527,2,300,R,27,273
161545,1,8648,R,4289,4359
161545,2,8648,R,4289,4359
161554,1,9835,R,3952,5883
161554,2,7554,R,3286,4268
161554,4,2281,R,666,1615
161563,1,1918,R,866,1052
161563,2,1730,R,795,935
161563,4,188,R,71,117
161572,1,766,R,369,397
161572,2,766,R,369,397
161581,1,597,R,253,344
161581,2,597,R,253,344
161615,1,42,R,2,40
161615,2,42,R,2,40
161651,1,70,R,2,68
161651,2,70,R,2,68
161688,1,3706,R,1284,2422
161688,2,3706,R,1284,2422
161767,1,20795,R,8310,12485
161767,2,20795,R,8310,12485
161776,1,511,R,106,405
161776,2,511,R,106,405
161800,1,426,R,125,301
161800,2,426,R,125,301
161855,1,60,R,5,55
161855,2,60,R,5,55
161864,1,7279,R,2334,4945
161864,2,7279,R,2334,4945
161873,1,7205,R,2936,4269
161873,2,3878,R,1630,2248
161873,4,3327,R,1306,2021
162007,1,6186,R,2318,3868
162007,2,4873,R,1887,2986
162007,4,1313,R,431,882
162061,1,1095,R,885,210
162061,2,528,R,436,92
162061,4,567,R,449,118
162104,1,3110,R,1198,1912
162104,2,3110,R,1198,1912
162122,1,11307,R,4493,6814
162122,2,11307,R,4493,6814
162168,1,2889,R,994,1895
162168,2,2889,R,994,1895
162210,1,1706,R,723,983
162210,2,1485,R,657,828
162210,4,221,R,66,155
162283,1,3715,R,956,2759
162283,2,3166,R,808,2358
162283,4,549,R,148,401
162335,1,76,R,1,75
162335,2,76,R,1,75
162371,1,530,R,520,10
162371,2,530,R,520,10
162557,1,8775,R,3825,4950
162557,2,8775,R,3825,4950
162584,1,6586,R,3114,3472
162584,2,5534,R,2670,2864
162584,4,1052,R,444,608
162609,1,991,R,473,518
162609,2,991,R,473,518
162654,1,3169,R,931,2238
162654,2,1791,R,587,1204
162654,4,1378,R,344,1034
162681,1,1099,R,223,876
162681,2,989,R,205,784
162681,4,110,R,18,92
162690,1,6022,R,2342,3680
162690,2,6022,R,2342,3680
162706,1,8899,R,3672,5227
162706,2,8899,R,3672,5227
162760,1,2518,R,901,1617
162760,2,1324,R,494,830
162760,4,1194,R,407,787
162779,1,14102,R,6063,8039
162779,2,14102,R,6063,8039
162830,1,91,R,3,88
162830,2,91,R,3,88
162928,1,28420,R,13378,15042
162928,2,8152,R,3689,4463
162928,4,20268,R,9689,10579
162982,1,184,R,78,106
162982,2,184,R,78,106
163028,1,1032,R,926,106
163028,2,1032,R,926,106
163046,1,6543,R,2476,4067
163046,2,4128,R,1753,2375
163046,4,2415,R,723,1692
163107,1,26,Z,0,26
163107,2,26,Z,0,26
163204,1,76195,R,40743,35452
163204,2,57597,R,31941,25656
163204,4,18598,R,8802,9796
163259,1,7954,R,1926,6028
163259,2,1101,R,163,938
163259,4,6853,R,1763,5090
163268,1,16091,R,8622,7469
163268,2,12942,R,7019,5923
163268,4,3149,R,1603,1546
163286,1,42801,R,22739,20062
163286,2,31050,R,16619,14431
163286,4,11751,R,6120,5631
163295,1,2540,R,696,1844
163295,2,2136,R,565,1571
163295,4,404,R,131,273
163338,1,4861,R,2187,2674
163338,2,4073,R,1878,2195
163338,4,788,R,309,479
163347,1,861,R,63,798
163347,2,861,R,63,798
163408,1,242,R,56,186
163408,2,242,R,56,186
163426,1,34403,R,16023,18380
163426,2,34403,R,16023,18380
163453,1,8587,R,3941,4646
163453,2,7041,R,3319,3722
163453,4,1546,R,622,924
163462,1,2543,R,1266,1277
163462,2,1949,R,915,1034
163462,4,594,R,351,243
163532,1,583,R,583,0
163532,2,349,R,349,0
163532,4,234,R,234,0
163541,1,754,R,384,370
163541,2,754,R,384,370
163578,1,3561,R,563,2998
163578,2,1391,R,123,1268
163578,4,2170,R,440,1730
163657,1,18102,R,6894,11208
163657,2,18102,R,6894,11208
163736,1,1047,R,279,768
163736,2,1047,R,279,768
163754,1,144,R,8,136
163754,2,144,R,8,136
163815,1,162,R,3,159
163815,2,162,R,3,159
163851,1,9642,R,3954,5688
163851,2,8658,R,3717,4941
163851,4,984,R,237,747
163912,1,1824,R,778,1046
163912,2,1797,R,770,1027
163912,4,27,R,8,19
163976,1,512,R,290,222
163976,2,414,R,233,181
163976,4,98,R,57,41
164058,1,731,R,370,361
164058,2,731,R,370,361
164076,1,25390,R,9857,15533
164076,2,21337,R,8705,12632
164076,4,4053,R,1152,2901
164085,1,1611,R,171,1440
164085,4,1611,R,171,1440
164155,1,4535,R,3497,1038
164155,2,4535,R,3497,1038
164173,1,4912,R,1562,3350
164173,2,4147,R,1363,2784
164173,4,765,R,199,566
164216,1,1487,R,659,828
164216,2,1482,R,658,824
164216,4,5,R,1,4
164270,1,3872,R,1263,2609
164270,2,1813,R,838,975
164270,4,2059,R,425,1634
164313,1,4277,R,1524,2753
164313,2,4277,R,1524,2753
164368,1,2799,R,1606,1193
164368,2,345,R,218,127
164368,4,2454,R,1388,1066
164438,1,1897,R,510,1387
164438,2,1102,R,259,843
164438,4,795,R,251,544
164447,1,4633,R,1311,3322
164447,2,1539,R,612,927
164447,4,3094,R,699,2395
164465,1,1921,R,953,968
164465,2,1921,R,953,968
164474,1,276,R,95,181
164474,4,276,R,95,181
164492,1,1747,R,775,972
164492,2,1291,R,520,771
164492,4,456,R,255,201
164535,1,50,R,8,42
164535,2,50,R,8,42
164562,1,2984,R,1119,1865
164562,2,2341,R,910,1431
164562,4,643,R,209,434
164580,1,3508,R,1979,1529
164580,2,2211,R,1154,1057
164580,4,1297,R,825,472
164599,1,83,R,11,72
164599,2,83,R,11,72
164614,1,87,R,51,36
164614,2,87,R,51,36
164632,1,3825,R,266,3559
164632,2,2093,R,2,2091
164632,4,1732,R,264,1468
164641,1,1394,R,464,930
164641,2,1394,R,464,930
164678,1,131,R,128,3
164678,2,131,R,128,3
164720,1,2544,R,949,1595
164720,2,2534,R,947,1587
164720,4,10,R,2,8
164739,1,5854,R,3299,2555
164739,2,4369,R,2594,1775
164739,4,1485,R,705,780
164748,1,7035,R,4530,2505
164748,2,6607,R,4300,2307
164748,4,428,R,230,198
164775,1,2639,R,1024,1615
164775,2,2639,R,1024,1615
164845,1,349,R,20,329
164845,2,349,R,20,329
164872,1,966,R,488,478
164872,2,529,R,288,241
164872,4,437,R,200,237
164915,1,161,R,53,108
164915,4,161,R,53,108
164924,1,15594,R,7129,8465
164924,2,10297,R,4855,5442
164924,4,5297,R,2274,3023
164988,1,40176,R,16734,23442
164988,2,22685,R,9051,13634
164988,4,17491,R,7683,9808
165015,1,6408,R,2922,3486
165015,2,3852,R,1669,2183
165015,4,2556,R,1253,1303
165024,1,12987,R,5110,7877
165024,2,10873,R,4495,6378
165024,4,2114,R,615,1499
165033,1,11324,R,4335,6989
165033,2,11324,R,4335,6989
165060,1,284,R,23,261
165060,2,284,R,23,261
165112,1,17152,R,7340,9812
165112,2,17152,R,7340,9812
165167,1,3775,R,1152,2623
165167,2,1524,R,565,959
165167,4,2251,R,587,1664
165194,1,5201,R,2032,3169
165194,2,5201,R,2032,3169
165255,1,220,R,1,219
165255,2,220,R,1,219
165264,1,1140,R,106,1034
165264,2,1140,R,106,1034
165334,1,3728,R,1532,2196
165334,2,2508,R,1010,1498
165334,4,1220,R,522,698
165495,1,24,R,13,11
165495,4,24,R,13,11
165529,1,3470,R,1328,2142
165529,2,3186,R,1192,1994
165529,4,284,R,136,148
165556,1,586,R,151,435
165556,2,586,R,151,435
165574,1,1665,R,833,832
165574,2,1665,R,833,832
165608,1,91,R,9,82
165608,2,91,R,9,82
165635,1,300,R,288,12
165635,2,300,R,288,12
165644,1,1115,R,383,732
165644,2,917,R,337,580
165644,4,198,R,46,152
165662,1,4873,R,1831,3042
165662,2,4144,R,1663,2481
165662,4,729,R,168,561
165671,1,2479,R,639,1840
165671,2,2194,R,579,1615
165671,4,285,R,60,225
165699,1,7088,R,2289,4799
165699,2,3511,R,1397,2114
165699,4,3577,R,892,2685
165705,1,57,R,22,35
165705,4,57,R,22,35
165750,1,130,R,60,70
165750,2,130,R,60,70
165802,1,3107,R,735,2372
165802,2,3067,R,722,2345
165802,4,40,R,13,27
165820,1,11388,R,3451,7937
165820,2,4844,R,2221,2623
165820,4,6544,R,1230,5314
165866,1,10422,R,3049,7373
165866,2,5350,R,2025,3325
165866,4,5072,R,1024,4048
165884,1,930,R,731,199
165884,2,930,R,731,199
165936,1,2445,R,815,1630
165936,2,1798,R,679,1119
165936,4,647,R,136,511
165945,1,2676,R,1831,845
165945,4,2676,R,1831,845
165981,1,2811,R,1141,1670
165981,2,2811,R,1141,1670
166009,1,82,R,23,59
166009,2,82,R,23,59
166018,1,1461,R,568,893
166018,2,1461,R,568,893
166027,1,38053,R,19269,18784
166027,2,14128,R,7042,7086
166027,4,23925,R,12227,11698
166045,1,248,R,75,173
166045,2,54,R,21,33
166045,4,194,R,54,140
166054,1,202,R,149,53
166054,2,99,R,59,40
166054,4,103,R,90,13
166124,1,2759,R,1389,1370
166124,2,2759,R,1389,1370
166133,1,8243,R,3181,5062
166133,2,8243,R,3181,5062
166391,1,2399,R,813,1586
166391,2,1878,R,660,1218
166391,4,521,R,153,368
166407,1,341,R,26,315
166407,2,341,R,26,315
166452,1,7536,R,1294,6242
166452,2,2612,R,593,2019
166452,4,4924,R,701,4223
166489,1,228,R,92,136
166489,2,53,R,26,27
166489,4,175,R,66,109
166498,1,176,R,6,170
166498,2,176,R,6,170
166513,1,21519,R,12850,8669
166513,2,16166,R,9908,6258
166513,4,5353,R,2942,2411
166586,1,44,R,4,40
166586,2,44,R,4,40
166595,1,75,R,3,72
166595,2,75,R,3,72
166629,1,33767,R,16884,16883
166629,2,25988,R,13122,12866
166629,4,7779,R,3762,4017
166638,1,21391,R,8994,12397
166638,2,16082,R,7334,8748
166638,4,5309,R,1660,3649
166647,1,7952,R,3509,4443
166647,2,7952,R,3509,4443
166656,1,7732,R,2453,5279
166656,2,4116,R,1224,2892
166656,4,3616,R,1229,2387
166674,1,2422,R,712,1710
166674,2,2243,R,660,1583
166674,4,179,R,52,127
166683,1,12084,R,7501,4583
166683,2,4680,R,2537,2143
166683,4,7404,R,4964,2440
166692,1,1845,R,1582,263
166692,2,1742,R,1500,242
166692,4,103,R,82,21
166708,1,1132,R,467,665
166708,4,1132,R,467,665
166717,1,757,R,182,575
166717,4,757,R,182,575
166805,1,122,R,101,21
166805,2,122,R,101,21
166823,1,11079,R,4703,6376
166823,2,11079,R,4703,6376
166850,1,4250,R,1933,2317
166850,2,3522,R,1678,1844
166850,4,728,R,255,473
166869,1,2310,R,413,1897
166869,2,999,R,186,813
166869,4,1311,R,227,1084
166887,1,12254,R,5126,7128
166887,2,12254,R,5126,7128
166911,1,375,R,108,267
166911,2,375,R,108,267
166939,1,2497,R,25,2472
166939,2,2346,R,9,2337
166939,4,151,R,16,135
166948,1,1419,R,469,950
166948,2,1386,R,457,929
166948,4,33,R,12,21
166957,1,5553,R,1962,3591
166957,2,5553,R,1962,3591
166975,1,187,R,57,130
166975,2,187,R,57,130
166984,1,542,R,146,396
166984,2,384,R,106,278
166984,4,158,R,40,118
167039,1,26,R,0,26
167039,2,26,R,0,26
167057,1,804,R,437,367
167057,2,412,R,232,180
167057,4,392,R,205,187
167093,1,533,R,161,372
167093,4,533,R,161,372
167215,1,880,R,406,474
167215,4,880,R,406,474
167224,1,73,R,28,45
167224,2,73,R,28,45
167251,1,944,R,408,536
167251,2,944,R,408,536
167260,1,1738,R,998,740
167260,2,1379,R,821,558
167260,4,359,R,177,182
167288,1,2236,R,804,1432
167288,2,1753,R,652,1101
167288,4,483,R,152,331
167297,1,164,R,126,38
167297,2,164,R,126,38
167312,1,9831,R,3746,6085
167312,2,9831,R,3746,6085
167321,1,315,R,203,112
167321,2,315,R,203,112
167358,1,26608,R,13466,13142
167358,2,18648,R,9239,9409
167358,4,7960,R,4227,3733
167376,1,8345,R,3214,5131
167376,2,8345,R,3214,5131
167394,1,2025,R,511,1514
167394,2,1478,R,406,1072
167394,4,547,R,105,442
167455,1,576,R,242,334
167455,2,533,R,230,303
167455,4,43,R,12,31
167464,1,61,R,61,0
167464,4,61,R,61,0
167525,1,7515,R,2425,5090
167525,2,7515,R,2425,5090
167534,1,11021,R,4627,6394
167534,2,11021,R,4627,6394
167598,1,2597,R,452,2145
167598,2,1674,R,326,1348
167598,4,923,R,126,797
167631,1,3142,R,970,2172
167631,2,3142,R,970,2172
167677,1,237,R,168,69
167677,2,55,R,55,0
167677,4,182,R,113,69
167729,1,11497,R,4228,7269
167729,2,9084,R,3608,5476
167729,4,2413,R,620,1793
167738,1,485,R,94,391
167738,2,485,R,94,391
167783,1,7332,R,659,6673
167783,2,1850,R,14,1836
167783,4,5482,R,645,4837
167792,1,381,R,145,236
167792,2,381,R,145,236
167835,1,3258,R,101,3157
167835,2,2603,R,3,2600
167835,4,655,R,98,557
167871,1,155,R,22,133
167871,2,155,R,22,133
167899,1,3438,R,1460,1978
167899,2,2214,R,1102,1112
167899,4,1224,R,358,866
167905,1,8550,R,3600,4950
167905,2,8550,R,3600,4950
167987,1,10320,R,5203,5117
167987,2,8292,R,4247,4045
167987,4,2028,R,956,1072
167996,1,2532,R,1019,1513
167996,2,2532,R,1019,1513
168005,1,8979,R,4015,4964
168005,2,6154,R,2842,3312
168005,4,2825,R,1173,1652
168032,1,53,R,3,50
168032,2,53,R,3,50
168148,1,12451,R,5529,6922
168148,2,5697,R,2803,2894
168148,4,6754,R,2726,4028
168218,1,2644,R,129,2515
168218,2,2644,R,129,2515
168227,1,4731,R,3783,948
168227,2,4459,R,3587,872
168227,4,272,R,196,76
168254,1,4362,R,2436,1926
168254,2,2857,R,1765,1092
168254,4,1505,R,671,834
168263,1,10430,R,3865,6565
168263,2,6536,R,3039,3497
168263,4,3894,R,826,3068
168281,1,1635,R,593,1042
168281,2,1635,R,593,1042
168290,1,1403,R,193,1210
168290,2,928,R,151,777
168290,4,475,R,42,433
168342,1,2285,R,1112,1173
168342,2,2233,R,1087,1146
168342,4,52,R,25,27
168421,1,6993,R,4806,2187
168421,2,4362,R,2905,1457
168421,4,2631,R,1901,730
168430,1,9774,R,3332,6442
168430,2,6624,R,2736,3888
168430,4,3150,R,596,2554
168528,1,1794,R,944,850
168528,2,1752,R,922,830
168528,4,42,R,22,20
168546,1,1405,R,709,696
168546,2,1405,R,709,696
168555,1,50,R,0,50
168555,2,50,R,0,50
168573,1,673,R,645,28
168573,2,673,R,645,28
168591,1,1427,R,610,817
168591,2,1427,R,610,817
168607,1,1833,R,850,983
168607,2,1833,R,850,983
168740,1,4582,R,2497,2085
168740,2,2233,R,965,1268
168740,4,2349,R,1532,817
168786,1,2081,R,796,1285
168786,2,1905,R,755,1150
168786,4,176,R,41,135
168847,1,32756,R,10694,22062
168847,2,32007,R,10445,21562
168847,4,749,R,249,500
168883,1,2322,R,897,1425
168883,2,2322,R,897,1425
168892,1,148,R,4,144
168892,2,148,R,4,144
169071,1,34,R,0,34
169071,2,34,R,0,34
169080,1,4431,R,1916,2515
169080,2,4200,R,1853,2347
169080,4,231,R,63,168
169099,1,336,R,259,77
169099,4,336,R,259,77
169187,1,255,R,42,213
169187,2,255,R,42,213
169220,1,140,R,32,108
169220,4,140,R,32,108
169248,1,29926,R,12836,17090
169248,2,21479,R,9371,12108
169248,4,8447,R,3465,4982
169275,1,11571,R,4799,6772
169275,2,11571,R,4799,6772
169284,1,421,R,20,401
169284,2,421,R,20,401
169327,1,668,R,315,353
169327,2,542,R,253,289
169327,4,126,R,62,64
169363,1,1108,R,491,617
169363,2,790,R,394,396
169363,4,318,R,97,221
169424,1,153,R,47,106
169424,4,153,R,47,106
169442,1,1536,R,771,765
169442,2,1467,R,730,737
169442,4,69,R,41,28
169479,1,10374,R,4142,6232
169479,2,7883,R,3140,4743
169479,4,2491,R,1002,1489
169503,1,330,R,11,319
169503,2,330,R,11,319
169521,1,12934,R,5820,7114
169521,2,12934,R,5820,7114
169576,1,108,R,4,104
169576,2,108,R,4,104
169628,1,901,R,459,442
169628,4,901,R,459,442
169655,1,1017,R,944,73
169655,2,1017,R,944,73
169716,1,5516,R,2258,3258
169716,2,3004,R,1061,1943
169716,4,2512,R,1197,1315
169734,1,733,R,67,666
169734,2,733,R,67,666
169761,1,293,R,29,264
169761,2,293,R,29,264
169798,1,25400,R,10138,15262
169798,2,20388,R,8362,12026
169798,4,5012,R,1776,3236
169813,1,21,R,1,20
169813,2,21,R,1,20
169910,1,17314,R,8062,9252
169910,2,15785,R,7407,8378
169910,4,1529,R,655,874
169947,1,81,R,74,7
169947,2,81,R,74,7
169974,1,1497,R,582,915
169974,2,1497,R,582,915
169983,1,2714,R,2168,546
169983,2,2092,R,1699,393
169983,4,622,R,469,153
169992,1,1310,R,568,742
169992,2,1310,R,568,742
170000,1,1241,R,574,667
170000,2,1230,R,567,663
170000,4,11,R,7,4
170037,1,3260,R,1334,1926
170037,2,2423,R,944,1479
170037,4,837,R,390,447
170055,1,21520,R,10321,11199
170055,2,21520,R,10321,11199
170082,1,28682,R,11549,17133
170082,2,23943,R,9999,13944
170082,4,4739,R,1550,3189
170091,1,181,R,97,84
170091,2,181,R,97,84
170240,1,19042,R,8627,10415
170240,2,19042,R,8627,10415
170286,1,1675,R,824,851
170286,2,1636,R,794,842
170286,4,39,R,30,9
170301,1,3601,R,1433,2168
170301,2,3601,R,1433,2168
170444,1,7546,R,3244,4302
170444,2,7546,R,3244,4302
170532,1,1467,R,640,827
170532,2,1467,R,640,827
170541,1,12807,R,6130,6677
170541,2,12807,R,6130,6677
170550,1,6278,R,2325,3953
170550,2,6278,R,2325,3953
170587,1,2110,R,836,1274
170587,2,2110,R,836,1274
170611,1,198,R,3,195
170611,2,198,R,3,195
170620,1,5377,R,2113,3264
170620,2,5377,R,2113,3264
170639,1,2565,R,1250,1315
170639,2,2559,R,1249,1310
170639,4,6,R,1,5
170657,1,21387,R,9796,11591
170657,2,21387,R,9796,11591
170675,1,4872,R,3712,1160
170675,2,3066,R,2381,685
170675,4,1806,R,1331,475
170736,1,71,R,2,69
170736,2,71,R,2,69
170790,1,31464,R,14903,16561
170790,2,31464,R,14903,16561
170806,1,4661,R,1356,3305
170806,2,3280,R,1067,2213
170806,4,1381,R,289,1092
170842,1,2173,R,595,1578
170842,2,804,R,256,548
170842,4,1369,R,339,1030
170967,1,1322,R,501,821
170967,2,1295,R,479,816
170967,4,27,R,22,5
170976,1,45170,R,23501,21669
170976,2,29124,R,14748,14376
