UNITID,EFFYLEV,EFYTOTLT,EFYTOTLM,EFYTOTLW
177931,1,58,2,56
177931,2,58,2,56
177940,1,3583,1612,1971
177940,2,3419,1547,1872
177940,4,164,65,99
177968,1,15234,5824,9410
177968,2,9539,4269,5270
177968,4,5695,1555,4140
177977,1,1481,1189,292
177977,2,1481,1189,292
177986,1,1164,632,532
177986,2,96,40,56
177986,4,1068,592,476
177995,1,25521,10527,14994
177995,2,25521,10527,14994
178004,1,267,28,239
178004,2,267,28,239
178059,1,8074,1715,6359
178059,2,3068,944,2124
178059,4,5006,771,4235
178077,1,140,5,135
178077,2,140,5,135
178110,1,189,27,162
178110,2,189,27,162
178183,1,349,48,301
178183,2,349,48,301
178208,1,2517,2093,424
178208,2,546,395,151
178208,4,1971,1698,273
178217,1,5086,2213,2873
178217,2,5086,2213,2873
178244,1,6140,2131,4009
178244,2,4547,1737,2810
178244,4,1593,394,1199
178262,1,126,9,117
178262,2,126,9,117
178305,1,899,77,822
178305,2,899,77,822
178314,1,29,23,6
178314,2,29,23,6
178341,1,6656,2782,3874
178341,2,6570,2747,3823
178341,4,86,35,51
178369,1,2048,1110,938
178369,2,2029,1107,922
178369,4,19,3,16
178387,1,6383,2621,3762
178387,2,6090,2486,3604
178387,4,293,135,158
178396,1,39040,18405,20635
178396,2,29984,14482,15502
178396,4,9056,3923,5133
178402,1,20146,8992,11154
178402,2,13702,5883,7819
178402,4,6444,3109,3335
178411,1,9659,7384,2275
178411,2,7163,5447,1716
178411,4,2496,1937,559
178420,1,21424,8627,12797
178420,2,17327,7242,10085
178420,4,4097,1385,2712
178448,1,7505,3103,4402
178448,2,7505,3103,4402
178466,1,137,45,92
178466,2,137,45,92
178484,1,169,6,163
178484,2,169,6,163
178518,1,334,231,103
178518,4,334,231,103
178527,1,52,0,52
178527,2,52,0,52
178615,1,6869,2763,4106
178615,2,6190,2608,3582
178615,4,679,155,524
178624,1,7898,3587,4311
178624,2,6311,2809,3502
178624,4,1587,778,809
178679,1,737,390,347
178679,2,737,390,347
178697,1,1577,741,836
178697,2,1577,741,836
178721,1,16660,8483,8177
178721,2,15066,7981,7085
178721,4,1594,502,1092
178767,1,154,14,140
178767,2,154,14,140
178828,1,77,12,65
178828,2,77,12,65
178891,1,2745,2592,153
178891,2,2745,2592,153
178989,1,498,53,445
178989,2,317,29,288
178989,4,181,24,157
179043,1,3328,1338,1990
179043,2,2226,846,1380
179043,4,1102,492,610
179052,1,140,56,84
179052,2,140,56,84
179070,1,228,51,177
179070,2,228,51,177
179159,1,19692,8028,11664
179159,2,14458,5913,8545
179159,4,5234,2115,3119
179195,1,59,4,55
179195,2,59,4,55
179229,1,58,5,53
179229,2,58,5,53
179238,1,48,12,36
179238,2,48,12,36
179256,1,198,103,95
179256,2,198,103,95
179265,1,1401,556,845
179265,2,445,167,278
179265,4,956,389,567
179308,1,30827,12628,18199
179308,2,30827,12628,18199
179317,1,170,93,77
179317,4,170,93,77
179326,1,4512,1580,2932
179326,2,3434,1203,2231
179326,4,1078,377,701
179344,1,2600,987,1613
179344,2,2600,987,1613
179450,1,644,69,575
179450,2,562,58,504
179450,4,82,11,71
179511,1,470,36,434
179511,2,470,36,434
179539,1,6832,2596,4236
179539,2,6832,2596,4236
179548,1,994,32,962
179548,2,768,5,763
179548,4,226,27,199
179557,1,14203,6059,8144
179557,2,12162,5352,6810
179557,4,2041,707,1334
179566,1,26058,10847,15211
179566,2,21677,9166,12511
179566,4,4381,1681,2700
179645,1,5064,1718,3346
179645,2,5064,1718,3346
179715,1,2176,610,1566
179715,2,2176,610,1566
179812,1,1182,682,500
179812,4,1182,682,500
179867,1,16292,7929,8363
179867,2,8440,3918,4522
179867,4,7852,4011,3841
179894,1,19802,8776,11026
179894,2,3853,1682,2171
179894,4,15949,7094,8855
179919,1,987,457,530
179919,2,987,457,530
179946,1,1052,607,445
179946,2,1052,607,445
179955,1,1164,474,690
179955,2,1150,472,678
179955,4,14,2,12
179964,1,3008,998,2010
179964,2,1204,298,906
179964,4,1804,700,1104
179991,1,42,0,42
179991,2,42,0,42
180054,1,648,269,379
180054,2,648,269,379
180063,1,57,0,57
180063,2,57,0,57
180081,1,1086,515,571
180081,2,1086,515,571
180090,1,144,9,135
180090,2,144,9,135
180106,1,1515,641,874
180106,2,1515,641,874
180151,1,545,308,237
180151,2,545,308,237
180160,1,484,194,290
180160,2,484,194,290
180179,1,5589,2038,3551
180179,2,5062,1925,3137
180179,4,527,113,414
180197,1,3485,1518,1967
180197,2,3485,1518,1967
180203,1,372,167,205
180203,2,372,167,205
180212,1,547,217,330
180212,2,547,217,330
180249,1,2521,764,1757
180249,2,2521,764,1757
180258,1,1261,395,866
180258,2,1167,366,801
180258,4,94,29,65
180276,1,1853,790,1063
180276,2,1853,790,1063
180328,1,459,175,284
180328,2,459,175,284
180373,1,776,261,515
180373,2,776,261,515
180391,1,56,6,50
180391,2,56,6,50
180416,1,2609,1810,799
180416,2,2306,1614,692
180416,4,303,196,107
180461,1,17390,9268,8122
180461,2,15081,8229,6852
180461,4,2309,1039,1270
180489,1,15072,6699,8373
180489,2,12291,5602,6689
180489,4,2781,1097,1684
180522,1,1605,811,794
180522,2,1510,774,736
180522,4,95,37,58
180595,1,1093,564,529
180595,2,994,524,470
180595,4,99,40,59
180647,1,1090,401,689
180647,2,1090,401,689
180692,1,1747,651,1096
180692,2,1747,651,1096
180771,1,37,1,36
180771,2,37,1,36
180814,1,12268,6072,6196
180814,2,7814,3921,3893
180814,4,4454,2151,2303
180832,1,1595,197,1398
180832,2,936,116,820
180832,4,659,81,578
180878,1,811,100,711
180878,2,682,63,619
180878,4,129,37,92
180902,1,9247,3562,5685
180902,2,9247,3562,5685
180948,1,3875,1560,2315
180948,2,2874,1163,1711
180948,4,1001,397,604
180957,1,168,61,107
180957,2,168,61,107
180984,1,3414,1258,2156
180984,2,1964,926,1038
180984,4,1450,332,1118
181002,1,10192,4494,5698
181002,2,4586,1948,2638
181002,4,5606,2546,3060
181020,1,1078,569,509
181020,2,1078,569,509
181093,1,620,272,348
181093,2,508,232,276
181093,4,112,40,72
181127,1,1385,650,735
181127,2,1200,624,576
181127,4,185,26,159
181145,1,31,2,29
181145,2,31,2,29
181190,1,355,10,345
181190,2,355,10,345
181215,1,8102,3179,4923
181215,2,5598,2366,3232
181215,4,2504,813,1691
181242,1,774,188,586
181242,2,706,166,540
181242,4,68,22,46
181297,1,1198,130,1068
181297,2,924,107,817
181297,4,274,23,251
181303,1,25131,11290,13841
181303,2,25131,11290,13841
181312,1,5836,3643,2193
181312,2,5836,3643,2193
181330,1,1738,862,876
181330,2,1582,791,791
181330,4,156,71,85
181376,1,146,79,67
181376,2,146,79,67
181394,1,18571,8730,9841
181394,2,14621,7085,7536
181394,4,3950,1645,2305
181400,1,1025,232,793
181400,2,931,216,715
181400,4,94,16,78
181419,1,290,90,200
181419,2,290,90,200
181428,1,4073,1438,2635
181428,2,1015,131,884
181428,4,3058,1307,1751
181446,1,4126,1500,2626
181446,2,3719,1393,2326
181446,4,407,107,300
181464,1,27908,14457,13451
181464,2,21433,11450,9983
181464,4,6475,3007,3468
181491,1,6722,3342,3380
181491,2,6722,3342,3380
181534,1,3479,1370,2109
181534,2,2947,1212,1735
181534,4,532,158,374
181543,1,39,20,19
181543,2,39,20,19
181604,1,1233,30,1203
181604,2,932,11,921
181604,4,301,19,282
181640,1,14723,6825,7898
181640,2,14723,6825,7898
181738,1,990,379,611
181738,2,901,359,542
181738,4,89,20,69
181765,1,563,248,315
181765,2,563,248,315
181783,1,4268,1765,2503
181783,2,3328,1411,1917
181783,4,940,354,586
181792,1,14,3,11
181792,2,14,3,11
181817,1,2609,953,1656
181817,2,2609,953,1656
181853,1,462,260,202
181853,2,443,247,196
181853,4,19,13,6
181880,1,341,23,318
181880,2,341,23,318
181941,1,771,413,358
181941,2,771,413,358
182005,1,48615,21225,27390
182005,2,48615,21225,27390
182111,1,1221,675,546
182111,2,1221,675,546
182148,1,610,150,460
182148,2,610,150,460
182281,1,34264,14789,19475
182281,2,27033,11905,15128
182281,4,7231,2884,4347
182290,1,23476,10844,12632
182290,2,19708,9170,10538
182290,4,3768,1674,2094
182306,1,4542,1698,2844
182306,2,4542,1698,2844
182458,1,1746,635,1111
182458,2,553,330,223
182458,4,1193,305,888
182500,1,15582,7110,8472
182500,2,15582,7110,8472
182564,1,4970,2194,2776
182564,2,4970,2194,2776
182634,1,1231,378,853
182634,2,1231,378,853
182652,1,79,1,78
182652,2,79,1,78
182661,1,798,616,182
182661,2,685,566,119
182661,4,113,50,63
182670,1,6869,3580,3289
182670,2,4695,2376,2319
182670,4,2174,1204,970
182704,1,122,6,116
182704,2,122,6,116
182722,1,164,25,139
182722,2,164,25,139
182795,1,2615,1109,1506
182795,2,1874,824,1050
182795,4,741,285,456
182829,1,277,152,125
182829,4,277,152,125
182892,1,78,3,75
182892,2,78,3,75
182917,1,89,33,56
182917,2,89,33,56
182953,1,217,16,201
182953,2,217,16,201
182980,1,3451,1188,2263
182980,2,2166,664,1502
182980,4,1285,524,761
182999,1,55,1,54
182999,2,55,1,54
183026,1,100304,37378,62926
183026,2,72585,26823,45762
183026,4,27719,10555,17164
183035,1,52,6,46
183035,2,52,6,46
183044,1,16795,7580,9215
183044,2,13852,6439,7413
183044,4,2943,1141,1802
183062,1,4729,2071,2658
183062,2,4529,2013,2516
183062,4,200,58,142
183071,1,1400,629,771
183071,2,1038,494,544
183071,4,362,135,227
183080,1,6565,2932,3633
183080,2,4518,2334,2184
183080,4,2047,598,1449
183099,1,5729,2748,2981
183099,2,5729,2748,2981
183105,1,1434,518,916
183105,2,1434,518,916
183114,1,1733,621,1112
183114,2,1733,621,1112
183123,1,2312,1232,1080
183123,2,2312,1232,1080
183132,1,4736,2175,2561
183132,2,4736,2175,2561
183141,1,3230,1610,1620
183141,2,3230,1610,1620
183150,1,3135,1255,1880
183150,2,3135,1255,1880
183202,1,73,1,72
183202,2,73,1,72
183211,1,3625,1173,2452
183211,2,1865,370,1495
183211,4,1760,803,957
183239,1,1976,781,1195
183239,2,1976,781,1195
183248,1,223,28,195
183248,2,223,28,195
183257,1,3416,1016,2400
183257,2,2883,875,2008
183257,4,533,141,392
183275,1,88,42,46
183275,2,88,42,46
183488,1,742,120,622
183488,2,742,120,622
183600,1,33,1,32
183600,2,33,1,32
183655,1,8860,3626,5234
183655,2,8860,3626,5234
183725,1,835,279,556
183725,2,835,279,556
183743,1,20115,10075,10040
183743,2,20115,10075,10040
183789,1,5773,1553,4220
183789,2,5677,1529,4148
183789,4,96,24,72
183804,1,7906,7906,0
183804,2,3235,3235,0
183804,4,4671,4671,0
183822,1,2187,791,1396
183822,2,2185,789,1396
183822,4,2,2,0
183859,1,20133,9188,10945
183859,2,20133,9188,10945
183877,1,15183,6529,8654
183877,2,15183,6529,8654
183910,1,2412,633,1779
183910,2,1733,505,1228
183910,4,679,128,551
183938,1,17288,7398,9890
183938,2,17288,7398,9890
183974,1,2688,978,1710
183974,2,1751,695,1056
183974,4,937,283,654
183983,1,129,106,23
183983,2,129,106,23
184047,1,101,49,52
184047,2,101,49,52
184056,1,641,190,451
184056,2,641,190,451
184092,1,1104,232,872
184092,2,1104,232,872
184180,1,11308,5523,5785
184180,2,11308,5523,5785
184205,1,4325,1601,2724
184205,2,4325,1601,2724
184278,1,117,109,8
184278,2,117,109,8
184348,1,2374,969,1405
184348,2,1633,639,994
184348,4,741,330,411
184427,1,450,440,10
184427,2,450,440,10
184481,1,14986,6285,8701
184481,2,14986,6285,8701
184506,1,175,18,157
184506,2,175,18,157
184603,1,10451,4571,5880
184603,2,6528,2946,3582
184603,4,3923,1625,2298
184612,1,2381,604,1777
184612,2,1937,516,1421
184612,4,444,88,356
184694,1,3675,1604,2071
184694,2,2678,1230,1448
184694,4,997,374,623
184746,1,263,255,8
184746,2,263,255,8
184773,1,2675,615,2060
184773,2,1725,450,1275
184773,4,950,165,785
184782,1,18442,9126,9316
184782,2,14726,7813,6913
184782,4,3716,1313,2403
184791,1,9611,4097,5514
184791,2,9611,4097,5514
184816,1,171,22,149
184816,2,171,22,149
184870,1,656,84,572
184870,2,656,84,572
184959,1,1251,254,997
184959,2,1251,254,997
184968,1,175,24,151
184968,2,175,24,151
184995,1,12248,5061,7187
184995,2,12248,5061,7187
185129,1,10062,3683,6379
185129,2,7469,2979,4490
185129,4,2593,704,1889
185174,1,99,71,28
185174,2,99,71,28
185262,1,16820,6077,10743
185262,2,13730,5394,8336
185262,4,3090,683,2407
185332,1,652,79,573
185332,2,652,79,573
185396,1,1732,1683,49
185396,2,1732,1683,49
185466,1,383,6,377
185466,2,383,6,377
185509,1,11603,5505,6098
185509,2,11603,5505,6098
185536,1,17846,8300,9546
185536,2,17846,8300,9546
185572,1,7137,2632,4505
185572,2,4992,2114,2878
185572,4,2145,518,1627
185590,1,23589,8629,14960
185590,2,18348,7145,11203
185590,4,5241,1484,3757
185651,1,71,14,57
185651,2,71,14,57
185679,1,446,72,374
185679,2,446,72,374
185721,1,653,268,385
185721,2,653,268,385
185758,1,190,72,118
185758,4,190,72,118
185767,1,447,89,358
185767,2,447,89,358
185828,1,12914,9566,3348
185828,2,8992,6740,2252
185828,4,3922,2826,1096
185873,1,13236,5741,7495
185873,2,13236,5741,7495
185970,1,299,39,260
185970,2,299,39,260
186016,1,515,33,482
186016,2,515,33,482
186034,1,11550,4572,6978
186034,2,11550,4572,6978
186052,1,1187,971,216
186052,2,1187,971,216
186122,1,564,350,214
186122,4,564,350,214
186131,1,8476,4665,3811
186131,2,5666,2945,2721
186131,4,2810,1720,1090
186186,1,264,264,0
186186,2,264,264,0
186201,1,6998,3060,3938
186201,2,6456,2918,3538
186201,4,542,142,400
186274,1,305,74,231
186274,2,305,74,231
186283,1,5744,2314,3430
186283,2,4520,1909,2611
186283,4,1224,405,819
186335,1,62,17,45
186335,2,62,17,45
186371,1,7614,3378,4236
186371,2,5822,2483,3339
186371,4,1792,895,897
186380,1,55215,25585,29630
186380,2,39735,19684,20051
186380,4,15480,5901,9579
186399,1,14239,7022,7217
186399,2,9529,4476,5053
186399,4,4710,2546,2164
186405,1,19,5,14
186405,2,19,5,14
186423,1,60,9,51
186423,2,60,9,51
186432,1,3986,1517,2469
186432,2,2825,1074,1751
186432,4,1161,443,718
186469,1,1616,714,902
186469,2,1616,714,902
186584,1,11015,4717,6298
186584,2,6349,2796,3553
186584,4,4666,1921,2745
186593,1,209,39,170
186593,2,209,39,170
186618,1,1370,148,1222
186618,2,855,57,798
186618,4,515,91,424
186645,1,11936,6075,5861
186645,2,11936,6075,5861
186867,1,7593,5425,2168
186867,2,3076,2174,902
186867,4,4517,3251,1266
186876,1,10089,3966,6123
186876,2,8971,3691,5280
186876,4,1118,275,843
186900,1,85,85,0
186900,2,85,85,0
187000,1,174,171,3
187000,2,174,171,3
187046,1,17511,9661,7850
187046,2,16506,9283,7223
187046,4,1005,378,627
187134,1,8913,3440,5473
187134,2,7217,2985,4232
187134,4,1696,455,1241
187161,1,240,24,216
187161,2,240,24,216
187198,1,15169,5911,9258
187198,2,15169,5911,9258
187444,1,13156,5605,7551
187444,2,11184,5071,6113
187444,4,1972,534,1438
187505,1,1657,140,1517
187505,2,1657,140,1517
187532,1,37967,16571,21396
187532,2,37967,16571,21396
187596,1,2289,925,1364
187596,2,2284,923,1361
187596,4,5,2,3
187602,1,88,13,75
187602,2,88,13,75
187620,1,10867,4607,6260
187620,2,10867,4607,6260
187639,1,5426,1847,3579
187639,2,5426,1847,3579
187648,1,7724,3145,4579
187648,2,5781,2580,3201
187648,4,1943,565,1378
187666,1,3785,1823,1962
187666,2,3785,1823,1962
187745,1,808,355,453
187745,2,743,330,413
187745,4,65,25,40
187897,1,4489,1570,2919
187897,2,2715,1022,1693
187897,4,1774,548,1226
187903,1,4248,1622,2626
187903,2,4248,1622,2626
187912,1,455,365,90
187912,2,455,365,90
187958,1,3160,1199,1961
187958,2,3160,1199,1961
187967,1,2459,1597,862
187967,2,1755,1214,541
187967,4,704,383,321
187976,1,1907,807,1100
187976,2,1907,807,1100
187985,1,31578,14156,17422
187985,2,23419,10493,12926
187985,4,8159,3663,4496
187994,1,3210,1187,2023
187994,2,3210,1187,2023
188003,1,3246,1236,2010
188003,2,3246,1236,2010
188021,1,1778,638,1140
188021,2,1778,638,1140
188030,1,17843,8257,9586
188030,2,14169,6681,7488
188030,4,3674,1576,2098
188049,1,3466,1280,2186
188049,2,3466,1280,2186
188058,1,1486,581,905
188058,2,1484,580,904
188058,4,2,1,1
188100,1,10592,4104,6488
188100,2,10592,4104,6488
188137,1,7530,2985,4545
188137,2,7530,2985,4545
188146,1,980,474,506
188146,2,980,474,506
188182,1,1290,498,792
188182,2,506,274,232
188182,4,784,224,560
188207,1,224,24,200
188207,4,224,24,200
188216,1,574,281,293
188216,2,574,281,293
188225,1,2337,962,1375
188225,2,2337,962,1375
188261,1,1326,808,518
188261,2,1326,808,518
188289,1,108,6,102
188289,2,108,6,102
188304,1,4551,1627,2924
188304,2,3263,1264,1999
188304,4,1288,363,925
188340,1,1953,1699,254
188340,2,1938,1687,251
188340,4,15,12,3
188429,1,8373,2382,5991
188429,2,5391,1677,3714
188429,4,2982,705,2277
188438,1,5061,2112,2949
188438,2,5061,2112,2949
188517,1,746,160,586
188517,2,746,160,586
188526,1,1487,591,896
188526,2,1008,398,610
188526,4,479,193,286
188535,1,428,214,214
188535,4,428,214,214
188580,1,861,397,464
188580,4,861,397,464
188641,1,2623,1203,1420
188641,2,2014,1004,1010
188641,4,609,199,410
188650,1,887,65,822
188650,2,887,65,822
188669,1,107,19,88
188669,2,107,19,88
188678,1,290,93,197
188678,2,290,93,197
188687,1,689,240,449
188687,2,689,240,449
188696,1,311,55,256
188696,2,311,55,256
188854,1,1829,617,1212
188854,2,1829,617,1212
188890,1,1986,1947,39
188890,2,1986,1947,39
188915,1,66,5,61
188915,2,66,5,61
188942,1,181,0,181
188942,2,181,0,181
188988,1,427,101,326
188988,2,427,101,326
189015,1,919,103,816
189015,4,919,103,816
189088,1,2533,1090,1443
189088,2,2135,924,1211
189088,4,398,166,232
189097,1,2669,5,2664
189097,2,2669,5,2664
189219,1,502,489,13
189219,2,502,489,13
189228,1,6828,2446,4382
189228,2,6828,2446,4382
189264,1,32,32,0
189264,2,32,32,0
189273,1,45,45,0
189273,2,45,45,0
189282,1,268,53,215
189282,2,268,53,215
189404,1,174,5,169
189404,2,174,5,169
189413,1,1348,311,1037
189413,2,1149,284,865
189413,4,199,27,172
189422,1,791,297,494
189422,2,791,297,494
189459,1,1714,526,1188
189459,2,1714,526,1188
189468,1,204,8,196
189468,2,204,8,196
189477,1,295,7,288
189477,2,295,7,288
189501,1,1206,612,594
189501,4,1206,612,594
189547,1,9306,4010,5296
189547,2,9306,4010,5296
189556,1,603,123,480
189556,2,603,123,480
189565,1,592,133,459
189565,2,592,133,459
189574,1,869,244,625
189574,2,869,244,625
189583,1,1133,275,858
189583,2,1133,275,858
189592,1,781,173,608
189592,2,781,173,608
189705,1,4694,2123,2571
189705,2,2966,1451,1515
189705,4,1728,672,1056
189714,1,432,9,423
189714,2,432,9,423
189811,1,750,109,641
189811,2,750,109,641
189839,1,6800,2577,4223
189839,2,6800,2577,4223
189848,1,1169,314,855
189848,2,1169,314,855
189857,1,667,667,0
189857,2,539,539,0
189857,4,128,128,0
189954,1,100,42,58
189954,2,100,42,58
189981,1,95,66,29
189981,4,95,66,29
189990,1,691,10,681
189990,2,691,10,681
190008,1,60,19,41
190008,2,60,19,41
190044,1,4733,3188,1545
190044,2,3352,2348,1004
190044,4,1381,840,541
190053,1,2110,899,1211
190053,2,2110,899,1211
190071,1,121,17,104
190071,2,121,17,104
190080,1,106,57,49
190080,4,106,57,49
190099,1,3014,1333,1681
190099,2,3004,1331,1673
190099,4,10,2,8
190114,1,1673,462,1211
190114,2,1065,280,785
190114,4,608,182,426
190150,1,30379,15047,15332
190150,2,8623,4531,4092
190150,4,21756,10516,11240
190169,1,2391,886,1505
190169,2,2391,886,1505
190239,1,212,17,195
190239,2,212,17,195
190248,1,1421,443,978
190248,2,1114,380,734
190248,4,307,63,244
190293,1,164,9,155
190293,2,164,9,155
190309,1,61,4,57
190309,2,61,4,57
190318,1,463,12,451
190318,2,463,12,451
190372,1,1026,689,337
190372,2,942,625,317
190372,4,84,64,20
190415,1,22462,11523,10939
190415,2,14606,7082,7524
190415,4,7856,4441,3415
190424,1,1070,500,570
190424,4,1070,500,570
190442,1,5261,2205,3056
190442,2,5261,2205,3056
190451,1,363,40,323
190451,2,363,40,323
190503,1,4313,2226,2087
190503,2,4313,2226,2087
